"TF","HCT15"
"MEF2A","3.620890688594994078"
"MEF2B","0.568101578813938857"
"MEF2C","0.217896373570740987"
"MEIS1","-0.740603083586082511"
"MEIS2","-1.580395564025006028"
"MITF","1.810631076242819271"
"MNT","-1.757219571153684212"
"MXI1","1.702935768598892619"
"MYB","0.075161443138516679"
"MYBL2","-0.189411049240686941"
"MYC","-1.652790838339303292"
"MYCN","0.467515773535302159"
"MYOD1","-0.411504833133507109"
"NANOG","0.261331501252681953"
"NCOA1","1.494268836736341255"
"NCOA2","-0.635062734174556831"
"NCOA3","1.351603167894926294"
"NEUROD1","1.785660089981590426"
"NFATC1","2.123155490890110908"
"NFE2","-0.283067623145466130"
"NFE2L1","-0.337828173345809335"
"NFE2L2","0.550377241352150492"
"NFIC","-0.467815629607849948"
"NFKB1","4.214355302981851459"
"NFKB2","-1.813243320218838051"
"NFYA","0.673134665422672529"
"NFYB","0.956389433388756260"
"NR1H2","1.098326991475834014"
"NR1H3","-0.296160202642887227"
"NR2C2","-0.381170756058924476"
"NR2F1","-3.761173807969442340"
"NR2F6","1.203891667233516705"
"NR3C1","-1.132649080792346163"
"NR4A1","-0.164937901338121473"
"NR5A2","0.877283781052087708"
"NRF1","1.255691629345435656"
"ONECUT1","-1.366126796914000963"
"OTX2","1.474391045852182724"
"PAX5","-1.023633628637053761"
"PAX6","1.511747266716258364"
"PAX8","0.802803564740865450"
"PBX2","0.357363331898967074"
"PBX3","-1.051286903123621386"
"PDX1","0.482290527536777203"
"PGR","1.215390270847634513"
"PKNOX1","-1.450340243585992006"
"POU2F1","2.975272099916636215"
"POU4F2","-1.175228890099023982"
"POU5F1","0.297488937428712297"
"PPARA","0.198848480659667731"
"PPARG","2.044516784350655314"
"PRDM1","0.687957794115304555"
"PRDM14","-2.452860756288309130"
"PROX1","-0.880054161675270175"
"RARA","1.669207590923007745"
"RBPJ","1.051098242985723852"
"REL","2.899556700774973628"
"RELA","3.791390201820281192"
"RELB","2.661002567306789413"
"RFX1","-1.323205417879383949"
"RFX2","-0.385291964978239532"
"RFX5","0.126807723801912464"
"RUNX1","0.956716698151980793"
"RUNX2","0.932581430608569129"
"RUNX3","-1.409810308265597723"
"RXRA","-0.146239117252670719"
"SIX2","0.160147544778334205"
"SIX5","-3.247139464344354742"
"SMAD1","-0.219046999952715704"
"SMAD3","0.563848615881690662"
"SMAD4","0.328810589916454898"
"SMAD5","-0.928134597573253339"
"SNAI2","1.238176812228198420"
"SNAPC4","-3.821282092932501762"
"SOX11","0.345617053851314748"
"SOX13","-2.283642870746453557"
"SOX6","-1.194512957851995072"
"SOX9","1.112664387834191082"
"SP1","1.094979434698938769"
"SP2","1.169791013391143997"
"SP3","1.291031234815536166"
"SP4","0.405292485352114928"
"SPI1","0.718622150802322279"
"SPIB","-0.407282523346214842"
"SREBF1","-2.814611831911720596"
"SREBF2","-2.310940737892296593"
"SRF","-0.601530815516757911"
"STAT1","4.013151183780375497"
"STAT2","0.507009553200761021"
"STAT3","3.409344999119916064"
"STAT4","0.708748330492865564"
"STAT5A","2.651798466570373325"
"STAT5B","2.901933350067649187"
"STAT6","0.342154961857002948"
"TAL1","0.069313955255942597"
"TBP","1.530459339817537456"
"TBX21","-1.021067249342959560"
"TCF12","0.894592927196102727"
"TCF3","-1.984284676212544118"
"TCF4","-0.888080488354376363"
"TCF7","0.004428625020809625"
"TCF7L2","-0.093002006757292754"
"TEAD1","1.760668164825927917"
"TEAD2","-0.048852388651734614"
"TEAD4","-1.097525106719225096"
"TFAP2A","-0.115476530708056524"
"TFAP2C","-0.302582684625767595"
"TFAP4","0.012697120319263884"
"TFDP1","1.121279616607426588"
"TGIF2","-0.875736200982731861"
"THAP1","-4.517099659721740323"
"THAP11","-0.241796199484710927"
"TP53","2.496009697668360339"
"TP63","0.535215488027225295"
"TP73","0.112590794510205428"
"TWIST1","1.058318459747541684"
"USF1","0.081126906945887506"
"USF2","0.535699349096738997"
"VDR","1.152093783513178815"
"WT1","3.354981633814162922"
"XBP1","0.442617580154684664"
"YY1","-1.441192818591340963"
"ZBED1","-0.309036375838263988"
"ZBTB11","2.920160247699098210"
"ZBTB33","1.720191614524736456"
"ZBTB7A","3.868359879082198471"
"ZEB1","0.678843626603087502"
"ZEB2","0.164141055187611073"
"ZFX","1.946297719829846118"
"ZKSCAN1","0.054561735244660521"
"ZNF143","-0.868310471496203551"
"ZNF217","0.068516249350408176"
"ZNF24","-2.226291450973972186"
"ZNF263","6.612336967331806648"
"ZNF274","-2.195794741647391746"
"ZNF384","1.762768437160170620"
"ZNF592","1.729571665177144224"
"ZNF639","-2.493063568742319269"
"ZNF740","-0.379058158136071077"
