Pathway,FREAC2 01,FOXO3 01,FOXO4 02,FOXO1 02,FOXO1 01,FOXO4 01,CHOP 01,AAANWWTGC UNKNOWN,YNGTTNNNATT UNKNOWN,FOXD3 01,CDC5 01,OCT1 07,NKX62 Q2,PAX4 02,YATTNATC UNKNOWN,SOX9 B1,CATTGTYY SOX9 B1,SOX5 01,SRY 02,E4BP4 01,TTAYRTAA E4BP4 01,CREBP1 01,HLF 01,CEBPB 01,CEBP C,MAF Q6,TAAYNRNNTCC UNKNOWN,TCF1P Q6,ERR1 Q2,MEIS1 01,MYB Q5 01,AP4 Q6,AP1FJ Q2,AP1 Q2,NF1 Q6 01,NF1 Q6,SREBP1 Q6,MAZR 01,LXR Q3,SP1 Q2 01
CDC5 01,0.10902255639097744,0.10526315789473684,0.08646616541353383,0.07518796992481203,0.09022556390977443,0.10526315789473684,0.08270676691729323,0.07894736842105263,0.14285714285714285,0.12781954887218044,1.0,0.08270676691729323,0.14285714285714285,0.09774436090225563,0.12781954887218044,0.06015037593984962,0.09022556390977443,0.08270676691729323,0.12030075187969924,0.06390977443609022,0.06390977443609022,0.05263157894736842,0.10902255639097744,0.07518796992481203,0.07518796992481203,0.07894736842105263,0.04887218045112782,0.09774436090225563,0.045112781954887216,0.06766917293233082,0.05263157894736842,0.03383458646616541,0.03759398496240601,0.041353383458646614,0.06390977443609022,0.06766917293233082,0.03007518796992481,0.05639097744360902,0.011278195488721804,0.05639097744360902
OCT1 07,0.1130952380952381,0.10714285714285714,0.10119047619047619,0.125,0.10714285714285714,0.11904761904761904,0.07738095238095238,0.05357142857142857,0.125,0.16071428571428573,0.13095238095238096,1.0,0.13095238095238096,0.1488095238095238,0.125,0.125,0.10714285714285714,0.14285714285714285,0.11904761904761904,0.041666666666666664,0.06547619047619048,0.05357142857142857,0.05952380952380952,0.08333333333333333,0.05357142857142857,0.07142857142857142,0.041666666666666664,0.06547619047619048,0.02976190476190476,0.08333333333333333,0.08333333333333333,0.017857142857142856,0.05357142857142857,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.047619047619047616,0.02976190476190476,0.017857142857142856,0.047619047619047616
NKX62 Q2,0.12195121951219512,0.10569105691056911,0.09349593495934959,0.10975609756097561,0.0975609756097561,0.09349593495934959,0.04878048780487805,0.056910569105691054,0.15040650406504066,0.14634146341463414,0.15447154471544716,0.08943089430894309,1.0,0.21544715447154472,0.14634146341463414,0.08130081300813008,0.10569105691056911,0.08536585365853659,0.13821138211382114,0.06910569105691057,0.10569105691056911,0.06910569105691057,0.12601626016260162,0.08943089430894309,0.08943089430894309,0.09349593495934959,0.09349593495934959,0.07723577235772358,0.044715447154471545,0.07723577235772358,0.056910569105691054,0.028455284552845527,0.044715447154471545,0.04878048780487805,0.052845528455284556,0.07723577235772358,0.06097560975609756,0.052845528455284556,0.016260162601626018,0.04065040650406504
PAX4 02,0.12033195020746888,0.1078838174273859,0.1037344398340249,0.08713692946058091,0.0912863070539419,0.07053941908713693,0.07468879668049792,0.06639004149377593,0.14937759336099585,0.11618257261410789,0.1078838174273859,0.1037344398340249,0.21991701244813278,1.0,0.15352697095435686,0.07053941908713693,0.0954356846473029,0.0912863070539419,0.11618257261410789,0.05394190871369295,0.04979253112033195,0.04564315352697095,0.08298755186721991,0.0954356846473029,0.0912863070539419,0.0954356846473029,0.08298755186721991,0.0995850622406639,0.03319502074688797,0.07468879668049792,0.029045643153526972,0.03734439834024896,0.02074688796680498,0.04564315352697095,0.07468879668049792,0.07468879668049792,0.06639004149377593,0.058091286307053944,0.02074688796680498,0.016597510373443983
YATTNATC UNKNOWN,0.09162303664921466,0.07591623036649214,0.07591623036649214,0.06806282722513089,0.07329842931937172,0.07591623036649214,0.041884816753926704,0.041884816753926704,0.13350785340314136,0.07853403141361257,0.08900523560209424,0.0549738219895288,0.09424083769633508,0.0968586387434555,1.0,0.08638743455497382,0.10209424083769633,0.08376963350785341,0.09947643979057591,0.041884816753926704,0.0549738219895288,0.03664921465968586,0.04450261780104712,0.07329842931937172,0.07591623036649214,0.06806282722513089,0.04450261780104712,0.06806282722513089,0.04712041884816754,0.07329842931937172,0.060209424083769635,0.04450261780104712,0.04450261780104712,0.0549738219895288,0.04450261780104712,0.03664921465968586,0.05759162303664921,0.04712041884816754,0.007853403141361256,0.04712041884816754
SOX9 B1,0.09205020920502092,0.05439330543933055,0.07112970711297072,0.0794979079497908,0.07531380753138076,0.10460251046025104,0.07112970711297072,0.0794979079497908,0.14225941422594143,0.07531380753138076,0.06694560669456066,0.08786610878661087,0.08368200836820083,0.07112970711297072,0.13807531380753138,1.0,0.4686192468619247,0.26359832635983266,0.25523012552301255,0.06276150627615062,0.07531380753138076,0.0502092050209205,0.08786610878661087,0.06694560669456066,0.08368200836820083,0.04184100418410042,0.04602510460251046,0.07531380753138076,0.03347280334728033,0.05439330543933055,0.06694560669456066,0.05439330543933055,0.02510460251046025,0.03765690376569038,0.03347280334728033,0.04602510460251046,0.06276150627615062,0.04184100418410042,0.0,0.06694560669456066
CATTGTYY SOX9 B1,0.08152173913043478,0.059782608695652176,0.07336956521739131,0.06521739130434782,0.07608695652173914,0.0625,0.04619565217391304,0.08695652173913043,0.11956521739130435,0.059782608695652176,0.06521739130434782,0.04891304347826087,0.07065217391304347,0.0625,0.10597826086956522,0.30434782608695654,1.0,0.14402173913043478,0.10597826086956522,0.04076086956521739,0.05434782608695652,0.043478260869565216,0.05434782608695652,0.06521739130434782,0.05434782608695652,0.057065217391304345,0.03260869565217391,0.043478260869565216,0.05434782608695652,0.057065217391304345,0.07336956521739131,0.04891304347826087,0.016304347826086956,0.024456521739130436,0.051630434782608696,0.051630434782608696,0.051630434782608696,0.043478260869565216,0.008152173913043478,0.04891304347826087
SOX5 01,0.1417910447761194,0.1044776119402985,0.09701492537313433,0.11567164179104478,0.1417910447761194,0.12686567164179105,0.08955223880597014,0.10820895522388059,0.13805970149253732,0.10820895522388059,0.08208955223880597,0.08955223880597014,0.07835820895522388,0.08208955223880597,0.11940298507462686,0.23507462686567165,0.19776119402985073,1.0,0.4253731343283582,0.05223880597014925,0.08582089552238806,0.05970149253731343,0.06716417910447761,0.09328358208955224,0.048507462686567165,0.06343283582089553,0.055970149253731345,0.08955223880597014,0.06716417910447761,0.055970149253731345,0.07462686567164178,0.041044776119402986,0.033582089552238806,0.041044776119402986,0.06716417910447761,0.07835820895522388,0.041044776119402986,0.029850746268656716,0.0037313432835820895,0.033582089552238806
SRY 02,0.19305019305019305,0.1969111969111969,0.18146718146718147,0.15444015444015444,0.16988416988416988,0.11196911196911197,0.06563706563706563,0.07722007722007722,0.14671814671814673,0.10424710424710425,0.12355212355212356,0.07722007722007722,0.13127413127413126,0.10810810810810811,0.14671814671814673,0.23552123552123552,0.15057915057915058,0.44015444015444016,1.0,0.06563706563706563,0.08494208494208494,0.05405405405405406,0.08494208494208494,0.06563706563706563,0.03861003861003861,0.0694980694980695,0.0694980694980695,0.10038610038610038,0.05019305019305019,0.07722007722007722,0.0694980694980695,0.05019305019305019,0.03088803088803089,0.03474903474903475,0.05791505791505792,0.07722007722007722,0.07722007722007722,0.02702702702702703,0.011583011583011582,0.05019305019305019
E4BP4 01,0.053811659192825115,0.06726457399103139,0.06726457399103139,0.06726457399103139,0.04932735426008968,0.05829596412556054,0.04932735426008968,0.03139013452914798,0.11210762331838565,0.05829596412556054,0.07623318385650224,0.03139013452914798,0.07623318385650224,0.05829596412556054,0.07174887892376682,0.06726457399103139,0.06726457399103139,0.06278026905829596,0.07623318385650224,1.0,0.6860986547085202,0.547085201793722,0.5201793721973094,0.09865470852017937,0.1210762331838565,0.08071748878923767,0.04035874439461883,0.06278026905829596,0.04484304932735426,0.04932735426008968,0.07623318385650224,0.03139013452914798,0.04035874439461883,0.03587443946188341,0.03587443946188341,0.04932735426008968,0.04484304932735426,0.05829596412556054,0.017937219730941704,0.04932735426008968
TTAYRTAA E4BP4 01,0.10074626865671642,0.08582089552238806,0.07462686567164178,0.08582089552238806,0.05970149253731343,0.06716417910447761,0.055970149253731345,0.03731343283582089,0.09701492537313433,0.06716417910447761,0.06343283582089553,0.041044776119402986,0.09701492537313433,0.04477611940298507,0.07835820895522388,0.06716417910447761,0.07462686567164178,0.08582089552238806,0.08208955223880597,0.5708955223880597,1.0,0.5708955223880597,0.40298507462686567,0.09328358208955224,0.08208955223880597,0.055970149253731345,0.033582089552238806,0.05970149253731343,0.029850746268656716,0.05223880597014925,0.06716417910447761,0.029850746268656716,0.033582089552238806,0.03731343283582089,0.03731343283582089,0.04477611940298507,0.041044776119402986,0.048507462686567165,0.022388059701492536,0.04477611940298507
CREBP1 01,0.08743169398907104,0.08196721311475409,0.060109289617486336,0.06557377049180328,0.0546448087431694,0.0546448087431694,0.0546448087431694,0.03278688524590164,0.09836065573770492,0.07650273224043716,0.07650273224043716,0.04918032786885246,0.09289617486338798,0.060109289617486336,0.07650273224043716,0.06557377049180328,0.08743169398907104,0.08743169398907104,0.07650273224043716,0.6666666666666666,0.8360655737704918,1.0,0.5191256830601093,0.12021857923497267,0.12021857923497267,0.060109289617486336,0.03278688524590164,0.03825136612021858,0.03278688524590164,0.04371584699453552,0.060109289617486336,0.0273224043715847,0.04918032786885246,0.03825136612021858,0.03278688524590164,0.04918032786885246,0.03825136612021858,0.060109289617486336,0.0273224043715847,0.06557377049180328
HLF 01,0.05405405405405406,0.0694980694980695,0.07335907335907337,0.0694980694980695,0.04247104247104247,0.06563706563706563,0.05019305019305019,0.06177606177606178,0.08108108108108109,0.06563706563706563,0.11196911196911197,0.03861003861003861,0.11969111969111969,0.07722007722007722,0.06563706563706563,0.08108108108108109,0.07722007722007722,0.0694980694980695,0.08494208494208494,0.44787644787644787,0.416988416988417,0.3667953667953668,1.0,0.14671814671814673,0.12355212355212356,0.06177606177606178,0.03474903474903475,0.06177606177606178,0.023166023166023165,0.05019305019305019,0.0888030888030888,0.02702702702702703,0.03474903474903475,0.03474903474903475,0.03474903474903475,0.03088803088803089,0.05405405405405406,0.05019305019305019,0.007722007722007722,0.03088803088803089
CEBPB 01,0.0898876404494382,0.07116104868913857,0.06367041198501873,0.0749063670411985,0.07865168539325842,0.06741573033707865,0.08614232209737828,0.0749063670411985,0.08614232209737828,0.052434456928838954,0.0749063670411985,0.052434456928838954,0.08239700374531835,0.08614232209737828,0.10486891385767791,0.0599250936329588,0.0898876404494382,0.09363295880149813,0.06367041198501873,0.08239700374531835,0.09363295880149813,0.08239700374531835,0.14232209737827714,1.0,0.1760299625468165,0.07865168539325842,0.0449438202247191,0.07116104868913857,0.04119850187265917,0.033707865168539325,0.04868913857677903,0.026217228464419477,0.026217228464419477,0.0449438202247191,0.0449438202247191,0.04868913857677903,0.04119850187265917,0.04868913857677903,0.018726591760299626,0.03745318352059925
CEBP C,0.10628019323671498,0.0966183574879227,0.0821256038647343,0.07729468599033816,0.10628019323671498,0.0821256038647343,0.09178743961352658,0.057971014492753624,0.12560386473429952,0.07729468599033816,0.0966183574879227,0.043478260869565216,0.10628019323671498,0.10628019323671498,0.14009661835748793,0.0966183574879227,0.0966183574879227,0.06280193236714976,0.04830917874396135,0.13043478260869565,0.10628019323671498,0.10628019323671498,0.15458937198067632,0.22705314009661837,1.0,0.07246376811594203,0.057971014492753624,0.07729468599033816,0.05314009661835749,0.07246376811594203,0.06280193236714976,0.033816425120772944,0.043478260869565216,0.04830917874396135,0.04830917874396135,0.057971014492753624,0.043478260869565216,0.05314009661835749,0.014492753623188406,0.04830917874396135
MAF Q6,0.07575757575757576,0.07954545454545454,0.09090909090909091,0.06818181818181818,0.07575757575757576,0.06439393939393939,0.06818181818181818,0.05303030303030303,0.11363636363636363,0.056818181818181816,0.07954545454545454,0.045454545454545456,0.08712121212121213,0.08712121212121213,0.09848484848484848,0.03787878787878788,0.07954545454545454,0.06439393939393939,0.06818181818181818,0.06818181818181818,0.056818181818181816,0.041666666666666664,0.06060606060606061,0.07954545454545454,0.056818181818181816,1.0,0.06439393939393939,0.07575757575757576,0.05303030303030303,0.09090909090909091,0.07575757575757576,0.045454545454545456,0.041666666666666664,0.041666666666666664,0.05303030303030303,0.045454545454545456,0.07575757575757576,0.07575757575757576,0.01893939393939394,0.08333333333333333
TAAYNRNNTCC UNKNOWN,0.06285714285714286,0.045714285714285714,0.05714285714285714,0.06857142857142857,0.09142857142857143,0.06285714285714286,0.08571428571428572,0.06285714285714286,0.10285714285714286,0.05714285714285714,0.07428571428571429,0.04,0.13142857142857142,0.11428571428571428,0.09714285714285714,0.06285714285714286,0.06857142857142857,0.08571428571428572,0.10285714285714286,0.05142857142857143,0.05142857142857143,0.03428571428571429,0.05142857142857143,0.06857142857142857,0.06857142857142857,0.09714285714285714,1.0,0.06285714285714286,0.045714285714285714,0.03428571428571429,0.03428571428571429,0.045714285714285714,0.02857142857142857,0.04,0.05142857142857143,0.06857142857142857,0.08,0.05714285714285714,0.017142857142857144,0.022857142857142857
TCF1P Q6,0.0996309963099631,0.07011070110701106,0.05904059040590406,0.07749077490774908,0.07011070110701106,0.08487084870848709,0.06273062730627306,0.05166051660516605,0.1070110701107011,0.06273062730627306,0.0959409594095941,0.04059040590405904,0.07011070110701106,0.08856088560885608,0.0959409594095941,0.06642066420664207,0.05904059040590406,0.08856088560885608,0.0959409594095941,0.05166051660516605,0.05904059040590406,0.025830258302583026,0.05904059040590406,0.07011070110701106,0.05904059040590406,0.07380073800738007,0.04059040590405904,1.0,0.055350553505535055,0.04428044280442804,0.04428044280442804,0.02952029520295203,0.03690036900369004,0.02952029520295203,0.025830258302583026,0.03690036900369004,0.04797047970479705,0.07749077490774908,0.007380073800738007,0.04797047970479705
ERR1 Q2,0.033707865168539325,0.052434456928838954,0.0449438202247191,0.03745318352059925,0.0449438202247191,0.026217228464419477,0.0449438202247191,0.026217228464419477,0.04868913857677903,0.0449438202247191,0.0449438202247191,0.018726591760299626,0.04119850187265917,0.0299625468164794,0.06741573033707865,0.0299625468164794,0.0749063670411985,0.06741573033707865,0.04868913857677903,0.03745318352059925,0.0299625468164794,0.02247191011235955,0.02247191011235955,0.04119850187265917,0.04119850187265917,0.052434456928838954,0.0299625468164794,0.056179775280898875,1.0,0.03745318352059925,0.052434456928838954,0.04119850187265917,0.0449438202247191,0.06367041198501873,0.0299625468164794,0.03745318352059925,0.052434456928838954,0.0599250936329588,0.0149812734082397,0.04119850187265917
MEIS1 01,0.07630522088353414,0.0642570281124498,0.08835341365461848,0.06827309236947791,0.0642570281124498,0.03614457831325301,0.020080321285140562,0.04819277108433735,0.08835341365461848,0.0642570281124498,0.07228915662650602,0.05622489959839357,0.07630522088353414,0.07228915662650602,0.11244979919678715,0.05220883534136546,0.08433734939759036,0.060240963855421686,0.08032128514056225,0.04417670682730924,0.05622489959839357,0.0321285140562249,0.05220883534136546,0.03614457831325301,0.060240963855421686,0.0963855421686747,0.024096385542168676,0.04819277108433735,0.040160642570281124,1.0,0.10441767068273092,0.04417670682730924,0.04819277108433735,0.03614457831325301,0.0642570281124498,0.04417670682730924,0.07228915662650602,0.0642570281124498,0.012048192771084338,0.028112449799196786
MYB Q5 01,0.048327137546468404,0.06691449814126393,0.07434944237918216,0.06691449814126393,0.06691449814126393,0.07434944237918216,0.07806691449814127,0.05204460966542751,0.08550185873605948,0.055762081784386616,0.05204460966542751,0.05204460966542751,0.05204460966542751,0.026022304832713755,0.08550185873605948,0.05947955390334572,0.10037174721189591,0.07434944237918216,0.06691449814126393,0.06319702602230483,0.06691449814126393,0.040892193308550186,0.08550185873605948,0.048327137546468404,0.048327137546468404,0.07434944237918216,0.022304832713754646,0.04460966542750929,0.05204460966542751,0.09665427509293681,1.0,0.048327137546468404,0.05204460966542751,0.06319702602230483,0.02973977695167286,0.05204460966542751,0.05204460966542751,0.03717472118959108,0.022304832713754646,0.03345724907063197
AP4 Q6,0.057777777777777775,0.057777777777777775,0.05333333333333334,0.035555555555555556,0.035555555555555556,0.04,0.044444444444444446,0.035555555555555556,0.08888888888888889,0.035555555555555556,0.04,0.013333333333333334,0.03111111111111111,0.04,0.07555555555555556,0.057777777777777775,0.08,0.04888888888888889,0.057777777777777775,0.03111111111111111,0.035555555555555556,0.022222222222222223,0.03111111111111111,0.03111111111111111,0.03111111111111111,0.05333333333333334,0.035555555555555556,0.035555555555555556,0.04888888888888889,0.04888888888888889,0.057777777777777775,1.0,0.044444444444444446,0.04,0.057777777777777775,0.04,0.044444444444444446,0.035555555555555556,0.013333333333333334,0.057777777777777775
AP1FJ Q2,0.05166051660516605,0.05904059040590406,0.05904059040590406,0.04797047970479705,0.05166051660516605,0.04428044280442804,0.05904059040590406,0.033210332103321034,0.03690036900369004,0.04059040590405904,0.03690036900369004,0.033210332103321034,0.04059040590405904,0.01845018450184502,0.06273062730627306,0.02214022140221402,0.02214022140221402,0.033210332103321034,0.02952029520295203,0.033210332103321034,0.033210332103321034,0.033210332103321034,0.033210332103321034,0.025830258302583026,0.033210332103321034,0.04059040590405904,0.01845018450184502,0.03690036900369004,0.04428044280442804,0.04428044280442804,0.05166051660516605,0.03690036900369004,1.0,0.7564575645756457,0.04428044280442804,0.02214022140221402,0.04797047970479705,0.05166051660516605,0.007380073800738007,0.03690036900369004
AP1 Q2,0.05660377358490566,0.06415094339622641,0.06415094339622641,0.05660377358490566,0.07169811320754717,0.045283018867924525,0.06792452830188679,0.03018867924528302,0.04150943396226415,0.052830188679245285,0.04150943396226415,0.045283018867924525,0.045283018867924525,0.04150943396226415,0.07924528301886792,0.033962264150943396,0.033962264150943396,0.04150943396226415,0.033962264150943396,0.03018867924528302,0.03773584905660377,0.026415094339622643,0.033962264150943396,0.045283018867924525,0.03773584905660377,0.04150943396226415,0.026415094339622643,0.03018867924528302,0.06415094339622641,0.033962264150943396,0.06415094339622641,0.033962264150943396,0.7735849056603774,1.0,0.03773584905660377,0.03018867924528302,0.045283018867924525,0.04905660377358491,0.0037735849056603774,0.033962264150943396
NF1 Q6 01,0.04710144927536232,0.03985507246376811,0.057971014492753624,0.03260869565217391,0.043478260869565216,0.050724637681159424,0.043478260869565216,0.03985507246376811,0.06521739130434782,0.043478260869565216,0.06159420289855073,0.043478260869565216,0.04710144927536232,0.06521739130434782,0.06159420289855073,0.028985507246376812,0.06884057971014493,0.06521739130434782,0.05434782608695652,0.028985507246376812,0.036231884057971016,0.021739130434782608,0.03260869565217391,0.043478260869565216,0.036231884057971016,0.050724637681159424,0.03260869565217391,0.025362318840579712,0.028985507246376812,0.057971014492753624,0.028985507246376812,0.04710144927536232,0.043478260869565216,0.036231884057971016,1.0,0.6231884057971014,0.050724637681159424,0.05434782608695652,0.021739130434782608,0.04710144927536232
NF1 Q6,0.05925925925925926,0.04814814814814815,0.05555555555555555,0.03333333333333333,0.06296296296296296,0.07777777777777778,0.05185185185185185,0.06296296296296296,0.06296296296296296,0.044444444444444446,0.06666666666666667,0.044444444444444446,0.07037037037037037,0.06666666666666667,0.05185185185185185,0.040740740740740744,0.07037037037037037,0.07777777777777778,0.07407407407407407,0.040740740740740744,0.044444444444444446,0.03333333333333333,0.02962962962962963,0.04814814814814815,0.044444444444444446,0.044444444444444446,0.044444444444444446,0.037037037037037035,0.037037037037037035,0.040740740740740744,0.05185185185185185,0.03333333333333333,0.022222222222222223,0.02962962962962963,0.6370370370370371,1.0,0.06296296296296296,0.07037037037037037,0.018518518518518517,0.05925925925925926
