Pathway,BACH2 01,BACH1 01,AP1 Q2 01,AP1 C,AP1 Q4 01,NFE2 01,AP1 01,AP1 Q6 01,AP1 Q2,AP1FJ Q2,AP1 Q4,AP1 Q6,CP2 01,MAZR 01,SP3 Q3,WGGAATGY TEF1 Q6,PXR Q2,ATF3 Q6,CREB Q2,CREB Q4,CREB Q4 01,ATF B,CREB 01,TGACGTCA ATF3 Q6,CREBP1CJUN 01,CREB Q2 01,YATTNATC UNKNOWN,COMP1 01,CEBP C,OCT Q6,P300 01,ETS Q4,SRF C,SRF 01,SRF Q6,SRF Q4,WWTAAGGC UNKNOWN,TATA 01,CYTAGCAAY UNKNOWN,RFX1 01
AP1 Q4,0.31365313653136534,0.31365313653136534,0.2988929889298893,0.36162361623616235,0.2988929889298893,0.33948339483394835,0.3210332103321033,0.3874538745387454,0.7269372693726938,0.6826568265682657,1.0,0.5904059040590406,0.05166051660516605,0.05166051660516605,0.04797047970479705,0.06273062730627306,0.05166051660516605,0.04428044280442804,0.033210332103321034,0.025830258302583026,0.02952029520295203,0.01845018450184502,0.025830258302583026,0.02214022140221402,0.02214022140221402,0.025830258302583026,0.07380073800738007,0.01845018450184502,0.02952029520295203,0.055350553505535055,0.025830258302583026,0.05166051660516605,0.02952029520295203,0.0036900369003690036,0.033210332103321034,0.04059040590405904,0.03690036900369004,0.04059040590405904,0.0,0.033210332103321034
AP1 Q6,0.4,0.39615384615384613,0.38076923076923075,0.4461538461538462,0.4461538461538462,0.4153846153846154,0.46153846153846156,0.4807692307692308,0.5307692307692308,0.5230769230769231,0.6153846153846154,1.0,0.06538461538461539,0.03076923076923077,0.046153846153846156,0.06153846153846154,0.046153846153846156,0.057692307692307696,0.038461538461538464,0.03076923076923077,0.038461538461538464,0.026923076923076925,0.03461538461538462,0.03076923076923077,0.03076923076923077,0.03461538461538462,0.06153846153846154,0.007692307692307693,0.026923076923076925,0.046153846153846156,0.011538461538461539,0.05,0.04230769230769231,0.0038461538461538464,0.04230769230769231,0.05,0.04230769230769231,0.04230769230769231,0.0038461538461538464,0.038461538461538464
CP2 01,0.05363984674329502,0.0421455938697318,0.05363984674329502,0.05747126436781609,0.04597701149425287,0.06513409961685823,0.08045977011494253,0.04597701149425287,0.06896551724137931,0.06130268199233716,0.05363984674329502,0.06513409961685823,1.0,0.09961685823754789,0.06896551724137931,0.08812260536398467,0.06896551724137931,0.05363984674329502,0.03065134099616858,0.03065134099616858,0.0421455938697318,0.01532567049808429,0.03065134099616858,0.02681992337164751,0.03065134099616858,0.02681992337164751,0.08812260536398467,0.038314176245210725,0.03065134099616858,0.0421455938697318,0.06513409961685823,0.04980842911877394,0.06513409961685823,0.019157088122605363,0.06130268199233716,0.06130268199233716,0.04597701149425287,0.03065134099616858,0.007662835249042145,0.022988505747126436
MAZR 01,0.05357142857142857,0.044642857142857144,0.07142857142857142,0.05803571428571429,0.049107142857142856,0.05803571428571429,0.049107142857142856,0.05357142857142857,0.05803571428571429,0.0625,0.0625,0.03571428571428571,0.11607142857142858,1.0,0.10267857142857142,0.07589285714285714,0.05803571428571429,0.026785714285714284,0.03571428571428571,0.022321428571428572,0.022321428571428572,0.017857142857142856,0.022321428571428572,0.022321428571428572,0.03125,0.026785714285714284,0.08035714285714286,0.03571428571428571,0.049107142857142856,0.044642857142857144,0.08928571428571429,0.049107142857142856,0.044642857142857144,0.004464285714285714,0.04017857142857143,0.05803571428571429,0.05803571428571429,0.022321428571428572,0.008928571428571428,0.03571428571428571
SP3 Q3,0.0642570281124498,0.05622489959839357,0.05220883534136546,0.04417670682730924,0.05622489959839357,0.06827309236947791,0.05220883534136546,0.040160642570281124,0.04417670682730924,0.060240963855421686,0.05220883534136546,0.04819277108433735,0.07228915662650602,0.09236947791164658,1.0,0.05622489959839357,0.06827309236947791,0.04819277108433735,0.05622489959839357,0.04819277108433735,0.04417670682730924,0.03614457831325301,0.04819277108433735,0.04417670682730924,0.04819277108433735,0.03614457831325301,0.04819277108433735,0.0321285140562249,0.05622489959839357,0.04417670682730924,0.0642570281124498,0.04819277108433735,0.040160642570281124,0.008032128514056224,0.05220883534136546,0.040160642570281124,0.020080321285140562,0.040160642570281124,0.0321285140562249,0.05220883534136546
WGGAATGY TEF1 Q6,0.06976744186046512,0.06459948320413436,0.05426356589147287,0.06459948320413436,0.05167958656330749,0.04909560723514212,0.05426356589147287,0.046511627906976744,0.03875968992248062,0.04392764857881137,0.04392764857881137,0.041343669250646,0.059431524547803614,0.04392764857881137,0.03617571059431524,1.0,0.07235142118863049,0.04392764857881137,0.03359173126614987,0.03875968992248062,0.025839793281653745,0.028423772609819122,0.03875968992248062,0.03617571059431524,0.03617571059431524,0.023255813953488372,0.07751937984496124,0.031007751937984496,0.028423772609819122,0.05426356589147287,0.04392764857881137,0.03875968992248062,0.056847545219638244,0.007751937984496124,0.05426356589147287,0.056847545219638244,0.023255813953488372,0.04392764857881137,0.0103359173126615,0.01808785529715762
PXR Q2,0.05384615384615385,0.05,0.04230769230769231,0.057692307692307696,0.08076923076923077,0.05,0.04230769230769231,0.04230769230769231,0.06153846153846154,0.05384615384615385,0.05384615384615385,0.046153846153846156,0.06923076923076923,0.05,0.06538461538461539,0.1076923076923077,1.0,0.046153846153846156,0.03076923076923077,0.03076923076923077,0.038461538461538464,0.023076923076923078,0.023076923076923078,0.023076923076923078,0.023076923076923078,0.023076923076923078,0.10384615384615385,0.046153846153846156,0.08076923076923077,0.05384615384615385,0.057692307692307696,0.026923076923076925,0.03076923076923077,0.0038461538461538464,0.03461538461538462,0.05,0.03461538461538462,0.06923076923076923,0.011538461538461539,0.06538461538461539
ATF3 Q6,0.043478260869565216,0.05138339920948617,0.07114624505928854,0.039525691699604744,0.039525691699604744,0.05533596837944664,0.04743083003952569,0.039525691699604744,0.039525691699604744,0.06324110671936758,0.04743083003952569,0.05928853754940711,0.05533596837944664,0.023715415019762844,0.04743083003952569,0.06719367588932806,0.04743083003952569,1.0,0.3794466403162055,0.4189723320158103,0.4624505928853755,0.45849802371541504,0.4901185770750988,0.466403162055336,0.4782608695652174,0.3715415019762846,0.07509881422924901,0.03557312252964427,0.043478260869565216,0.019762845849802372,0.03557312252964427,0.023715415019762844,0.043478260869565216,0.011857707509881422,0.05533596837944664,0.03557312252964427,0.015810276679841896,0.03162055335968379,0.015810276679841896,0.043478260869565216
CREB Q2,0.040892193308550186,0.01486988847583643,0.01858736059479554,0.026022304832713755,0.011152416356877323,0.03345724907063197,0.03717472118959108,0.02973977695167286,0.040892193308550186,0.07806691449814127,0.03345724907063197,0.03717472118959108,0.02973977695167286,0.02973977695167286,0.05204460966542751,0.048327137546468404,0.02973977695167286,0.35687732342007433,1.0,0.8252788104089219,0.44981412639405205,0.39776951672862454,0.5650557620817844,0.49070631970260226,0.516728624535316,0.4349442379182156,0.04460966542750929,0.01858736059479554,0.040892193308550186,0.02973977695167286,0.03717472118959108,0.05204460966542751,0.03345724907063197,0.022304832713754646,0.02973977695167286,0.02973977695167286,0.011152416356877323,0.026022304832713755,0.01486988847583643,0.022304832713754646
CREB Q4,0.022058823529411766,0.022058823529411766,0.025735294117647058,0.022058823529411766,0.011029411764705883,0.029411764705882353,0.029411764705882353,0.022058823529411766,0.025735294117647058,0.05514705882352941,0.025735294117647058,0.029411764705882353,0.029411764705882353,0.01838235294117647,0.04411764705882353,0.05514705882352941,0.029411764705882353,0.3897058823529412,0.8161764705882353,1.0,0.4963235294117647,0.43014705882352944,0.625,0.5367647058823529,0.5588235294117647,0.47058823529411764,0.04044117647058824,0.022058823529411766,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.04044117647058824,0.03676470588235294,0.01838235294117647,0.03308823529411765,0.03308823529411765,0.014705882352941176,0.022058823529411766,0.014705882352941176,0.029411764705882353
CREB Q4 01,0.027649769585253458,0.03225806451612903,0.03686635944700461,0.03225806451612903,0.027649769585253458,0.03686635944700461,0.041474654377880185,0.027649769585253458,0.03686635944700461,0.055299539170506916,0.03686635944700461,0.04608294930875576,0.05069124423963134,0.02304147465437788,0.05069124423963134,0.04608294930875576,0.04608294930875576,0.5391705069124424,0.5576036866359447,0.6221198156682027,1.0,0.6221198156682027,0.8064516129032258,0.7511520737327189,0.7603686635944701,0.6543778801843319,0.041474654377880185,0.013824884792626729,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.013824884792626729,0.03225806451612903,0.02304147465437788,0.013824884792626729,0.03225806451612903,0.018433179723502304,0.027649769585253458
ATF B,0.020942408376963352,0.015706806282722512,0.031413612565445025,0.020942408376963352,0.015706806282722512,0.03664921465968586,0.020942408376963352,0.02617801047120419,0.031413612565445025,0.05235602094240838,0.02617801047120419,0.03664921465968586,0.020942408376963352,0.020942408376963352,0.04712041884816754,0.05759162303664921,0.031413612565445025,0.6073298429319371,0.5602094240837696,0.612565445026178,0.7068062827225131,1.0,0.9319371727748691,0.8691099476439791,0.8848167539267016,0.581151832460733,0.04712041884816754,0.031413612565445025,0.031413612565445025,0.020942408376963352,0.02617801047120419,0.031413612565445025,0.04712041884816754,0.015706806282722512,0.03664921465968586,0.031413612565445025,0.020942408376963352,0.020942408376963352,0.015706806282722512,0.02617801047120419
CREB 01,0.022388059701492536,0.018656716417910446,0.026119402985074626,0.018656716417910446,0.011194029850746268,0.029850746268656716,0.022388059701492536,0.022388059701492536,0.022388059701492536,0.04477611940298507,0.026119402985074626,0.033582089552238806,0.029850746268656716,0.018656716417910446,0.04477611940298507,0.055970149253731345,0.022388059701492536,0.4626865671641791,0.5671641791044776,0.6343283582089553,0.6529850746268657,0.664179104477612,1.0,0.8768656716417911,0.8917910447761194,0.5559701492537313,0.041044776119402986,0.018656716417910446,0.029850746268656716,0.029850746268656716,0.03731343283582089,0.03731343283582089,0.033582089552238806,0.007462686567164179,0.026119402985074626,0.022388059701492536,0.014925373134328358,0.018656716417910446,0.014925373134328358,0.026119402985074626
TGACGTCA ATF3 Q6,0.02553191489361702,0.01702127659574468,0.02553191489361702,0.02127659574468085,0.01276595744680851,0.03404255319148936,0.02553191489361702,0.02553191489361702,0.02553191489361702,0.04680851063829787,0.02553191489361702,0.03404255319148936,0.029787234042553193,0.02127659574468085,0.04680851063829787,0.059574468085106386,0.02553191489361702,0.502127659574468,0.5617021276595745,0.6212765957446809,0.6936170212765957,0.7063829787234043,1.0,1.0,1.0,0.5659574468085107,0.0425531914893617,0.02127659574468085,0.02553191489361702,0.029787234042553193,0.03404255319148936,0.029787234042553193,0.03404255319148936,0.00425531914893617,0.02553191489361702,0.02127659574468085,0.01276595744680851,0.02127659574468085,0.01276595744680851,0.029787234042553193
CREBP1CJUN 01,0.022727272727272728,0.015151515151515152,0.022727272727272728,0.01893939393939394,0.011363636363636364,0.030303030303030304,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.041666666666666664,0.022727272727272728,0.030303030303030304,0.030303030303030304,0.026515151515151516,0.045454545454545456,0.05303030303030303,0.022727272727272728,0.4583333333333333,0.5265151515151515,0.5757575757575758,0.625,0.6401515151515151,0.9053030303030303,0.8901515151515151,1.0,0.5265151515151515,0.05303030303030303,0.026515151515151516,0.022727272727272728,0.03409090909090909,0.03787878787878788,0.03409090909090909,0.03787878787878788,0.007575757575757576,0.030303030303030304,0.022727272727272728,0.015151515151515152,0.01893939393939394,0.011363636363636364,0.030303030303030304
CREB Q2 01,0.02654867256637168,0.030973451327433628,0.030973451327433628,0.030973451327433628,0.017699115044247787,0.030973451327433628,0.035398230088495575,0.030973451327433628,0.035398230088495575,0.05752212389380531,0.030973451327433628,0.03982300884955752,0.030973451327433628,0.02654867256637168,0.03982300884955752,0.03982300884955752,0.02654867256637168,0.415929203539823,0.5176991150442478,0.5663716814159292,0.6283185840707964,0.4911504424778761,0.6592920353982301,0.588495575221239,0.6150442477876106,1.0,0.035398230088495575,0.017699115044247787,0.02654867256637168,0.030973451327433628,0.035398230088495575,0.030973451327433628,0.030973451327433628,0.01327433628318584,0.03982300884955752,0.02654867256637168,0.004424778761061947,0.01327433628318584,0.017699115044247787,0.02654867256637168
YATTNATC UNKNOWN,0.049738219895287955,0.049738219895287955,0.06544502617801047,0.04712041884816754,0.04450261780104712,0.05759162303664921,0.06282722513089005,0.05759162303664921,0.0549738219895288,0.04450261780104712,0.05235602094240838,0.041884816753926704,0.060209424083769635,0.04712041884816754,0.031413612565445025,0.07853403141361257,0.07068062827225131,0.049738219895287955,0.031413612565445025,0.028795811518324606,0.02356020942408377,0.02356020942408377,0.028795811518324606,0.02617801047120419,0.03664921465968586,0.020942408376963352,1.0,0.05759162303664921,0.07591623036649214,0.060209424083769635,0.06544502617801047,0.03926701570680628,0.034031413612565446,0.010471204188481676,0.04450261780104712,0.04712041884816754,0.04450261780104712,0.0549738219895288,0.007853403141361256,0.031413612565445025
COMP1 01,0.025423728813559324,0.025423728813559324,0.059322033898305086,0.01694915254237288,0.01694915254237288,0.05084745762711865,0.05084745762711865,0.025423728813559324,0.059322033898305086,0.05084745762711865,0.0423728813559322,0.01694915254237288,0.0847457627118644,0.06779661016949153,0.06779661016949153,0.1016949152542373,0.1016949152542373,0.07627118644067797,0.0423728813559322,0.05084745762711865,0.025423728813559324,0.05084745762711865,0.0423728813559322,0.0423728813559322,0.059322033898305086,0.03389830508474576,0.1864406779661017,1.0,0.1016949152542373,0.1016949152542373,0.09322033898305085,0.05084745762711865,0.06779661016949153,0.01694915254237288,0.059322033898305086,0.059322033898305086,0.059322033898305086,0.059322033898305086,0.0,0.03389830508474576
CEBP C,0.028985507246376812,0.05314009661835749,0.03864734299516908,0.014492753623188406,0.05314009661835749,0.024154589371980676,0.03864734299516908,0.024154589371980676,0.04830917874396135,0.043478260869565216,0.03864734299516908,0.033816425120772944,0.03864734299516908,0.05314009661835749,0.06763285024154589,0.05314009661835749,0.10144927536231885,0.05314009661835749,0.05314009661835749,0.03864734299516908,0.033816425120772944,0.028985507246376812,0.03864734299516908,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.14009661835748793,0.057971014492753624,1.0,0.08695652173913043,0.07246376811594203,0.043478260869565216,0.043478260869565216,0.004830917874396135,0.04830917874396135,0.05314009661835749,0.043478260869565216,0.03864734299516908,0.014492753623188406,0.03864734299516908
OCT Q6,0.04119850187265917,0.03745318352059925,0.056179775280898875,0.033707865168539325,0.04119850187265917,0.033707865168539325,0.0449438202247191,0.026217228464419477,0.0449438202247191,0.033707865168539325,0.056179775280898875,0.0449438202247191,0.04119850187265917,0.03745318352059925,0.04119850187265917,0.07865168539325842,0.052434456928838954,0.018726591760299626,0.0299625468164794,0.0299625468164794,0.026217228464419477,0.0149812734082397,0.0299625468164794,0.026217228464419477,0.033707865168539325,0.026217228464419477,0.08614232209737828,0.0449438202247191,0.06741573033707865,1.0,0.07116104868913857,0.04868913857677903,0.052434456928838954,0.011235955056179775,0.056179775280898875,0.06741573033707865,0.03745318352059925,0.06367041198501873,0.00749063670411985,0.0449438202247191
P300 01,0.03515625,0.05078125,0.046875,0.046875,0.05078125,0.046875,0.0546875,0.0390625,0.0390625,0.02734375,0.02734375,0.01171875,0.06640625,0.078125,0.0625,0.06640625,0.05859375,0.03515625,0.0390625,0.03125,0.02734375,0.01953125,0.0390625,0.03125,0.0390625,0.03125,0.09765625,0.04296875,0.05859375,0.07421875,1.0,0.13671875,0.0625,0.0078125,0.06640625,0.0546875,0.03125,0.03125,0.02734375,0.03515625
ETS Q4,0.047619047619047616,0.04365079365079365,0.06349206349206349,0.04365079365079365,0.047619047619047616,0.031746031746031744,0.03968253968253968,0.04365079365079365,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.051587301587301584,0.051587301587301584,0.04365079365079365,0.047619047619047616,0.05952380952380952,0.027777777777777776,0.023809523809523808,0.05555555555555555,0.04365079365079365,0.027777777777777776,0.023809523809523808,0.03968253968253968,0.027777777777777776,0.03571428571428571,0.027777777777777776,0.05952380952380952,0.023809523809523808,0.03571428571428571,0.051587301587301584,0.1388888888888889,1.0,0.04365079365079365,0.015873015873015872,0.03571428571428571,0.031746031746031744,0.04365079365079365,0.03571428571428571,0.023809523809523808,0.04365079365079365
SRF C,0.03255813953488372,0.027906976744186046,0.06046511627906977,0.037209302325581395,0.009302325581395349,0.03255813953488372,0.037209302325581395,0.05116279069767442,0.04186046511627907,0.04186046511627907,0.037209302325581395,0.05116279069767442,0.07906976744186046,0.046511627906976744,0.046511627906976744,0.10232558139534884,0.037209302325581395,0.05116279069767442,0.04186046511627907,0.046511627906976744,0.03255813953488372,0.04186046511627907,0.04186046511627907,0.037209302325581395,0.046511627906976744,0.03255813953488372,0.06046511627906977,0.037209302325581395,0.04186046511627907,0.06511627906976744,0.07441860465116279,0.05116279069767442,1.0,0.2186046511627907,0.6790697674418604,0.6046511627906976,0.14418604651162792,0.07441860465116279,0.023255813953488372,0.037209302325581395
SRF 01,0.0196078431372549,0.0,0.0392156862745098,0.0392156862745098,0.0196078431372549,0.0,0.0392156862745098,0.0196078431372549,0.0392156862745098,0.0392156862745098,0.0196078431372549,0.0196078431372549,0.09803921568627451,0.0196078431372549,0.0392156862745098,0.058823529411764705,0.0196078431372549,0.058823529411764705,0.11764705882352941,0.09803921568627451,0.058823529411764705,0.058823529411764705,0.0392156862745098,0.0196078431372549,0.0392156862745098,0.058823529411764705,0.0784313725490196,0.0392156862745098,0.0196078431372549,0.058823529411764705,0.0392156862745098,0.0784313725490196,0.9215686274509803,1.0,0.8235294117647058,0.7647058823529411,0.11764705882352941,0.0784313725490196,0.0196078431372549,0.0392156862745098
SRF Q6,0.04838709677419355,0.024193548387096774,0.06048387096774194,0.04838709677419355,0.024193548387096774,0.016129032258064516,0.03225806451612903,0.056451612903225805,0.04838709677419355,0.036290322580645164,0.036290322580645164,0.04435483870967742,0.06451612903225806,0.036290322580645164,0.05241935483870968,0.0846774193548387,0.036290322580645164,0.056451612903225805,0.03225806451612903,0.036290322580645164,0.028225806451612902,0.028225806451612902,0.028225806451612902,0.024193548387096774,0.03225806451612903,0.036290322580645164,0.06854838709677419,0.028225806451612902,0.04032258064516129,0.06048387096774194,0.06854838709677419,0.036290322580645164,0.5887096774193549,0.1693548387096774,1.0,0.6169354838709677,0.11693548387096774,0.0846774193548387,0.020161290322580645,0.04435483870967742
SRF Q4,0.05217391304347826,0.0391304347826087,0.06521739130434782,0.043478260869565216,0.013043478260869565,0.043478260869565216,0.034782608695652174,0.06956521739130435,0.06086956521739131,0.05652173913043478,0.04782608695652174,0.05652173913043478,0.06956521739130435,0.05652173913043478,0.043478260869565216,0.09565217391304348,0.05652173913043478,0.0391304347826087,0.034782608695652174,0.0391304347826087,0.021739130434782608,0.02608695652173913,0.02608695652173913,0.021739130434782608,0.02608695652173913,0.02608695652173913,0.0782608695652174,0.030434782608695653,0.04782608695652174,0.0782608695652174,0.06086956521739131,0.034782608695652174,0.5652173913043478,0.16956521739130434,0.6652173913043479,1.0,0.14347826086956522,0.09130434782608696,0.021739130434782608,0.0391304347826087
WWTAAGGC UNKNOWN,0.0410958904109589,0.0547945205479452,0.0547945205479452,0.0684931506849315,0.04794520547945205,0.0547945205479452,0.06164383561643835,0.06164383561643835,0.0684931506849315,0.0547945205479452,0.0684931506849315,0.07534246575342465,0.0821917808219178,0.08904109589041095,0.03424657534246575,0.06164383561643835,0.06164383561643835,0.0273972602739726,0.02054794520547945,0.0273972602739726,0.02054794520547945,0.0273972602739726,0.0273972602739726,0.02054794520547945,0.0273972602739726,0.00684931506849315,0.11643835616438356,0.04794520547945205,0.06164383561643835,0.0684931506849315,0.0547945205479452,0.07534246575342465,0.21232876712328766,0.0410958904109589,0.19863013698630136,0.22602739726027396,1.0,0.1095890410958904,0.00684931506849315,0.04794520547945205
