"Analysis_Name","GeneSet_Name","Source","Ranked_Genes","GSEA_Terms","Positive_NES","Negative_NES","Single_Pathway_Plots","CSV_File","PDF_File","PNG_File"
"HMVL_CRC29","CP_BIOCARTA","computed","12604","29","7","21","10","results/ngs/GSE310664/tables/HMVL_CRC29/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/CP_BIOCARTA/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/CP_BIOCARTA/png/dotplot.png"
"HMVL_HUB098","CP_BIOCARTA","computed","12321","19","7","12","10","results/ngs/GSE310664/tables/HMVL_HUB098/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/CP_BIOCARTA/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/CP_BIOCARTA/png/dotplot.png"
"HMVL_TOR10","CP_BIOCARTA","computed","12937","33","4","27","10","results/ngs/GSE310664/tables/HMVL_TOR10/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/CP_BIOCARTA/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/CP_BIOCARTA/png/dotplot.png"
"HVL_ALL","CP_BIOCARTA","computed","12683","32","9","22","10","results/ngs/GSE310664/tables/HVL_ALL/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_ALL/CP_BIOCARTA/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_ALL/CP_BIOCARTA/png/dotplot.png"
"HVL_CRC29","CP_BIOCARTA","computed","12508","40","10","29","10","results/ngs/GSE310664/tables/HVL_CRC29/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/CP_BIOCARTA/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/CP_BIOCARTA/png/dotplot.png"
"HVL_HUB098","CP_BIOCARTA","computed","12356","56","38","18","10","results/ngs/GSE310664/tables/HVL_HUB098/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/CP_BIOCARTA/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/CP_BIOCARTA/png/dotplot.png"
"HVL_TOR10","CP_BIOCARTA","computed","13165","43","8","34","10","results/ngs/GSE310664/tables/HVL_TOR10/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/CP_BIOCARTA/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/CP_BIOCARTA/png/dotplot.png"
"MVL_ALL","CP_BIOCARTA","computed","12385","17","2","14","10","results/ngs/GSE310664/tables/MVL_ALL/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_ALL/CP_BIOCARTA/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_ALL/CP_BIOCARTA/png/dotplot.png"
"MVL_CRC29","CP_BIOCARTA","computed","12388","29","13","15","10","results/ngs/GSE310664/tables/MVL_CRC29/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/CP_BIOCARTA/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/CP_BIOCARTA/png/dotplot.png"
"MVL_HUB098","CP_BIOCARTA","computed","12214","30","11","19","10","results/ngs/GSE310664/tables/MVL_HUB098/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/CP_BIOCARTA/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/CP_BIOCARTA/png/dotplot.png"
"MVL_TOR10","CP_BIOCARTA","computed","12702","24","3","18","10","results/ngs/GSE310664/tables/MVL_TOR10/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/CP_BIOCARTA/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/CP_BIOCARTA/png/dotplot.png"
"HMVL_ALL","CP_KEGG_MEDICUS","computed","12867","121","15","102","10","results/ngs/GSE310664/tables/HMVL_ALL/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_ALL/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_ALL/CP_KEGG_MEDICUS/png/dotplot.png"
"HMVL_CRC29","CP_KEGG_MEDICUS","computed","12604","97","26","67","10","results/ngs/GSE310664/tables/HMVL_CRC29/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/CP_KEGG_MEDICUS/png/dotplot.png"
"HMVL_HUB098","CP_KEGG_MEDICUS","computed","12321","70","18","49","10","results/ngs/GSE310664/tables/HMVL_HUB098/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/CP_KEGG_MEDICUS/png/dotplot.png"
"HMVL_TOR10","CP_KEGG_MEDICUS","computed","12937","107","23","82","10","results/ngs/GSE310664/tables/HMVL_TOR10/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/CP_KEGG_MEDICUS/png/dotplot.png"
"HVL_ALL","CP_KEGG_MEDICUS","computed","12683","109","20","85","10","results/ngs/GSE310664/tables/HVL_ALL/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_ALL/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_ALL/CP_KEGG_MEDICUS/png/dotplot.png"
"HVL_CRC29","CP_KEGG_MEDICUS","computed","12508","123","36","83","10","results/ngs/GSE310664/tables/HVL_CRC29/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/CP_KEGG_MEDICUS/png/dotplot.png"
"HVL_HUB098","CP_KEGG_MEDICUS","computed","12356","135","46","86","10","results/ngs/GSE310664/tables/HVL_HUB098/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/CP_KEGG_MEDICUS/png/dotplot.png"
"HVL_TOR10","CP_KEGG_MEDICUS","computed","13165","110","26","82","10","results/ngs/GSE310664/tables/HVL_TOR10/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/CP_KEGG_MEDICUS/png/dotplot.png"
"MVL_ALL","CP_KEGG_MEDICUS","computed","12385","104","15","85","10","results/ngs/GSE310664/tables/MVL_ALL/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_ALL/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_ALL/CP_KEGG_MEDICUS/png/dotplot.png"
"MVL_CRC29","CP_KEGG_MEDICUS","computed","12388","91","62","25","10","results/ngs/GSE310664/tables/MVL_CRC29/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/CP_KEGG_MEDICUS/png/dotplot.png"
"MVL_HUB098","CP_KEGG_MEDICUS","computed","12214","90","29","58","10","results/ngs/GSE310664/tables/MVL_HUB098/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/CP_KEGG_MEDICUS/png/dotplot.png"
"MVL_TOR10","CP_KEGG_MEDICUS","computed","12702","86","22","62","10","results/ngs/GSE310664/tables/MVL_TOR10/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/CP_KEGG_MEDICUS/png/dotplot.png"
"HMVL_ALL","CP_KEGG_LEGACY","computed","12867","29","12","17","10","results/ngs/GSE310664/tables/HMVL_ALL/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_ALL/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_ALL/CP_KEGG_LEGACY/png/dotplot.png"
"HMVL_CRC29","CP_KEGG_LEGACY","computed","12604","38","20","18","10","results/ngs/GSE310664/tables/HMVL_CRC29/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/CP_KEGG_LEGACY/png/dotplot.png"
"HMVL_HUB098","CP_KEGG_LEGACY","computed","12321","23","10","13","10","results/ngs/GSE310664/tables/HMVL_HUB098/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/CP_KEGG_LEGACY/png/dotplot.png"
"HMVL_TOR10","CP_KEGG_LEGACY","computed","12937","52","31","21","10","results/ngs/GSE310664/tables/HMVL_TOR10/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/CP_KEGG_LEGACY/png/dotplot.png"
"HVL_ALL","CP_KEGG_LEGACY","computed","12683","40","22","18","10","results/ngs/GSE310664/tables/HVL_ALL/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_ALL/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_ALL/CP_KEGG_LEGACY/png/dotplot.png"
"HVL_CRC29","CP_KEGG_LEGACY","computed","12508","66","45","21","10","results/ngs/GSE310664/tables/HVL_CRC29/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/CP_KEGG_LEGACY/png/dotplot.png"
"HVL_HUB098","CP_KEGG_LEGACY","computed","12356","51","40","11","10","results/ngs/GSE310664/tables/HVL_HUB098/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/CP_KEGG_LEGACY/png/dotplot.png"
"HVL_TOR10","CP_KEGG_LEGACY","computed","13165","51","29","22","10","results/ngs/GSE310664/tables/HVL_TOR10/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/CP_KEGG_LEGACY/png/dotplot.png"
"MVL_ALL","CP_KEGG_LEGACY","computed","12385","30","7","23","10","results/ngs/GSE310664/tables/MVL_ALL/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_ALL/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_ALL/CP_KEGG_LEGACY/png/dotplot.png"
"MVL_CRC29","CP_KEGG_LEGACY","computed","12388","32","21","11","10","results/ngs/GSE310664/tables/MVL_CRC29/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/CP_KEGG_LEGACY/png/dotplot.png"
"MVL_HUB098","CP_KEGG_LEGACY","computed","12214","35","7","28","10","results/ngs/GSE310664/tables/MVL_HUB098/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/CP_KEGG_LEGACY/png/dotplot.png"
"MVL_TOR10","CP_KEGG_LEGACY","computed","12702","43","30","13","10","results/ngs/GSE310664/tables/MVL_TOR10/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/CP_KEGG_LEGACY/png/dotplot.png"
"HMVL_ALL","CP_REACTOME","computed","12867","538","73","458","10","results/ngs/GSE310664/tables/HMVL_ALL/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_ALL/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_ALL/CP_REACTOME/png/dotplot.png"
"HMVL_CRC29","CP_REACTOME","computed","12604","460","88","362","10","results/ngs/GSE310664/tables/HMVL_CRC29/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/CP_REACTOME/png/dotplot.png"
"HMVL_HUB098","CP_REACTOME","computed","12321","377","43","321","10","results/ngs/GSE310664/tables/HMVL_HUB098/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/CP_REACTOME/png/dotplot.png"
"HMVL_TOR10","CP_REACTOME","computed","12937","570","141","424","10","results/ngs/GSE310664/tables/HMVL_TOR10/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/CP_REACTOME/png/dotplot.png"
"HVL_ALL","CP_REACTOME","computed","12683","524","106","408","10","results/ngs/GSE310664/tables/HVL_ALL/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_ALL/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_ALL/CP_REACTOME/png/dotplot.png"
"HVL_CRC29","CP_REACTOME","computed","12508","557","149","398","10","results/ngs/GSE310664/tables/HVL_CRC29/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/CP_REACTOME/png/dotplot.png"
"HVL_HUB098","CP_REACTOME","computed","12356","517","155","349","10","results/ngs/GSE310664/tables/HVL_HUB098/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/CP_REACTOME/png/dotplot.png"
"HVL_TOR10","CP_REACTOME","computed","13165","535","146","385","10","results/ngs/GSE310664/tables/HVL_TOR10/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/CP_REACTOME/png/dotplot.png"
"MVL_ALL","CP_REACTOME","computed","12385","477","32","436","10","results/ngs/GSE310664/tables/MVL_ALL/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_ALL/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_ALL/CP_REACTOME/png/dotplot.png"
"MVL_CRC29","CP_REACTOME","computed","12388","335","123","200","10","results/ngs/GSE310664/tables/MVL_CRC29/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/CP_REACTOME/png/dotplot.png"
"MVL_HUB098","CP_REACTOME","computed","12214","364","65","286","10","results/ngs/GSE310664/tables/MVL_HUB098/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/CP_REACTOME/png/dotplot.png"
"MVL_TOR10","CP_REACTOME","computed","12702","422","145","269","10","results/ngs/GSE310664/tables/MVL_TOR10/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/CP_REACTOME/png/dotplot.png"
"HMVL_ALL","CP_WIKIPATHWAYS","computed","12867","123","35","84","10","results/ngs/GSE310664/tables/HMVL_ALL/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_ALL/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_ALL/CP_WIKIPATHWAYS/png/dotplot.png"
"HMVL_CRC29","CP_WIKIPATHWAYS","computed","12604","131","43","83","10","results/ngs/GSE310664/tables/HMVL_CRC29/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/CP_WIKIPATHWAYS/png/dotplot.png"
"HMVL_HUB098","CP_WIKIPATHWAYS","computed","12321","98","46","48","10","results/ngs/GSE310664/tables/HMVL_HUB098/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/CP_WIKIPATHWAYS/png/dotplot.png"
"HMVL_TOR10","CP_WIKIPATHWAYS","computed","12937","168","60","105","10","results/ngs/GSE310664/tables/HMVL_TOR10/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/CP_WIKIPATHWAYS/png/dotplot.png"
"HVL_ALL","CP_WIKIPATHWAYS","computed","12683","123","48","70","10","results/ngs/GSE310664/tables/HVL_ALL/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_ALL/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_ALL/CP_WIKIPATHWAYS/png/dotplot.png"
"HVL_CRC29","CP_WIKIPATHWAYS","computed","12508","189","91","93","10","results/ngs/GSE310664/tables/HVL_CRC29/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/CP_WIKIPATHWAYS/png/dotplot.png"
"HVL_HUB098","CP_WIKIPATHWAYS","computed","12356","246","188","54","10","results/ngs/GSE310664/tables/HVL_HUB098/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/CP_WIKIPATHWAYS/png/dotplot.png"
"HVL_TOR10","CP_WIKIPATHWAYS","computed","13165","177","82","93","10","results/ngs/GSE310664/tables/HVL_TOR10/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/CP_WIKIPATHWAYS/png/dotplot.png"
"MVL_ALL","CP_WIKIPATHWAYS","computed","12385","106","16","84","10","results/ngs/GSE310664/tables/MVL_ALL/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_ALL/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_ALL/CP_WIKIPATHWAYS/png/dotplot.png"
"MVL_CRC29","CP_WIKIPATHWAYS","computed","12388","157","108","43","10","results/ngs/GSE310664/tables/MVL_CRC29/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/CP_WIKIPATHWAYS/png/dotplot.png"
"MVL_HUB098","CP_WIKIPATHWAYS","computed","12214","156","56","96","10","results/ngs/GSE310664/tables/MVL_HUB098/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/CP_WIKIPATHWAYS/png/dotplot.png"
"MVL_TOR10","CP_WIKIPATHWAYS","computed","12702","132","67","61","10","results/ngs/GSE310664/tables/MVL_TOR10/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/CP_WIKIPATHWAYS/png/dotplot.png"
"HMVL_ALL","TFT_TFT_LEGACY","computed","12867","113","15","98","10","results/ngs/GSE310664/tables/HMVL_ALL/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_ALL/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_ALL/TFT_TFT_LEGACY/png/dotplot.png"
