"TF","HMVL_HUB098","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"NFYB","-0.954864058105414859","-0.954864058105414859","0.954864058105414859","Repressed","155","viper","155","0.954864058105414859",NA,NA,"5","ENCODE--ChIP-seq(rank=60); ReMap--ChIP-seq(rank=97); GTEx--Coexpression(rank=433); Enrichr--Queries(rank=1248); ARCHS4--Coexpression(rank=1437)","819","0.269399999999999973","GTEx Coexpression,0.2694"
"RARA","0.954749889016115239","0.954749889016115239","0.954749889016115239","Activated","156","viper","156","0.954749889016115239",NA,NA,"5","Literature--ChIP-seq(rank=88); ReMap--ChIP-seq(rank=112); Enrichr--Queries(rank=515); ARCHS4--Coexpression(rank=1332); GTEx--Coexpression(rank=1346)","1031","0.366800000000000015","Enrichr Queries,0.3668"
"ELK4","-0.954059279009006889","-0.954059279009006889","0.954059279009006889","Repressed","157","viper","157","0.954059279009006889",NA,NA,"5","ENCODE--ChIP-seq(rank=116); ReMap--ChIP-seq(rank=214); ARCHS4--Coexpression(rank=1112); Enrichr--Queries(rank=1326); GTEx--Coexpression(rank=1362)","1478","0.683000000000000163","ARCHS4 Coexpression,0.683"
"SOX10","0.950773689771054475","0.950773689771054475","0.950773689771054475","Activated","158","viper","158","0.950773689771054475",NA,NA,"4","ReMap--ChIP-seq(rank=203); Enrichr--Queries(rank=499); GTEx--Coexpression(rank=527); ARCHS4--Coexpression(rank=544)","953","0.327900000000000025","GTEx Coexpression,0.3279"
"ERG","-0.943393226042255950","-0.943393226042255950","0.943393226042255950","Repressed","159","viper","159","0.943393226042255950",NA,NA,"5","ReMap--ChIP-seq(rank=41); Literature--ChIP-seq(rank=72); GTEx--Coexpression(rank=223); Enrichr--Queries(rank=238); ARCHS4--Coexpression(rank=339)","490","0.138000000000000012","ReMap ChIP-seq,0.138"
"SRF","-0.932756840363241357","-0.932756840363241357","0.932756840363241357","Repressed","160","viper","160","0.932756840363241357",NA,NA,"6","ENCODE--ChIP-seq(rank=40); ReMap--ChIP-seq(rank=142); Literature--ChIP-seq(rank=143); GTEx--Coexpression(rank=289); Enrichr--Queries(rank=414); ARCHS4--Coexpression(rank=1342)","600","0.179799999999999988","GTEx Coexpression,0.1798"
"TFAP4","-0.916858849041534030","-0.916858849041534030","0.916858849041534030","Repressed","161","viper","161","0.916858849041534030",NA,NA,"4","ReMap--ChIP-seq(rank=70); ARCHS4--Coexpression(rank=1109); GTEx--Coexpression(rank=1180); Enrichr--Queries(rank=1216)","737","0.235699999999999993","ReMap ChIP-seq,0.2357"
"SMAD3","0.909136907025236640","0.909136907025236640","0.909136907025236640","Activated","162","viper","162","0.909136907025236640",NA,NA,"5","Literature--ChIP-seq(rank=15); ReMap--ChIP-seq(rank=18); ARCHS4--Coexpression(rank=272); Enrichr--Queries(rank=463); GTEx--Coexpression(rank=475)","242","0.060609999999999997","ReMap ChIP-seq,0.06061"
"NFATC1","0.900208542826175129","0.900208542826175129","0.900208542826175129","Activated","163","viper","163","0.900208542826175129",NA,NA,"5","ENCODE--ChIP-seq(rank=108); ReMap--ChIP-seq(rank=191); Enrichr--Queries(rank=462); GTEx--Coexpression(rank=772); ARCHS4--Coexpression(rank=773)","956","0.329100000000000004","Enrichr Queries,0.3291"
"LYL1","-0.896499502331323250","-0.896499502331323250","0.896499502331323250","Repressed","164","viper","164","0.896499502331323250",NA,NA,"5","Literature--ChIP-seq(rank=102); ReMap--ChIP-seq(rank=241); ARCHS4--Coexpression(rank=854); Enrichr--Queries(rank=1302); GTEx--Coexpression(rank=1338)","1307","0.524599999999999955","ARCHS4 Coexpression,0.5246"
"CEBPD","0.894919262204067922","0.894919262204067922","0.894919262204067922","Activated","165","viper","165","0.894919262204067922",NA,NA,"5","Literature--ChIP-seq(rank=24); ENCODE--ChIP-seq(rank=39); ReMap--ChIP-seq(rank=132); GTEx--Coexpression(rank=188); ARCHS4--Coexpression(rank=892)","423","0.117000000000000007","GTEx Coexpression,0.117"
"XBP1","-0.885303372582853854","-0.885303372582853854","0.885303372582853854","Repressed","166","viper","166","0.885303372582853854",NA,NA,"4","ReMap--ChIP-seq(rank=280); ARCHS4--Coexpression(rank=408); GTEx--Coexpression(rank=894); Enrichr--Queries(rank=1076)","776","0.250599999999999989","ARCHS4 Coexpression,0.2506"
"ZNF143","-0.877225277157356764","-0.877225277157356764","0.877225277157356764","Repressed","167","viper","167","0.877225277157356764",NA,NA,"5","ENCODE--ChIP-seq(rank=76); ReMap--ChIP-seq(rank=80); Enrichr--Queries(rank=1313); GTEx--Coexpression(rank=1360); ARCHS4--Coexpression(rank=1391)","818","0.269399999999999973","ReMap ChIP-seq,0.2694"
"ATF2","0.863391364294371688","0.863391364294371688","0.863391364294371688","Activated","168","viper","168","0.863391364294371688",NA,NA,"5","ENCODE--ChIP-seq(rank=103); ReMap--ChIP-seq(rank=229); ARCHS4--Coexpression(rank=361); GTEx--Coexpression(rank=901); Enrichr--Queries(rank=1297)","700","0.221700000000000008","ARCHS4 Coexpression,0.2217"
"IRF9","0.859356851205135719","0.859356851205135719","0.859356851205135719","Activated","169","viper","169","0.859356851205135719",NA,NA,"4","ReMap--ChIP-seq(rank=251); Enrichr--Queries(rank=431); ARCHS4--Coexpression(rank=488); GTEx--Coexpression(rank=738)","890","0.299800000000000011","ARCHS4 Coexpression,0.2998"
"TP63","-0.856074483809843856","-0.856074483809843856","0.856074483809843856","Repressed","170","viper","170","0.856074483809843856",NA,NA,"5","Literature--ChIP-seq(rank=23); ARCHS4--Coexpression(rank=72); GTEx--Coexpression(rank=79); ReMap--ChIP-seq(rank=92); Enrichr--Queries(rank=120)","185","0.044229999999999998","ARCHS4 Coexpression,0.04423"
"FOXL2","0.849968313924638452","0.849968313924638452","0.849968313924638452","Activated","171","viper","171","0.849968313924638452",NA,NA,"3","Enrichr--Queries(rank=430); ARCHS4--Coexpression(rank=483); GTEx--Coexpression(rank=609)","878","0.296700000000000019","ARCHS4 Coexpression,0.2967"
"PRDM14","-0.846403434787734277","-0.846403434787734277","0.846403434787734277","Repressed","172","viper","172","0.846403434787734277",NA,NA,"5","Literature--ChIP-seq(rank=25); ReMap--ChIP-seq(rank=33); GTEx--Coexpression(rank=315); ARCHS4--Coexpression(rank=566); Enrichr--Queries(rank=1180)","404","0.111100000000000004","ReMap ChIP-seq,0.1111"
"E2F7","-0.798466363162571469","-0.798466363162571469","0.798466363162571469","Repressed","173","viper","173","0.798466363162571469",NA,NA,"5","ReMap--ChIP-seq(rank=16); Literature--ChIP-seq(rank=161); ARCHS4--Coexpression(rank=466); Enrichr--Queries(rank=1134); GTEx--Coexpression(rank=1170)","220","0.053870000000000001","ReMap ChIP-seq,0.05387"
"HIF1A","0.794960179507961495","0.794960179507961495","0.794960179507961495","Activated","174","viper","174","0.794960179507961495",NA,NA,"5","ARCHS4--Coexpression(rank=28); ReMap--ChIP-seq(rank=46); Literature--ChIP-seq(rank=66); GTEx--Coexpression(rank=226); Enrichr--Queries(rank=739)","80","0.017200000000000000","ARCHS4 Coexpression,0.0172"
"STAT5A","-0.759831289211817085","-0.759831289211817085","0.759831289211817085","Repressed","175","viper","175","0.759831289211817085",NA,NA,"6","ENCODE--ChIP-seq(rank=88); Literature--ChIP-seq(rank=119); ReMap--ChIP-seq(rank=273); Enrichr--Queries(rank=526); ARCHS4--Coexpression(rank=754); GTEx--Coexpression(rank=1196)","1048","0.374599999999999989","Enrichr Queries,0.3746"
"FOXO4","0.749005097400697095","0.749005097400697095","0.749005097400697095","Activated","176","viper","176","0.749005097400697095",NA,NA,"3","GTEx--Coexpression(rank=708); Enrichr--Queries(rank=789); ARCHS4--Coexpression(rank=1278)","1169","0.440599999999999992","GTEx Coexpression,0.4406"
"MBD2","-0.719334998586410479","-0.719334998586410479","0.719334998586410479","Repressed","177","viper","177","0.719334998586410479",NA,NA,"4","ReMap--ChIP-seq(rank=66); Enrichr--Queries(rank=887); ARCHS4--Coexpression(rank=1276); GTEx--Coexpression(rank=1430)","701","0.222200000000000009","ReMap ChIP-seq,0.2222"
"E2F6","0.711052261167094857","0.711052261167094857","0.711052261167094857","Activated","178","viper","178","0.711052261167094857",NA,NA,"5","ReMap--ChIP-seq(rank=20); ENCODE--ChIP-seq(rank=67); Enrichr--Queries(rank=732); ARCHS4--Coexpression(rank=1124); GTEx--Coexpression(rank=1394)","266","0.067339999999999997","ReMap ChIP-seq,0.06734"
"SPIB","0.707588691948371928","0.707588691948371928","0.707588691948371928","Activated","179","viper","179","0.707588691948371928",NA,NA,"4","ReMap--ChIP-seq(rank=226); GTEx--Coexpression(rank=425); ARCHS4--Coexpression(rank=684); Enrichr--Queries(rank=1267)","808","0.264500000000000013","GTEx Coexpression,0.2645"
"PKNOX1","-0.686057190062509203","-0.686057190062509203","0.686057190062509203","Repressed","180","viper","180","0.686057190062509203",NA,NA,"4","ReMap--ChIP-seq(rank=193); Enrichr--Queries(rank=586); ARCHS4--Coexpression(rank=908); GTEx--Coexpression(rank=946)","1130","0.417399999999999993","Enrichr Queries,0.4174"
"LHX2","0.684711203284282699","0.684711203284282699","0.684711203284282699","Activated","181","viper","181","0.684711203284282699",NA,NA,"4","ReMap--ChIP-seq(rank=24); Enrichr--Queries(rank=202); GTEx--Coexpression(rank=357); ARCHS4--Coexpression(rank=699)","315","0.080810000000000007","ReMap ChIP-seq,0.08081"
"PAX6","-0.672406777236538411","-0.672406777236538411","0.672406777236538411","Repressed","182","viper","182","0.672406777236538411",NA,NA,"5","Literature--ChIP-seq(rank=95); ReMap--ChIP-seq(rank=106); GTEx--Coexpression(rank=214); ARCHS4--Coexpression(rank=595); Enrichr--Queries(rank=929)","472","0.133200000000000013","GTEx Coexpression,0.1332"
"TCF3","-0.660725837034702335","-0.660725837034702335","0.660725837034702335","Repressed","183","viper","183","0.660725837034702335",NA,NA,"6","Literature--ChIP-seq(rank=4); ENCODE--ChIP-seq(rank=24); ReMap--ChIP-seq(rank=135); GTEx--Coexpression(rank=804); Enrichr--Queries(rank=1009); ARCHS4--Coexpression(rank=1178)","106","0.024389999999999998","Literature ChIP-seq,0.02439"
"REL","-0.639833975230310492","-0.639833975230310492","0.639833975230310492","Repressed","184","viper","184","0.639833975230310492",NA,NA,"3","ARCHS4--Coexpression(rank=92); Enrichr--Queries(rank=381); GTEx--Coexpression(rank=891)","229","0.056509999999999998","ARCHS4 Coexpression,0.05651"
"STAT6","-0.620637938979186954","-0.620637938979186954","0.620637938979186954","Repressed","185","viper","185","0.620637938979186954",NA,NA,"4","Literature--ChIP-seq(rank=48); Enrichr--Queries(rank=1075); ARCHS4--Coexpression(rank=1149); GTEx--Coexpression(rank=1329)","869","0.292700000000000016","Literature ChIP-seq,0.2927"
"BHLHE22","-0.600571030260793393","-0.600571030260793393","0.600571030260793393","Repressed","186","viper","186","0.600571030260793393",NA,NA,"3","ReMap--ChIP-seq(rank=134); ARCHS4--Coexpression(rank=219); GTEx--Coexpression(rank=489)","478","0.134500000000000008","ARCHS4 Coexpression,0.1345"
"SPI1","0.594028801387500027","0.594028801387500027","0.594028801387500027","Activated","187","viper","187","0.594028801387500027",NA,NA,"6","ENCODE--ChIP-seq(rank=98); Literature--ChIP-seq(rank=130); ReMap--ChIP-seq(rank=190); Enrichr--Queries(rank=1375); GTEx--Coexpression(rank=1447); ARCHS4--Coexpression(rank=1488)","1443","0.639700000000000046","ReMap ChIP-seq,0.6397"
"RUNX1","0.593724027904274809","0.593724027904274809","0.593724027904274809","Activated","188","viper","188","0.593724027904274809",NA,NA,"5","Literature--ChIP-seq(rank=97); ReMap--ChIP-seq(rank=131); GTEx--Coexpression(rank=340); Enrichr--Queries(rank=503); ARCHS4--Coexpression(rank=1162)","679","0.211600000000000010","GTEx Coexpression,0.2116"
"SP3","0.592957376659834501","0.592957376659834501","0.592957376659834501","Activated","189","viper","189","0.592957376659834501",NA,NA,"3","GTEx--Coexpression(rank=726); ARCHS4--Coexpression(rank=1111); Enrichr--Queries(rank=1285)","1186","0.451799999999999979","GTEx Coexpression,0.4518"
"USF1","-0.581813891363845981","-0.581813891363845981","0.581813891363845981","Repressed","190","viper","190","0.581813891363845981",NA,NA,"5","ReMap--ChIP-seq(rank=60); ENCODE--ChIP-seq(rank=85); GTEx--Coexpression(rank=1044); ARCHS4--Coexpression(rank=1152); Enrichr--Queries(rank=1210)","649","0.202000000000000013","ReMap ChIP-seq,0.202"
"RFX1","-0.578802172117762082","-0.578802172117762082","0.578802172117762082","Repressed","191","viper","191","0.578802172117762082",NA,NA,"4","ReMap--ChIP-seq(rank=246); Enrichr--Queries(rank=1085); ARCHS4--Coexpression(rank=1322); GTEx--Coexpression(rank=1408)","1556","0.772800000000000042","Enrichr Queries,0.7728"
"NR3C1","-0.573139064149839061","-0.573139064149839061","0.573139064149839061","Repressed","192","viper","192","0.573139064149839061",NA,NA,"6","ENCODE--ChIP-seq(rank=16); Literature--ChIP-seq(rank=49); ReMap--ChIP-seq(rank=71); ARCHS4--Coexpression(rank=487); Enrichr--Queries(rank=561); GTEx--Coexpression(rank=848)","481","0.135599999999999998","ENCODE ChIP-seq,0.1356"
"E2F5","0.560357091905977156","0.560357091905977156","0.560357091905977156","Activated","193","viper","193","0.560357091905977156",NA,NA,"4","Enrichr--Queries(rank=244); ReMap--ChIP-seq(rank=284); GTEx--Coexpression(rank=1436); ARCHS4--Coexpression(rank=1441)","585","0.173800000000000010","Enrichr Queries,0.1738"
"KLF3","0.548816725424531082","0.548816725424531082","0.548816725424531082","Activated","194","viper","194","0.548816725424531082",NA,NA,"4","GTEx--Coexpression(rank=41); ReMap--ChIP-seq(rank=237); ARCHS4--Coexpression(rank=366); Enrichr--Queries(rank=537)","110","0.025510000000000001","GTEx Coexpression,0.02551"
"FOSL2","-0.536142814707123549","-0.536142814707123549","0.536142814707123549","Repressed","195","viper","195","0.536142814707123549",NA,NA,"5","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=35); Enrichr--Queries(rank=138); GTEx--Coexpression(rank=395); ARCHS4--Coexpression(rank=866)","41","0.008475000000000000","ENCODE ChIP-seq,0.008475"
"HOXA9","0.532951984367499132","0.532951984367499132","0.532951984367499132","Activated","196","viper","196","0.532951984367499132",NA,NA,"4","Enrichr--Queries(rank=107); ReMap--ChIP-seq(rank=219); ARCHS4--Coexpression(rank=266); GTEx--Coexpression(rank=517)","298","0.076210000000000000","Enrichr Queries,0.07621"
"ASCL1","0.514305426753703943","0.514305426753703943","0.514305426753703943","Activated","197","viper","197","0.514305426753703943",NA,NA,"4","ReMap--ChIP-seq(rank=125); ARCHS4--Coexpression(rank=750); GTEx--Coexpression(rank=995); Enrichr--Queries(rank=1232)","1137","0.420899999999999996","ReMap ChIP-seq,0.4209"
"GABPA","0.489076366779992056","0.489076366779992056","0.489076366779992056","Activated","198","viper","198","0.489076366779992056",NA,NA,"6","Literature--ChIP-seq(rank=8); ENCODE--ChIP-seq(rank=111); ReMap--ChIP-seq(rank=159); GTEx--Coexpression(rank=586); Enrichr--Queries(rank=1355); ARCHS4--Coexpression(rank=1530)","201","0.048779999999999997","Literature ChIP-seq,0.04878"
"SREBF1","-0.488922039055554536","-0.488922039055554536","0.488922039055554536","Repressed","199","viper","199","0.488922039055554536",NA,NA,"6","ENCODE--ChIP-seq(rank=74); Literature--ChIP-seq(rank=101); ReMap--ChIP-seq(rank=218); GTEx--Coexpression(rank=1107); Enrichr--Queries(rank=1141); ARCHS4--Coexpression(rank=1369)","1416","0.615900000000000003","Literature ChIP-seq,0.6159"
"GRHL2","0.467704563189412392","0.467704563189412392","0.467704563189412392","Activated","200","viper","200","0.467704563189412392",NA,NA,"5","GTEx--Coexpression(rank=4); ARCHS4--Coexpression(rank=30); ReMap--ChIP-seq(rank=50); Enrichr--Queries(rank=53); Literature--ChIP-seq(rank=138)","11","0.002489000000000000","GTEx Coexpression,0.002489"
"HNF4A","-0.461235952165111984","-0.461235952165111984","0.461235952165111984","Repressed","201","viper","201","0.461235952165111984",NA,NA,"6","ENCODE--ChIP-seq(rank=33); Literature--ChIP-seq(rank=53); ReMap--ChIP-seq(rank=114); GTEx--Coexpression(rank=258); ARCHS4--Coexpression(rank=414); Enrichr--Queries(rank=513)","547","0.160500000000000004","GTEx Coexpression,0.1605"
"BHLHE40","0.449880160787450856","0.449880160787450856","0.449880160787450856","Activated","202","viper","202","0.449880160787450856",NA,NA,"4","ENCODE--ChIP-seq(rank=46); ReMap--ChIP-seq(rank=101); GTEx--Coexpression(rank=131); ARCHS4--Coexpression(rank=885)","317","0.081519999999999995","GTEx Coexpression,0.08152"
"GATA1","0.437521892180679217","0.437521892180679217","0.437521892180679217","Activated","203","viper","203","0.437521892180679217",NA,NA,"6","Literature--ChIP-seq(rank=32); ENCODE--ChIP-seq(rank=73); ReMap--ChIP-seq(rank=247); ARCHS4--Coexpression(rank=403); Enrichr--Queries(rank=1170); GTEx--Coexpression(rank=1347)","632","0.195099999999999996","Literature ChIP-seq,0.1951"
"AR","0.431893772643342999","0.431893772643342999","0.431893772643342999","Activated","204","viper","204","0.431893772643342999",NA,NA,"5","Literature--ChIP-seq(rank=9); ReMap--ChIP-seq(rank=68); ARCHS4--Coexpression(rank=150); Enrichr--Queries(rank=242); GTEx--Coexpression(rank=962)","223","0.054879999999999998","Literature ChIP-seq,0.05488"
"ARNTL","0.430026454326746244","0.430026454326746244","0.430026454326746244","Activated","205","viper","205","0.430026454326746244",NA,NA,"4","Enrichr--Queries(rank=173); ARCHS4--Coexpression(rank=202); ReMap--ChIP-seq(rank=288); GTEx--Coexpression(rank=996)","442","0.123200000000000004","Enrichr Queries,0.1232"
"TFDP1","-0.424698763539348989","-0.424698763539348989","0.424698763539348989","Repressed","206","viper","206","0.424698763539348989",NA,NA,"4","ReMap--ChIP-seq(rank=176); GTEx--Coexpression(rank=1075); ARCHS4--Coexpression(rank=1315); Enrichr--Queries(rank=1372)","1399","0.592600000000000016","ReMap ChIP-seq,0.5926"
"SP4","-0.422969626513739705","-0.422969626513739705","0.422969626513739705","Repressed","207","viper","207","0.422969626513739705",NA,NA,"5","ENCODE--ChIP-seq(rank=105); ReMap--ChIP-seq(rank=220); Enrichr--Queries(rank=373); GTEx--Coexpression(rank=1067); ARCHS4--Coexpression(rank=1142)","810","0.265699999999999992","Enrichr Queries,0.2657"
"MYBL2","0.389268313227817297","0.389268313227817297","0.389268313227817297","Activated","208","viper","208","0.389268313227817297",NA,NA,"6","ENCODE--ChIP-seq(rank=115); Literature--ChIP-seq(rank=134); ReMap--ChIP-seq(rank=242); ARCHS4--Coexpression(rank=901); GTEx--Coexpression(rank=1032); Enrichr--Queries(rank=1148)","1348","0.553400000000000003","ARCHS4 Coexpression,0.5534"
"LEF1","-0.387751100333745213","-0.387751100333745213","0.387751100333745213","Repressed","209","viper","209","0.387751100333745213",NA,NA,"4","Enrichr--Queries(rank=106); ReMap--ChIP-seq(rank=236); ARCHS4--Coexpression(rank=374); GTEx--Coexpression(rank=989)","294","0.075499999999999998","Enrichr Queries,0.0755"
"ZNF384","0.387449317717910358","0.387449317717910358","0.387449317717910358","Activated","210","viper","210","0.387449317717910358",NA,NA,"5","ENCODE--ChIP-seq(rank=21); ReMap--ChIP-seq(rank=143); GTEx--Coexpression(rank=1307); Enrichr--Queries(rank=1329); ARCHS4--Coexpression(rank=1448)","595","0.177999999999999992","ENCODE ChIP-seq,0.178"
"HHEX","0.358184942863569333","0.358184942863569333","0.358184942863569333","Activated","211","viper","211","0.358184942863569333",NA,NA,"4","ReMap--ChIP-seq(rank=245); ARCHS4--Coexpression(rank=281); Enrichr--Queries(rank=417); GTEx--Coexpression(rank=1166)","582","0.172600000000000003","ARCHS4 Coexpression,0.1726"
"ZNF217","0.333871381254457533","0.333871381254457533","0.333871381254457533","Activated","212","viper","212","0.333871381254457533",NA,NA,"6","Literature--ChIP-seq(rank=2); ENCODE--ChIP-seq(rank=29); ReMap--ChIP-seq(rank=243); Enrichr--Queries(rank=555); ARCHS4--Coexpression(rank=1018); GTEx--Coexpression(rank=1342)","59","0.012200000000000001","Literature ChIP-seq,0.0122"
"ZFX","0.319077466134554844","0.319077466134554844","0.319077466134554844","Activated","213","viper","213","0.319077466134554844",NA,NA,"5","ReMap--ChIP-seq(rank=139); Literature--ChIP-seq(rank=157); Enrichr--Queries(rank=1301); ARCHS4--Coexpression(rank=1379); GTEx--Coexpression(rank=1527)","1222","0.468000000000000027","ReMap ChIP-seq,0.468"
"TFAP2A","-0.314010938998909028","-0.314010938998909028","0.314010938998909028","Repressed","214","viper","214","0.314010938998909028",NA,NA,"6","ENCODE--ChIP-seq(rank=25); GTEx--Coexpression(rank=71); Literature--ChIP-seq(rank=150); ReMap--ChIP-seq(rank=164); Enrichr--Queries(rank=260); ARCHS4--Coexpression(rank=596)","184","0.044179999999999997","GTEx Coexpression,0.04418"
"VDR","0.313776692513675848","0.313776692513675848","0.313776692513675848","Activated","215","viper","215","0.313776692513675848",NA,NA,"5","Literature--ChIP-seq(rank=41); ReMap--ChIP-seq(rank=81); GTEx--Coexpression(rank=202); Enrichr--Queries(rank=231); ARCHS4--Coexpression(rank=318)","450","0.125700000000000006","GTEx Coexpression,0.1257"
"NFYA","-0.308347652303290032","-0.308347652303290032","0.308347652303290032","Repressed","216","viper","216","0.308347652303290032",NA,NA,"5","ENCODE--ChIP-seq(rank=86); ReMap--ChIP-seq(rank=109); GTEx--Coexpression(rank=785); Enrichr--Queries(rank=1017); ARCHS4--Coexpression(rank=1597)","1032","0.366999999999999993","ReMap ChIP-seq,0.367"
"CEBPB","0.304015309366561515","0.304015309366561515","0.304015309366561515","Activated","217","viper","217","0.304015309366561515",NA,NA,"6","ENCODE--ChIP-seq(rank=12); ReMap--ChIP-seq(rank=49); Literature--ChIP-seq(rank=124); Enrichr--Queries(rank=396); GTEx--Coexpression(rank=806); ARCHS4--Coexpression(rank=1197)","375","0.101700000000000013","ENCODE ChIP-seq,0.1017"
"HINFP","0.300791051785808727","0.300791051785808727","0.300791051785808727","Activated","218","viper","218","0.300791051785808727",NA,NA,"3","ReMap--ChIP-seq(rank=256); GTEx--Coexpression(rank=548); ARCHS4--Coexpression(rank=577)","975","0.341000000000000025","GTEx Coexpression,0.341"
"PPARA","0.295523814125136453","0.295523814125136453","0.295523814125136453","Activated","219","viper","219","0.295523814125136453",NA,NA,"3","GTEx--Coexpression(rank=626); Enrichr--Queries(rank=680); ARCHS4--Coexpression(rank=833)","1078","0.389500000000000013","GTEx Coexpression,0.3895"
"FOS","0.292847441939733000","0.292847441939733000","0.292847441939733000","Activated","220","viper","220","0.292847441939733000",NA,NA,"5","ENCODE--ChIP-seq(rank=19); ReMap--ChIP-seq(rank=63); GTEx--Coexpression(rank=156); Enrichr--Queries(rank=232); ARCHS4--Coexpression(rank=777)","360","0.097080000000000000","GTEx Coexpression,0.09708"
"FOXA1","0.263689073080302538","0.263689073080302538","0.263689073080302538","Activated","221","viper","221","0.263689073080302538",NA,NA,"6","ENCODE--ChIP-seq(rank=28); ReMap--ChIP-seq(rank=32); Literature--ChIP-seq(rank=36); ARCHS4--Coexpression(rank=143); GTEx--Coexpression(rank=161); Enrichr--Queries(rank=211)","336","0.087840000000000001","ARCHS4 Coexpression,0.08784"
"PAX8","-0.256181271664940868","-0.256181271664940868","0.256181271664940868","Repressed","222","viper","222","0.256181271664940868",NA,NA,"4","ReMap--ChIP-seq(rank=272); ARCHS4--Coexpression(rank=277); Enrichr--Queries(rank=426); GTEx--Coexpression(rank=1056)","574","0.170100000000000001","ARCHS4 Coexpression,0.1701"
"BACH1","-0.250419449500053903","-0.250419449500053903","0.250419449500053903","Repressed","223","viper","223","0.250419449500053903",NA,NA,"6","Literature--ChIP-seq(rank=13); ENCODE--ChIP-seq(rank=43); ReMap--ChIP-seq(rank=51); ARCHS4--Coexpression(rank=163); Enrichr--Queries(rank=629); GTEx--Coexpression(rank=1257)","310","0.079269999999999993","Literature ChIP-seq,0.07927"
"KLF4","-0.246312003946626668","-0.246312003946626668","0.246312003946626668","Repressed","224","viper","224","0.246312003946626668",NA,NA,"5","Enrichr--Queries(rank=15); Literature--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=103); ARCHS4--Coexpression(rank=233); GTEx--Coexpression(rank=249)","52","0.010680000000000000","Enrichr Queries,0.01068"
"ATF1","0.233306549711947059","0.233306549711947059","0.233306549711947059","Activated","225","viper","225","0.233306549711947059",NA,NA,"5","ENCODE--ChIP-seq(rank=94); ReMap--ChIP-seq(rank=199); ARCHS4--Coexpression(rank=846); Enrichr--Queries(rank=1266); GTEx--Coexpression(rank=1542)","1298","0.519700000000000051","ARCHS4 Coexpression,0.5197"
"NR2C2","-0.217532978077585676","-0.217532978077585676","0.217532978077585676","Repressed","226","viper","226","0.217532978077585676",NA,NA,"5","ENCODE--ChIP-seq(rank=102); ReMap--ChIP-seq(rank=287); Enrichr--Queries(rank=1250); GTEx--Coexpression(rank=1525); ARCHS4--Coexpression(rank=1595)","1602","0.864399999999999946","ENCODE ChIP-seq,0.8644"
"GATA2","-0.210213424926879999","-0.210213424926879999","0.210213424926879999","Repressed","227","viper","227","0.210213424926879999",NA,NA,"6","ENCODE--ChIP-seq(rank=10); Literature--ChIP-seq(rank=57); ReMap--ChIP-seq(rank=153); Enrichr--Queries(rank=265); GTEx--Coexpression(rank=285); ARCHS4--Coexpression(rank=708)","326","0.084750000000000006","ENCODE ChIP-seq,0.08475"
"RUNX3","-0.197226095524206252","-0.197226095524206252","0.197226095524206252","Repressed","228","viper","228","0.197226095524206252",NA,NA,"5","ENCODE--ChIP-seq(rank=101); ReMap--ChIP-seq(rank=196); GTEx--Coexpression(rank=936); Enrichr--Queries(rank=984); ARCHS4--Coexpression(rank=1036)","1387","0.582500000000000018","GTEx Coexpression,0.5825"
"TBP","-0.196124436710106820","-0.196124436710106820","0.196124436710106820","Repressed","229","viper","229","0.196124436710106820",NA,NA,"5","ENCODE--ChIP-seq(rank=59); Literature--ChIP-seq(rank=122); ReMap--ChIP-seq(rank=130); GTEx--Coexpression(rank=1069); ARCHS4--Coexpression(rank=1623)","1166","0.437699999999999978","ReMap ChIP-seq,0.4377"
"FLI1","0.191884390488231693","0.191884390488231693","0.191884390488231693","Activated","230","viper","230","0.191884390488231693",NA,NA,"6","ReMap--ChIP-seq(rank=64); ENCODE--ChIP-seq(rank=117); Literature--ChIP-seq(rank=141); Enrichr--Queries(rank=620); ARCHS4--Coexpression(rank=725); GTEx--Coexpression(rank=735)","683","0.215499999999999997","ReMap ChIP-seq,0.2155"
"SMAD5","0.189365788659537099","0.189365788659537099","0.189365788659537099","Activated","231","viper","231","0.189365788659537099",NA,NA,"4","ReMap--ChIP-seq(rank=150); ARCHS4--Coexpression(rank=796); GTEx--Coexpression(rank=997); Enrichr--Queries(rank=1005)","1247","0.488900000000000001","ARCHS4 Coexpression,0.4889"
"CTCF","0.183333441052691615","0.183333441052691615","0.183333441052691615","Activated","232","viper","232","0.183333441052691615",NA,NA,"6","ENCODE--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=7); Literature--ChIP-seq(rank=74); GTEx--Coexpression(rank=1209); Enrichr--Queries(rank=1321); ARCHS4--Coexpression(rank=1578)","104","0.023570000000000001","ReMap ChIP-seq,0.02357"
"STAT4","-0.176665127279038742","-0.176665127279038742","0.176665127279038742","Repressed","233","viper","233","0.176665127279038742",NA,NA,"4","Literature--ChIP-seq(rank=75); Enrichr--Queries(rank=523); ARCHS4--Coexpression(rank=768); GTEx--Coexpression(rank=1353)","1041","0.372499999999999998","Enrichr Queries,0.3725"
