"TF","DLD1"
"GATA6","3.33945051466475640"
"GFI1B","2.79124073347439206"
"GLI2","0.04263187791725431"
"GRHL2","2.92667389893475427"
"HBP1","-1.00329721387132054"
"HHEX","-1.45191948077071298"
"HIF1A","2.70918050759820472"
"HINFP","-0.31305697984966119"
"HMBOX1","-0.47475220170168853"
"HNF1A","-0.50128063111523946"
"HNF1B","0.72433210094037914"
"HNF4A","-0.07116503597344474"
"HNF4G","3.39335201558553345"
"HOXA9","1.61854597397380617"
"HOXB13","0.57312452678046577"
"HSF1","3.30462598783132888"
"IKZF1","1.22308188963421416"
"IRF1","1.14744544563597795"
"IRF2","0.38678052593209139"
"IRF3","2.76173009759628618"
"IRF4","1.92790382252746983"
"IRF9","1.17765169429911354"
"JUN","1.62917822369168164"
"JUNB","1.41877809370658525"
"JUND","0.43292579840031487"
"KDM5B","1.76774600940452720"
"KLF1","3.74621959076838973"
"KLF13","-2.27491144305971327"
"KLF3","0.35997885322223944"
"KLF4","2.37568099381418785"
"KLF5","4.94405759019489999"
"KLF6","1.89956954821220636"
"KLF9","5.45002364507030190"
"KMT2A","0.17616095917943303"
"LEF1","-3.88113704122071601"
"LHX2","1.50403555245684917"
"LYL1","2.69061130147331440"
"MAF","2.83079481589929838"
"MAFB","2.77338914968814532"
"MAFF","4.35178523838714604"
"MAFG","3.36451796125361868"
"MAFK","3.85921519668183555"
"MAX","3.60782175951705986"
"MAZ","1.63051633030538201"
"MBD1","-0.98770147635851469"
"MBD2","3.31411030256418560"
"MEF2A","2.98481323934824694"
"MEF2B","0.26422303804841552"
"MEF2C","1.29771385227293434"
"MEIS1","1.74952111218624817"
"MEIS2","1.39873950182127338"
"MITF","0.44750407146560289"
"MNT","-4.20857479631717091"
"MXI1","-2.15012353721386518"
"MYB","-2.69614963389367279"
"MYBL2","-2.22244154525245330"
"MYC","-6.96164586509100936"
"MYCN","-4.25169913215898543"
"MYOD1","2.23208359360768327"
"NANOG","1.15651530252054546"
"NCOA1","1.39067625448923726"
"NCOA2","0.74674703469158665"
"NCOA3","0.25280097633422238"
"NEUROD1","3.74492329462422635"
"NFATC1","2.58263515967603174"
"NFE2","2.07638917331544670"
"NFE2L1","0.65910697723291767"
"NFE2L2","-0.17919923275866897"
"NFIC","-1.27610465091339065"
"NFKB1","1.07213145676141508"
"NFKB2","-2.16414622844252369"
"NFYA","-0.74553676180079687"
"NFYB","-1.32642440859613386"
"NR1H2","2.85732797134821181"
"NR1H3","1.90746772477969206"
"NR2C2","-3.25267056622026729"
"NR2F1","2.91861926951821316"
"NR2F6","0.47037744707221529"
"NR3C1","-0.29973592513112957"
"NR4A1","2.65559072232180871"
"NR5A2","0.22098618352769653"
"NRF1","1.30447503780426732"
"ONECUT1","0.36878778509086035"
"OTX2","0.94984116347194514"
"PAX5","1.63439512608116377"
"PAX8","-0.67230439196482839"
"PBX2","1.87776342104524141"
"PBX3","4.03127299976483400"
"PDX1","1.23856072260938088"
"PGR","-1.41999471873252436"
"PKNOX1","1.15725718132214350"
"POU2F1","0.99298129951045377"
"POU4F2","2.11363369623667596"
"POU5F1","1.67367422142558042"
"PPARA","0.61954818216016594"
"PPARG","0.87590100838198359"
"PRDM1","-0.57012617429132251"
"PRDM14","6.59533593893632908"
"PROX1","1.43863768634755118"
"RARA","1.44079140861055777"
"RBPJ","1.85308949943551493"
"REL","1.83386415372079448"
"RELA","1.24731340464919405"
"RELB","2.19578300471818455"
"REST","-1.27962184538582724"
"RFX1","2.74327659955428604"
"RFX2","1.61016798693557317"
"RUNX1","2.06868419844515916"
"RUNX2","3.32246361203085439"
"RUNX3","-0.43618895292463361"
"RXRA","0.35360257646939963"
"SIX2","1.93772387189006556"
"SIX5","1.43320376453322318"
"SMAD1","1.11468080185513818"
"SMAD3","2.59509321030769513"
"SMAD4","3.03854905165048983"
"SMAD5","-3.07797157809046595"
"SNAI2","-2.12228734914256956"
"SNAPC4","-1.46799961831939840"
"SOX10","0.26717187987777063"
"SOX11","1.76018632349766402"
"SOX13","1.51994065588935090"
"SOX2","-0.04593870519226069"
"SOX6","-0.27347685544921252"
"SOX9","1.38638461051669282"
"SP1","1.17097799248005119"
"SP2","0.50216230632331904"
"SP3","3.01007029414686311"
"SP4","0.54966360155397098"
"SPI1","1.02996091240749754"
"SPIB","1.01806631665323910"
"SREBF1","-3.60328539555450922"
"SREBF2","-4.16008661505515587"
"SRF","-1.00575228108274928"
"STAT1","2.41905636774554011"
"STAT2","1.02229155388027459"
"STAT3","1.14211210120723816"
"STAT4","0.84197178131749806"
"STAT5A","1.71532910585733145"
"STAT5B","1.52738396603196058"
"STAT6","1.19646215234514131"
"TAL1","0.49307891001795068"
"TBP","0.99320973965599146"
"TBX21","1.69100680335116960"
"TCF12","2.07046754012205358"
"TCF3","-0.07427857045371701"
"TCF4","1.39809474929839772"
"TCF7","0.70101006692453494"
"TCF7L2","-0.58562822066832476"
"TEAD1","3.61061148602807158"
"TEAD2","2.94946103515499303"
"TEAD4","2.20149859645432988"
"TFAP2A","1.17062482409219060"
"TFAP2C","-0.33677022592438410"
"TFAP4","4.54345748374447833"
"TFDP1","-5.14447575612769015"
"TGIF2","0.01763725988541431"
"THAP1","1.33699347056790652"
"THAP11","2.45985357764042645"
"TP53","3.31793345486618074"
"TP63","0.69853687947660470"
"TP73","1.20815198911219679"
"TWIST1","0.57665510741023707"
"USF1","-0.13632184138053319"
"USF2","1.64896257556984849"
"VDR","0.67483102793208460"
"WT1","1.62032597465482664"
"XBP1","0.24574068920237449"
"YY1","-1.63740273868134634"
"ZBED1","-0.32208270019844082"
"ZBTB11","-1.42812112276862502"
"ZBTB33","-2.06727205670471603"
"ZBTB7A","-6.50033551971387791"
"ZEB1","0.23645861809213065"
"ZEB2","-1.04902057069564414"
"ZFX","-0.99395034451443287"
"ZKSCAN1","2.95868563170928800"
"ZNF143","1.82014491726359640"
"ZNF217","0.58444752659962174"
"ZNF24","-0.22684996589893563"
"ZNF263","-6.97409623199855044"
"ZNF274","0.29975174013634198"
"ZNF384","2.00822612897194697"
"ZNF592","1.25097587943701738"
"ZNF639","1.65399355647199653"
"ZNF740","1.74655984821928123"
