"TF","HMVL_TOR10","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"RXRA","-0.950988927214242441","-0.950988927214242441","0.950988927214242441","Repressed","158","viper","158","0.950988927214242441",NA,NA,"6","Literature--ChIP-seq(rank=60); ENCODE--ChIP-seq(rank=99); ReMap--ChIP-seq(rank=171); Enrichr--Queries(rank=784); GTEx--Coexpression(rank=924); ARCHS4--Coexpression(rank=1250)","1140","0.36590000000000000","Literature ChIP-seq,0.3659"
"SP4","-0.949030836945087497","-0.949030836945087497","0.949030836945087497","Repressed","159","viper","159","0.949030836945087497",NA,NA,"5","ENCODE--ChIP-seq(rank=48); ReMap--ChIP-seq(rank=110); Enrichr--Queries(rank=248); ARCHS4--Coexpression(rank=1331); GTEx--Coexpression(rank=1440)","633","0.17660000000000001","Enrichr Queries,0.1766"
"PBX2","0.946627162934618793","0.946627162934618793","0.946627162934618793","Activated","160","viper","160","0.946627162934618793",NA,NA,"4","ReMap--ChIP-seq(rank=152); Enrichr--Queries(rank=656); GTEx--Coexpression(rank=727); ARCHS4--Coexpression(rank=1343)","1275","0.45240000000000002","GTEx Coexpression,0.4524"
"NCOA1","-0.938630139920778150","-0.938630139920778150","0.938630139920778150","Repressed","161","viper","161","0.938630139920778150",NA,NA,"4","ReMap--ChIP-seq(rank=215); Enrichr--Queries(rank=1183); ARCHS4--Coexpression(rank=1249); GTEx--Coexpression(rank=1575)","1563","0.72389999999999999","ReMap ChIP-seq,0.7239"
"SMAD3","0.923302886466047190","0.923302886466047190","0.923302886466047190","Activated","162","viper","162","0.923302886466047190",NA,NA,"5","Literature--ChIP-seq(rank=28); ReMap--ChIP-seq(rank=86); Enrichr--Queries(rank=394); ARCHS4--Coexpression(rank=557); GTEx--Coexpression(rank=960)","614","0.17069999999999999","Literature ChIP-seq,0.1707"
"ATF3","-0.921104550093996499","-0.921104550093996499","0.921104550093996499","Repressed","163","viper","163","0.921104550093996499",NA,NA,"6","ENCODE--ChIP-seq(rank=108); Literature--ChIP-seq(rank=134); Enrichr--Queries(rank=159); ReMap--ChIP-seq(rank=166); GTEx--Coexpression(rank=188); ARCHS4--Coexpression(rank=246)","430","0.11320000000000000","Enrichr Queries,0.1132"
"YY1","-0.917618692240621980","-0.917618692240621980","0.917618692240621980","Repressed","164","viper","164","0.917618692240621980",NA,NA,"6","ReMap--ChIP-seq(rank=21); ENCODE--ChIP-seq(rank=94); ARCHS4--Coexpression(rank=98); Literature--ChIP-seq(rank=109); Enrichr--Queries(rank=897); GTEx--Coexpression(rank=1038)","225","0.06020000000000000","ARCHS4 Coexpression,0.0602"
"E2F5","0.915077114655077462","0.915077114655077462","0.915077114655077462","Activated","165","viper","165","0.915077114655077462",NA,NA,"4","ReMap--ChIP-seq(rank=4); Enrichr--Queries(rank=57); ARCHS4--Coexpression(rank=727); GTEx--Coexpression(rank=1239)","46","0.01347000000000000","ReMap ChIP-seq,0.01347"
"PPARG","-0.908224927829807238","-0.908224927829807238","0.908224927829807238","Repressed","166","viper","166","0.908224927829807238",NA,NA,"5","Literature--ChIP-seq(rank=81); ReMap--ChIP-seq(rank=112); Enrichr--Queries(rank=113); ARCHS4--Coexpression(rank=466); GTEx--Coexpression(rank=515)","301","0.08048000000000000","Enrichr Queries,0.08048"
"GATA3","0.907470429551472613","0.907470429551472613","0.907470429551472613","Activated","167","viper","167","0.907470429551472613",NA,NA,"6","ENCODE--ChIP-seq(rank=29); Literature--ChIP-seq(rank=52); ReMap--ChIP-seq(rank=228); GTEx--Coexpression(rank=277); Enrichr--Queries(rank=307); ARCHS4--Coexpression(rank=971)","618","0.17240000000000000","GTEx Coexpression,0.1724"
"MYBL2","-0.894092220767301216","-0.894092220767301216","0.894092220767301216","Repressed","168","viper","168","0.894092220767301216",NA,NA,"6","Enrichr--Queries(rank=3); Literature--ChIP-seq(rank=3); ARCHS4--Coexpression(rank=7); ReMap--ChIP-seq(rank=9); GTEx--Coexpression(rank=13); ENCODE--ChIP-seq(rank=30)","8","0.00213700000000000","Enrichr Queries,0.002137"
"NR1H2","-0.884875933869710418","-0.884875933869710418","0.884875933869710418","Repressed","169","viper","169","0.884875933869710418",NA,NA,"4","ReMap--ChIP-seq(rank=11); ARCHS4--Coexpression(rank=394); Enrichr--Queries(rank=950); GTEx--Coexpression(rank=1046)","142","0.03704000000000000","ReMap ChIP-seq,0.03704"
"CLOCK","0.881326734143308976","0.881326734143308976","0.881326734143308976","Activated","170","viper","170","0.881326734143308976",NA,NA,"5","ReMap--ChIP-seq(rank=134); Literature--ChIP-seq(rank=157); GTEx--Coexpression(rank=1306); Enrichr--Queries(rank=1352); ARCHS4--Coexpression(rank=1435)","1272","0.45119999999999999","ReMap ChIP-seq,0.4512"
"MITF","0.877794118560025649","0.877794118560025649","0.877794118560025649","Activated","171","viper","171","0.877794118560025649",NA,NA,"5","Literature--ChIP-seq(rank=102); ReMap--ChIP-seq(rank=226); Enrichr--Queries(rank=297); GTEx--Coexpression(rank=868); ARCHS4--Coexpression(rank=1026)","739","0.21149999999999999","Enrichr Queries,0.2115"
"GATA2","0.874181156945341264","0.874181156945341264","0.874181156945341264","Activated","172","viper","172","0.874181156945341264",NA,NA,"6","ENCODE--ChIP-seq(rank=33); Literature--ChIP-seq(rank=74); ReMap--ChIP-seq(rank=224); ARCHS4--Coexpression(rank=256); Enrichr--Queries(rank=321); GTEx--Coexpression(rank=446)","572","0.15720000000000001","ARCHS4 Coexpression,0.1572"
"HOXA9","-0.863804049980050670","-0.863804049980050670","0.863804049980050670","Repressed","173","viper","173","0.863804049980050670",NA,NA,"4","ReMap--ChIP-seq(rank=173); GTEx--Coexpression(rank=240); Enrichr--Queries(rank=436); ARCHS4--Coexpression(rank=700)","551","0.14929999999999999","GTEx Coexpression,0.1493"
"CEBPD","0.824332777360485602","0.824332777360485602","0.824332777360485602","Activated","174","viper","174","0.824332777360485602",NA,NA,"5","ENCODE--ChIP-seq(rank=75); ReMap--ChIP-seq(rank=100); Literature--ChIP-seq(rank=146); GTEx--Coexpression(rank=152); ARCHS4--Coexpression(rank=884)","356","0.09458999999999999","GTEx Coexpression,0.09459"
"NR1H3","0.799147479772593261","0.799147479772593261","0.799147479772593261","Activated","175","viper","175","0.799147479772593261",NA,NA,"5","Literature--ChIP-seq(rank=20); GTEx--Coexpression(rank=214); Enrichr--Queries(rank=256); ARCHS4--Coexpression(rank=264); ReMap--ChIP-seq(rank=284)","462","0.12200000000000000","Literature ChIP-seq,0.122"
"DUX4","-0.785643740945041302","-0.785643740945041302","0.785643740945041302","Repressed","176","viper","176","0.785643740945041302",NA,NA,"2","ReMap--ChIP-seq(rank=250); ARCHS4--Coexpression(rank=1540)","1604","0.84179999999999999","ReMap ChIP-seq,0.8418"
"FOXO1","0.782161083439205651","0.782161083439205651","0.782161083439205651","Activated","177","viper","177","0.782161083439205651",NA,NA,"5","Literature--ChIP-seq(rank=37); ReMap--ChIP-seq(rank=91); ARCHS4--Coexpression(rank=249); Enrichr--Queries(rank=572); GTEx--Coexpression(rank=665)","560","0.15290000000000001","ARCHS4 Coexpression,0.1529"
"GATA6","0.765944305307501572","0.765944305307501572","0.765944305307501572","Activated","178","viper","178","0.765944305307501572",NA,NA,"5","Literature--ChIP-seq(rank=21); ReMap--ChIP-seq(rank=66); Enrichr--Queries(rank=208); ARCHS4--Coexpression(rank=372); GTEx--Coexpression(rank=1186)","482","0.12800000000000000","Literature ChIP-seq,0.128"
"TGIF2","0.761179480421240062","0.761179480421240062","0.761179480421240062","Activated","179","viper","179","0.761179480421240062",NA,NA,"4","ARCHS4--Coexpression(rank=15); Enrichr--Queries(rank=36); ReMap--ChIP-seq(rank=108); GTEx--Coexpression(rank=241)","27","0.00921400000000000","ARCHS4 Coexpression,0.009214"
"JUND","0.748365951043305944","0.748365951043305944","0.748365951043305944","Activated","180","viper","180","0.748365951043305944",NA,NA,"6","ENCODE--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=54); Literature--ChIP-seq(rank=77); Enrichr--Queries(rank=452); ARCHS4--Coexpression(rank=719); GTEx--Coexpression(rank=1235)","648","0.18179999999999999","ReMap ChIP-seq,0.1818"
"FOXK2","-0.746449254177190546","-0.746449254177190546","0.746449254177190546","Repressed","181","viper","181","0.746449254177190546",NA,NA,"4","ReMap--ChIP-seq(rank=71); ARCHS4--Coexpression(rank=376); Enrichr--Queries(rank=608); GTEx--Coexpression(rank=1571)","797","0.23100000000000001","ARCHS4 Coexpression,0.231"
"ATF4","0.733950157539326575","0.733950157539326575","0.733950157539326575","Activated","182","viper","182","0.733950157539326575",NA,NA,"4","ReMap--ChIP-seq(rank=255); ARCHS4--Coexpression(rank=745); Enrichr--Queries(rank=821); GTEx--Coexpression(rank=834)","1286","0.45760000000000001","ARCHS4 Coexpression,0.4576"
"HHEX","-0.718968270785283026","-0.718968270785283026","0.718968270785283026","Repressed","183","viper","183","0.718968270785283026",NA,NA,"4","Enrichr--Queries(rank=169); ReMap--ChIP-seq(rank=219); ARCHS4--Coexpression(rank=826); GTEx--Coexpression(rank=1412)","455","0.12039999999999999","Enrichr Queries,0.1204"
"FOXA2","0.699573370100398551","0.699573370100398551","0.699573370100398551","Activated","184","viper","184","0.699573370100398551",NA,NA,"6","Literature--ChIP-seq(rank=58); ENCODE--ChIP-seq(rank=70); ReMap--ChIP-seq(rank=198); Enrichr--Queries(rank=550); GTEx--Coexpression(rank=646); ARCHS4--Coexpression(rank=1076)","1114","0.35370000000000001","Literature ChIP-seq,0.3537"
"HBP1","0.682917477943482898","0.682917477943482898","0.682917477943482898","Activated","185","viper","185","0.682917477943482898",NA,NA,"4","ReMap--ChIP-seq(rank=84); ARCHS4--Coexpression(rank=109); Enrichr--Queries(rank=636); GTEx--Coexpression(rank=689)","252","0.06695000000000000","ARCHS4 Coexpression,0.06695"
"FOXO3","-0.681177383363129385","-0.681177383363129385","0.681177383363129385","Repressed","186","viper","186","0.681177383363129385",NA,NA,"4","Literature--ChIP-seq(rank=84); Enrichr--Queries(rank=772); GTEx--Coexpression(rank=1087); ARCHS4--Coexpression(rank=1173)","1357","0.51219999999999999","Literature ChIP-seq,0.5122"
"MYOD1","0.679737331253320809","0.679737331253320809","0.679737331253320809","Activated","187","viper","187","0.679737331253320809",NA,NA,"5","ENCODE--ChIP-seq(rank=23); ReMap--ChIP-seq(rank=169); GTEx--Coexpression(rank=1042); ARCHS4--Coexpression(rank=1248); Enrichr--Queries(rank=1280)","689","0.19489999999999999","ENCODE ChIP-seq,0.1949"
"ELF1","-0.677478408644781704","-0.677478408644781704","0.677478408644781704","Repressed","188","viper","188","0.677478408644781704",NA,NA,"5","Literature--ChIP-seq(rank=87); ReMap--ChIP-seq(rank=93); ENCODE--ChIP-seq(rank=106); ARCHS4--Coexpression(rank=505); GTEx--Coexpression(rank=967)","1014","0.31019999999999992","ARCHS4 Coexpression,0.3102"
"ZNF24","-0.674806758518838867","-0.674806758518838867","0.674806758518838867","Repressed","189","viper","189","0.674806758518838867",NA,NA,"4","ReMap--ChIP-seq(rank=131); Enrichr--Queries(rank=1094); GTEx--Coexpression(rank=1194); ARCHS4--Coexpression(rank=1385)","1261","0.44109999999999999","ReMap ChIP-seq,0.4411"
"E2F6","-0.669167644993421296","-0.669167644993421296","0.669167644993421296","Repressed","190","viper","190","0.669167644993421296",NA,NA,"5","ENCODE--ChIP-seq(rank=13); Enrichr--Queries(rank=78); ReMap--ChIP-seq(rank=99); ARCHS4--Coexpression(rank=297); GTEx--Coexpression(rank=1383)","210","0.05556000000000000","Enrichr Queries,0.05556"
"REST","-0.655915517483168897","-0.655915517483168897","0.655915517483168897","Repressed","191","viper","191","0.655915517483168897",NA,NA,"6","ReMap--ChIP-seq(rank=33); ENCODE--ChIP-seq(rank=83); Literature--ChIP-seq(rank=150); GTEx--Coexpression(rank=420); ARCHS4--Coexpression(rank=532); Enrichr--Queries(rank=1079)","423","0.11110000000000000","ReMap ChIP-seq,0.1111"
"CEBPG","0.646687377646784745","0.646687377646784745","0.646687377646784745","Activated","192","viper","192","0.646687377646784745",NA,NA,"4","Enrichr--Queries(rank=132); ReMap--ChIP-seq(rank=242); ARCHS4--Coexpression(rank=609); GTEx--Coexpression(rank=1165)","355","0.09402000000000001","Enrichr Queries,0.09402"
"RUNX3","-0.643384098148908068","-0.643384098148908068","0.643384098148908068","Repressed","193","viper","193","0.643384098148908068",NA,NA,"5","ENCODE--ChIP-seq(rank=44); ReMap--ChIP-seq(rank=258); Enrichr--Queries(rank=428); GTEx--Coexpression(rank=785); ARCHS4--Coexpression(rank=885)","1000","0.30480000000000002","Enrichr Queries,0.3048"
"KLF9","-0.635964042530586249","-0.635964042530586249","0.635964042530586249","Repressed","194","viper","194","0.635964042530586249",NA,NA,"4","ReMap--ChIP-seq(rank=58); Enrichr--Queries(rank=279); ARCHS4--Coexpression(rank=378); GTEx--Coexpression(rank=591)","692","0.19530000000000000","ReMap ChIP-seq,0.1953"
"SOX10","-0.619114054999016949","-0.619114054999016949","0.619114054999016949","Repressed","195","viper","195","0.619114054999016949",NA,NA,"4","ReMap--ChIP-seq(rank=245); GTEx--Coexpression(rank=901); Enrichr--Queries(rank=973); ARCHS4--Coexpression(rank=1111)","1416","0.56069999999999998","GTEx Coexpression,0.5607"
"PGR","0.613751609797684949","0.613751609797684949","0.613751609797684949","Activated","196","viper","196","0.613751609797684949",NA,NA,"4","ReMap--ChIP-seq(rank=150); GTEx--Coexpression(rank=535); ARCHS4--Coexpression(rank=712); Enrichr--Queries(rank=869)","1070","0.33289999999999992","GTEx Coexpression,0.3329"
"ZNF143","-0.613271465374464864","-0.613271465374464864","0.613271465374464864","Repressed","197","viper","197","0.613271465374464864",NA,NA,"5","ReMap--ChIP-seq(rank=10); ENCODE--ChIP-seq(rank=76); Enrichr--Queries(rank=204); GTEx--Coexpression(rank=428); ARCHS4--Coexpression(rank=1428)","124","0.03367000000000000","ReMap ChIP-seq,0.03367"
"LHX2","0.609914401896118785","0.609914401896118785","0.609914401896118785","Activated","198","viper","198","0.609914401896118785",NA,NA,"4","ReMap--ChIP-seq(rank=293); GTEx--Coexpression(rank=701); Enrichr--Queries(rank=1021); ARCHS4--Coexpression(rank=1134)","1249","0.43619999999999998","GTEx Coexpression,0.4362"
"AR","0.603840831368954389","0.603840831368954389","0.603840831368954389","Activated","199","viper","199","0.603840831368954389",NA,NA,"5","Literature--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=145); Enrichr--Queries(rank=556); GTEx--Coexpression(rank=1008); ARCHS4--Coexpression(rank=1300)","107","0.03049000000000000","Literature ChIP-seq,0.03049"
"SMAD1","-0.593342633026763489","-0.593342633026763489","0.593342633026763489","Repressed","200","viper","200","0.593342633026763489",NA,NA,"5","Literature--ChIP-seq(rank=91); ReMap--ChIP-seq(rank=149); Enrichr--Queries(rank=690); ARCHS4--Coexpression(rank=921); GTEx--Coexpression(rank=1598)","1331","0.49149999999999999","Enrichr Queries,0.4915"
"NCOA2","0.584941705539033685","0.584941705539033685","0.584941705539033685","Activated","201","viper","201","0.584941705539033685",NA,NA,"4","ReMap--ChIP-seq(rank=182); GTEx--Coexpression(rank=586); Enrichr--Queries(rank=1265); ARCHS4--Coexpression(rank=1436)","1136","0.36470000000000002","GTEx Coexpression,0.3647"
"XBP1","0.584681217981943502","0.584681217981943502","0.584681217981943502","Activated","202","viper","202","0.584681217981943502",NA,NA,"4","ReMap--ChIP-seq(rank=218); Enrichr--Queries(rank=415); ARCHS4--Coexpression(rank=1262); GTEx--Coexpression(rank=1339)","974","0.29559999999999992","Enrichr Queries,0.2956"
"SNAI2","-0.577811415437147424","-0.577811415437147424","0.577811415437147424","Repressed","203","viper","203","0.577811415437147424",NA,NA,"4","ReMap--ChIP-seq(rank=106); Enrichr--Queries(rank=149); ARCHS4--Coexpression(rank=458); GTEx--Coexpression(rank=1197)","403","0.10610000000000000","Enrichr Queries,0.1061"
"JUNB","0.568903055944677161","0.568903055944677161","0.568903055944677161","Activated","204","viper","204","0.568903055944677161",NA,NA,"4","GTEx--Coexpression(rank=128); Enrichr--Queries(rank=242); ReMap--ChIP-seq(rank=267); ARCHS4--Coexpression(rank=403)","296","0.07965000000000000","GTEx Coexpression,0.07965"
"ZEB1","0.567165873305982116","0.567165873305982116","0.567165873305982116","Activated","205","viper","205","0.567165873305982116",NA,NA,"5","ENCODE--ChIP-seq(rank=80); ReMap--ChIP-seq(rank=148); Enrichr--Queries(rank=457); ARCHS4--Coexpression(rank=774); GTEx--Coexpression(rank=1187)","1048","0.32550000000000001","Enrichr Queries,0.3255"
"BHLHE40","0.553787758605188141","0.553787758605188141","0.553787758605188141","Activated","206","viper","206","0.553787758605188141",NA,NA,"4","ReMap--ChIP-seq(rank=26); ENCODE--ChIP-seq(rank=46); ARCHS4--Coexpression(rank=593); GTEx--Coexpression(rank=602)","331","0.08754000000000001","ReMap ChIP-seq,0.08754"
"TP53","-0.551232193947670979","-0.551232193947670979","0.551232193947670979","Repressed","207","viper","207","0.551232193947670979",NA,NA,"5","ARCHS4--Coexpression(rank=17); Literature--ChIP-seq(rank=34); ReMap--ChIP-seq(rank=120); GTEx--Coexpression(rank=142); Enrichr--Queries(rank=201)","33","0.01044000000000000","ARCHS4 Coexpression,0.01044"
"OTX2","0.523114076599088595","0.523114076599088595","0.523114076599088595","Activated","208","viper","208","0.523114076599088595",NA,NA,"4","ReMap--ChIP-seq(rank=270); ARCHS4--Coexpression(rank=303); GTEx--Coexpression(rank=510); Enrichr--Queries(rank=1058)","660","0.18609999999999999","ARCHS4 Coexpression,0.1861"
"PAX5","-0.515095665501170252","-0.515095665501170252","0.515095665501170252","Repressed","209","viper","209","0.515095665501170252",NA,NA,"5","ReMap--ChIP-seq(rank=55); GTEx--Coexpression(rank=60); ENCODE--ChIP-seq(rank=78); Enrichr--Queries(rank=767); ARCHS4--Coexpression(rank=874)","143","0.03734000000000000","GTEx Coexpression,0.03734"
"CTCF","-0.494255739335976829","-0.494255739335976829","0.494255739335976829","Repressed","210","viper","210","0.494255739335976829",NA,NA,"6","ARCHS4--Coexpression(rank=11); ReMap--ChIP-seq(rank=12); ENCODE--ChIP-seq(rank=52); Literature--ChIP-seq(rank=155); Enrichr--Queries(rank=280); GTEx--Coexpression(rank=981)","21","0.00675700000000000","ARCHS4 Coexpression,0.006757"
"HSF1","0.490738077585876120","0.490738077585876120","0.490738077585876120","Activated","211","viper","211","0.490738077585876120",NA,NA,"5","Literature--ChIP-seq(rank=63); ENCODE--ChIP-seq(rank=98); ReMap--ChIP-seq(rank=170); GTEx--Coexpression(rank=1157); ARCHS4--Coexpression(rank=1237)","1167","0.38410000000000000","Literature ChIP-seq,0.3841"
"ARNTL","-0.488706188322770296","-0.488706188322770296","0.488706188322770296","Repressed","212","viper","212","0.488706188322770296",NA,NA,"4","ReMap--ChIP-seq(rank=236); Enrichr--Queries(rank=301); ARCHS4--Coexpression(rank=469); GTEx--Coexpression(rank=1034)","752","0.21440000000000001","Enrichr Queries,0.2144"
"SPIB","-0.485765474576942469","-0.485765474576942469","0.485765474576942469","Repressed","213","viper","213","0.485765474576942469",NA,NA,"4","GTEx--Coexpression(rank=78); ReMap--ChIP-seq(rank=142); ARCHS4--Coexpression(rank=478); Enrichr--Queries(rank=545)","182","0.04854000000000000","GTEx Coexpression,0.04854"
"SMAD4","0.475527978062472378","0.475527978062472378","0.475527978062472378","Activated","214","viper","214","0.475527978062472378",NA,NA,"5","Literature--ChIP-seq(rank=116); ReMap--ChIP-seq(rank=210); Enrichr--Queries(rank=1298); GTEx--Coexpression(rank=1366); ARCHS4--Coexpression(rank=1605)","1548","0.70709999999999984","ReMap ChIP-seq,0.7071"
"ONECUT1","0.471939168657834751","0.471939168657834751","0.471939168657834751","Activated","215","viper","215","0.471939168657834751",NA,NA,"4","ReMap--ChIP-seq(rank=281); Enrichr--Queries(rank=908); ARCHS4--Coexpression(rank=980); GTEx--Coexpression(rank=1081)","1467","0.60199999999999998","ARCHS4 Coexpression,0.602"
"ZNF274","-0.459270352739831356","-0.459270352739831356","0.459270352739831356","Repressed","216","viper","216","0.459270352739831356",NA,NA,"6","ENCODE--ChIP-seq(rank=110); Literature--ChIP-seq(rank=161); Enrichr--Queries(rank=174); ReMap--ChIP-seq(rank=195); ARCHS4--Coexpression(rank=766); GTEx--Coexpression(rank=1313)","471","0.12390000000000000","Enrichr Queries,0.1239"
"CREB3","0.452157246364598808","0.452157246364598808","0.452157246364598808","Activated","217","viper","217","0.452157246364598808",NA,NA,"4","ReMap--ChIP-seq(rank=272); GTEx--Coexpression(rank=425); Enrichr--Queries(rank=445); ARCHS4--Coexpression(rank=1504)","896","0.26450000000000001","GTEx Coexpression,0.2645"
"BCL6","-0.450598187102461190","-0.450598187102461190","0.450598187102461190","Repressed","218","viper","218","0.450598187102461190",NA,NA,"5","Literature--ChIP-seq(rank=46); ReMap--ChIP-seq(rank=85); Enrichr--Queries(rank=401); ARCHS4--Coexpression(rank=780); GTEx--Coexpression(rank=1249)","930","0.28050000000000003","Literature ChIP-seq,0.2805"
"HMBOX1","-0.441828333772770199","-0.441828333772770199","0.441828333772770199","Repressed","219","viper","219","0.441828333772770199",NA,NA,"4","ReMap--ChIP-seq(rank=233); ARCHS4--Coexpression(rank=639); GTEx--Coexpression(rank=739); Enrichr--Queries(rank=1209)","1187","0.39250000000000002","ARCHS4 Coexpression,0.3925"
"SOX6","0.435393606413217560","0.435393606413217560","0.435393606413217560","Activated","220","viper","220","0.435393606413217560",NA,NA,"4","ReMap--ChIP-seq(rank=154); Enrichr--Queries(rank=1088); GTEx--Coexpression(rank=1113); ARCHS4--Coexpression(rank=1228)","1369","0.51849999999999996","ReMap ChIP-seq,0.5185"
"SOX9","0.413164974176090938","0.413164974176090938","0.413164974176090938","Activated","221","viper","221","0.413164974176090938",NA,NA,"5","Literature--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=37); Enrichr--Queries(rank=465); GTEx--Coexpression(rank=1016); ARCHS4--Coexpression(rank=1390)","473","0.12460000000000000","ReMap ChIP-seq,0.1246"
"FOXJ2","-0.409288688166896841","-0.409288688166896841","0.409288688166896841","Repressed","222","viper","222","0.409288688166896841",NA,NA,"4","ReMap--ChIP-seq(rank=209); Enrichr--Queries(rank=953); GTEx--Coexpression(rank=1088); ARCHS4--Coexpression(rank=1140)","1530","0.67700000000000005","GTEx Coexpression,0.677"
"ZBED1","-0.404861229539320022","-0.404861229539320022","0.404861229539320022","Repressed","223","viper","223","0.404861229539320022",NA,NA,"4","ReMap--ChIP-seq(rank=162); Enrichr--Queries(rank=549); GTEx--Coexpression(rank=1206); ARCHS4--Coexpression(rank=1334)","1183","0.39100000000000001","Enrichr Queries,0.391"
"FOXP2","-0.401104332392867857","-0.401104332392867857","0.401104332392867857","Repressed","224","viper","224","0.401104332392867857",NA,NA,"6","ENCODE--ChIP-seq(rank=103); Literature--ChIP-seq(rank=112); ReMap--ChIP-seq(rank=124); ARCHS4--Coexpression(rank=863); GTEx--Coexpression(rank=963); Enrichr--Queries(rank=1081)","1228","0.41749999999999998","ReMap ChIP-seq,0.4175"
"FOXO4","0.400889474500560561","0.400889474500560561","0.400889474500560561","Activated","225","viper","225","0.400889474500560561",NA,NA,"3","Enrichr--Queries(rank=312); GTEx--Coexpression(rank=1104); ARCHS4--Coexpression(rank=1384)","773","0.22220000000000001","Enrichr Queries,0.2222"
"ARID3A","0.399667352882993876","0.399667352882993876","0.399667352882993876","Activated","226","viper","226","0.399667352882993876",NA,NA,"5","ENCODE--ChIP-seq(rank=58); ReMap--ChIP-seq(rank=138); GTEx--Coexpression(rank=238); Enrichr--Queries(rank=589); ARCHS4--Coexpression(rank=1459)","547","0.14810000000000001","GTEx Coexpression,0.1481"
"CEBPA","-0.398736342917758613","-0.398736342917758613","0.398736342917758613","Repressed","227","viper","227","0.398736342917758613",NA,NA,"5","Literature--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=260); ARCHS4--Coexpression(rank=342); Enrichr--Queries(rank=410); GTEx--Coexpression(rank=1079)","734","0.21010000000000001","ARCHS4 Coexpression,0.2101"
"ZKSCAN1","0.360106759166875290","0.360106759166875290","0.360106759166875290","Activated","228","viper","228","0.360106759166875290",NA,NA,"5","ReMap--ChIP-seq(rank=19); ENCODE--ChIP-seq(rank=86); ARCHS4--Coexpression(rank=204); GTEx--Coexpression(rank=1170); Enrichr--Queries(rank=1218)","239","0.06397000000000000","ReMap ChIP-seq,0.06397"
"TWIST1","-0.358883170260949069","-0.358883170260949069","0.358883170260949069","Repressed","229","viper","229","0.358883170260949069",NA,NA,"4","ReMap--ChIP-seq(rank=211); Enrichr--Queries(rank=704); ARCHS4--Coexpression(rank=814); GTEx--Coexpression(rank=1099)","1344","0.50000000000000000","ARCHS4 Coexpression,0.5"
"KLF1","0.343330380518459377","0.343330380518459377","0.343330380518459377","Activated","230","viper","230","0.343330380518459377",NA,NA,"5","Literature--ChIP-seq(rank=76); ReMap--ChIP-seq(rank=96); Enrichr--Queries(rank=177); ARCHS4--Coexpression(rank=267); GTEx--Coexpression(rank=1439)","478","0.12609999999999999","Enrichr Queries,0.1261"
"TP73","-0.334425057719901775","-0.334425057719901775","0.334425057719901775","Repressed","231","viper","231","0.334425057719901775",NA,NA,"3","ARCHS4--Coexpression(rank=37); Enrichr--Queries(rank=110); GTEx--Coexpression(rank=110)","82","0.02273000000000000","ARCHS4 Coexpression,0.02273"
"NR2F6","-0.310983975041204286","-0.310983975041204286","0.310983975041204286","Repressed","232","viper","232","0.310983975041204286",NA,NA,"4","Enrichr--Queries(rank=95); ReMap--ChIP-seq(rank=202); ARCHS4--Coexpression(rank=673); GTEx--Coexpression(rank=780)","256","0.06766000000000000","Enrichr Queries,0.06766"
"FOS","-0.309731210408095314","-0.309731210408095314","0.309731210408095314","Repressed","233","viper","233","0.309731210408095314",NA,NA,"5","ENCODE--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=94); Enrichr--Queries(rank=127); GTEx--Coexpression(rank=162); ARCHS4--Coexpression(rank=320)","91","0.02542000000000000","ENCODE ChIP-seq,0.02542"
"MEF2B","-0.304240679388536550","-0.304240679388536550","0.304240679388536550","Repressed","234","viper","234","0.304240679388536550",NA,NA,"4","Enrichr--Queries(rank=105); GTEx--Coexpression(rank=155); ReMap--ChIP-seq(rank=274); ARCHS4--Coexpression(rank=497)","279","0.07479000000000000","Enrichr Queries,0.07479"
"KLF5","-0.299002891180480568","-0.299002891180480568","0.299002891180480568","Repressed","235","viper","235","0.299002891180480568",NA,NA,"5","Literature--ChIP-seq(rank=123); GTEx--Coexpression(rank=126); ReMap--ChIP-seq(rank=139); ARCHS4--Coexpression(rank=144); Enrichr--Queries(rank=168)","291","0.07840999999999999","GTEx Coexpression,0.07841"
"CUX1","-0.298735963739411081","-0.298735963739411081","0.298735963739411081","Repressed","236","viper","236","0.298735963739411081",NA,NA,"6","Literature--ChIP-seq(rank=9); ENCODE--ChIP-seq(rank=40); ReMap--ChIP-seq(rank=78); GTEx--Coexpression(rank=105); Enrichr--Queries(rank=1137); ARCHS4--Coexpression(rank=1545)","208","0.05488000000000000","Literature ChIP-seq,0.05488"
"FOSL2","-0.293280828517470282","-0.293280828517470282","0.293280828517470282","Repressed","237","viper","237","0.293280828517470282",NA,NA,"5","ReMap--ChIP-seq(rank=43); ENCODE--ChIP-seq(rank=61); Enrichr--Queries(rank=172); GTEx--Coexpression(rank=263); ARCHS4--Coexpression(rank=503)","465","0.12250000000000000","Enrichr Queries,0.1225"
