Pathway,WGGAATGY TEF1 Q6,TEF1 Q6,LEF1 Q2,SMAD Q6,ZIC3 01,TAXCREB 02,SREBP1 Q6,SGCGSSAAA E2F1DP2 01,E2F 02,E2F1DP1 01,E2F1DP2 01,E2F4DP2 01,E2F4DP1 01,E2F1 Q6,E2F1DP1RB 01,E2F1 Q3,E2F1 Q6 01,E2F1 Q4 01,E2F Q3 01,E2F Q4 01,E2F Q3,E2F 03,MYCMAX 01,MAX 01,MYCMAX B,TCANNTGAY SREBP1 01,TTCNRGNNNNTTC HSF Q6,CREB Q4 01,YY1 02,CCTNTMAGA UNKNOWN,PITX2 Q2,LMO2COM 02,FOX Q2,FOXJ2 01,TTCYNRGAA STAT5B 01,HMEF2 Q6,RSRFC4 Q2,GR 01,PR 02,HOXA4 Q2
E2F4DP1 01,0.045454545454545456,0.01652892561983471,0.02066115702479339,0.04132231404958678,0.045454545454545456,0.004132231404958678,0.02066115702479339,0.6694214876033058,0.9297520661157025,0.9256198347107438,0.9256198347107438,0.9256198347107438,1.0,0.8842975206611571,0.7892561983471075,0.6942148760330579,0.5702479338842975,0.4462809917355372,0.45041322314049587,0.39669421487603307,0.44214876033057854,0.4256198347107438,0.08264462809917356,0.06198347107438017,0.07024793388429752,0.04132231404958678,0.024793388429752067,0.012396694214876033,0.05785123966942149,0.01652892561983471,0.01652892561983471,0.02066115702479339,0.028925619834710745,0.01652892561983471,0.04132231404958678,0.01652892561983471,0.01652892561983471,0.028925619834710745,0.024793388429752067,0.03305785123966942
E2F1 Q6,0.046610169491525424,0.01694915254237288,0.01694915254237288,0.0423728813559322,0.0423728813559322,0.00847457627118644,0.038135593220338986,0.6779661016949152,0.9067796610169492,0.902542372881356,0.902542372881356,0.902542372881356,0.9067796610169492,1.0,0.711864406779661,0.7627118644067796,0.6228813559322034,0.5042372881355932,0.5127118644067796,0.4576271186440678,0.4576271186440678,0.4449152542372881,0.0847457627118644,0.059322033898305086,0.07627118644067797,0.05508474576271186,0.025423728813559324,0.012711864406779662,0.059322033898305086,0.01694915254237288,0.025423728813559324,0.029661016949152543,0.038135593220338986,0.0211864406779661,0.029661016949152543,0.01694915254237288,0.01694915254237288,0.038135593220338986,0.029661016949152543,0.0423728813559322
E2F1DP1RB 01,0.04721030042918455,0.030042918454935622,0.02145922746781116,0.060085836909871244,0.04721030042918455,0.004291845493562232,0.04291845493562232,0.5364806866952789,0.7553648068669528,0.7510729613733905,0.7510729613733905,0.7510729613733905,0.8197424892703863,0.721030042918455,1.0,0.7167381974248928,0.5493562231759657,0.5536480686695279,0.5407725321888412,0.48068669527896996,0.592274678111588,0.48068669527896996,0.06437768240343347,0.060085836909871244,0.0815450643776824,0.055793991416309016,0.02145922746781116,0.017167381974248927,0.060085836909871244,0.017167381974248927,0.030042918454935622,0.02575107296137339,0.034334763948497854,0.02145922746781116,0.04721030042918455,0.012875536480686695,0.017167381974248927,0.030042918454935622,0.02145922746781116,0.030042918454935622
E2F1 Q3,0.06072874493927125,0.024291497975708502,0.016194331983805668,0.06882591093117409,0.04048582995951417,0.008097165991902834,0.04048582995951417,0.5141700404858299,0.6882591093117408,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.680161943319838,0.728744939271255,0.6761133603238867,1.0,0.5020242914979757,0.44534412955465585,0.48582995951417,0.47368421052631576,0.6072874493927125,0.44534412955465585,0.06477732793522267,0.06477732793522267,0.08097165991902834,0.06477732793522267,0.016194331983805668,0.03643724696356275,0.08906882591093117,0.024291497975708502,0.024291497975708502,0.02834008097165992,0.02834008097165992,0.020242914979757085,0.02834008097165992,0.012145748987854251,0.012145748987854251,0.024291497975708502,0.020242914979757085,0.048582995951417005
E2F1 Q6 01,0.04938271604938271,0.024691358024691357,0.00823045267489712,0.05761316872427984,0.0411522633744856,0.00411522633744856,0.037037037037037035,0.4691358024691358,0.5761316872427984,0.5720164609053497,0.5720164609053497,0.5720164609053497,0.5679012345679012,0.6049382716049383,0.5267489711934157,0.5102880658436214,1.0,0.5308641975308642,0.5308641975308642,0.48148148148148145,0.4444444444444444,0.42386831275720166,0.09053497942386832,0.07407407407407407,0.09053497942386832,0.053497942386831275,0.012345679012345678,0.0205761316872428,0.05761316872427984,0.012345679012345678,0.03292181069958848,0.0205761316872428,0.01646090534979424,0.012345679012345678,0.037037037037037035,0.01646090534979424,0.012345679012345678,0.037037037037037035,0.02880658436213992,0.04938271604938271
E2F1 Q4 01,0.039301310043668124,0.034934497816593885,0.004366812227074236,0.07423580786026202,0.048034934497816595,0.004366812227074236,0.048034934497816595,0.3930131004366812,0.48034934497816595,0.4759825327510917,0.4759825327510917,0.4759825327510917,0.47161572052401746,0.519650655021834,0.5633187772925764,0.48034934497816595,0.5633187772925764,1.0,0.9737991266375546,0.8296943231441049,0.6462882096069869,0.6331877729257642,0.09170305676855896,0.0611353711790393,0.10480349344978165,0.05240174672489083,0.03056768558951965,0.017467248908296942,0.05240174672489083,0.017467248908296942,0.03056768558951965,0.013100436681222707,0.03056768558951965,0.017467248908296942,0.034934497816593885,0.013100436681222707,0.03056768558951965,0.039301310043668124,0.034934497816593885,0.034934497816593885
E2F Q3 01,0.0423728813559322,0.038135593220338986,0.00847457627118644,0.07627118644067797,0.046610169491525424,0.00423728813559322,0.0423728813559322,0.3813559322033898,0.4745762711864407,0.4703389830508475,0.4703389830508475,0.4703389830508475,0.461864406779661,0.5127118644067796,0.5338983050847458,0.5084745762711864,0.5466101694915254,0.9449152542372882,1.0,0.8177966101694916,0.6483050847457628,0.6271186440677966,0.0847457627118644,0.05508474576271186,0.1016949152542373,0.05508474576271186,0.0211864406779661,0.01694915254237288,0.05084745762711865,0.01694915254237288,0.029661016949152543,0.01694915254237288,0.03389830508474576,0.0211864406779661,0.03389830508474576,0.012711864406779662,0.029661016949152543,0.038135593220338986,0.03389830508474576,0.03389830508474576
E2F Q4 01,0.04201680672268908,0.029411764705882353,0.008403361344537815,0.07983193277310924,0.046218487394957986,0.004201680672268907,0.05042016806722689,0.33613445378151263,0.4117647058823529,0.40756302521008403,0.40756302521008403,0.40756302521008403,0.40336134453781514,0.453781512605042,0.47058823529411764,0.49159663865546216,0.49159663865546216,0.7983193277310925,0.8109243697478992,1.0,0.6092436974789915,0.6974789915966386,0.09243697478991597,0.06302521008403361,0.10504201680672269,0.06302521008403361,0.029411764705882353,0.02100840336134454,0.0546218487394958,0.008403361344537815,0.02100840336134454,0.012605042016806723,0.03361344537815126,0.01680672268907563,0.037815126050420166,0.012605042016806723,0.029411764705882353,0.025210084033613446,0.02100840336134454,0.046218487394957986
E2F Q3,0.04824561403508772,0.03070175438596491,0.008771929824561403,0.09210526315789473,0.04824561403508772,0.008771929824561403,0.05263157894736842,0.2982456140350877,0.3991228070175439,0.39473684210526316,0.39473684210526316,0.39473684210526316,0.4692982456140351,0.47368421052631576,0.6052631578947368,0.6578947368421053,0.47368421052631576,0.6491228070175439,0.6710526315789473,0.6359649122807017,1.0,0.5921052631578947,0.06578947368421052,0.05701754385964912,0.08771929824561403,0.06140350877192982,0.03070175438596491,0.017543859649122806,0.07456140350877193,0.02631578947368421,0.03070175438596491,0.017543859649122806,0.02631578947368421,0.008771929824561403,0.03508771929824561,0.013157894736842105,0.008771929824561403,0.039473684210526314,0.02631578947368421,0.043859649122807015
E2F 03,0.03614457831325301,0.01606425702811245,0.01606425702811245,0.07630522088353414,0.05622489959839357,0.004016064257028112,0.05220883534136546,0.3333333333333333,0.41365461847389556,0.40963855421686746,0.40963855421686746,0.40963855421686746,0.41365461847389556,0.42168674698795183,0.4497991967871486,0.44176706827309237,0.41365461847389556,0.5823293172690763,0.5943775100401606,0.6666666666666666,0.5421686746987951,1.0,0.08433734939759036,0.060240963855421686,0.07630522088353414,0.0642570281124498,0.03614457831325301,0.012048192771084338,0.060240963855421686,0.012048192771084338,0.01606425702811245,0.012048192771084338,0.04417670682730924,0.020080321285140562,0.04819277108433735,0.012048192771084338,0.01606425702811245,0.024096385542168676,0.020080321285140562,0.03614457831325301
MYCMAX 01,0.06614785992217899,0.038910505836575876,0.027237354085603113,0.05058365758754864,0.03501945525291829,0.007782101167315175,0.04669260700389105,0.06614785992217899,0.08171206225680934,0.08171206225680934,0.08171206225680934,0.08171206225680934,0.07782101167315175,0.07782101167315175,0.058365758754863814,0.0622568093385214,0.08560311284046693,0.08171206225680934,0.07782101167315175,0.08560311284046693,0.058365758754863814,0.08171206225680934,1.0,0.490272373540856,0.23735408560311283,0.038910505836575876,0.027237354085603113,0.04669260700389105,0.0311284046692607,0.023346303501945526,0.038910505836575876,0.011673151750972763,0.03501945525291829,0.023346303501945526,0.05058365758754864,0.023346303501945526,0.019455252918287938,0.027237354085603113,0.023346303501945526,0.038910505836575876
MAX 01,0.045112781954887216,0.03383458646616541,0.015037593984962405,0.041353383458646614,0.03007518796992481,0.0037593984962406013,0.04887218045112782,0.04887218045112782,0.05639097744360902,0.05639097744360902,0.05639097744360902,0.05639097744360902,0.05639097744360902,0.05263157894736842,0.05263157894736842,0.06015037593984962,0.06766917293233082,0.05263157894736842,0.04887218045112782,0.05639097744360902,0.04887218045112782,0.05639097744360902,0.47368421052631576,1.0,0.12030075187969924,0.13909774436090225,0.018796992481203006,0.041353383458646614,0.041353383458646614,0.015037593984962405,0.018796992481203006,0.02631578947368421,0.02631578947368421,0.03383458646616541,0.03383458646616541,0.018796992481203006,0.015037593984962405,0.03007518796992481,0.022556390977443608,0.03759398496240601
MYCMAX B,0.051470588235294115,0.022058823529411766,0.025735294117647058,0.0625,0.0661764705882353,0.007352941176470588,0.058823529411764705,0.04779411764705882,0.0661764705882353,0.0625,0.0625,0.0625,0.0625,0.0661764705882353,0.06985294117647059,0.07352941176470588,0.08088235294117647,0.08823529411764706,0.08823529411764706,0.09191176470588236,0.07352941176470588,0.06985294117647059,0.22426470588235295,0.11764705882352941,1.0,0.07352941176470588,0.03308823529411765,0.051470588235294115,0.04044117647058824,0.014705882352941176,0.04044117647058824,0.03308823529411765,0.025735294117647058,0.022058823529411766,0.04044117647058824,0.029411764705882353,0.022058823529411766,0.029411764705882353,0.014705882352941176,0.03676470588235294
TCANNTGAY SREBP1 01,0.04592901878914405,0.025052192066805846,0.020876826722338204,0.025052192066805846,0.025052192066805846,0.0020876826722338203,0.04175365344467641,0.020876826722338204,0.025052192066805846,0.022964509394572025,0.022964509394572025,0.022964509394572025,0.020876826722338204,0.027139874739039668,0.027139874739039668,0.033402922755741124,0.027139874739039668,0.025052192066805846,0.027139874739039668,0.031315240083507306,0.029227557411273485,0.033402922755741124,0.020876826722338204,0.07724425887265135,0.04175365344467641,1.0,0.025052192066805846,0.033402922755741124,0.037578288100208766,0.010438413361169102,0.04175365344467641,0.033402922755741124,0.031315240083507306,0.025052192066805846,0.027139874739039668,0.022964509394572025,0.029227557411273485,0.029227557411273485,0.020876826722338204,0.04175365344467641
TTCNRGNNNNTTC HSF Q6,0.06451612903225806,0.04516129032258064,0.012903225806451613,0.03225806451612903,0.06451612903225806,0.0,0.03225806451612903,0.012903225806451613,0.03225806451612903,0.025806451612903226,0.025806451612903226,0.025806451612903226,0.03870967741935484,0.03870967741935484,0.03225806451612903,0.025806451612903226,0.01935483870967742,0.04516129032258064,0.03225806451612903,0.04516129032258064,0.04516129032258064,0.05806451612903226,0.04516129032258064,0.03225806451612903,0.05806451612903226,0.07741935483870968,1.0,0.01935483870967742,0.03225806451612903,0.01935483870967742,0.05161290322580645,0.012903225806451613,0.04516129032258064,0.025806451612903226,0.03870967741935484,0.0064516129032258064,0.03225806451612903,0.01935483870967742,0.025806451612903226,0.03870967741935484
CREB Q4 01,0.04608294930875576,0.027649769585253458,0.02304147465437788,0.03686635944700461,0.009216589861751152,0.004608294930875576,0.055299539170506916,0.018433179723502304,0.02304147465437788,0.02304147465437788,0.02304147465437788,0.02304147465437788,0.013824884792626729,0.013824884792626729,0.018433179723502304,0.041474654377880185,0.02304147465437788,0.018433179723502304,0.018433179723502304,0.02304147465437788,0.018433179723502304,0.013824884792626729,0.055299539170506916,0.05069124423963134,0.06451612903225806,0.07373271889400922,0.013824884792626729,1.0,0.041474654377880185,0.02304147465437788,0.05069124423963134,0.02304147465437788,0.02304147465437788,0.027649769585253458,0.02304147465437788,0.027649769585253458,0.02304147465437788,0.013824884792626729,0.004608294930875576,0.03686635944700461
YY1 02,0.035856573705179286,0.027888446215139442,0.01195219123505976,0.0199203187250996,0.035856573705179286,0.0,0.035856573705179286,0.03187250996015936,0.055776892430278883,0.055776892430278883,0.055776892430278883,0.055776892430278883,0.055776892430278883,0.055776892430278883,0.055776892430278883,0.08764940239043825,0.055776892430278883,0.04780876494023904,0.04780876494023904,0.05179282868525897,0.06772908366533864,0.05976095617529881,0.03187250996015936,0.043824701195219126,0.043824701195219126,0.07171314741035857,0.0199203187250996,0.035856573705179286,1.0,0.0199203187250996,0.05179282868525897,0.02390438247011952,0.035856573705179286,0.0199203187250996,0.027888446215139442,0.0199203187250996,0.00796812749003984,0.0199203187250996,0.02390438247011952,0.01195219123505976
CCTNTMAGA UNKNOWN,0.07462686567164178,0.04477611940298507,0.029850746268656716,0.05970149253731343,0.05970149253731343,0.0,0.03731343283582089,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.04477611940298507,0.022388059701492536,0.029850746268656716,0.029850746268656716,0.014925373134328358,0.04477611940298507,0.022388059701492536,0.04477611940298507,0.029850746268656716,0.029850746268656716,0.03731343283582089,0.022388059701492536,0.03731343283582089,0.03731343283582089,1.0,0.03731343283582089,0.05223880597014925,0.022388059701492536,0.014925373134328358,0.014925373134328358,0.007462686567164179,0.022388059701492536,0.03731343283582089,0.014925373134328358,0.029850746268656716
PITX2 Q2,0.07575757575757576,0.041666666666666664,0.041666666666666664,0.06439393939393939,0.045454545454545456,0.007575757575757576,0.03787878787878788,0.007575757575757576,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.022727272727272728,0.026515151515151516,0.022727272727272728,0.030303030303030304,0.026515151515151516,0.026515151515151516,0.01893939393939394,0.026515151515151516,0.015151515151515152,0.03787878787878788,0.01893939393939394,0.041666666666666664,0.07575757575757576,0.030303030303030304,0.041666666666666664,0.04924242424242424,0.01893939393939394,1.0,0.09848484848484848,0.06439393939393939,0.07196969696969698,0.05303030303030303,0.05303030303030303,0.06818181818181818,0.056818181818181816,0.03787878787878788,0.07954545454545454
LMO2COM 02,0.08196721311475409,0.020491803278688523,0.020491803278688523,0.05327868852459016,0.01639344262295082,0.004098360655737705,0.05327868852459016,0.00819672131147541,0.020491803278688523,0.020491803278688523,0.020491803278688523,0.020491803278688523,0.020491803278688523,0.028688524590163935,0.02459016393442623,0.028688524590163935,0.020491803278688523,0.012295081967213115,0.01639344262295082,0.012295081967213115,0.01639344262295082,0.012295081967213115,0.012295081967213115,0.028688524590163935,0.036885245901639344,0.06557377049180328,0.00819672131147541,0.020491803278688523,0.02459016393442623,0.028688524590163935,0.10655737704918032,1.0,0.06557377049180328,0.06147540983606557,0.05737704918032787,0.036885245901639344,0.06147540983606557,0.045081967213114756,0.03278688524590164,0.06557377049180328
FOX Q2,0.10747663551401869,0.04205607476635514,0.0514018691588785,0.0514018691588785,0.07009345794392523,0.0,0.056074766355140186,0.02336448598130841,0.03271028037383177,0.03271028037383177,0.03271028037383177,0.03271028037383177,0.03271028037383177,0.04205607476635514,0.037383177570093455,0.03271028037383177,0.018691588785046728,0.03271028037383177,0.037383177570093455,0.037383177570093455,0.028037383177570093,0.0514018691588785,0.04205607476635514,0.03271028037383177,0.03271028037383177,0.07009345794392523,0.03271028037383177,0.02336448598130841,0.04205607476635514,0.014018691588785047,0.0794392523364486,0.07476635514018691,1.0,0.40654205607476634,0.06542056074766354,0.037383177570093455,0.06542056074766354,0.04672897196261682,0.03271028037383177,0.0794392523364486
FOXJ2 01,0.10695187165775401,0.0374331550802139,0.0427807486631016,0.0481283422459893,0.06951871657754011,0.0,0.08021390374331551,0.016042780748663103,0.0213903743315508,0.0213903743315508,0.0213903743315508,0.0213903743315508,0.0213903743315508,0.026737967914438502,0.026737967914438502,0.026737967914438502,0.016042780748663103,0.0213903743315508,0.026737967914438502,0.0213903743315508,0.0106951871657754,0.026737967914438502,0.03208556149732621,0.0481283422459893,0.03208556149732621,0.06417112299465241,0.0213903743315508,0.03208556149732621,0.026737967914438502,0.0106951871657754,0.10160427807486631,0.08021390374331551,0.46524064171123,1.0,0.053475935828877004,0.0374331550802139,0.0962566844919786,0.06417112299465241,0.03208556149732621,0.10160427807486631
TTCYNRGAA STAT5B 01,0.05555555555555555,0.02631578947368421,0.03508771929824561,0.05555555555555555,0.03216374269005848,0.005847953216374269,0.03508771929824561,0.02046783625730994,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.029239766081871343,0.02046783625730994,0.03216374269005848,0.02046783625730994,0.02631578947368421,0.023391812865497075,0.023391812865497075,0.02631578947368421,0.023391812865497075,0.03508771929824561,0.038011695906432746,0.02631578947368421,0.03216374269005848,0.038011695906432746,0.017543859649122806,0.014619883040935672,0.02046783625730994,0.005847953216374269,0.04093567251461988,0.04093567251461988,0.04093567251461988,0.029239766081871343,1.0,0.02046783625730994,0.04678362573099415,0.04678362573099415,0.02631578947368421,0.038011695906432746
HMEF2 Q6,0.05673758865248227,0.0425531914893617,0.03546099290780142,0.07092198581560284,0.03546099290780142,0.0070921985815602835,0.03546099290780142,0.014184397163120567,0.028368794326241134,0.028368794326241134,0.028368794326241134,0.028368794326241134,0.028368794326241134,0.028368794326241134,0.02127659574468085,0.02127659574468085,0.028368794326241134,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.0425531914893617,0.03546099290780142,0.05673758865248227,0.07801418439716312,0.0070921985815602835,0.0425531914893617,0.03546099290780142,0.0070921985815602835,0.09929078014184398,0.06382978723404255,0.05673758865248227,0.04964539007092199,0.04964539007092199,1.0,0.425531914893617,0.04964539007092199,0.03546099290780142,0.07801418439716312
