"TF","DLD1","HCT15","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"TP73","1.20815198911219701","0.112590794510205428","0.66037139181120119","0.66037139181120119","Activated","218","viper","218","0.66037139181120119",NA,NA,"3","GTEx--Coexpression(rank=373); ARCHS4--Coexpression(rank=838); Enrichr--Queries(rank=919)","773","0.23210000000000000","GTEx Coexpression,0.2321"
"FOXP2","-0.47793530009419111","-0.822029740118274010","-0.64998252010623259","0.64998252010623259","Repressed","219","viper","219","0.64998252010623259",NA,NA,"6","Literature--ChIP-seq(rank=52); ENCODE--ChIP-seq(rank=77); ReMap--ChIP-seq(rank=142); GTEx--Coexpression(rank=445); Enrichr--Queries(rank=1061); ARCHS4--Coexpression(rank=1118)","876","0.27689999999999998","GTEx Coexpression,0.2769"
"KMT2A","0.17616095917943303","-1.111784677431609802","-0.46781185912608836","0.64397281830552144","Repressed","220","viper","220","0.64397281830552144",NA,NA,"3","ReMap--ChIP-seq(rank=265); ARCHS4--Coexpression(rank=1232); GTEx--Coexpression(rank=1286)","1580","0.75680000000000003","ARCHS4 Coexpression,0.7568"
"TFAP2A","1.17062482409219060","-0.115476530708056524","0.52757414669206704","0.64305067740012356","Activated","221","viper","221","0.64305067740012356",NA,NA,"6","ENCODE--ChIP-seq(rank=45); Literature--ChIP-seq(rank=50); ReMap--ChIP-seq(rank=88); GTEx--Coexpression(rank=100); Enrichr--Queries(rank=611); ARCHS4--Coexpression(rank=831)","236","0.06223000000000000","GTEx Coexpression,0.06223"
"PRDM1","-0.57012617429132251","0.687957794115304555","0.05891580991199102","0.62904198420331348","Activated","222","viper","222","0.62904198420331348",NA,NA,"5","ENCODE--ChIP-seq(rank=20); ReMap--ChIP-seq(rank=66); GTEx--Coexpression(rank=278); Enrichr--Queries(rank=331); ARCHS4--Coexpression(rank=451)","601","0.16950000000000001","ENCODE ChIP-seq,0.1695"
"TP63","0.69853687947660470","0.535215488027225295","0.61687618375191500","0.61687618375191500","Activated","223","viper","223","0.61687618375191500",NA,NA,"5","ARCHS4--Coexpression(rank=45); Literature--ChIP-seq(rank=73); GTEx--Coexpression(rank=118); Enrichr--Queries(rank=135); ReMap--ChIP-seq(rank=252)","111","0.02764000000000000","ARCHS4 Coexpression,0.02764"
"ZEB2","-1.04902057069564392","0.164141055187611073","-0.44243975775401645","0.60658081294162747","Repressed","224","viper","224","0.60658081294162747",NA,NA,"4","ReMap--ChIP-seq(rank=2); Enrichr--Queries(rank=322); GTEx--Coexpression(rank=609); ARCHS4--Coexpression(rank=872)","26","0.00673400000000000","ReMap ChIP-seq,0.006734"
"FOXA2","-0.49362988290595494","0.663101926826186627","0.08473602196011584","0.57836590486607076","Activated","225","viper","225","0.57836590486607076",NA,NA,"6","ENCODE--ChIP-seq(rank=67); Literature--ChIP-seq(rank=75); ReMap--ChIP-seq(rank=144); Enrichr--Queries(rank=303); ARCHS4--Coexpression(rank=383); GTEx--Coexpression(rank=416)","733","0.21579999999999999","Enrichr Queries,0.2158"
"CTCF","1.02764925105089588","-0.125145573331385374","0.45125183885975528","0.57639741219114060","Activated","226","viper","226","0.57639741219114060",NA,NA,"6","ENCODE--ChIP-seq(rank=17); Literature--ChIP-seq(rank=121); ReMap--ChIP-seq(rank=197); ARCHS4--Coexpression(rank=950); GTEx--Coexpression(rank=1162); Enrichr--Queries(rank=1369)","517","0.14410000000000001","ENCODE ChIP-seq,0.1441"
"CUX1","0.66908129293256047","0.482778173584941628","0.57592973325875108","0.57592973325875108","Activated","227","viper","227","0.57592973325875108",NA,NA,"6","ReMap--ChIP-seq(rank=1); Literature--ChIP-seq(rank=59); ENCODE--ChIP-seq(rank=75); GTEx--Coexpression(rank=855); ARCHS4--Coexpression(rank=1133); Enrichr--Queries(rank=1299)","12","0.00336700000000000","ReMap ChIP-seq,0.003367"
"KLF3","0.35997885322223944","0.781932033272437543","0.57095544324733849","0.57095544324733849","Activated","228","viper","228","0.57095544324733849",NA,NA,"4","ReMap--ChIP-seq(rank=115); GTEx--Coexpression(rank=132); Enrichr--Queries(rank=378); ARCHS4--Coexpression(rank=681)","308","0.08214000000000000","GTEx Coexpression,0.08214"
"BCL6","-0.75801310005644829","-0.382768118233034860","-0.57039060914474160","0.57039060914474160","Repressed","229","viper","229","0.57039060914474160",NA,NA,"5","GTEx--Coexpression(rank=49); Literature--ChIP-seq(rank=54); Enrichr--Queries(rank=68); ARCHS4--Coexpression(rank=206); ReMap--ChIP-seq(rank=220)","122","0.03049000000000000","GTEx Coexpression,0.03049"
"BATF","0.92628208137850143","0.191024110794342367","0.55865309608642189","0.55865309608642189","Activated","230","viper","230","0.55865309608642189",NA,NA,"5","ARCHS4--Coexpression(rank=16); ENCODE--ChIP-seq(rank=39); ReMap--ChIP-seq(rank=69); GTEx--Coexpression(rank=488); Enrichr--Queries(rank=527)","41","0.00982800000000000","ARCHS4 Coexpression,0.009828"
"NR5A2","0.22098618352769653","0.877283781052087708","0.54913498228989210","0.54913498228989210","Activated","231","viper","231","0.54913498228989210",NA,NA,"4","ReMap--ChIP-seq(rank=162); GTEx--Coexpression(rank=461); Enrichr--Queries(rank=749); ARCHS4--Coexpression(rank=775)","904","0.28689999999999999","GTEx Coexpression,0.2869"
"GATA2","-0.67787558731123787","0.347891303254309892","-0.16499214202846399","0.51288344528277385","Repressed","232","viper","232","0.51288344528277385",NA,NA,"6","ENCODE--ChIP-seq(rank=37); Literature--ChIP-seq(rank=49); ReMap--ChIP-seq(rank=174); GTEx--Coexpression(rank=197); Enrichr--Queries(rank=275); ARCHS4--Coexpression(rank=748)","452","0.12260000000000000","GTEx Coexpression,0.1226"
"NFE2L1","0.65910697723291767","-0.337828173345809335","0.16063940194355417","0.49846757528936347","Activated","233","viper","233","0.49846757528936347",NA,NA,"4","ReMap--ChIP-seq(rank=154); Enrichr--Queries(rank=617); GTEx--Coexpression(rank=670); ARCHS4--Coexpression(rank=768)","1180","0.41689999999999999","GTEx Coexpression,0.4169"
"BACH1","0.16108928438876721","0.835546537251673715","0.49831791082022048","0.49831791082022048","Activated","234","viper","234","0.49831791082022048",NA,NA,"6","Literature--ChIP-seq(rank=6); ENCODE--ChIP-seq(rank=71); Enrichr--Queries(rank=188); ReMap--ChIP-seq(rank=193); ARCHS4--Coexpression(rank=722); GTEx--Coexpression(rank=1502)","145","0.03659000000000000","Literature ChIP-seq,0.03659"
"JUND","0.43292579840031487","0.552327454876129775","0.49262662663822232","0.49262662663822232","Activated","235","viper","235","0.49262662663822232",NA,NA,"6","ENCODE--ChIP-seq(rank=5); Literature--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=15); GTEx--Coexpression(rank=231); Enrichr--Queries(rank=256); ARCHS4--Coexpression(rank=287)","167","0.04237000000000000","ENCODE ChIP-seq,0.04237"
"SP4","0.54966360155397098","0.405292485352114873","0.47747804345304290","0.47747804345304290","Activated","236","viper","236","0.47747804345304290",NA,NA,"5","ENCODE--ChIP-seq(rank=104); ReMap--ChIP-seq(rank=272); Enrichr--Queries(rank=805); GTEx--Coexpression(rank=856); ARCHS4--Coexpression(rank=1495)","1360","0.53269999999999995","GTEx Coexpression,0.5327"
"ZEB1","0.23645861809213065","0.678843626603087502","0.45765112234760907","0.45765112234760907","Activated","237","viper","237","0.45765112234760907",NA,NA,"5","ENCODE--ChIP-seq(rank=79); GTEx--Coexpression(rank=182); ReMap--ChIP-seq(rank=186); ARCHS4--Coexpression(rank=414); Enrichr--Queries(rank=610)","421","0.11330000000000000","GTEx Coexpression,0.1133"
"AR","0.85293364732954335","0.056413144271491272","0.45467339580051730","0.45467339580051730","Activated","238","viper","238","0.45467339580051730",NA,NA,"5","Literature--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=73); GTEx--Coexpression(rank=333); Enrichr--Queries(rank=412); ARCHS4--Coexpression(rank=1548)","705","0.20720000000000000","GTEx Coexpression,0.2072"
"TGIF2","0.01763725988541431","-0.875736200982731861","-0.42904947054865877","0.44668673043407309","Repressed","239","viper","239","0.44668673043407309",NA,NA,"4","ReMap--ChIP-seq(rank=77); Enrichr--Queries(rank=404); ARCHS4--Coexpression(rank=1170); GTEx--Coexpression(rank=1171)","836","0.25929999999999997","ReMap ChIP-seq,0.2593"
"FOXA1","-0.34357228849574822","0.500829591449130973","0.07862865147669137","0.42220093997243957","Activated","240","viper","240","0.42220093997243957",NA,NA,"6","ENCODE--ChIP-seq(rank=25); Literature--ChIP-seq(rank=31); ReMap--ChIP-seq(rank=248); Enrichr--Queries(rank=251); GTEx--Coexpression(rank=417); ARCHS4--Coexpression(rank=940)","627","0.17879999999999999","Enrichr Queries,0.1788"
"MEF2B","0.26422303804841552","0.568101578813938857","0.41616230843117719","0.41616230843117719","Activated","241","viper","241","0.41616230843117719",NA,NA,"4","Enrichr--Queries(rank=66); ReMap--ChIP-seq(rank=107); GTEx--Coexpression(rank=517); ARCHS4--Coexpression(rank=789)","183","0.04701000000000000","Enrichr Queries,0.04701"
"HOXB13","0.57312452678046577","0.246682407932348441","0.40990346735640709","0.40990346735640709","Activated","242","viper","242","0.40990346735640709",NA,NA,"4","Enrichr--Queries(rank=166); ReMap--ChIP-seq(rank=262); GTEx--Coexpression(rank=328); ARCHS4--Coexpression(rank=329)","438","0.11820000000000000","Enrichr Queries,0.1182"
"PPARA","0.61954818216016594","0.198848480659667703","0.40919833140991679","0.40919833140991679","Activated","243","viper","243","0.40919833140991679",NA,NA,"3","GTEx--Coexpression(rank=394); Enrichr--Queries(rank=606); ARCHS4--Coexpression(rank=685)","803","0.24520000000000000","GTEx Coexpression,0.2452"
"ATF7","0.28890819014274660","0.511885651980227174","0.40039692106148689","0.40039692106148689","Activated","244","viper","244","0.40039692106148689",NA,NA,"4","ReMap--ChIP-seq(rank=70); ARCHS4--Coexpression(rank=153); GTEx--Coexpression(rank=690); Enrichr--Queries(rank=1121)","348","0.09397999999999999","ARCHS4 Coexpression,0.09398"
"HNF1A","-0.50128063111523946","-0.239245035471240042","-0.37026283329323972","0.37026283329323972","Repressed","245","viper","245","0.37026283329323972",NA,NA,"3","GTEx--Coexpression(rank=117); ARCHS4--Coexpression(rank=212); Enrichr--Queries(rank=777)","274","0.07281000000000000","GTEx Coexpression,0.07281"
"NFE2L2","-0.17919923275866895","0.550377241352150492","0.18558900429674077","0.36478823705540975","Activated","246","viper","246","0.36478823705540975",NA,NA,"5","ARCHS4--Coexpression(rank=6); ReMap--ChIP-seq(rank=82); Literature--ChIP-seq(rank=110); Enrichr--Queries(rank=255); GTEx--Coexpression(rank=434)","13","0.00368600000000000","ARCHS4 Coexpression,0.003686"
"HINFP","-0.31305697984966119","0.405135894189843915","0.04603945717009136","0.35909643701975258","Activated","247","viper","247","0.35909643701975258",NA,NA,"3","ReMap--ChIP-seq(rank=159); GTEx--Coexpression(rank=668); ARCHS4--Coexpression(rank=758)","1179","0.41570000000000001","GTEx Coexpression,0.4157"
"TCF7","0.70101006692453494","0.004428625020809625","0.35271934597267229","0.35271934597267229","Activated","248","viper","248","0.35271934597267229",NA,NA,"5","Literature--ChIP-seq(rank=127); ARCHS4--Coexpression(rank=137); ReMap--ChIP-seq(rank=172); Enrichr--Queries(rank=221); GTEx--Coexpression(rank=786)","317","0.08415000000000000","ARCHS4 Coexpression,0.08415"
"XBP1","0.24574068920237449","0.442617580154684664","0.34417913467852956","0.34417913467852956","Activated","249","viper","249","0.34417913467852956",NA,NA,"4","Enrichr--Queries(rank=211); ReMap--ChIP-seq(rank=290); GTEx--Coexpression(rank=756); ARCHS4--Coexpression(rank=874)","534","0.15029999999999999","Enrichr Queries,0.1503"
"TCF7L2","-0.58562822066832476","-0.093002006757292768","-0.33931511371280876","0.33931511371280876","Repressed","250","viper","250","0.33931511371280876",NA,NA,"6","ReMap--ChIP-seq(rank=56); ENCODE--ChIP-seq(rank=60); Literature--ChIP-seq(rank=149); GTEx--Coexpression(rank=336); ARCHS4--Coexpression(rank=540); Enrichr--Queries(rank=594)","655","0.18859999999999999","ReMap ChIP-seq,0.1886"
"ZNF217","0.58444752659962174","0.068516249350408176","0.32648188797501498","0.32648188797501498","Activated","251","viper","251","0.32648188797501498",NA,NA,"6","ENCODE--ChIP-seq(rank=18); Literature--ChIP-seq(rank=99); ReMap--ChIP-seq(rank=260); Enrichr--Queries(rank=312); ARCHS4--Coexpression(rank=918); GTEx--Coexpression(rank=1036)","542","0.15250000000000000","ENCODE ChIP-seq,0.1525"
"ELF5","-0.17335238589367971","-0.472313187829077052","-0.32283278686137840","0.32283278686137840","Repressed","252","viper","252","0.32283278686137840",NA,NA,"5","Enrichr--Queries(rank=62); Literature--ChIP-seq(rank=130); ReMap--ChIP-seq(rank=153); GTEx--Coexpression(rank=171); ARCHS4--Coexpression(rank=541)","174","0.04416000000000000","Enrichr Queries,0.04416"
"TFAP2C","-0.33677022592438410","-0.302582684625767595","-0.31967645527507582","0.31967645527507582","Repressed","253","viper","253","0.31967645527507582",NA,NA,"6","Literature--ChIP-seq(rank=41); GTEx--Coexpression(rank=47); ENCODE--ChIP-seq(rank=49); ReMap--ChIP-seq(rank=267); Enrichr--Queries(rank=334); ARCHS4--Coexpression(rank=335)","118","0.02925000000000000","GTEx Coexpression,0.02925"
"ZBED1","-0.32208270019844082","-0.309036375838263988","-0.31555953801835240","0.31555953801835240","Repressed","254","viper","254","0.31555953801835240",NA,NA,"4","ReMap--ChIP-seq(rank=118); GTEx--Coexpression(rank=605); Enrichr--Queries(rank=693); ARCHS4--Coexpression(rank=1502)","1106","0.37650000000000000","GTEx Coexpression,0.3765"
"CREB1","-0.44092936232782270","0.146593872169563627","-0.14716774507912955","0.29376161724869315","Repressed","255","viper","255","0.29376161724869315",NA,NA,"6","ENCODE--ChIP-seq(rank=72); Literature--ChIP-seq(rank=92); ReMap--ChIP-seq(rank=232); Enrichr--Queries(rank=1210); GTEx--Coexpression(rank=1465); ARCHS4--Coexpression(rank=1537)","1391","0.56100000000000005","Literature ChIP-seq,0.561"
"TAL1","0.49307891001795073","0.069313955255942597","0.28119643263694666","0.28119643263694666","Activated","256","viper","256","0.28119643263694666",NA,NA,"6","Literature--ChIP-seq(rank=28); ReMap--ChIP-seq(rank=50); ENCODE--ChIP-seq(rank=53); GTEx--Coexpression(rank=174); Enrichr--Queries(rank=497); ARCHS4--Coexpression(rank=772)","404","0.10829999999999999","GTEx Coexpression,0.1083"
"SOX10","0.26717187987777063",NA,"0.26717187987777063","0.26717187987777063","Activated","257","viper","257","0.26717187987777063",NA,NA,"4","ARCHS4--Coexpression(rank=119); ReMap--ChIP-seq(rank=293); GTEx--Coexpression(rank=560); Enrichr--Queries(rank=747)","275","0.07310000000000000","ARCHS4 Coexpression,0.0731"
"RXRA","0.35360257646939963","-0.146239117252670719","0.10368172960836446","0.24992084686103516","Activated","258","viper","258","0.24992084686103516",NA,NA,"6","ENCODE--ChIP-seq(rank=12); ReMap--ChIP-seq(rank=97); Literature--ChIP-seq(rank=112); GTEx--Coexpression(rank=364); ARCHS4--Coexpression(rank=812); Enrichr--Queries(rank=839)","380","0.10170000000000001","ENCODE ChIP-seq,0.1017"
"GLI2","0.04263187791725431","-0.420042771993445307","-0.18870544703809550","0.23133732495534981","Repressed","259","viper","259","0.23133732495534981",NA,NA,"3","GTEx--Coexpression(rank=75); ARCHS4--Coexpression(rank=363); Enrichr--Queries(rank=723)","182","0.04667000000000000","GTEx Coexpression,0.04667"
"E2F6","0.15254305306038998","0.256723968101813915","0.20463351058110196","0.20463351058110196","Activated","260","viper","260","0.20463351058110196",NA,NA,"5","ENCODE--ChIP-seq(rank=84); ReMap--ChIP-seq(rank=258); ARCHS4--Coexpression(rank=299); Enrichr--Queries(rank=351); GTEx--Coexpression(rank=590)","643","0.18370000000000000","ARCHS4 Coexpression,0.1837"
"ATF1","0.29033909255737211","-0.010862095100191970","0.13973849872859007","0.15060059382878205","Activated","261","viper","261","0.15060059382878205",NA,NA,"5","ReMap--ChIP-seq(rank=23); ENCODE--ChIP-seq(rank=87); ARCHS4--Coexpression(rank=753); GTEx--Coexpression(rank=1148); Enrichr--Queries(rank=1252)","289","0.07743999999999999","ReMap ChIP-seq,0.07744"
"RFX5",NA,"0.126807723801912464","0.12680772380191246","0.12680772380191246","Activated","262","viper","262","0.12680772380191246",NA,NA,"5","ReMap--ChIP-seq(rank=49); ENCODE--ChIP-seq(rank=64); Enrichr--Queries(rank=991); GTEx--Coexpression(rank=1153); ARCHS4--Coexpression(rank=1206)","587","0.16500000000000001","ReMap ChIP-seq,0.165"
"GATA1","0.12327077867322744",NA,"0.12327077867322744","0.12327077867322744","Activated","263","viper","263","0.12327077867322744",NA,NA,"6","ENCODE--ChIP-seq(rank=33); Literature--ChIP-seq(rank=67); ReMap--ChIP-seq(rank=141); Enrichr--Queries(rank=537); GTEx--Coexpression(rank=811); ARCHS4--Coexpression(rank=853)","883","0.27970000000000000","ENCODE ChIP-seq,0.2797"
"FLI1","-0.23372437156066833","-0.009244598864234880","-0.12148448521245160","0.12148448521245160","Repressed","264","viper","264","0.12148448521245160",NA,NA,"6","ENCODE--ChIP-seq(rank=74); Literature--ChIP-seq(rank=132); GTEx--Coexpression(rank=221); ReMap--ChIP-seq(rank=274); ARCHS4--Coexpression(rank=341); Enrichr--Queries(rank=580)","495","0.13750000000000001","GTEx Coexpression,0.1375"
"USF1","-0.13632184138053319","0.081126906945887506","-0.02759746721732284","0.10872437416321035","Repressed","265","viper","265","0.10872437416321035",NA,NA,"5","ENCODE--ChIP-seq(rank=32); ReMap--ChIP-seq(rank=183); GTEx--Coexpression(rank=471); ARCHS4--Coexpression(rank=810); Enrichr--Queries(rank=970)","866","0.27120000000000000","ENCODE ChIP-seq,0.2712"
"CREB3","-0.01000632049720926","0.088976594285764238","0.03948513689427749","0.04949145739148675","Activated","266","viper","266","0.04949145739148675",NA,NA,"4","ReMap--ChIP-seq(rank=12); Enrichr--Queries(rank=248); ARCHS4--Coexpression(rank=378); GTEx--Coexpression(rank=505)","157","0.04040000000000000","ReMap ChIP-seq,0.0404"
"SOX2","-0.04593870519226069",NA,"-0.04593870519226069","0.04593870519226069","Repressed","267","viper","267","0.04593870519226069",NA,NA,"5","Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=192); Enrichr--Queries(rank=754); ARCHS4--Coexpression(rank=1254); GTEx--Coexpression(rank=1559)","24","0.00609800000000000","Literature ChIP-seq,0.006098"
