Pathway,KDM1B TARGET GENES,F10 TARGET GENES,TERF1 TARGET GENES,HOXD1 TARGET GENES,SRPK1 TARGET GENES,ARHGAP35 TARGET GENES,MSX1 TARGET GENES,NPM1 TARGET GENES,TRIP13 TARGET GENES,ELF5 TARGET GENES,CSHL1 TARGET GENES,IRX2 TARGET GENES,MYBL1 TARGET GENES,IRX3 TARGET GENES,ZNF581 TARGET GENES,PCGF6 TARGET GENES,ZNF236 TARGET GENES,PHB2 TARGET GENES,CHAMP1 TARGET GENES,GTF2E2 TARGET GENES,RLF TARGET GENES,ZNF677 TARGET GENES,ZNF223 TARGET GENES,ZNF165 TARGET GENES,ZNF331 TARGET GENES,ZNF20 TARGET GENES,SIGMAR1 TARGET GENES,NCOA6 TARGET GENES,ATOH8 TARGET GENES,PTTG1 TARGET GENES,PHF21A TARGET GENES,EBNA1BP2 TARGET GENES,NR0B1 TARGET GENES,ZNF746 TARGET GENES,ZNF16 TARGET GENES,ZNF486 TARGET GENES,ZNF510 TARGET GENES,ZNF558 TARGET GENES,ZNF101 TARGET GENES,BCL6B TARGET GENES
CSHL1 TARGET GENES,0.007905138339920948,0.02766798418972332,0.011857707509881422,0.0,0.023715415019762844,0.007905138339920948,0.011857707509881422,0.019762845849802372,0.011857707509881422,0.039525691699604744,1.0,0.015810276679841896,0.039525691699604744,0.011857707509881422,0.05533596837944664,0.003952569169960474,0.02766798418972332,0.007905138339920948,0.019762845849802372,0.043478260869565216,0.011857707509881422,0.015810276679841896,0.039525691699604744,0.007905138339920948,0.03162055335968379,0.0,0.0,0.015810276679841896,0.007905138339920948,0.007905138339920948,0.019762845849802372,0.019762845849802372,0.03557312252964427,0.0,0.003952569169960474,0.015810276679841896,0.011857707509881422,0.023715415019762844,0.02766798418972332,0.011857707509881422
IRX2 TARGET GENES,0.01680672268907563,0.012605042016806723,0.02100840336134454,0.0,0.029411764705882353,0.004201680672268907,0.03361344537815126,0.04201680672268908,0.0,0.05042016806722689,0.01680672268907563,1.0,0.12184873949579832,0.02100840336134454,0.07563025210084033,0.004201680672268907,0.046218487394957986,0.02100840336134454,0.008403361344537815,0.0546218487394958,0.025210084033613446,0.008403361344537815,0.04201680672268908,0.01680672268907563,0.029411764705882353,0.0,0.0,0.02100840336134454,0.0,0.004201680672268907,0.012605042016806723,0.025210084033613446,0.037815126050420166,0.008403361344537815,0.004201680672268907,0.008403361344537815,0.0,0.008403361344537815,0.058823529411764705,0.0
MYBL1 TARGET GENES,0.006224066390041493,0.01867219917012448,0.014522821576763486,0.002074688796680498,0.04149377593360996,0.022821576763485476,0.008298755186721992,0.03734439834024896,0.004149377593360996,0.043568464730290454,0.02074688796680498,0.06016597510373444,1.0,0.024896265560165973,0.07468879668049792,0.012448132780082987,0.04149377593360996,0.006224066390041493,0.02074688796680498,0.058091286307053944,0.024896265560165973,0.008298755186721992,0.01037344398340249,0.01037344398340249,0.03941908713692946,0.002074688796680498,0.0,0.024896265560165973,0.002074688796680498,0.002074688796680498,0.02074688796680498,0.02074688796680498,0.02074688796680498,0.008298755186721992,0.0,0.006224066390041493,0.004149377593360996,0.02074688796680498,0.035269709543568464,0.01867219917012448
IRX3 TARGET GENES,0.0,0.01818181818181818,0.0,0.0,0.05454545454545454,0.0,0.01818181818181818,0.03636363636363636,0.01818181818181818,0.03636363636363636,0.05454545454545454,0.09090909090909091,0.21818181818181817,1.0,0.09090909090909091,0.01818181818181818,0.12727272727272726,0.0,0.01818181818181818,0.10909090909090909,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.05454545454545454,0.0,0.0,0.03636363636363636,0.0,0.0,0.0,0.01818181818181818,0.03636363636363636,0.0,0.0,0.0,0.0,0.05454545454545454,0.07272727272727272,0.01818181818181818
ZNF581 TARGET GENES,0.006024096385542169,0.006024096385542169,0.015060240963855422,0.0030120481927710845,0.045180722891566265,0.009036144578313253,0.012048192771084338,0.03614457831325301,0.0030120481927710845,0.06927710843373494,0.04216867469879518,0.05421686746987952,0.10843373493975904,0.015060240963855422,1.0,0.006024096385542169,0.045180722891566265,0.006024096385542169,0.012048192771084338,0.060240963855421686,0.02108433734939759,0.0030120481927710845,0.024096385542168676,0.015060240963855422,0.0391566265060241,0.0030120481927710845,0.0,0.02710843373493976,0.0,0.0,0.009036144578313253,0.015060240963855422,0.03313253012048193,0.0030120481927710845,0.0030120481927710845,0.006024096385542169,0.012048192771084338,0.030120481927710843,0.0572289156626506,0.006024096385542169
PCGF6 TARGET GENES,0.0,0.0,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.0,0.012987012987012988,0.012987012987012988,0.05194805194805195,0.012987012987012988,0.012987012987012988,0.07792207792207792,0.012987012987012988,0.025974025974025976,1.0,0.06493506493506493,0.025974025974025976,0.03896103896103896,0.0,0.012987012987012988,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.06493506493506493,0.0,0.0,0.025974025974025976,0.012987012987012988,0.0,0.012987012987012988,0.0,0.012987012987012988,0.012987012987012988,0.025974025974025976,0.07792207792207792,0.012987012987012988
ZNF236 TARGET GENES,0.015151515151515152,0.056818181818181816,0.011363636363636364,0.003787878787878788,0.056818181818181816,0.007575757575757576,0.03787878787878788,0.06060606060606061,0.007575757575757576,0.07196969696969698,0.026515151515151516,0.041666666666666664,0.07575757575757576,0.026515151515151516,0.056818181818181816,0.01893939393939394,1.0,0.01893939393939394,0.015151515151515152,0.07954545454545454,0.026515151515151516,0.007575757575757576,0.007575757575757576,0.003787878787878788,0.030303030303030304,0.0,0.0,0.045454545454545456,0.003787878787878788,0.007575757575757576,0.03787878787878788,0.011363636363636364,0.03787878787878788,0.003787878787878788,0.003787878787878788,0.003787878787878788,0.0,0.06060606060606061,0.07954545454545454,0.01893939393939394
PHB2 TARGET GENES,0.00966183574879227,0.00966183574879227,0.024154589371980676,0.0,0.024154589371980676,0.028985507246376812,0.014492753623188406,0.014492753623188406,0.01932367149758454,0.01932367149758454,0.00966183574879227,0.024154589371980676,0.014492753623188406,0.0,0.00966183574879227,0.00966183574879227,0.024154589371980676,1.0,0.10144927536231885,0.033816425120772944,0.06280193236714976,0.004830917874396135,0.028985507246376812,0.00966183574879227,0.03864734299516908,0.0,0.0,0.004830917874396135,0.004830917874396135,0.00966183574879227,0.024154589371980676,0.028985507246376812,0.01932367149758454,0.0,0.004830917874396135,0.00966183574879227,0.0,0.028985507246376812,0.028985507246376812,0.014492753623188406
CHAMP1 TARGET GENES,0.01818181818181818,0.04090909090909091,0.01818181818181818,0.0,0.031818181818181815,0.00909090909090909,0.0,0.01818181818181818,0.03636363636363636,0.05909090909090909,0.022727272727272728,0.00909090909090909,0.045454545454545456,0.004545454545454545,0.01818181818181818,0.013636363636363636,0.01818181818181818,0.09545454545454546,1.0,0.031818181818181815,0.07727272727272727,0.03636363636363636,0.013636363636363636,0.004545454545454545,0.07727272727272727,0.0,0.01818181818181818,0.03636363636363636,0.022727272727272728,0.00909090909090909,0.04090909090909091,0.01818181818181818,0.031818181818181815,0.0,0.0,0.004545454545454545,0.00909090909090909,0.05909090909090909,0.08636363636363636,0.013636363636363636
GTF2E2 TARGET GENES,0.011990407673860911,0.03836930455635491,0.014388489208633094,0.0,0.047961630695443645,0.0671462829736211,0.03117505995203837,0.06954436450839328,0.004796163069544364,0.05995203836930456,0.026378896882494004,0.03117505995203837,0.0671462829736211,0.014388489208633094,0.047961630695443645,0.0,0.050359712230215826,0.016786570743405275,0.016786570743405275,1.0,0.08872901678657075,0.011990407673860911,0.023980815347721823,0.011990407673860911,0.047961630695443645,0.0,0.002398081534772182,0.016786570743405275,0.0,0.011990407673860911,0.019184652278177457,0.023980815347721823,0.05275779376498801,0.004796163069544364,0.0,0.019184652278177457,0.002398081534772182,0.04316546762589928,0.04316546762589928,0.002398081534772182
RLF TARGET GENES,0.014204545454545454,0.03409090909090909,0.011363636363636364,0.0,0.022727272727272728,0.014204545454545454,0.002840909090909091,0.03409090909090909,0.008522727272727272,0.08238636363636363,0.008522727272727272,0.017045454545454544,0.03409090909090909,0.002840909090909091,0.019886363636363636,0.002840909090909091,0.019886363636363636,0.036931818181818184,0.048295454545454544,0.10511363636363637,1.0,0.02556818181818182,0.03125,0.014204545454545454,0.09090909090909091,0.0,0.0,0.04261363636363636,0.002840909090909091,0.0,0.036931818181818184,0.028409090909090908,0.05965909090909091,0.005681818181818182,0.002840909090909091,0.005681818181818182,0.008522727272727272,0.0625,0.12215909090909091,0.005681818181818182
ZNF677 TARGET GENES,0.01098901098901099,0.016483516483516484,0.01098901098901099,0.0,0.016483516483516484,0.0,0.005494505494505495,0.02197802197802198,0.0,0.038461538461538464,0.02197802197802198,0.01098901098901099,0.02197802197802198,0.005494505494505495,0.005494505494505495,0.0,0.01098901098901099,0.005494505494505495,0.04395604395604396,0.027472527472527472,0.04945054945054945,1.0,0.027472527472527472,0.01098901098901099,0.02197802197802198,0.0,0.0,0.06593406593406594,0.0,0.01098901098901099,0.016483516483516484,0.02197802197802198,0.04945054945054945,0.005494505494505495,0.0,0.005494505494505495,0.0,0.02197802197802198,0.01098901098901099,0.005494505494505495
ZNF223 TARGET GENES,0.0,0.012195121951219513,0.027439024390243903,0.0,0.018292682926829267,0.003048780487804878,0.006097560975609756,0.009146341463414634,0.006097560975609756,0.021341463414634148,0.03048780487804878,0.03048780487804878,0.01524390243902439,0.003048780487804878,0.024390243902439025,0.0,0.006097560975609756,0.018292682926829267,0.009146341463414634,0.03048780487804878,0.03353658536585366,0.01524390243902439,1.0,0.17682926829268292,0.027439024390243903,0.003048780487804878,0.0,0.018292682926829267,0.006097560975609756,0.009146341463414634,0.03048780487804878,0.024390243902439025,0.027439024390243903,0.0,0.006097560975609756,0.006097560975609756,0.018292682926829267,0.07317073170731707,0.08231707317073171,0.024390243902439025
ZNF165 TARGET GENES,0.0,0.023255813953488372,0.011627906976744186,0.0,0.03488372093023256,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.0,0.03488372093023256,0.023255813953488372,0.046511627906976744,0.05813953488372093,0.011627906976744186,0.05813953488372093,0.0,0.011627906976744186,0.023255813953488372,0.011627906976744186,0.05813953488372093,0.05813953488372093,0.023255813953488372,0.6744186046511628,1.0,0.023255813953488372,0.0,0.0,0.011627906976744186,0.011627906976744186,0.046511627906976744,0.023255813953488372,0.0,0.011627906976744186,0.0,0.0,0.011627906976744186,0.0,0.011627906976744186,0.046511627906976744,0.03488372093023256
ZNF331 TARGET GENES,0.016,0.05333333333333334,0.010666666666666666,0.008,0.02666666666666667,0.013333333333333334,0.008,0.02666666666666667,0.013333333333333334,0.07733333333333334,0.021333333333333333,0.018666666666666668,0.050666666666666665,0.008,0.034666666666666665,0.0026666666666666666,0.021333333333333333,0.021333333333333333,0.04533333333333334,0.05333333333333334,0.08533333333333333,0.010666666666666666,0.024,0.005333333333333333,1.0,0.0026666666666666666,0.0026666666666666666,0.029333333333333333,0.0026666666666666666,0.0026666666666666666,0.018666666666666668,0.04,0.032,0.0026666666666666666,0.008,0.021333333333333333,0.010666666666666666,0.09333333333333334,0.042666666666666665,0.010666666666666666
ZNF20 TARGET GENES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIGMAR1 TARGET GENES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,1.0,0.3333333333333333,0.3333333333333333,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCOA6 TARGET GENES,0.013812154696132596,0.016574585635359115,0.011049723756906077,0.0,0.016574585635359115,0.013812154696132596,0.0055248618784530384,0.024861878453038673,0.0055248618784530384,0.03038674033149171,0.011049723756906077,0.013812154696132596,0.03314917127071823,0.0055248618784530384,0.024861878453038673,0.013812154696132596,0.03314917127071823,0.0027624309392265192,0.022099447513812154,0.019337016574585635,0.04143646408839779,0.03314917127071823,0.016574585635359115,0.0027624309392265192,0.03038674033149171,0.0,0.013812154696132596,1.0,0.013812154696132596,0.008287292817679558,0.03867403314917127,0.019337016574585635,0.04696132596685083,0.008287292817679558,0.0055248618784530384,0.011049723756906077,0.0055248618784530384,0.027624309392265192,0.027624309392265192,0.019337016574585635
ATOH8 TARGET GENES,0.019230769230769232,0.0,0.019230769230769232,0.0,0.019230769230769232,0.0,0.019230769230769232,0.0,0.038461538461538464,0.057692307692307696,0.038461538461538464,0.0,0.019230769230769232,0.0,0.0,0.0,0.019230769230769232,0.019230769230769232,0.09615384615384616,0.0,0.019230769230769232,0.0,0.038461538461538464,0.019230769230769232,0.019230769230769232,0.0,0.09615384615384616,0.09615384615384616,1.0,0.038461538461538464,0.019230769230769232,0.038461538461538464,0.0,0.0,0.019230769230769232,0.0,0.0,0.019230769230769232,0.0,0.0
PTTG1 TARGET GENES,0.011627906976744186,0.0,0.011627906976744186,0.011627906976744186,0.03488372093023256,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.023255813953488372,0.05813953488372093,0.023255813953488372,0.011627906976744186,0.011627906976744186,0.0,0.0,0.0,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.05813953488372093,0.0,0.023255813953488372,0.03488372093023256,0.046511627906976744,0.011627906976744186,0.0,0.023255813953488372,0.03488372093023256,0.023255813953488372,1.0,0.011627906976744186,0.0,0.023255813953488372,0.0,0.011627906976744186,0.023255813953488372,0.0,0.0,0.011627906976744186,0.011627906976744186
PHF21A TARGET GENES,0.003436426116838488,0.03436426116838488,0.010309278350515464,0.0,0.020618556701030927,0.006872852233676976,0.003436426116838488,0.020618556701030927,0.013745704467353952,0.03436426116838488,0.01718213058419244,0.010309278350515464,0.03436426116838488,0.0,0.010309278350515464,0.006872852233676976,0.03436426116838488,0.01718213058419244,0.030927835051546393,0.027491408934707903,0.044673539518900345,0.010309278350515464,0.03436426116838488,0.006872852233676976,0.024054982817869417,0.0,0.0,0.048109965635738834,0.003436426116838488,0.003436426116838488,1.0,0.037800687285223365,0.061855670103092786,0.006872852233676976,0.006872852233676976,0.010309278350515464,0.0,0.024054982817869417,0.030927835051546393,0.010309278350515464
EBNA1BP2 TARGET GENES,0.010416666666666666,0.018229166666666668,0.018229166666666668,0.005208333333333333,0.0234375,0.010416666666666666,0.010416666666666666,0.018229166666666668,0.005208333333333333,0.0234375,0.013020833333333334,0.015625,0.026041666666666668,0.0026041666666666665,0.013020833333333334,0.0026041666666666665,0.0078125,0.015625,0.010416666666666666,0.026041666666666668,0.026041666666666668,0.010416666666666666,0.020833333333333332,0.0,0.0390625,0.0,0.0026041666666666665,0.018229166666666668,0.005208333333333333,0.0,0.028645833333333332,1.0,0.026041666666666668,0.010416666666666666,0.0026041666666666665,0.010416666666666666,0.005208333333333333,0.020833333333333332,0.026041666666666668,0.018229166666666668
NR0B1 TARGET GENES,0.010554089709762533,0.023746701846965697,0.021108179419525065,0.0,0.021108179419525065,0.005277044854881266,0.010554089709762533,0.0158311345646438,0.0,0.04221635883905013,0.023746701846965697,0.023746701846965697,0.026385224274406333,0.005277044854881266,0.029023746701846966,0.0,0.026385224274406333,0.010554089709762533,0.018469656992084433,0.05804749340369393,0.055408970976253295,0.023746701846965697,0.023746701846965697,0.002638522427440633,0.0316622691292876,0.0,0.0,0.044854881266490766,0.0,0.005277044854881266,0.047493403693931395,0.026385224274406333,1.0,0.018469656992084433,0.005277044854881266,0.0079155672823219,0.002638522427440633,0.023746701846965697,0.0316622691292876,0.005277044854881266
ZNF746 TARGET GENES,0.0,0.0125,0.0125,0.0125,0.0,0.0,0.0125,0.025,0.0,0.0125,0.0,0.025,0.05,0.0,0.0125,0.0125,0.0125,0.0,0.0,0.025,0.025,0.0125,0.0,0.0,0.0125,0.0,0.0,0.0375,0.0,0.0,0.025,0.05,0.0875,1.0,0.0,0.025,0.0125,0.0375,0.0125,0.025
ZNF16 TARGET GENES,0.0,0.01282051282051282,0.0,0.0,0.0,0.01282051282051282,0.0,0.038461538461538464,0.0,0.0,0.01282051282051282,0.01282051282051282,0.0,0.0,0.01282051282051282,0.0,0.01282051282051282,0.01282051282051282,0.0,0.0,0.01282051282051282,0.0,0.02564102564102564,0.0,0.038461538461538464,0.0,0.0,0.02564102564102564,0.01282051282051282,0.01282051282051282,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.0,1.0,0.01282051282051282,0.0,0.02564102564102564,0.01282051282051282,0.0
ZNF486 TARGET GENES,0.0,0.023026315789473683,0.01644736842105263,0.003289473684210526,0.01644736842105263,0.003289473684210526,0.006578947368421052,0.023026315789473683,0.003289473684210526,0.006578947368421052,0.013157894736842105,0.006578947368421052,0.009868421052631578,0.0,0.006578947368421052,0.003289473684210526,0.003289473684210526,0.006578947368421052,0.003289473684210526,0.02631578947368421,0.006578947368421052,0.003289473684210526,0.006578947368421052,0.003289473684210526,0.02631578947368421,0.0,0.0,0.013157894736842105,0.0,0.006578947368421052,0.009868421052631578,0.013157894736842105,0.009868421052631578,0.006578947368421052,0.003289473684210526,1.0,0.0,0.006578947368421052,0.02631578947368421,0.006578947368421052
ZNF510 TARGET GENES,0.0,0.0,0.024390243902439025,0.0,0.04878048780487805,0.0,0.0,0.04878048780487805,0.0,0.04878048780487805,0.07317073170731707,0.0,0.04878048780487805,0.0,0.0975609756097561,0.024390243902439025,0.0,0.0,0.04878048780487805,0.024390243902439025,0.07317073170731707,0.0,0.14634146341463414,0.0,0.0975609756097561,0.0,0.0,0.04878048780487805,0.0,0.0,0.0,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.0,0.0,1.0,0.5609756097560976,0.5121951219512195,0.04878048780487805
ZNF558 TARGET GENES,0.022364217252396165,0.04792332268370607,0.009584664536741214,0.006389776357827476,0.038338658146964855,0.012779552715654952,0.012779552715654952,0.038338658146964855,0.006389776357827476,0.0926517571884984,0.019169329073482427,0.006389776357827476,0.03194888178913738,0.009584664536741214,0.03194888178913738,0.006389776357827476,0.051118210862619806,0.019169329073482427,0.04153354632587859,0.05750798722044728,0.07028753993610223,0.012779552715654952,0.07667731629392971,0.003194888178913738,0.11182108626198083,0.0,0.0,0.03194888178913738,0.003194888178913738,0.0,0.022364217252396165,0.025559105431309903,0.02875399361022364,0.009584664536741214,0.006389776357827476,0.006389776357827476,0.07348242811501597,1.0,0.31309904153354634,0.025559105431309903
ZNF101 TARGET GENES,0.006085192697768763,0.032454361054766734,0.02028397565922921,0.006085192697768763,0.038539553752535496,0.006085192697768763,0.02231237322515213,0.04462474645030426,0.008113590263691683,0.06896551724137931,0.014198782961460446,0.028397565922920892,0.034482758620689655,0.008113590263691683,0.038539553752535496,0.012170385395537525,0.04259634888438134,0.012170385395537525,0.038539553752535496,0.036511156186612576,0.0872210953346856,0.004056795131845842,0.05476673427991886,0.008113590263691683,0.032454361054766734,0.0,0.0,0.02028397565922921,0.0,0.002028397565922921,0.018255578093306288,0.02028397565922921,0.02434077079107505,0.002028397565922921,0.002028397565922921,0.016227180527383367,0.04259634888438134,0.19878296146044624,1.0,0.014198782961460446
