"TF","HMVL_CRC29"
"NR4A1","0.782161951226687080"
"NR5A2","0.375176619052919103"
"NRF1","0.429834658331582464"
"ONECUT1","-0.444778978634313593"
"OTX2","0.681226191127778824"
"PAX5","1.210511354450319876"
"PAX8","0.126388779689271397"
"PBX2","0.861375907692063403"
"PBX3","1.661276605450024091"
"PDX1","-0.577633090486581957"
"PGR","-0.678491784062734360"
"PKNOX1","0.026140129402259189"
"POU2F1","0.551156080280284955"
"POU4F2","1.191394970100915884"
"POU5F1","0.660194779667189646"
"PPARA","-0.323353529831058251"
"PPARG","-0.091663583906195570"
"PRDM1","-0.874922293046481170"
"PRDM14","4.364062912178558129"
"PROX1","0.292009988664997666"
"RARA","2.088555072154844261"
"RBPJ","-0.096013903717398152"
"REL","1.677464506552057699"
"RELA","1.711163851175421913"
"RELB","0.227176123781645173"
"REST","-2.441778279381191297"
"RFX1","4.311746341291038398"
"RFX2","3.088323264953711345"
"RFX5","3.014136422538041593"
"RUNX1","0.418513085116577088"
"RUNX2","-0.150224125840001138"
"RUNX3","-0.504727976804666745"
"RXRA","1.428714069932860431"
"SIX2","0.269136009412756838"
"SIX5","3.201372957767967709"
"SMAD1","-0.190651909373400597"
"SMAD3","2.915929204646750872"
"SMAD4","1.459553302486083393"
"SMAD5","-1.312432410288471907"
"SNAI2","-1.173883496617538436"
"SNAPC4","0.968885032743535657"
"SOX10","0.842870958840706730"
"SOX11","-0.960826021489695092"
"SOX13","1.480293610724306319"
"SOX6","-0.396623171420383336"
"SOX9","0.820108070632224351"
"SP1","0.932152819288504797"
"SP2","-0.113932677412187447"
"SP3","2.264029920892427938"
"SP4","-0.510638898831015653"
"SPI1","2.587830226058012606"
"SPIB","-0.686448192283216185"
"SREBF1","-0.598285573748781219"
"SREBF2","-1.167229803799465948"
"SRF","0.101843998791969648"
"STAT1","2.111689296534078331"
"STAT2","2.511305172483622172"
"STAT3","1.253072441315360441"
"STAT4","0.564712003603621393"
"STAT5A","0.223624415532014564"
"STAT5B","1.629041872073310637"
"STAT6","0.451197745465367284"
"TAL1","1.274647587540441496"
"TBP","0.980016922677162561"
"TBX21","0.332792654873686589"
"TCF12","-0.010609466631025544"
"TCF3","-0.810813762759540202"
"TCF4","0.284746254181045766"
"TCF7","-0.978089967230125756"
"TCF7L2","-0.866046154249739186"
"TEAD1","-0.105131723753525488"
"TEAD2","3.170913727639052659"
"TEAD4","1.928790842377626991"
"TFAP2A","0.443036606274415934"
"TFAP2C","-0.639984798165436075"
"TFAP4","2.994336427721970839"
"TFDP1","-2.431183873944670282"
"TGIF2","0.285068132223456783"
"THAP1","4.574350030404297662"
"THAP11","1.470581396283691999"
"TP53","3.892336825879460616"
"TP63","-0.161701007747811820"
"TP73","-0.428140212363406381"
"TWIST1","0.280405123178653404"
"USF1","-0.629725233900548131"
"USF2","-0.301853873475700252"
"VDR","1.702454830856453105"
"WT1","0.203596988543682245"
"XBP1","-1.368714925929725101"
"YY1","-0.089721028524259755"
"ZBED1","-0.201704403192420251"
"ZBTB11","-4.187368070187496905"
"ZBTB33","-2.857030597436689412"
"ZBTB7A","-7.429198271337219772"
"ZEB1","-2.014394867760522345"
"ZEB2","1.151808937563996160"
"ZFX","-3.341044680591964688"
"ZKSCAN1","1.748434957186692840"
"ZNF143","1.299813325996737268"
"ZNF217","-0.297037267244719072"
"ZNF24","0.247414320170086410"
"ZNF263","-7.964443752135512256"
"ZNF274","-0.647404972509647680"
"ZNF384","0.250019599345803756"
"ZNF592","1.307871559532270966"
"ZNF639","4.424545135062528445"
"ZNF740","1.781459999276347794"
