"Analysis_Name","GeneSet_Name","Source","Ranked_Genes","GSEA_Terms","Positive_NES","Negative_NES","Single_Pathway_Plots","CSV_File","PDF_File","PNG_File"
"HCT15","CP_BIOCARTA","computed","13150","41","27","11","10","results/ngs/GSE114012/tables/HCT15/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HCT15/CP_BIOCARTA/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HCT15/CP_BIOCARTA/png/dotplot.png"
"HT55","CP_BIOCARTA","computed","12653","16","11","4","10","results/ngs/GSE114012/tables/HT55/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HT55/CP_BIOCARTA/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HT55/CP_BIOCARTA/png/dotplot.png"
"RKO","CP_BIOCARTA","computed","12031","51","29","19","10","results/ngs/GSE114012/tables/RKO/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/RKO/CP_BIOCARTA/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/RKO/CP_BIOCARTA/png/dotplot.png"
"SW48","CP_BIOCARTA","computed","12428","25","11","12","10","results/ngs/GSE114012/tables/SW48/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW48/CP_BIOCARTA/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW48/CP_BIOCARTA/png/dotplot.png"
"SW948","CP_BIOCARTA","computed","12851","22","13","7","10","results/ngs/GSE114012/tables/SW948/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW948/CP_BIOCARTA/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW948/CP_BIOCARTA/png/dotplot.png"
"ALL","CP_KEGG_MEDICUS","computed","12964","121","51","67","10","results/ngs/GSE114012/tables/ALL/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/ALL/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/ALL/CP_KEGG_MEDICUS/png/dotplot.png"
"DLD1","CP_KEGG_MEDICUS","computed","12901","158","41","114","10","results/ngs/GSE114012/tables/DLD1/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1/CP_KEGG_MEDICUS/png/dotplot.png"
"DLD1_HCT15","CP_KEGG_MEDICUS","computed","13094","80","27","50","10","results/ngs/GSE114012/tables/DLD1_HCT15/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15/CP_KEGG_MEDICUS/png/dotplot.png"
"DLD1_HCT15_SW48","CP_KEGG_MEDICUS","computed","12840","92","28","61","10","results/ngs/GSE114012/tables/DLD1_HCT15_SW48/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15_SW48/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15_SW48/CP_KEGG_MEDICUS/png/dotplot.png"
"HCT15","CP_KEGG_MEDICUS","computed","13150","87","55","29","10","results/ngs/GSE114012/tables/HCT15/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HCT15/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HCT15/CP_KEGG_MEDICUS/png/dotplot.png"
"HT55","CP_KEGG_MEDICUS","computed","12653","36","16","17","10","results/ngs/GSE114012/tables/HT55/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HT55/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HT55/CP_KEGG_MEDICUS/png/dotplot.png"
"RKO","CP_KEGG_MEDICUS","computed","12031","139","47","85","10","results/ngs/GSE114012/tables/RKO/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/RKO/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/RKO/CP_KEGG_MEDICUS/png/dotplot.png"
"SW48","CP_KEGG_MEDICUS","computed","12428","106","51","52","10","results/ngs/GSE114012/tables/SW48/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW48/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW48/CP_KEGG_MEDICUS/png/dotplot.png"
"SW948","CP_KEGG_MEDICUS","computed","12851","89","58","28","10","results/ngs/GSE114012/tables/SW948/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW948/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW948/CP_KEGG_MEDICUS/png/dotplot.png"
"ALL","CP_KEGG_LEGACY","computed","12964","67","34","33","10","results/ngs/GSE114012/tables/ALL/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/ALL/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/ALL/CP_KEGG_LEGACY/png/dotplot.png"
"DLD1","CP_KEGG_LEGACY","computed","12901","70","27","43","10","results/ngs/GSE114012/tables/DLD1/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1/CP_KEGG_LEGACY/png/dotplot.png"
"DLD1_HCT15","CP_KEGG_LEGACY","computed","13094","56","14","42","10","results/ngs/GSE114012/tables/DLD1_HCT15/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15/CP_KEGG_LEGACY/png/dotplot.png"
"DLD1_HCT15_SW48","CP_KEGG_LEGACY","computed","12840","61","25","36","10","results/ngs/GSE114012/tables/DLD1_HCT15_SW48/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15_SW48/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15_SW48/CP_KEGG_LEGACY/png/dotplot.png"
"HCT15","CP_KEGG_LEGACY","computed","13150","47","12","35","10","results/ngs/GSE114012/tables/HCT15/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HCT15/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HCT15/CP_KEGG_LEGACY/png/dotplot.png"
"HT55","CP_KEGG_LEGACY","computed","12653","37","18","19","10","results/ngs/GSE114012/tables/HT55/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HT55/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HT55/CP_KEGG_LEGACY/png/dotplot.png"
"RKO","CP_KEGG_LEGACY","computed","12031","82","46","36","10","results/ngs/GSE114012/tables/RKO/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/RKO/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/RKO/CP_KEGG_LEGACY/png/dotplot.png"
"SW48","CP_KEGG_LEGACY","computed","12428","41","24","17","10","results/ngs/GSE114012/tables/SW48/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW48/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW48/CP_KEGG_LEGACY/png/dotplot.png"
"SW948","CP_KEGG_LEGACY","computed","12851","70","24","46","10","results/ngs/GSE114012/tables/SW948/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW948/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW948/CP_KEGG_LEGACY/png/dotplot.png"
"ALL","CP_REACTOME","computed","12964","565","243","313","10","results/ngs/GSE114012/tables/ALL/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/ALL/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/ALL/CP_REACTOME/png/dotplot.png"
"DLD1","CP_REACTOME","computed","12901","602","217","376","10","results/ngs/GSE114012/tables/DLD1/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1/CP_REACTOME/png/dotplot.png"
"DLD1_HCT15","CP_REACTOME","computed","13094","407","188","212","10","results/ngs/GSE114012/tables/DLD1_HCT15/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15/CP_REACTOME/png/dotplot.png"
"DLD1_HCT15_SW48","CP_REACTOME","computed","12840","505","228","269","10","results/ngs/GSE114012/tables/DLD1_HCT15_SW48/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15_SW48/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15_SW48/CP_REACTOME/png/dotplot.png"
"HCT15","CP_REACTOME","computed","13150","416","273","138","10","results/ngs/GSE114012/tables/HCT15/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HCT15/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HCT15/CP_REACTOME/png/dotplot.png"
"HT55","CP_REACTOME","computed","12653","306","201","95","10","results/ngs/GSE114012/tables/HT55/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HT55/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HT55/CP_REACTOME/png/dotplot.png"
"RKO","CP_REACTOME","computed","12031","605","188","398","10","results/ngs/GSE114012/tables/RKO/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/RKO/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/RKO/CP_REACTOME/png/dotplot.png"
"SW48","CP_REACTOME","computed","12428","401","185","204","10","results/ngs/GSE114012/tables/SW48/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW48/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW48/CP_REACTOME/png/dotplot.png"
"SW948","CP_REACTOME","computed","12851","363","254","102","10","results/ngs/GSE114012/tables/SW948/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW948/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW948/CP_REACTOME/png/dotplot.png"
"ALL","CP_WIKIPATHWAYS","computed","12964","232","138","89","10","results/ngs/GSE114012/tables/ALL/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/ALL/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/ALL/CP_WIKIPATHWAYS/png/dotplot.png"
"DLD1","CP_WIKIPATHWAYS","computed","12901","206","88","114","10","results/ngs/GSE114012/tables/DLD1/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1/CP_WIKIPATHWAYS/png/dotplot.png"
"DLD1_HCT15","CP_WIKIPATHWAYS","computed","13094","196","90","102","10","results/ngs/GSE114012/tables/DLD1_HCT15/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15/CP_WIKIPATHWAYS/png/dotplot.png"
"DLD1_HCT15_SW48","CP_WIKIPATHWAYS","computed","12840","227","121","101","10","results/ngs/GSE114012/tables/DLD1_HCT15_SW48/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15_SW48/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15_SW48/CP_WIKIPATHWAYS/png/dotplot.png"
"HCT15","CP_WIKIPATHWAYS","computed","13150","232","138","91","10","results/ngs/GSE114012/tables/HCT15/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HCT15/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HCT15/CP_WIKIPATHWAYS/png/dotplot.png"
"HT55","CP_WIKIPATHWAYS","computed","12653","167","108","57","10","results/ngs/GSE114012/tables/HT55/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HT55/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HT55/CP_WIKIPATHWAYS/png/dotplot.png"
"RKO","CP_WIKIPATHWAYS","computed","12031","257","152","98","10","results/ngs/GSE114012/tables/RKO/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/RKO/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/RKO/CP_WIKIPATHWAYS/png/dotplot.png"
"SW48","CP_WIKIPATHWAYS","computed","12428","183","116","60","10","results/ngs/GSE114012/tables/SW48/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW48/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW48/CP_WIKIPATHWAYS/png/dotplot.png"
"SW948","CP_WIKIPATHWAYS","computed","12851","199","117","78","10","results/ngs/GSE114012/tables/SW948/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW948/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW948/CP_WIKIPATHWAYS/png/dotplot.png"
"ALL","TFT_TFT_LEGACY","computed","12964","278","237","41","10","results/ngs/GSE114012/tables/ALL/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/ALL/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/ALL/TFT_TFT_LEGACY/png/dotplot.png"
"DLD1","TFT_TFT_LEGACY","computed","12901","257","199","58","10","results/ngs/GSE114012/tables/DLD1/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1/TFT_TFT_LEGACY/png/dotplot.png"
"DLD1_HCT15","TFT_TFT_LEGACY","computed","13094","147","115","32","10","results/ngs/GSE114012/tables/DLD1_HCT15/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15/TFT_TFT_LEGACY/png/dotplot.png"
"DLD1_HCT15_SW48","TFT_TFT_LEGACY","computed","12840","199","163","36","10","results/ngs/GSE114012/tables/DLD1_HCT15_SW48/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15_SW48/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15_SW48/TFT_TFT_LEGACY/png/dotplot.png"
"HCT15","TFT_TFT_LEGACY","computed","13150","98","84","14","10","results/ngs/GSE114012/tables/HCT15/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HCT15/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HCT15/TFT_TFT_LEGACY/png/dotplot.png"
"HT55","TFT_TFT_LEGACY","computed","12653","200","190","10","10","results/ngs/GSE114012/tables/HT55/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HT55/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HT55/TFT_TFT_LEGACY/png/dotplot.png"
"RKO","TFT_TFT_LEGACY","computed","12031","256","197","59","10","results/ngs/GSE114012/tables/RKO/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/RKO/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/RKO/TFT_TFT_LEGACY/png/dotplot.png"
"SW48","TFT_TFT_LEGACY","computed","12428","197","162","35","10","results/ngs/GSE114012/tables/SW48/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW48/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW48/TFT_TFT_LEGACY/png/dotplot.png"
"SW948","TFT_TFT_LEGACY","computed","12851","232","218","14","10","results/ngs/GSE114012/tables/SW948/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW948/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW948/TFT_TFT_LEGACY/png/dotplot.png"
"ALL","TFT_GTRD","computed","12964","58","29","26","10","results/ngs/GSE114012/tables/ALL/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/ALL/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/ALL/TFT_GTRD/png/dotplot.png"
"DLD1","TFT_GTRD","computed","12901","57","27","27","10","results/ngs/GSE114012/tables/DLD1/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1/TFT_GTRD/png/dotplot.png"
"DLD1_HCT15","TFT_GTRD","computed","13094","32","16","13","10","results/ngs/GSE114012/tables/DLD1_HCT15/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15/TFT_GTRD/png/dotplot.png"
"DLD1_HCT15_SW48","TFT_GTRD","computed","12840","33","13","17","10","results/ngs/GSE114012/tables/DLD1_HCT15_SW48/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15_SW48/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15_SW48/TFT_GTRD/png/dotplot.png"
"HCT15","TFT_GTRD","computed","13150","37","24","10","10","results/ngs/GSE114012/tables/HCT15/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HCT15/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HCT15/TFT_GTRD/png/dotplot.png"
"HT55","TFT_GTRD","computed","12653","42","28","11","10","results/ngs/GSE114012/tables/HT55/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HT55/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HT55/TFT_GTRD/png/dotplot.png"
"RKO","TFT_GTRD","computed","12031","75","24","48","10","results/ngs/GSE114012/tables/RKO/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/RKO/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/RKO/TFT_GTRD/png/dotplot.png"
"SW48","TFT_GTRD","computed","12428","40","18","19","10","results/ngs/GSE114012/tables/SW48/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW48/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW48/TFT_GTRD/png/dotplot.png"
"SW948","TFT_GTRD","computed","12851","51","33","15","10","results/ngs/GSE114012/tables/SW948/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW948/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW948/TFT_GTRD/png/dotplot.png"
"ALL","GO_BP","computed","12964","1443","838","578","10","results/ngs/GSE114012/tables/ALL/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/ALL/GO_BP/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/ALL/GO_BP/png/dotplot.png"
"DLD1","GO_BP","computed","12901","1740","1064","648","10","results/ngs/GSE114012/tables/DLD1/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1/GO_BP/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1/GO_BP/png/dotplot.png"
"DLD1_HCT15","GO_BP","computed","13094","1072","588","457","10","results/ngs/GSE114012/tables/DLD1_HCT15/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15/GO_BP/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15/GO_BP/png/dotplot.png"
"DLD1_HCT15_SW48","GO_BP","computed","12840","1216","710","477","10","results/ngs/GSE114012/tables/DLD1_HCT15_SW48/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15_SW48/GO_BP/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15_SW48/GO_BP/png/dotplot.png"
"HCT15","GO_BP","computed","13150","1204","714","469","10","results/ngs/GSE114012/tables/HCT15/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HCT15/GO_BP/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HCT15/GO_BP/png/dotplot.png"
"HT55","GO_BP","computed","12653","1096","748","314","10","results/ngs/GSE114012/tables/HT55/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HT55/GO_BP/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HT55/GO_BP/png/dotplot.png"
