Pathway,NRSF 01,CAGNWMCNNNGAC UNKNOWN,RFX1 02,POU6F1 01,POU3F2 01,OCT1 02,RRAGTTGT UNKNOWN,CP2 01,CP2 02,SREBP1 Q6,SREBP Q3,MZF1 01,PAX4 03,TFIII Q6,GATA2 01,SPZ1 01,ZIC3 01,MAZR 01,LFA1 Q6,AP4 Q6 01,HEB Q6,MYOD 01,T3R Q6,SYATTGTG UNKNOWN,MYCMAX B,MYCMAX 01,AP2 Q6 01,AP2 Q6,AP2 Q3,AHR Q5,SP1 01,SP1 Q2 01,EGR Q6,SP1 Q6 01,MEF2 Q6 01,NFE2 01,GCM Q2,PTF1BETA Q6,YY1 Q6,YY1 02
SREBP Q3,0.003875968992248062,0.007751937984496124,0.046511627906976744,0.050387596899224806,0.01937984496124031,0.05813953488372093,0.03875968992248062,0.11627906976744186,0.08914728682170543,0.375968992248062,1.0,0.10852713178294573,0.13565891472868216,0.046511627906976744,0.03488372093023256,0.10077519379844961,0.06201550387596899,0.08139534883720931,0.05813953488372093,0.046511627906976744,0.05813953488372093,0.050387596899224806,0.046511627906976744,0.04263565891472868,0.05813953488372093,0.04263565891472868,0.08139534883720931,0.05813953488372093,0.05426356589147287,0.06976744186046512,0.050387596899224806,0.050387596899224806,0.07751937984496124,0.03488372093023256,0.05426356589147287,0.05426356589147287,0.05813953488372093,0.050387596899224806,0.03488372093023256,0.04263565891472868
MZF1 01,0.016666666666666666,0.025,0.0375,0.041666666666666664,0.0375,0.041666666666666664,0.029166666666666667,0.12083333333333333,0.06666666666666667,0.10416666666666667,0.11666666666666667,1.0,0.2125,0.12916666666666668,0.03333333333333333,0.09583333333333334,0.08333333333333333,0.12083333333333333,0.0875,0.05,0.07916666666666666,0.075,0.075,0.041666666666666664,0.06666666666666667,0.0375,0.08333333333333333,0.075,0.05,0.05416666666666667,0.07083333333333333,0.07083333333333333,0.09583333333333334,0.05416666666666667,0.025,0.05,0.05416666666666667,0.0375,0.0375,0.05
PAX4 03,0.01953125,0.015625,0.05859375,0.0546875,0.03125,0.046875,0.05078125,0.12109375,0.08203125,0.15234375,0.13671875,0.19921875,1.0,0.11328125,0.04296875,0.1015625,0.1171875,0.0859375,0.0703125,0.0546875,0.046875,0.04296875,0.0703125,0.0546875,0.06640625,0.0390625,0.06640625,0.08203125,0.08203125,0.09375,0.0703125,0.06640625,0.0703125,0.05859375,0.02734375,0.046875,0.05078125,0.0390625,0.0234375,0.0390625
TFIII Q6,0.00966183574879227,0.00966183574879227,0.03864734299516908,0.028985507246376812,0.014492753623188406,0.03864734299516908,0.014492753623188406,0.08695652173913043,0.043478260869565216,0.09178743961352658,0.057971014492753624,0.1497584541062802,0.14009661835748793,1.0,0.07729468599033816,0.12560386473429952,0.11594202898550725,0.10144927536231885,0.07729468599033816,0.06763285024154589,0.10144927536231885,0.08695652173913043,0.08695652173913043,0.03864734299516908,0.1111111111111111,0.07729468599033816,0.08695652173913043,0.0966183574879227,0.09178743961352658,0.06763285024154589,0.0821256038647343,0.14009661835748793,0.12560386473429952,0.08695652173913043,0.024154589371980676,0.06280193236714976,0.05314009661835749,0.06763285024154589,0.014492753623188406,0.024154589371980676
GATA2 01,0.009523809523809525,0.009523809523809525,0.01904761904761905,0.05714285714285714,0.06666666666666667,0.06666666666666667,0.0380952380952381,0.10476190476190476,0.05714285714285714,0.08571428571428572,0.08571428571428572,0.0761904761904762,0.10476190476190476,0.1523809523809524,1.0,0.1523809523809524,0.08571428571428572,0.09523809523809523,0.09523809523809523,0.0380952380952381,0.0380952380952381,0.0761904761904762,0.0380952380952381,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.10476190476190476,0.0761904761904762,0.09523809523809523,0.02857142857142857,0.0761904761904762,0.047619047619047616,0.0761904761904762,0.0380952380952381,0.047619047619047616,0.12380952380952381,0.09523809523809523,0.08571428571428572,0.0380952380952381,0.0761904761904762
SPZ1 01,0.01276595744680851,0.00851063829787234,0.01702127659574468,0.03829787234042553,0.03829787234042553,0.05531914893617021,0.05106382978723404,0.09787234042553192,0.06382978723404255,0.09787234042553192,0.11063829787234042,0.09787234042553192,0.11063829787234042,0.11063829787234042,0.06808510638297872,1.0,0.10212765957446808,0.1148936170212766,0.0851063829787234,0.08936170212765958,0.07659574468085106,0.05106382978723404,0.07234042553191489,0.059574468085106386,0.08936170212765958,0.06808510638297872,0.09361702127659574,0.11063829787234042,0.10638297872340426,0.06808510638297872,0.07659574468085106,0.07659574468085106,0.12340425531914893,0.02553191489361702,0.029787234042553193,0.04680851063829787,0.05106382978723404,0.05531914893617021,0.029787234042553193,0.03829787234042553
ZIC3 01,0.00784313725490196,0.011764705882352941,0.043137254901960784,0.06274509803921569,0.023529411764705882,0.07058823529411765,0.054901960784313725,0.08627450980392157,0.07058823529411765,0.08235294117647059,0.06274509803921569,0.0784313725490196,0.11764705882352941,0.09411764705882353,0.03529411764705882,0.09411764705882353,1.0,0.08627450980392157,0.07450980392156863,0.058823529411764705,0.09019607843137255,0.08235294117647059,0.043137254901960784,0.043137254901960784,0.07058823529411765,0.03529411764705882,0.07450980392156863,0.07058823529411765,0.054901960784313725,0.0392156862745098,0.07058823529411765,0.0784313725490196,0.09803921568627451,0.047058823529411764,0.023529411764705882,0.03529411764705882,0.06274509803921569,0.07450980392156863,0.027450980392156862,0.03529411764705882
MAZR 01,0.013392857142857142,0.022321428571428572,0.04017857142857143,0.044642857142857144,0.008928571428571428,0.03125,0.049107142857142856,0.11607142857142858,0.06696428571428571,0.12053571428571429,0.09375,0.12946428571428573,0.09821428571428571,0.09375,0.044642857142857144,0.12053571428571429,0.09821428571428571,1.0,0.10714285714285714,0.07142857142857142,0.08928571428571429,0.05803571428571429,0.08035714285714286,0.04017857142857143,0.10267857142857142,0.05803571428571429,0.10267857142857142,0.08035714285714286,0.05803571428571429,0.044642857142857144,0.09375,0.08035714285714286,0.09821428571428571,0.05357142857142857,0.03125,0.05803571428571429,0.026785714285714284,0.07142857142857142,0.05357142857142857,0.0625
LFA1 Q6,0.01195219123505976,0.00796812749003984,0.02390438247011952,0.06374501992031872,0.01593625498007968,0.04780876494023904,0.043824701195219126,0.07171314741035857,0.0796812749003984,0.0796812749003984,0.05976095617529881,0.08366533864541832,0.07171314741035857,0.06374501992031872,0.0398406374501992,0.0796812749003984,0.07569721115537849,0.09561752988047809,1.0,0.06772908366533864,0.04780876494023904,0.0398406374501992,0.04780876494023904,0.027888446215139442,0.043824701195219126,0.06374501992031872,0.0796812749003984,0.06772908366533864,0.099601593625498,0.05179282868525897,0.07569721115537849,0.07171314741035857,0.05179282868525897,0.06772908366533864,0.04780876494023904,0.06374501992031872,0.05976095617529881,0.0199203187250996,0.027888446215139442,0.055776892430278883
AP4 Q6 01,0.019455252918287938,0.027237354085603113,0.07392996108949416,0.058365758754863814,0.019455252918287938,0.042801556420233464,0.038910505836575876,0.07003891050583658,0.05058365758754864,0.058365758754863814,0.04669260700389105,0.04669260700389105,0.054474708171206226,0.054474708171206226,0.01556420233463035,0.08171206225680934,0.058365758754863814,0.0622568093385214,0.06614785992217899,1.0,0.47470817120622566,0.16731517509727625,0.0622568093385214,0.04669260700389105,0.08171206225680934,0.05058365758754864,0.03501945525291829,0.054474708171206226,0.0622568093385214,0.027237354085603113,0.054474708171206226,0.06614785992217899,0.07782101167315175,0.03501945525291829,0.07392996108949416,0.03501945525291829,0.058365758754863814,0.027237354085603113,0.023346303501945526,0.027237354085603113
HEB Q6,0.014925373134328358,0.029850746268656716,0.05223880597014925,0.03731343283582089,0.018656716417910446,0.026119402985074626,0.026119402985074626,0.07462686567164178,0.05970149253731343,0.0708955223880597,0.055970149253731345,0.0708955223880597,0.04477611940298507,0.07835820895522388,0.014925373134328358,0.06716417910447761,0.08582089552238806,0.07462686567164178,0.04477611940298507,0.4552238805970149,1.0,0.11567164179104478,0.05223880597014925,0.041044776119402986,0.07462686567164178,0.048507462686567165,0.06716417910447761,0.055970149253731345,0.029850746268656716,0.029850746268656716,0.048507462686567165,0.05970149253731343,0.06716417910447761,0.03731343283582089,0.041044776119402986,0.04477611940298507,0.055970149253731345,0.04477611940298507,0.011194029850746268,0.022388059701492536
MYOD 01,0.011152416356877323,0.026022304832713755,0.08550185873605948,0.026022304832713755,0.007434944237918215,0.048327137546468404,0.05204460966542751,0.05947955390334572,0.040892193308550186,0.03717472118959108,0.048327137546468404,0.06691449814126393,0.040892193308550186,0.06691449814126393,0.02973977695167286,0.04460966542750929,0.07806691449814127,0.048327137546468404,0.03717472118959108,0.15985130111524162,0.11524163568773234,1.0,0.05947955390334572,0.04460966542750929,0.03717472118959108,0.03717472118959108,0.055762081784386616,0.06691449814126393,0.05204460966542751,0.026022304832713755,0.026022304832713755,0.055762081784386616,0.05947955390334572,0.03717472118959108,0.05947955390334572,0.05204460966542751,0.05204460966542751,0.03345724907063197,0.03717472118959108,0.026022304832713755
T3R Q6,0.0234375,0.0234375,0.03515625,0.046875,0.03125,0.02734375,0.0234375,0.0703125,0.0546875,0.046875,0.046875,0.0703125,0.0703125,0.0703125,0.015625,0.06640625,0.04296875,0.0703125,0.046875,0.0625,0.0546875,0.0625,1.0,0.046875,0.0625,0.046875,0.0546875,0.046875,0.03515625,0.03515625,0.04296875,0.0546875,0.0546875,0.02734375,0.0625,0.05078125,0.04296875,0.06640625,0.03125,0.01953125
SYATTGTG UNKNOWN,0.004273504273504274,0.004273504273504274,0.042735042735042736,0.09829059829059829,0.038461538461538464,0.04700854700854701,0.021367521367521368,0.05128205128205128,0.05982905982905983,0.05555555555555555,0.04700854700854701,0.042735042735042736,0.05982905982905983,0.03418803418803419,0.021367521367521368,0.05982905982905983,0.04700854700854701,0.038461538461538464,0.029914529914529916,0.05128205128205128,0.04700854700854701,0.05128205128205128,0.05128205128205128,1.0,0.0641025641025641,0.05982905982905983,0.07264957264957266,0.05555555555555555,0.029914529914529916,0.04700854700854701,0.029914529914529916,0.04700854700854701,0.04700854700854701,0.02564102564102564,0.029914529914529916,0.02564102564102564,0.038461538461538464,0.0811965811965812,0.02564102564102564,0.04700854700854701
MYCMAX B,0.014705882352941176,0.025735294117647058,0.029411764705882353,0.03676470588235294,0.022058823529411766,0.029411764705882353,0.029411764705882353,0.08455882352941177,0.05514705882352941,0.058823529411764705,0.05514705882352941,0.058823529411764705,0.0625,0.08455882352941177,0.03676470588235294,0.07720588235294118,0.0661764705882353,0.08455882352941177,0.04044117647058824,0.07720588235294118,0.07352941176470588,0.03676470588235294,0.058823529411764705,0.05514705882352941,1.0,0.22426470588235295,0.12867647058823528,0.08455882352941177,0.09926470588235294,0.07352941176470588,0.07352941176470588,0.051470588235294115,0.11764705882352941,0.058823529411764705,0.03308823529411765,0.025735294117647058,0.08455882352941177,0.051470588235294115,0.04044117647058824,0.04044117647058824
MYCMAX 01,0.01556420233463035,0.019455252918287938,0.023346303501945526,0.01556420233463035,0.01556420233463035,0.019455252918287938,0.042801556420233464,0.054474708171206226,0.054474708171206226,0.04669260700389105,0.042801556420233464,0.03501945525291829,0.038910505836575876,0.0622568093385214,0.019455252918287938,0.0622568093385214,0.03501945525291829,0.05058365758754864,0.0622568093385214,0.05058365758754864,0.05058365758754864,0.038910505836575876,0.04669260700389105,0.054474708171206226,0.23735408560311283,1.0,0.03501945525291829,0.04669260700389105,0.054474708171206226,0.054474708171206226,0.038910505836575876,0.03501945525291829,0.07003891050583658,0.038910505836575876,0.019455252918287938,0.05058365758754864,0.038910505836575876,0.038910505836575876,0.042801556420233464,0.0311284046692607
AP2 Q6 01,0.01107011070110701,0.014760147601476014,0.03690036900369004,0.02214022140221402,0.014760147601476014,0.007380073800738007,0.04797047970479705,0.06642066420664207,0.055350553505535055,0.06273062730627306,0.07749077490774908,0.07380073800738007,0.06273062730627306,0.06642066420664207,0.04059040590405904,0.08118081180811808,0.07011070110701106,0.08487084870848709,0.07380073800738007,0.033210332103321034,0.06642066420664207,0.055350553505535055,0.05166051660516605,0.06273062730627306,0.12915129151291513,0.033210332103321034,1.0,0.3025830258302583,0.2177121771217712,0.06273062730627306,0.12546125461254612,0.11439114391143912,0.11070110701107011,0.1070110701107011,0.033210332103321034,0.025830258302583026,0.08856088560885608,0.07011070110701106,0.02214022140221402,0.04797047970479705
AP2 Q6,0.007722007722007722,0.007722007722007722,0.03088803088803089,0.03861003861003861,0.011583011583011582,0.04247104247104247,0.04633204633204633,0.07722007722007722,0.07722007722007722,0.05019305019305019,0.05791505791505792,0.0694980694980695,0.08108108108108109,0.07722007722007722,0.03088803088803089,0.10038610038610038,0.0694980694980695,0.0694980694980695,0.06563706563706563,0.05405405405405406,0.05791505791505792,0.0694980694980695,0.04633204633204633,0.05019305019305019,0.0888030888030888,0.04633204633204633,0.3166023166023166,1.0,0.22007722007722008,0.05791505791505792,0.10424710424710425,0.10038610038610038,0.07722007722007722,0.07722007722007722,0.019305019305019305,0.04247104247104247,0.09652509652509653,0.06177606177606178,0.04247104247104247,0.06177606177606178
AP2 Q3,0.011764705882352941,0.011764705882352941,0.027450980392156862,0.0196078431372549,0.00784313725490196,0.0196078431372549,0.06666666666666667,0.0784313725490196,0.06274509803921569,0.054901960784313725,0.054901960784313725,0.047058823529411764,0.08235294117647059,0.07450980392156863,0.0392156862745098,0.09803921568627451,0.054901960784313725,0.050980392156862744,0.09803921568627451,0.06274509803921569,0.03137254901960784,0.054901960784313725,0.03529411764705882,0.027450980392156862,0.10588235294117647,0.054901960784313725,0.23137254901960785,0.2235294117647059,1.0,0.07058823529411765,0.06274509803921569,0.07058823529411765,0.0784313725490196,0.06666666666666667,0.0196078431372549,0.03529411764705882,0.09019607843137255,0.06274509803921569,0.047058823529411764,0.06666666666666667
AHR Q5,0.01809954751131222,0.01809954751131222,0.03619909502262444,0.058823529411764705,0.01809954751131222,0.058823529411764705,0.049773755656108594,0.04072398190045249,0.058823529411764705,0.06334841628959276,0.08144796380090498,0.058823529411764705,0.1085972850678733,0.06334841628959276,0.013574660633484163,0.07239819004524888,0.04524886877828054,0.04524886877828054,0.058823529411764705,0.03167420814479638,0.03619909502262444,0.03167420814479638,0.04072398190045249,0.049773755656108594,0.09049773755656108,0.06334841628959276,0.07692307692307693,0.06787330316742081,0.08144796380090498,1.0,0.09502262443438914,0.07692307692307693,0.08144796380090498,0.027149321266968326,0.027149321266968326,0.03619909502262444,0.04524886877828054,0.03619909502262444,0.06787330316742081,0.04524886877828054
SP1 01,0.0041841004184100415,0.0041841004184100415,0.0502092050209205,0.02510460251046025,0.03347280334728033,0.029288702928870293,0.06694560669456066,0.06276150627615062,0.05439330543933055,0.05439330543933055,0.05439330543933055,0.07112970711297072,0.07531380753138076,0.07112970711297072,0.03347280334728033,0.07531380753138076,0.07531380753138076,0.08786610878661087,0.0794979079497908,0.058577405857740586,0.05439330543933055,0.029288702928870293,0.04602510460251046,0.029288702928870293,0.08368200836820083,0.04184100418410042,0.14225941422594143,0.11297071129707113,0.06694560669456066,0.08786610878661087,1.0,0.36401673640167365,0.13389121338912133,0.11297071129707113,0.04602510460251046,0.02092050209205021,0.07112970711297072,0.04184100418410042,0.029288702928870293,0.05439330543933055
SP1 Q2 01,0.032,0.024,0.04,0.036,0.02,0.036,0.052,0.06,0.06,0.056,0.052,0.068,0.068,0.116,0.02,0.072,0.08,0.072,0.072,0.068,0.064,0.06,0.056,0.044,0.056,0.036,0.124,0.104,0.072,0.068,0.348,1.0,0.212,0.356,0.02,0.036,0.084,0.044,0.016,0.044
EGR Q6,0.017793594306049824,0.014234875444839857,0.017793594306049824,0.014234875444839857,0.02491103202846975,0.046263345195729534,0.03202846975088968,0.06761565836298933,0.05693950177935943,0.08540925266903915,0.0711743772241993,0.08185053380782918,0.06405693950177936,0.09252669039145907,0.028469750889679714,0.10320284697508897,0.08896797153024912,0.07829181494661921,0.046263345195729534,0.0711743772241993,0.06405693950177936,0.05693950177935943,0.0498220640569395,0.03914590747330961,0.11387900355871886,0.06405693950177936,0.10676156583629894,0.0711743772241993,0.0711743772241993,0.06405693950177936,0.11387900355871886,0.18861209964412812,1.0,0.10320284697508897,0.028469750889679714,0.03914590747330961,0.0711743772241993,0.060498220640569395,0.05338078291814947,0.05338078291814947
SP1 Q6 01,0.020161290322580645,0.020161290322580645,0.024193548387096774,0.020161290322580645,0.008064516129032258,0.012096774193548387,0.036290322580645164,0.04838709677419355,0.036290322580645164,0.04435483870967742,0.036290322580645164,0.05241935483870968,0.06048387096774194,0.07258064516129033,0.016129032258064516,0.024193548387096774,0.04838709677419355,0.04838709677419355,0.06854838709677419,0.036290322580645164,0.04032258064516129,0.04032258064516129,0.028225806451612902,0.024193548387096774,0.06451612903225806,0.04032258064516129,0.11693548387096774,0.08064516129032258,0.06854838709677419,0.024193548387096774,0.10887096774193548,0.3588709677419355,0.11693548387096774,1.0,0.020161290322580645,0.04032258064516129,0.04435483870967742,0.028225806451612902,0.024193548387096774,0.024193548387096774
MEF2 Q6 01,0.02,0.004,0.028,0.1,0.02,0.068,0.04,0.036,0.056,0.032,0.056,0.024,0.028,0.02,0.02,0.028,0.024,0.028,0.048,0.076,0.044,0.064,0.064,0.028,0.036,0.02,0.036,0.02,0.02,0.024,0.044,0.02,0.032,0.02,1.0,0.084,0.068,0.064,0.024,0.02
NFE2 01,0.01818181818181818,0.01090909090909091,0.02909090909090909,0.02909090909090909,0.02181818181818182,0.02909090909090909,0.01090909090909091,0.06181818181818182,0.04727272727272727,0.03636363636363636,0.05090909090909091,0.04363636363636364,0.04363636363636364,0.04727272727272727,0.04727272727272727,0.04,0.03272727272727273,0.04727272727272727,0.05818181818181818,0.03272727272727273,0.04363636363636364,0.05090909090909091,0.04727272727272727,0.02181818181818182,0.025454545454545455,0.04727272727272727,0.025454545454545455,0.04,0.03272727272727273,0.02909090909090909,0.01818181818181818,0.03272727272727273,0.04,0.03636363636363636,0.07636363636363637,1.0,0.05090909090909091,0.05818181818181818,0.02181818181818182,0.04363636363636364
GCM Q2,0.024489795918367346,0.0163265306122449,0.02857142857142857,0.036734693877551024,0.02040816326530612,0.05714285714285714,0.04081632653061224,0.04897959183673469,0.07346938775510205,0.061224489795918366,0.061224489795918366,0.053061224489795916,0.053061224489795916,0.044897959183673466,0.04081632653061224,0.04897959183673469,0.0653061224489796,0.024489795918367346,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.05714285714285714,0.044897959183673466,0.036734693877551024,0.09387755102040816,0.04081632653061224,0.09795918367346938,0.10204081632653061,0.09387755102040816,0.04081632653061224,0.06938775510204082,0.08571428571428572,0.08163265306122448,0.044897959183673466,0.06938775510204082,0.05714285714285714,1.0,0.10612244897959183,0.02040816326530612,0.0326530612244898
PTF1BETA Q6,0.008130081300813009,0.0040650406504065045,0.04878048780487805,0.056910569105691054,0.036585365853658534,0.08130081300813008,0.07723577235772358,0.07317073170731707,0.052845528455284556,0.07317073170731707,0.052845528455284556,0.036585365853658534,0.04065040650406504,0.056910569105691054,0.036585365853658534,0.052845528455284556,0.07723577235772358,0.06504065040650407,0.02032520325203252,0.028455284552845527,0.04878048780487805,0.036585365853658534,0.06910569105691057,0.07723577235772358,0.056910569105691054,0.04065040650406504,0.07723577235772358,0.06504065040650407,0.06504065040650407,0.032520325203252036,0.04065040650406504,0.044715447154471545,0.06910569105691057,0.028455284552845527,0.06504065040650407,0.06504065040650407,0.10569105691056911,1.0,0.044715447154471545,0.08130081300813008
