Pathway,E2F1 Q6,E2F4DP1 01,E2F1DP1 01,E2F1DP2 01,E2F4DP2 01,E2F 02,SGCGSSAAA E2F1DP2 01,E2F Q4,E2F Q6,E2F1DP1RB 01,E2F1 Q3,E2F1 Q6 01,E2F Q4 01,E2F1 Q4 01,E2F Q3 01,E2F Q3,E2F Q6 01,E2F 03,MYCMAX 01,MAX 01,TCCCRNNRTGC UNKNOWN,RRCCGTTA UNKNOWN,GATA C,HNF1 01,RGTTAMWNATT HNF1 01,HNF1 Q6,STAT4 01,CDX2 Q5,FREAC4 01,GR Q6,HEB Q6,AREB6 02,MYOD Q6,OLF1 01,S8 01,YTAATTAA LHX3 01,TGTYNNNNNRGCARM UNKNOWN,TGACCTTG SF1 Q6,SF1 Q6,NRSF 01
E2F1 Q3,0.728744939271255,0.680161943319838,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6882591093117408,0.5141700404858299,0.6761133603238867,0.6761133603238867,0.6761133603238867,1.0,0.5020242914979757,0.47368421052631576,0.44534412955465585,0.48582995951417,0.6072874493927125,0.4331983805668016,0.44534412955465585,0.06477732793522267,0.06477732793522267,0.0728744939271255,0.03643724696356275,0.020242914979757085,0.03643724696356275,0.012145748987854251,0.044534412955465584,0.024291497975708502,0.032388663967611336,0.0,0.024291497975708502,0.04048582995951417,0.048582995951417005,0.02834008097165992,0.032388663967611336,0.024291497975708502,0.02834008097165992,0.004048582995951417,0.03643724696356275,0.03643724696356275,0.020242914979757085
E2F1 Q6 01,0.6049382716049383,0.5679012345679012,0.5720164609053497,0.5720164609053497,0.5720164609053497,0.5761316872427984,0.4691358024691358,0.6255144032921811,0.6255144032921811,0.5267489711934157,0.5102880658436214,1.0,0.48148148148148145,0.5308641975308642,0.5308641975308642,0.4444444444444444,0.4403292181069959,0.42386831275720166,0.09053497942386832,0.07407407407407407,0.06584362139917696,0.05761316872427984,0.024691358024691357,0.012345679012345678,0.0,0.03292181069958848,0.037037037037037035,0.03292181069958848,0.012345679012345678,0.04938271604938271,0.02880658436213992,0.0411522633744856,0.024691358024691357,0.06584362139917696,0.01646090534979424,0.00823045267489712,0.012345679012345678,0.053497942386831275,0.0411522633744856,0.012345679012345678
E2F Q4 01,0.453781512605042,0.40336134453781514,0.40756302521008403,0.40756302521008403,0.40756302521008403,0.4117647058823529,0.33613445378151263,0.5126050420168067,0.5126050420168067,0.47058823529411764,0.49159663865546216,0.49159663865546216,1.0,0.7983193277310925,0.8109243697478992,0.6092436974789915,0.7857142857142857,0.6974789915966386,0.09243697478991597,0.06302521008403361,0.0546218487394958,0.03361344537815126,0.025210084033613446,0.029411764705882353,0.008403361344537815,0.037815126050420166,0.03361344537815126,0.04201680672268908,0.012605042016806723,0.05042016806722689,0.04201680672268908,0.037815126050420166,0.037815126050420166,0.03361344537815126,0.02100840336134454,0.012605042016806723,0.004201680672268907,0.037815126050420166,0.025210084033613446,0.012605042016806723
E2F1 Q4 01,0.519650655021834,0.47161572052401746,0.4759825327510917,0.4759825327510917,0.4759825327510917,0.48034934497816595,0.3930131004366812,0.6200873362445415,0.6200873362445415,0.5633187772925764,0.48034934497816595,0.5633187772925764,0.8296943231441049,1.0,0.9737991266375546,0.6462882096069869,0.6724890829694323,0.6331877729257642,0.09170305676855896,0.0611353711790393,0.056768558951965066,0.034934497816593885,0.034934497816593885,0.03056768558951965,0.008733624454148471,0.034934497816593885,0.026200873362445413,0.05240174672489083,0.008733624454148471,0.0611353711790393,0.034934497816593885,0.05240174672489083,0.034934497816593885,0.039301310043668124,0.034934497816593885,0.026200873362445413,0.0,0.048034934497816595,0.039301310043668124,0.013100436681222707
E2F Q3 01,0.5127118644067796,0.461864406779661,0.4703389830508475,0.4703389830508475,0.4703389830508475,0.4745762711864407,0.3813559322033898,0.6101694915254238,0.6101694915254238,0.5338983050847458,0.5084745762711864,0.5466101694915254,0.8177966101694916,0.9449152542372882,1.0,0.6483050847457628,0.6694915254237288,0.6271186440677966,0.0847457627118644,0.05508474576271186,0.05508474576271186,0.03389830508474576,0.038135593220338986,0.029661016949152543,0.00847457627118644,0.038135593220338986,0.029661016949152543,0.05508474576271186,0.01694915254237288,0.059322033898305086,0.03389830508474576,0.05084745762711865,0.03389830508474576,0.038135593220338986,0.03389830508474576,0.025423728813559324,0.0,0.046610169491525424,0.038135593220338986,0.012711864406779662
E2F Q3,0.47368421052631576,0.4692982456140351,0.39473684210526316,0.39473684210526316,0.39473684210526316,0.3991228070175439,0.2982456140350877,0.5701754385964912,0.5701754385964912,0.6052631578947368,0.6578947368421053,0.47368421052631576,0.6359649122807017,0.6491228070175439,0.6710526315789473,1.0,0.5877192982456141,0.5921052631578947,0.06578947368421052,0.05701754385964912,0.06140350877192982,0.02631578947368421,0.039473684210526314,0.03070175438596491,0.008771929824561403,0.03508771929824561,0.013157894736842105,0.03508771929824561,0.008771929824561403,0.043859649122807015,0.039473684210526314,0.04824561403508772,0.039473684210526314,0.03508771929824561,0.02631578947368421,0.021929824561403508,0.0,0.039473684210526314,0.03070175438596491,0.013157894736842105
E2F Q6 01,0.4214876033057851,0.3884297520661157,0.3884297520661157,0.3884297520661157,0.3884297520661157,0.3884297520661157,0.30165289256198347,0.4628099173553719,0.4628099173553719,0.4380165289256198,0.44214876033057854,0.44214876033057854,0.7727272727272727,0.6363636363636364,0.6528925619834711,0.5537190082644629,1.0,0.7231404958677686,0.0743801652892562,0.05371900826446281,0.05371900826446281,0.03305785123966942,0.0371900826446281,0.02066115702479339,0.008264462809917356,0.03305785123966942,0.028925619834710745,0.02066115702479339,0.024793388429752067,0.0371900826446281,0.03305785123966942,0.0371900826446281,0.028925619834710745,0.03305785123966942,0.01652892561983471,0.012396694214876033,0.004132231404958678,0.03305785123966942,0.02066115702479339,0.01652892561983471
E2F 03,0.42168674698795183,0.41365461847389556,0.40963855421686746,0.40963855421686746,0.40963855421686746,0.41365461847389556,0.3333333333333333,0.4738955823293173,0.4738955823293173,0.4497991967871486,0.44176706827309237,0.41365461847389556,0.6666666666666666,0.5823293172690763,0.5943775100401606,0.5421686746987951,0.7028112449799196,1.0,0.08433734939759036,0.060240963855421686,0.05622489959839357,0.028112449799196786,0.04417670682730924,0.024096385542168676,0.004016064257028112,0.024096385542168676,0.020080321285140562,0.0321285140562249,0.012048192771084338,0.04417670682730924,0.040160642570281124,0.03614457831325301,0.024096385542168676,0.028112449799196786,0.012048192771084338,0.028112449799196786,0.004016064257028112,0.0321285140562249,0.024096385542168676,0.01606425702811245
MYCMAX 01,0.07782101167315175,0.07782101167315175,0.08171206225680934,0.08171206225680934,0.08171206225680934,0.08171206225680934,0.06614785992217899,0.07392996108949416,0.07392996108949416,0.058365758754863814,0.0622568093385214,0.08560311284046693,0.08560311284046693,0.08171206225680934,0.07782101167315175,0.058365758754863814,0.07003891050583658,0.08171206225680934,1.0,0.490272373540856,0.038910505836575876,0.03501945525291829,0.027237354085603113,0.011673151750972763,0.0038910505836575876,0.01556420233463035,0.023346303501945526,0.03501945525291829,0.027237354085603113,0.03501945525291829,0.05058365758754864,0.042801556420233464,0.03501945525291829,0.042801556420233464,0.027237354085603113,0.011673151750972763,0.0038910505836575876,0.038910505836575876,0.027237354085603113,0.01556420233463035
MAX 01,0.05263157894736842,0.05639097744360902,0.05639097744360902,0.05639097744360902,0.05639097744360902,0.05639097744360902,0.04887218045112782,0.05263157894736842,0.04887218045112782,0.05263157894736842,0.06015037593984962,0.06766917293233082,0.05639097744360902,0.05263157894736842,0.04887218045112782,0.04887218045112782,0.04887218045112782,0.05639097744360902,0.47368421052631576,1.0,0.02631578947368421,0.015037593984962405,0.03007518796992481,0.015037593984962405,0.007518796992481203,0.007518796992481203,0.041353383458646614,0.03383458646616541,0.018796992481203006,0.03759398496240601,0.03759398496240601,0.045112781954887216,0.045112781954887216,0.02631578947368421,0.02631578947368421,0.007518796992481203,0.015037593984962405,0.015037593984962405,0.015037593984962405,0.018796992481203006
TCCCRNNRTGC UNKNOWN,0.06944444444444445,0.07407407407407407,0.06481481481481481,0.06481481481481481,0.06481481481481481,0.06481481481481481,0.041666666666666664,0.0787037037037037,0.07407407407407407,0.08333333333333333,0.08333333333333333,0.07407407407407407,0.06018518518518518,0.06018518518518518,0.06018518518518518,0.06481481481481481,0.06018518518518518,0.06481481481481481,0.046296296296296294,0.032407407407407406,1.0,0.032407407407407406,0.013888888888888888,0.013888888888888888,0.0,0.013888888888888888,0.041666666666666664,0.032407407407407406,0.004629629629629629,0.032407407407407406,0.018518518518518517,0.032407407407407406,0.032407407407407406,0.05092592592592592,0.009259259259259259,0.013888888888888888,0.0,0.032407407407407406,0.05092592592592592,0.0
RRCCGTTA UNKNOWN,0.1590909090909091,0.17045454545454544,0.1590909090909091,0.1590909090909091,0.1590909090909091,0.1590909090909091,0.14772727272727273,0.11363636363636363,0.11363636363636363,0.125,0.10227272727272728,0.1590909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.06818181818181818,0.09090909090909091,0.07954545454545454,0.10227272727272728,0.045454545454545456,0.07954545454545454,1.0,0.0,0.045454545454545456,0.0,0.03409090909090909,0.03409090909090909,0.056818181818181816,0.0,0.03409090909090909,0.011363636363636364,0.022727272727272728,0.022727272727272728,0.011363636363636364,0.03409090909090909,0.045454545454545456,0.011363636363636364,0.022727272727272728,0.022727272727272728,0.0
GATA C,0.022388059701492536,0.022388059701492536,0.022388059701492536,0.022388059701492536,0.022388059701492536,0.022388059701492536,0.014925373134328358,0.03731343283582089,0.03731343283582089,0.03731343283582089,0.018656716417910446,0.022388059701492536,0.022388059701492536,0.029850746268656716,0.033582089552238806,0.033582089552238806,0.033582089552238806,0.041044776119402986,0.026119402985074626,0.029850746268656716,0.011194029850746268,0.0,1.0,0.07835820895522388,0.029850746268656716,0.08208955223880597,0.05970149253731343,0.08582089552238806,0.05223880597014925,0.06343283582089553,0.04477611940298507,0.041044776119402986,0.03731343283582089,0.048507462686567165,0.08208955223880597,0.055970149253731345,0.011194029850746268,0.029850746268656716,0.022388059701492536,0.011194029850746268
HNF1 01,0.044715447154471545,0.04065040650406504,0.04065040650406504,0.04065040650406504,0.04065040650406504,0.04065040650406504,0.036585365853658534,0.036585365853658534,0.036585365853658534,0.036585365853658534,0.036585365853658534,0.012195121951219513,0.028455284552845527,0.028455284552845527,0.028455284552845527,0.028455284552845527,0.02032520325203252,0.024390243902439025,0.012195121951219513,0.016260162601626018,0.012195121951219513,0.016260162601626018,0.08536585365853659,1.0,0.1951219512195122,0.5528455284552846,0.04878048780487805,0.08130081300813008,0.036585365853658534,0.044715447154471545,0.024390243902439025,0.056910569105691054,0.024390243902439025,0.028455284552845527,0.10975609756097561,0.06504065040650407,0.008130081300813009,0.028455284552845527,0.02032520325203252,0.008130081300813009
RGTTAMWNATT HNF1 01,0.04054054054054054,0.04054054054054054,0.04054054054054054,0.04054054054054054,0.04054054054054054,0.04054054054054054,0.02702702702702703,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.04054054054054054,0.0,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.013513513513513514,0.013513513513513514,0.02702702702702703,0.0,0.0,0.10810810810810811,0.6486486486486487,1.0,0.5540540540540541,0.04054054054054054,0.08108108108108109,0.04054054054054054,0.06756756756756757,0.04054054054054054,0.04054054054054054,0.02702702702702703,0.02702702702702703,0.06756756756756757,0.02702702702702703,0.013513513513513514,0.04054054054054054,0.04054054054054054,0.013513513513513514
HNF1 Q6,0.05078125,0.04296875,0.0390625,0.0390625,0.0390625,0.04296875,0.0390625,0.04296875,0.04296875,0.0390625,0.04296875,0.03125,0.03515625,0.03125,0.03515625,0.03125,0.03125,0.0234375,0.015625,0.0078125,0.01171875,0.01171875,0.0859375,0.53125,0.16015625,1.0,0.0625,0.1171875,0.05078125,0.0546875,0.0234375,0.0703125,0.03125,0.0390625,0.11328125,0.08984375,0.01171875,0.03515625,0.03515625,0.00390625
STAT4 01,0.026119402985074626,0.026119402985074626,0.026119402985074626,0.026119402985074626,0.026119402985074626,0.026119402985074626,0.018656716417910446,0.026119402985074626,0.022388059701492536,0.022388059701492536,0.022388059701492536,0.033582089552238806,0.029850746268656716,0.022388059701492536,0.026119402985074626,0.011194029850746268,0.026119402985074626,0.018656716417910446,0.022388059701492536,0.041044776119402986,0.033582089552238806,0.011194029850746268,0.05970149253731343,0.04477611940298507,0.011194029850746268,0.05970149253731343,1.0,0.05970149253731343,0.048507462686567165,0.07462686567164178,0.041044776119402986,0.06716417910447761,0.04477611940298507,0.055970149253731345,0.048507462686567165,0.033582089552238806,0.007462686567164179,0.05223880597014925,0.033582089552238806,0.011194029850746268
CDX2 Q5,0.026615969581749048,0.026615969581749048,0.026615969581749048,0.026615969581749048,0.026615969581749048,0.026615969581749048,0.011406844106463879,0.026615969581749048,0.026615969581749048,0.026615969581749048,0.030418250950570342,0.030418250950570342,0.03802281368821293,0.045627376425855515,0.049429657794676805,0.030418250950570342,0.019011406844106463,0.030418250950570342,0.034220532319391636,0.034220532319391636,0.026615969581749048,0.019011406844106463,0.08745247148288973,0.07604562737642585,0.022813688212927757,0.11406844106463879,0.060836501901140684,1.0,0.07224334600760456,0.09505703422053231,0.049429657794676805,0.053231939163498096,0.057034220532319393,0.030418250950570342,0.11406844106463879,0.09885931558935361,0.015209125475285171,0.03802281368821293,0.026615969581749048,0.019011406844106463
FREAC4 01,0.006535947712418301,0.006535947712418301,0.006535947712418301,0.006535947712418301,0.006535947712418301,0.006535947712418301,0.0,0.006535947712418301,0.006535947712418301,0.013071895424836602,0.0,0.0196078431372549,0.0196078431372549,0.013071895424836602,0.026143790849673203,0.013071895424836602,0.0392156862745098,0.0196078431372549,0.0457516339869281,0.032679738562091505,0.006535947712418301,0.0,0.0915032679738562,0.058823529411764705,0.0196078431372549,0.08496732026143791,0.08496732026143791,0.12418300653594772,1.0,0.11764705882352941,0.0784313725490196,0.0784313725490196,0.032679738562091505,0.0392156862745098,0.08496732026143791,0.0784313725490196,0.0392156862745098,0.026143790849673203,0.026143790849673203,0.006535947712418301
GR Q6,0.03272727272727273,0.025454545454545455,0.02909090909090909,0.02909090909090909,0.02909090909090909,0.02909090909090909,0.025454545454545455,0.04,0.04,0.025454545454545455,0.02181818181818182,0.04363636363636364,0.04363636363636364,0.05090909090909091,0.05090909090909091,0.03636363636363636,0.03272727272727273,0.04,0.03272727272727273,0.03636363636363636,0.025454545454545455,0.01090909090909091,0.06181818181818182,0.04,0.01818181818181818,0.05090909090909091,0.07272727272727272,0.09090909090909091,0.06545454545454546,1.0,0.04727272727272727,0.04727272727272727,0.04,0.04363636363636364,0.05818181818181818,0.04727272727272727,0.014545454545454545,0.03636363636363636,0.04363636363636364,0.007272727272727273
HEB Q6,0.014925373134328358,0.022388059701492536,0.018656716417910446,0.018656716417910446,0.018656716417910446,0.018656716417910446,0.007462686567164179,0.018656716417910446,0.018656716417910446,0.026119402985074626,0.03731343283582089,0.026119402985074626,0.03731343283582089,0.029850746268656716,0.029850746268656716,0.033582089552238806,0.029850746268656716,0.03731343283582089,0.048507462686567165,0.03731343283582089,0.014925373134328358,0.0037313432835820895,0.04477611940298507,0.022388059701492536,0.011194029850746268,0.022388059701492536,0.041044776119402986,0.048507462686567165,0.04477611940298507,0.048507462686567165,1.0,0.055970149253731345,0.048507462686567165,0.048507462686567165,0.029850746268656716,0.026119402985074626,0.0037313432835820895,0.048507462686567165,0.055970149253731345,0.014925373134328358
AREB6 02,0.03474903474903475,0.03474903474903475,0.03474903474903475,0.03474903474903475,0.03474903474903475,0.03474903474903475,0.019305019305019305,0.03861003861003861,0.03861003861003861,0.04247104247104247,0.04633204633204633,0.03861003861003861,0.03474903474903475,0.04633204633204633,0.04633204633204633,0.04247104247104247,0.03474903474903475,0.03474903474903475,0.04247104247104247,0.04633204633204633,0.02702702702702703,0.007722007722007722,0.04247104247104247,0.05405405405405406,0.011583011583011582,0.0694980694980695,0.0694980694980695,0.05405405405405406,0.04633204633204633,0.05019305019305019,0.05791505791505792,1.0,0.0888030888030888,0.03861003861003861,0.03088803088803089,0.04633204633204633,0.003861003861003861,0.03088803088803089,0.019305019305019305,0.011583011583011582
MYOD Q6,0.020080321285140562,0.024096385542168676,0.020080321285140562,0.020080321285140562,0.020080321285140562,0.020080321285140562,0.012048192771084338,0.020080321285140562,0.020080321285140562,0.0321285140562249,0.028112449799196786,0.024096385542168676,0.03614457831325301,0.0321285140562249,0.0321285140562249,0.03614457831325301,0.028112449799196786,0.024096385542168676,0.03614457831325301,0.04819277108433735,0.028112449799196786,0.008032128514056224,0.040160642570281124,0.024096385542168676,0.008032128514056224,0.0321285140562249,0.04819277108433735,0.060240963855421686,0.020080321285140562,0.04417670682730924,0.05220883534136546,0.09236947791164658,1.0,0.05220883534136546,0.05220883534136546,0.024096385542168676,0.028112449799196786,0.03614457831325301,0.024096385542168676,0.012048192771084338
OLF1 01,0.025454545454545455,0.02909090909090909,0.03272727272727273,0.03272727272727273,0.03272727272727273,0.03272727272727273,0.02181818181818182,0.04,0.03636363636363636,0.03636363636363636,0.02909090909090909,0.05818181818181818,0.02909090909090909,0.03272727272727273,0.03272727272727273,0.02909090909090909,0.02909090909090909,0.025454545454545455,0.04,0.025454545454545455,0.04,0.0036363636363636364,0.04727272727272727,0.025454545454545455,0.007272727272727273,0.03636363636363636,0.05454545454545454,0.02909090909090909,0.02181818181818182,0.04363636363636364,0.04727272727272727,0.03636363636363636,0.04727272727272727,1.0,0.03636363636363636,0.02181818181818182,0.01818181818181818,0.01818181818181818,0.025454545454545455,0.02181818181818182
S8 01,0.024291497975708502,0.02834008097165992,0.024291497975708502,0.024291497975708502,0.024291497975708502,0.024291497975708502,0.016194331983805668,0.024291497975708502,0.024291497975708502,0.024291497975708502,0.024291497975708502,0.016194331983805668,0.020242914979757085,0.032388663967611336,0.032388663967611336,0.024291497975708502,0.016194331983805668,0.012145748987854251,0.02834008097165992,0.02834008097165992,0.008097165991902834,0.012145748987854251,0.08906882591093117,0.10931174089068826,0.020242914979757085,0.11740890688259109,0.05263157894736842,0.1214574898785425,0.05263157894736842,0.06477732793522267,0.032388663967611336,0.032388663967611336,0.05263157894736842,0.04048582995951417,1.0,0.3117408906882591,0.02834008097165992,0.02834008097165992,0.020242914979757085,0.004048582995951417
YTAATTAA LHX3 01,0.036458333333333336,0.036458333333333336,0.03125,0.03125,0.03125,0.03125,0.026041666666666668,0.03125,0.03125,0.036458333333333336,0.036458333333333336,0.010416666666666666,0.015625,0.03125,0.03125,0.026041666666666668,0.015625,0.036458333333333336,0.015625,0.010416666666666666,0.015625,0.020833333333333332,0.078125,0.08333333333333333,0.010416666666666666,0.11979166666666667,0.046875,0.13541666666666666,0.0625,0.06770833333333333,0.036458333333333336,0.0625,0.03125,0.03125,0.4010416666666667,1.0,0.036458333333333336,0.020833333333333332,0.020833333333333332,0.005208333333333333
TGTYNNNNNRGCARM UNKNOWN,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.03409090909090909,0.011363636363636364,0.0,0.0,0.0,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.045454545454545456,0.0,0.011363636363636364,0.03409090909090909,0.022727272727272728,0.011363636363636364,0.03409090909090909,0.022727272727272728,0.045454545454545456,0.06818181818181818,0.045454545454545456,0.011363636363636364,0.011363636363636364,0.07954545454545454,0.056818181818181816,0.07954545454545454,0.07954545454545454,1.0,0.022727272727272728,0.045454545454545456,0.011363636363636364
