Pathway,AREB6 03,LMO2COM 01,LFA1 Q6,VDR Q3,DR3 Q4,CP2 02,RNCTGNYNRNCTGNY UNKNOWN,SMAD3 Q6,SP1 Q6 01,SP1 Q6,AP2ALPHA 01,AP2GAMMA 01,SP3 Q3,CREL 01,NFKAPPAB65 01,NFKAPPAB 01,AP4 Q6 01,HEB Q6,AP4 Q5,AP4 Q6,RP58 01,AP4 01,HEN1 02,HEN1 01,MYOGENIN Q6,RFX1 02,BACH2 01,BACH1 01,AP1 01,AP1 C,TTCYRGAA UNKNOWN,LMO2COM 02,IPF1 Q4,GCGSCMNTTT UNKNOWN,YY1 01,MAZ Q6,MAZR 01,E2F4DP1 01,E2F 02,E2F1 Q6 01
AP2ALPHA 01,0.024691358024691357,0.037037037037037035,0.05761316872427984,0.09876543209876543,0.037037037037037035,0.05761316872427984,0.024691358024691357,0.05761316872427984,0.0823045267489712,0.102880658436214,1.0,0.7901234567901234,0.09053497942386832,0.06995884773662552,0.04938271604938271,0.07818930041152264,0.06995884773662552,0.10699588477366255,0.0411522633744856,0.04526748971193416,0.04526748971193416,0.053497942386831275,0.04938271604938271,0.06995884773662552,0.06584362139917696,0.037037037037037035,0.0205761316872428,0.012345679012345678,0.02880658436213992,0.01646090534979424,0.05761316872427984,0.04938271604938271,0.01646090534979424,0.00823045267489712,0.04526748971193416,0.06172839506172839,0.08641975308641975,0.04938271604938271,0.05761316872427984,0.06172839506172839
AP2GAMMA 01,0.031746031746031744,0.03571428571428571,0.06746031746031746,0.0992063492063492,0.03571428571428571,0.06349206349206349,0.015873015873015872,0.05952380952380952,0.1111111111111111,0.11507936507936507,0.7619047619047619,1.0,0.09523809523809523,0.07142857142857142,0.047619047619047616,0.05952380952380952,0.06349206349206349,0.09126984126984126,0.051587301587301584,0.051587301587301584,0.051587301587301584,0.047619047619047616,0.047619047619047616,0.06746031746031746,0.07539682539682539,0.03571428571428571,0.015873015873015872,0.003968253968253968,0.011904761904761904,0.015873015873015872,0.04365079365079365,0.047619047619047616,0.023809523809523808,0.015873015873015872,0.03968253968253968,0.06746031746031746,0.07539682539682539,0.03968253968253968,0.051587301587301584,0.04365079365079365
SP3 Q3,0.060240963855421686,0.04819277108433735,0.05220883534136546,0.08433734939759036,0.040160642570281124,0.07228915662650602,0.008032128514056224,0.07228915662650602,0.08032128514056225,0.07228915662650602,0.08835341365461848,0.0963855421686747,1.0,0.060240963855421686,0.0642570281124498,0.05622489959839357,0.04819277108433735,0.05220883534136546,0.040160642570281124,0.04417670682730924,0.03614457831325301,0.0642570281124498,0.06827309236947791,0.05220883534136546,0.040160642570281124,0.04417670682730924,0.0642570281124498,0.05622489959839357,0.05220883534136546,0.04417670682730924,0.060240963855421686,0.03614457831325301,0.05220883534136546,0.020080321285140562,0.05220883534136546,0.04417670682730924,0.09236947791164658,0.05622489959839357,0.05622489959839357,0.05622489959839357
CREL 01,0.038910505836575876,0.027237354085603113,0.054474708171206226,0.07392996108949416,0.023346303501945526,0.05058365758754864,0.011673151750972763,0.038910505836575876,0.027237354085603113,0.04669260700389105,0.06614785992217899,0.07003891050583658,0.058365758754863814,1.0,0.8093385214007782,0.5330739299610895,0.054474708171206226,0.038910505836575876,0.07782101167315175,0.042801556420233464,0.05058365758754864,0.04669260700389105,0.054474708171206226,0.058365758754863814,0.0311284046692607,0.027237354085603113,0.06614785992217899,0.0622568093385214,0.03501945525291829,0.04669260700389105,0.04669260700389105,0.0311284046692607,0.027237354085603113,0.011673151750972763,0.042801556420233464,0.038910505836575876,0.07782101167315175,0.027237354085603113,0.0311284046692607,0.054474708171206226
NFKAPPAB65 01,0.03319502074688797,0.029045643153526972,0.03734439834024896,0.07468879668049792,0.029045643153526972,0.058091286307053944,0.008298755186721992,0.03319502074688797,0.029045643153526972,0.04564315352697095,0.04979253112033195,0.04979253112033195,0.06639004149377593,0.8630705394190872,1.0,0.5933609958506224,0.058091286307053944,0.03734439834024896,0.07053941908713693,0.04564315352697095,0.03319502074688797,0.05394190871369295,0.058091286307053944,0.06639004149377593,0.03319502074688797,0.02074688796680498,0.06639004149377593,0.06224066390041494,0.04149377593360996,0.04979253112033195,0.03734439834024896,0.016597510373443983,0.024896265560165973,0.008298755186721992,0.04979253112033195,0.04149377593360996,0.07053941908713693,0.024896265560165973,0.029045643153526972,0.058091286307053944
NFKAPPAB 01,0.027450980392156862,0.03529411764705882,0.043137254901960784,0.07058823529411765,0.03529411764705882,0.058823529411764705,0.01568627450980392,0.027450980392156862,0.027450980392156862,0.03529411764705882,0.07450980392156863,0.058823529411764705,0.054901960784313725,0.5372549019607843,0.5607843137254902,1.0,0.050980392156862744,0.0392156862745098,0.06666666666666667,0.011764705882352941,0.047058823529411764,0.06666666666666667,0.06274509803921569,0.07058823529411765,0.050980392156862744,0.0196078431372549,0.03529411764705882,0.03529411764705882,0.023529411764705882,0.03529411764705882,0.043137254901960784,0.027450980392156862,0.023529411764705882,0.011764705882352941,0.054901960784313725,0.027450980392156862,0.07058823529411765,0.0392156862745098,0.03529411764705882,0.047058823529411764
AP4 Q6 01,0.0311284046692607,0.08560311284046693,0.06614785992217899,0.038910505836575876,0.054474708171206226,0.05058365758754864,0.019455252918287938,0.054474708171206226,0.03501945525291829,0.054474708171206226,0.06614785992217899,0.0622568093385214,0.04669260700389105,0.054474708171206226,0.054474708171206226,0.05058365758754864,1.0,0.47470817120622566,0.28793774319066145,0.22957198443579765,0.09727626459143969,0.13229571984435798,0.08560311284046693,0.10116731517509728,0.10894941634241245,0.07392996108949416,0.038910505836575876,0.03501945525291829,0.07392996108949416,0.058365758754863814,0.058365758754863814,0.0311284046692607,0.01556420233463035,0.011673151750972763,0.054474708171206226,0.054474708171206226,0.0622568093385214,0.019455252918287938,0.01556420233463035,0.0311284046692607
HEB Q6,0.022388059701492536,0.06716417910447761,0.04477611940298507,0.04477611940298507,0.048507462686567165,0.05970149253731343,0.018656716417910446,0.05970149253731343,0.03731343283582089,0.03731343283582089,0.09701492537313433,0.08582089552238806,0.048507462686567165,0.03731343283582089,0.033582089552238806,0.03731343283582089,0.4552238805970149,1.0,0.21641791044776118,0.26492537313432835,0.09328358208955224,0.13059701492537312,0.06716417910447761,0.08208955223880597,0.08582089552238806,0.05223880597014925,0.033582089552238806,0.029850746268656716,0.055970149253731345,0.05223880597014925,0.07462686567164178,0.05223880597014925,0.022388059701492536,0.014925373134328358,0.06343283582089553,0.05970149253731343,0.07462686567164178,0.022388059701492536,0.018656716417910446,0.026119402985074626
AP4 Q5,0.0364963503649635,0.09124087591240876,0.05474452554744526,0.04744525547445255,0.04744525547445255,0.06569343065693431,0.010948905109489052,0.051094890510948905,0.04744525547445255,0.051094890510948905,0.0364963503649635,0.04744525547445255,0.0364963503649635,0.072992700729927,0.06204379562043796,0.06204379562043796,0.27007299270072993,0.2116788321167883,1.0,0.45255474452554745,0.10948905109489052,0.15328467153284672,0.14963503649635038,0.17518248175182483,0.0948905109489051,0.06569343065693431,0.04744525547445255,0.04744525547445255,0.07664233576642336,0.04744525547445255,0.0364963503649635,0.040145985401459854,0.032846715328467155,0.010948905109489052,0.032846715328467155,0.032846715328467155,0.06934306569343066,0.014598540145985401,0.014598540145985401,0.021897810218978103
AP4 Q6,0.05333333333333334,0.06666666666666667,0.07555555555555556,0.04888888888888889,0.022222222222222223,0.06666666666666667,0.013333333333333334,0.06666666666666667,0.06222222222222222,0.06666666666666667,0.04888888888888889,0.057777777777777775,0.04888888888888889,0.04888888888888889,0.04888888888888889,0.013333333333333334,0.26222222222222225,0.31555555555555553,0.5511111111111111,1.0,0.14222222222222222,0.1288888888888889,0.12444444444444444,0.1511111111111111,0.09777777777777778,0.04,0.03111111111111111,0.04888888888888889,0.05333333333333334,0.05333333333333334,0.03111111111111111,0.035555555555555556,0.02666666666666667,0.008888888888888889,0.057777777777777775,0.07111111111111111,0.035555555555555556,0.008888888888888889,0.008888888888888889,0.013333333333333334
RP58 01,0.04245283018867924,0.06132075471698113,0.02358490566037736,0.05660377358490566,0.05188679245283019,0.05188679245283019,0.02830188679245283,0.09905660377358491,0.05660377358490566,0.06132075471698113,0.05188679245283019,0.06132075471698113,0.04245283018867924,0.06132075471698113,0.03773584905660377,0.05660377358490566,0.1179245283018868,0.1179245283018868,0.14150943396226415,0.1509433962264151,1.0,0.10849056603773585,0.08018867924528301,0.08490566037735849,0.05188679245283019,0.0660377358490566,0.04716981132075472,0.06132075471698113,0.05188679245283019,0.04716981132075472,0.04716981132075472,0.05660377358490566,0.05660377358490566,0.009433962264150943,0.05660377358490566,0.02358490566037736,0.0330188679245283,0.03773584905660377,0.03773584905660377,0.0330188679245283
AP4 01,0.07116104868913857,0.07865168539325842,0.08239700374531835,0.06367041198501873,0.056179775280898875,0.06367041198501873,0.033707865168539325,0.06741573033707865,0.026217228464419477,0.026217228464419477,0.04868913857677903,0.0449438202247191,0.0599250936329588,0.0449438202247191,0.04868913857677903,0.06367041198501873,0.12734082397003746,0.13108614232209737,0.15730337078651685,0.10861423220973783,0.08614232209737828,1.0,0.10861423220973783,0.13108614232209737,0.0449438202247191,0.03745318352059925,0.08239700374531835,0.0599250936329588,0.07116104868913857,0.06741573033707865,0.026217228464419477,0.052434456928838954,0.0449438202247191,0.018726591760299626,0.04119850187265917,0.052434456928838954,0.08614232209737828,0.033707865168539325,0.03745318352059925,0.04119850187265917
HEN1 02,0.1,0.095,0.035,0.06,0.025,0.08,0.025,0.085,0.05,0.055,0.06,0.06,0.085,0.07,0.07,0.08,0.11,0.09,0.205,0.14,0.085,0.145,1.0,0.55,0.105,0.04,0.04,0.025,0.025,0.035,0.065,0.005,0.055,0.005,0.055,0.04,0.07,0.02,0.02,0.025
HEN1 01,0.1,0.075,0.06,0.06,0.04,0.1,0.03,0.09,0.025,0.05,0.085,0.085,0.065,0.075,0.08,0.09,0.13,0.11,0.24,0.17,0.09,0.175,0.55,1.0,0.09,0.015,0.03,0.035,0.03,0.03,0.04,0.03,0.05,0.005,0.055,0.03,0.07,0.005,0.005,0.02
MYOGENIN Q6,0.05019305019305019,0.09266409266409266,0.05405405405405406,0.04247104247104247,0.023166023166023165,0.05791505791505792,0.02702702702702703,0.05019305019305019,0.05405405405405406,0.03861003861003861,0.06177606177606178,0.07335907335907337,0.03861003861003861,0.03088803088803089,0.03088803088803089,0.05019305019305019,0.10810810810810811,0.0888030888030888,0.10038610038610038,0.08494208494208494,0.04247104247104247,0.04633204633204633,0.08108108108108109,0.0694980694980695,1.0,0.07335907335907337,0.03474903474903475,0.03088803088803089,0.03861003861003861,0.03861003861003861,0.03861003861003861,0.023166023166023165,0.02702702702702703,0.0,0.02702702702702703,0.0694980694980695,0.05019305019305019,0.02702702702702703,0.015444015444015444,0.023166023166023165
RFX1 02,0.03496503496503497,0.038461538461538464,0.02097902097902098,0.02097902097902098,0.027972027972027972,0.038461538461538464,0.024475524475524476,0.03146853146853147,0.02097902097902098,0.027972027972027972,0.03146853146853147,0.03146853146853147,0.038461538461538464,0.024475524475524476,0.017482517482517484,0.017482517482517484,0.06643356643356643,0.04895104895104895,0.06293706293706294,0.03146853146853147,0.04895104895104895,0.03496503496503497,0.027972027972027972,0.01048951048951049,0.06643356643356643,1.0,0.024475524475524476,0.024475524475524476,0.038461538461538464,0.03496503496503497,0.038461538461538464,0.02097902097902098,0.03146853146853147,0.013986013986013986,0.024475524475524476,0.02097902097902098,0.03146853146853147,0.02097902097902098,0.02097902097902098,0.02097902097902098
BACH2 01,0.054945054945054944,0.040293040293040296,0.047619047619047616,0.014652014652014652,0.018315018315018316,0.05860805860805861,0.003663003663003663,0.04395604395604396,0.047619047619047616,0.02564102564102564,0.018315018315018316,0.014652014652014652,0.05860805860805861,0.06227106227106227,0.05860805860805861,0.03296703296703297,0.03663003663003663,0.03296703296703297,0.047619047619047616,0.02564102564102564,0.03663003663003663,0.08058608058608059,0.029304029304029304,0.02197802197802198,0.03296703296703297,0.02564102564102564,1.0,0.5714285714285714,0.3992673992673993,0.32967032967032966,0.018315018315018316,0.047619047619047616,0.040293040293040296,0.007326007326007326,0.01098901098901099,0.029304029304029304,0.04395604395604396,0.02564102564102564,0.02564102564102564,0.02197802197802198
BACH1 01,0.045454545454545456,0.045454545454545456,0.04924242424242424,0.026515151515151516,0.026515151515151516,0.06060606060606061,0.011363636363636364,0.03409090909090909,0.041666666666666664,0.03409090909090909,0.011363636363636364,0.003787878787878788,0.05303030303030303,0.06060606060606061,0.056818181818181816,0.03409090909090909,0.03409090909090909,0.030303030303030304,0.04924242424242424,0.041666666666666664,0.04924242424242424,0.06060606060606061,0.01893939393939394,0.026515151515151516,0.030303030303030304,0.026515151515151516,0.5909090909090909,1.0,0.42045454545454547,0.32575757575757575,0.01893939393939394,0.03787878787878788,0.045454545454545456,0.011363636363636364,0.030303030303030304,0.022727272727272728,0.03787878787878788,0.022727272727272728,0.01893939393939394,0.01893939393939394
AP1 01,0.04797047970479705,0.05166051660516605,0.04797047970479705,0.033210332103321034,0.02952029520295203,0.05904059040590406,0.0036900369003690036,0.04059040590405904,0.03690036900369004,0.025830258302583026,0.025830258302583026,0.01107011070110701,0.04797047970479705,0.033210332103321034,0.03690036900369004,0.02214022140221402,0.07011070110701106,0.055350553505535055,0.07749077490774908,0.04428044280442804,0.04059040590405904,0.07011070110701106,0.01845018450184502,0.02214022140221402,0.03690036900369004,0.04059040590405904,0.4022140221402214,0.4095940959409594,1.0,0.4944649446494465,0.02952029520295203,0.02952029520295203,0.033210332103321034,0.0036900369003690036,0.025830258302583026,0.01845018450184502,0.04059040590405904,0.02214022140221402,0.01845018450184502,0.01107011070110701
AP1 C,0.039711191335740074,0.05054151624548736,0.04332129963898917,0.02888086642599278,0.021660649819494584,0.04332129963898917,0.0,0.039711191335740074,0.04693140794223827,0.021660649819494584,0.01444043321299639,0.01444043321299639,0.039711191335740074,0.04332129963898917,0.04332129963898917,0.032490974729241874,0.05415162454873646,0.05054151624548736,0.04693140794223827,0.04332129963898917,0.036101083032490974,0.06498194945848375,0.02527075812274368,0.021660649819494584,0.036101083032490974,0.036101083032490974,0.3249097472924188,0.3104693140794224,0.48375451263537905,1.0,0.018050541516245487,0.02888086642599278,0.039711191335740074,0.0036101083032490976,0.018050541516245487,0.02527075812274368,0.04693140794223827,0.007220216606498195,0.0036101083032490976,0.01444043321299639
TTCYRGAA UNKNOWN,0.01764705882352941,0.03235294117647059,0.020588235294117647,0.029411764705882353,0.020588235294117647,0.041176470588235294,0.0,0.041176470588235294,0.03823529411764706,0.03529411764705882,0.041176470588235294,0.03235294117647059,0.04411764705882353,0.03529411764705882,0.026470588235294117,0.03235294117647059,0.04411764705882353,0.058823529411764705,0.029411764705882353,0.020588235294117647,0.029411764705882353,0.020588235294117647,0.03823529411764706,0.023529411764705882,0.029411764705882353,0.03235294117647059,0.014705882352941176,0.014705882352941176,0.023529411764705882,0.014705882352941176,1.0,0.041176470588235294,0.029411764705882353,0.0029411764705882353,0.029411764705882353,0.0058823529411764705,0.020588235294117647,0.03823529411764706,0.03529411764705882,0.01764705882352941
LMO2COM 02,0.02459016393442623,0.040983606557377046,0.0778688524590164,0.040983606557377046,0.020491803278688523,0.04918032786885246,0.01639344262295082,0.036885245901639344,0.02459016393442623,0.01639344262295082,0.04918032786885246,0.04918032786885246,0.036885245901639344,0.03278688524590164,0.01639344262295082,0.028688524590163935,0.03278688524590164,0.05737704918032787,0.045081967213114756,0.03278688524590164,0.04918032786885246,0.05737704918032787,0.004098360655737705,0.02459016393442623,0.02459016393442623,0.02459016393442623,0.05327868852459016,0.040983606557377046,0.03278688524590164,0.03278688524590164,0.05737704918032787,1.0,0.05327868852459016,0.004098360655737705,0.0778688524590164,0.020491803278688523,0.028688524590163935,0.020491803278688523,0.020491803278688523,0.020491803278688523
IPF1 Q4,0.03875968992248062,0.027131782945736434,0.04263565891472868,0.01937984496124031,0.031007751937984496,0.046511627906976744,0.015503875968992248,0.03875968992248062,0.04263565891472868,0.023255813953488372,0.015503875968992248,0.023255813953488372,0.050387596899224806,0.027131782945736434,0.023255813953488372,0.023255813953488372,0.015503875968992248,0.023255813953488372,0.03488372093023256,0.023255813953488372,0.046511627906976744,0.046511627906976744,0.04263565891472868,0.03875968992248062,0.027131782945736434,0.03488372093023256,0.04263565891472868,0.046511627906976744,0.03488372093023256,0.04263565891472868,0.03875968992248062,0.050387596899224806,1.0,0.007751937984496124,0.06976744186046512,0.01937984496124031,0.023255813953488372,0.015503875968992248,0.015503875968992248,0.023255813953488372
GCGSCMNTTT UNKNOWN,0.0,0.014084507042253521,0.056338028169014086,0.07042253521126761,0.04225352112676056,0.028169014084507043,0.0,0.07042253521126761,0.056338028169014086,0.0,0.028169014084507043,0.056338028169014086,0.07042253521126761,0.04225352112676056,0.028169014084507043,0.04225352112676056,0.04225352112676056,0.056338028169014086,0.04225352112676056,0.028169014084507043,0.028169014084507043,0.07042253521126761,0.014084507042253521,0.014084507042253521,0.0,0.056338028169014086,0.028169014084507043,0.04225352112676056,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.028169014084507043,1.0,0.2112676056338028,0.07042253521126761,0.07042253521126761,0.11267605633802817,0.1267605633802817,0.18309859154929578
YY1 01,0.023809523809523808,0.047619047619047616,0.03571428571428571,0.04365079365079365,0.027777777777777776,0.047619047619047616,0.027777777777777776,0.04365079365079365,0.027777777777777776,0.03571428571428571,0.04365079365079365,0.03968253968253968,0.051587301587301584,0.04365079365079365,0.047619047619047616,0.05555555555555555,0.05555555555555555,0.06746031746031746,0.03571428571428571,0.051587301587301584,0.047619047619047616,0.04365079365079365,0.04365079365079365,0.04365079365079365,0.027777777777777776,0.027777777777777776,0.011904761904761904,0.031746031746031744,0.027777777777777776,0.01984126984126984,0.03968253968253968,0.07539682539682539,0.07142857142857142,0.05952380952380952,1.0,0.051587301587301584,0.051587301587301584,0.03968253968253968,0.047619047619047616,0.047619047619047616
MAZ Q6,0.06217616580310881,0.046632124352331605,0.06735751295336788,0.10880829015544041,0.05181347150259067,0.05699481865284974,0.0051813471502590676,0.05699481865284974,0.07772020725388601,0.05699481865284974,0.07772020725388601,0.08808290155440414,0.05699481865284974,0.05181347150259067,0.05181347150259067,0.03626943005181347,0.07253886010362694,0.08290155440414508,0.046632124352331605,0.08290155440414508,0.025906735751295335,0.07253886010362694,0.04145077720207254,0.031088082901554404,0.09326424870466321,0.031088082901554404,0.04145077720207254,0.031088082901554404,0.025906735751295335,0.03626943005181347,0.010362694300518135,0.025906735751295335,0.025906735751295335,0.025906735751295335,0.06735751295336788,1.0,0.16062176165803108,0.04145077720207254,0.04145077720207254,0.06735751295336788
MAZR 01,0.06696428571428571,0.022321428571428572,0.10714285714285714,0.12946428571428573,0.08035714285714286,0.06696428571428571,0.017857142857142856,0.06696428571428571,0.05357142857142857,0.06696428571428571,0.09375,0.08482142857142858,0.10267857142857142,0.08928571428571429,0.07589285714285714,0.08035714285714286,0.07142857142857142,0.08928571428571429,0.08482142857142858,0.03571428571428571,0.03125,0.10267857142857142,0.0625,0.0625,0.05803571428571429,0.04017857142857143,0.05357142857142857,0.044642857142857144,0.049107142857142856,0.05803571428571429,0.03125,0.03125,0.026785714285714284,0.022321428571428572,0.05803571428571429,0.13839285714285715,1.0,0.05803571428571429,0.05803571428571429,0.0625
