Pathway,CORDENONSI YAP CONSERVED SIGNATURE,ESC V6.5 UP EARLY.V1 DN,P53 DN.V1 UP,BMI1 DN.V1 UP,BMI1 DN MEL18 DN.V1 UP,MEL18 DN.V1 UP,IL2 UP.V1 UP,IL15 UP.V1 UP,LEF1 UP.V1 UP,CSR EARLY UP.V1 UP,TGFB UP.V1 UP,CSR LATE UP.V1 UP,RB P130 DN.V1 UP,EIF4E UP,MYC UP.V1 UP,BCAT BILD ET AL UP,E2F3 UP.V1 DN,MTOR UP.N4.V1 DN,CSR LATE UP.V1 DN,CSR EARLY UP.V1 DN,TBK1.DF DN,PGF UP.V1 UP,ESC J1 UP EARLY.V1 DN,ESC V6.5 UP LATE.V1 DN,ESC J1 UP LATE.V1 DN,CAHOY ASTROGLIAL,RPS14 DN.V1 UP,PTEN DN.V2 UP,KRAS.600.LUNG.BREAST UP.V1 UP,KRAS.LUNG.BREAST UP.V1 UP,KRAS.BREAST UP.V1 UP,BMI1 DN.V1 DN,CRX DN.V1 DN,ESC V6.5 UP LATE.V1 UP,EGFR UP.V1 UP,MEK UP.V1 UP,RAF UP.V1 UP,LTE2 UP.V1 UP,RB DN.V1 DN,KRAS.AMP.LUNG UP.V1 UP
TGFB UP.V1 UP,0.031746031746031744,0.0582010582010582,0.026455026455026454,0.05291005291005291,0.07407407407407407,0.042328042328042326,0.0582010582010582,0.047619047619047616,0.06349206349206349,0.0582010582010582,1.0,0.010582010582010581,0.0,0.010582010582010581,0.005291005291005291,0.010582010582010581,0.010582010582010581,0.015873015873015872,0.005291005291005291,0.0,0.06349206349206349,0.005291005291005291,0.042328042328042326,0.021164021164021163,0.037037037037037035,0.015873015873015872,0.010582010582010581,0.015873015873015872,0.047619047619047616,0.021164021164021163,0.026455026455026454,0.021164021164021163,0.026455026455026454,0.005291005291005291,0.08994708994708994,0.06878306878306878,0.05291005291005291,0.026455026455026454,0.031746031746031744,0.005291005291005291
CSR LATE UP.V1 UP,0.012048192771084338,0.030120481927710843,0.018072289156626505,0.04216867469879518,0.030120481927710843,0.030120481927710843,0.006024096385542169,0.006024096385542169,0.006024096385542169,0.05421686746987952,0.012048192771084338,1.0,0.04819277108433735,0.012048192771084338,0.04216867469879518,0.006024096385542169,0.006024096385542169,0.012048192771084338,0.0,0.0,0.012048192771084338,0.0,0.018072289156626505,0.024096385542168676,0.03614457831325301,0.018072289156626505,0.0,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.0,0.012048192771084338,0.006024096385542169,0.006024096385542169,0.006024096385542169,0.012048192771084338,0.012048192771084338,0.018072289156626505,0.006024096385542169
RB P130 DN.V1 UP,0.015151515151515152,0.015151515151515152,0.007575757575757576,0.007575757575757576,0.007575757575757576,0.015151515151515152,0.007575757575757576,0.007575757575757576,0.015151515151515152,0.007575757575757576,0.0,0.06060606060606061,1.0,0.007575757575757576,0.022727272727272728,0.0,0.0,0.007575757575757576,0.007575757575757576,0.0,0.007575757575757576,0.007575757575757576,0.007575757575757576,0.015151515151515152,0.007575757575757576,0.0,0.0,0.0,0.015151515151515152,0.007575757575757576,0.007575757575757576,0.007575757575757576,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.007575757575757576,0.007575757575757576,0.0,0.015151515151515152
EIF4E UP,0.01,0.01,0.01,0.0,0.0,0.0,0.02,0.03,0.0,0.04,0.02,0.02,0.01,1.0,0.06,0.0,0.01,0.0,0.01,0.02,0.02,0.0,0.02,0.0,0.02,0.0,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.03,0.03,0.0
MYC UP.V1 UP,0.0,0.011049723756906077,0.0055248618784530384,0.0055248618784530384,0.011049723756906077,0.016574585635359115,0.06077348066298342,0.06629834254143646,0.016574585635359115,0.011049723756906077,0.0055248618784530384,0.03867403314917127,0.016574585635359115,0.03314917127071823,1.0,0.022099447513812154,0.022099447513812154,0.011049723756906077,0.0,0.0,0.016574585635359115,0.0055248618784530384,0.016574585635359115,0.049723756906077346,0.04419889502762431,0.0,0.0,0.011049723756906077,0.011049723756906077,0.0,0.0055248618784530384,0.011049723756906077,0.0055248618784530384,0.0055248618784530384,0.0,0.011049723756906077,0.011049723756906077,0.0055248618784530384,0.0,0.011049723756906077
BCAT BILD ET AL UP,0.0,0.044444444444444446,0.022222222222222223,0.06666666666666667,0.022222222222222223,0.0,0.0,0.0,0.022222222222222223,0.0,0.044444444444444446,0.022222222222222223,0.0,0.0,0.08888888888888889,1.0,0.022222222222222223,0.022222222222222223,0.0,0.0,0.0,0.0,0.06666666666666667,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.022222222222222223,0.044444444444444446,0.0,0.0,0.022222222222222223,0.0
E2F3 UP.V1 DN,0.006134969325153374,0.012269938650306749,0.03067484662576687,0.04294478527607362,0.024539877300613498,0.03680981595092025,0.024539877300613498,0.018404907975460124,0.024539877300613498,0.0,0.012269938650306749,0.006134969325153374,0.0,0.006134969325153374,0.024539877300613498,0.006134969325153374,1.0,0.006134969325153374,0.006134969325153374,0.012269938650306749,0.04294478527607362,0.018404907975460124,0.012269938650306749,0.012269938650306749,0.0,0.006134969325153374,0.018404907975460124,0.018404907975460124,0.04294478527607362,0.03067484662576687,0.024539877300613498,0.0,0.012269938650306749,0.0,0.024539877300613498,0.018404907975460124,0.018404907975460124,0.0,0.0,0.012269938650306749
MTOR UP.N4.V1 DN,0.0,0.010869565217391304,0.0,0.0,0.0,0.0,0.005434782608695652,0.005434782608695652,0.0,0.0,0.016304347826086956,0.010869565217391304,0.005434782608695652,0.0,0.010869565217391304,0.005434782608695652,0.005434782608695652,1.0,0.021739130434782608,0.021739130434782608,0.05434782608695652,0.016304347826086956,0.016304347826086956,0.02717391304347826,0.005434782608695652,0.005434782608695652,0.016304347826086956,0.0,0.02717391304347826,0.005434782608695652,0.016304347826086956,0.005434782608695652,0.0,0.021739130434782608,0.010869565217391304,0.010869565217391304,0.03260869565217391,0.010869565217391304,0.0,0.010869565217391304
CSR LATE UP.V1 DN,0.013605442176870748,0.02040816326530612,0.034013605442176874,0.02040816326530612,0.013605442176870748,0.02040816326530612,0.0,0.006802721088435374,0.027210884353741496,0.0,0.006802721088435374,0.0,0.006802721088435374,0.006802721088435374,0.0,0.0,0.006802721088435374,0.027210884353741496,1.0,0.06802721088435375,0.034013605442176874,0.013605442176870748,0.0,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.034013605442176874,0.027210884353741496,0.02040816326530612,0.006802721088435374,0.013605442176870748,0.027210884353741496,0.0,0.027210884353741496,0.02040816326530612,0.027210884353741496,0.013605442176870748,0.034013605442176874,0.006802721088435374,0.013605442176870748
CSR EARLY UP.V1 DN,0.007936507936507936,0.015873015873015872,0.023809523809523808,0.023809523809523808,0.031746031746031744,0.023809523809523808,0.023809523809523808,0.007936507936507936,0.015873015873015872,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.015873015873015872,0.031746031746031744,0.07936507936507936,1.0,0.031746031746031744,0.007936507936507936,0.007936507936507936,0.0,0.007936507936507936,0.0,0.007936507936507936,0.007936507936507936,0.0,0.0,0.0,0.015873015873015872,0.007936507936507936,0.015873015873015872,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.015873015873015872,0.007936507936507936,0.0
TBK1.DF DN,0.006993006993006993,0.01048951048951049,0.03146853146853147,0.013986013986013986,0.013986013986013986,0.006993006993006993,0.01048951048951049,0.01048951048951049,0.024475524475524476,0.02097902097902098,0.04195804195804196,0.006993006993006993,0.0034965034965034965,0.006993006993006993,0.01048951048951049,0.0,0.024475524475524476,0.03496503496503497,0.017482517482517484,0.013986013986013986,1.0,0.055944055944055944,0.017482517482517484,0.01048951048951049,0.013986013986013986,0.0,0.006993006993006993,0.006993006993006993,0.013986013986013986,0.013986013986013986,0.006993006993006993,0.01048951048951049,0.0034965034965034965,0.024475524475524476,0.045454545454545456,0.03146853146853147,0.03146853146853147,0.03146853146853147,0.0034965034965034965,0.0
PGF UP.V1 UP,0.0,0.0,0.042105263157894736,0.0,0.005263157894736842,0.005263157894736842,0.005263157894736842,0.010526315789473684,0.0,0.021052631578947368,0.005263157894736842,0.0,0.005263157894736842,0.0,0.005263157894736842,0.0,0.015789473684210527,0.015789473684210527,0.010526315789473684,0.005263157894736842,0.08421052631578947,1.0,0.005263157894736842,0.005263157894736842,0.010526315789473684,0.010526315789473684,0.015789473684210527,0.005263157894736842,0.031578947368421054,0.021052631578947368,0.015789473684210527,0.005263157894736842,0.005263157894736842,0.010526315789473684,0.03684210526315789,0.0,0.02631578947368421,0.010526315789473684,0.0,0.0
ESC J1 UP EARLY.V1 DN,0.01744186046511628,0.1744186046511628,0.046511627906976744,0.023255813953488372,0.023255813953488372,0.005813953488372093,0.040697674418604654,0.05232558139534884,0.01744186046511628,0.040697674418604654,0.046511627906976744,0.01744186046511628,0.005813953488372093,0.011627906976744186,0.01744186046511628,0.01744186046511628,0.011627906976744186,0.01744186046511628,0.0,0.005813953488372093,0.029069767441860465,0.005813953488372093,1.0,0.23255813953488372,0.29069767441860467,0.040697674418604654,0.011627906976744186,0.01744186046511628,0.023255813953488372,0.011627906976744186,0.005813953488372093,0.011627906976744186,0.05232558139534884,0.011627906976744186,0.06976744186046512,0.023255813953488372,0.011627906976744186,0.023255813953488372,0.023255813953488372,0.0
ESC V6.5 UP LATE.V1 DN,0.0111731843575419,0.2346368715083799,0.0223463687150838,0.0111731843575419,0.01675977653631285,0.0111731843575419,0.03910614525139665,0.03910614525139665,0.0335195530726257,0.01675977653631285,0.0223463687150838,0.0223463687150838,0.0111731843575419,0.0,0.05027932960893855,0.00558659217877095,0.0111731843575419,0.027932960893854747,0.00558659217877095,0.0,0.01675977653631285,0.00558659217877095,0.22346368715083798,1.0,0.3743016759776536,0.027932960893854747,0.01675977653631285,0.0223463687150838,0.0223463687150838,0.0111731843575419,0.0,0.027932960893854747,0.0446927374301676,0.0,0.027932960893854747,0.027932960893854747,0.0223463687150838,0.0,0.0111731843575419,0.0111731843575419
ESC J1 UP LATE.V1 DN,0.005952380952380952,0.10714285714285714,0.0,0.023809523809523808,0.017857142857142856,0.023809523809523808,0.03571428571428571,0.041666666666666664,0.017857142857142856,0.017857142857142856,0.041666666666666664,0.03571428571428571,0.005952380952380952,0.011904761904761904,0.047619047619047616,0.005952380952380952,0.0,0.005952380952380952,0.005952380952380952,0.005952380952380952,0.023809523809523808,0.011904761904761904,0.2976190476190476,0.39880952380952384,1.0,0.0,0.005952380952380952,0.011904761904761904,0.023809523809523808,0.005952380952380952,0.0,0.02976190476190476,0.02976190476190476,0.0,0.041666666666666664,0.03571428571428571,0.023809523809523808,0.005952380952380952,0.011904761904761904,0.005952380952380952
CAHOY ASTROGLIAL,0.01,0.08,0.02,0.03,0.02,0.01,0.01,0.02,0.04,0.02,0.03,0.03,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.02,0.07,0.05,0.0,1.0,0.03,0.05,0.03,0.03,0.02,0.03,0.04,0.01,0.01,0.01,0.02,0.01,0.02,0.0
RPS14 DN.V1 UP,0.02617801047120419,0.031413612565445025,0.04712041884816754,0.05759162303664921,0.05235602094240838,0.04712041884816754,0.03664921465968586,0.041884816753926704,0.03664921465968586,0.0,0.010471204188481676,0.0,0.0,0.005235602094240838,0.0,0.005235602094240838,0.015706806282722512,0.015706806282722512,0.02617801047120419,0.005235602094240838,0.010471204188481676,0.015706806282722512,0.010471204188481676,0.015706806282722512,0.005235602094240838,0.015706806282722512,1.0,0.06282722513089005,0.06806282722513089,0.041884816753926704,0.03664921465968586,0.010471204188481676,0.005235602094240838,0.015706806282722512,0.031413612565445025,0.05759162303664921,0.05235602094240838,0.05235602094240838,0.010471204188481676,0.031413612565445025
PTEN DN.V2 UP,0.0,0.02857142857142857,0.05,0.03571428571428571,0.06428571428571428,0.03571428571428571,0.0,0.02142857142857143,0.02857142857142857,0.014285714285714285,0.02142857142857143,0.014285714285714285,0.0,0.007142857142857143,0.014285714285714285,0.007142857142857143,0.02142857142857143,0.0,0.02857142857142857,0.007142857142857143,0.014285714285714285,0.007142857142857143,0.02142857142857143,0.02857142857142857,0.014285714285714285,0.03571428571428571,0.08571428571428572,1.0,0.07142857142857142,0.05,0.03571428571428571,0.007142857142857143,0.007142857142857143,0.014285714285714285,0.05,0.08571428571428572,0.014285714285714285,0.014285714285714285,0.007142857142857143,0.007142857142857143
KRAS.600.LUNG.BREAST UP.V1 UP,0.007142857142857143,0.02142857142857143,0.03571428571428571,0.039285714285714285,0.05714285714285714,0.05357142857142857,0.039285714285714285,0.04285714285714286,0.04642857142857143,0.025,0.03214285714285714,0.007142857142857143,0.007142857142857143,0.010714285714285714,0.007142857142857143,0.0,0.025,0.017857142857142856,0.010714285714285714,0.0,0.014285714285714285,0.02142857142857143,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.010714285714285714,0.04642857142857143,0.03571428571428571,1.0,0.5,0.3,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.05,0.0035714285714285713,0.014285714285714285,0.007142857142857143,0.014285714285714285,0.10357142857142858
KRAS.LUNG.BREAST UP.V1 UP,0.0,0.03571428571428571,0.04285714285714286,0.06428571428571428,0.1,0.07142857142857142,0.03571428571428571,0.02857142857142857,0.03571428571428571,0.04285714285714286,0.02857142857142857,0.014285714285714285,0.007142857142857143,0.007142857142857143,0.0,0.0,0.03571428571428571,0.007142857142857143,0.007142857142857143,0.0,0.02857142857142857,0.02857142857142857,0.014285714285714285,0.014285714285714285,0.007142857142857143,0.02142857142857143,0.05714285714285714,0.05,1.0,1.0,0.44285714285714284,0.007142857142857143,0.02142857142857143,0.014285714285714285,0.07857142857142857,0.007142857142857143,0.02142857142857143,0.007142857142857143,0.02142857142857143,0.10714285714285714
KRAS.BREAST UP.V1 UP,0.0,0.02142857142857143,0.014285714285714285,0.02857142857142857,0.05,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.014285714285714285,0.03571428571428571,0.014285714285714285,0.007142857142857143,0.007142857142857143,0.007142857142857143,0.0,0.02857142857142857,0.02142857142857143,0.014285714285714285,0.0,0.014285714285714285,0.02142857142857143,0.007142857142857143,0.0,0.0,0.014285714285714285,0.05,0.03571428571428571,0.6,0.44285714285714284,1.0,0.02857142857142857,0.02142857142857143,0.007142857142857143,0.05714285714285714,0.007142857142857143,0.014285714285714285,0.014285714285714285,0.02142857142857143,0.03571428571428571
BMI1 DN.V1 DN,0.0,0.007142857142857143,0.04285714285714286,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.03571428571428571,0.007142857142857143,0.02857142857142857,0.0,0.007142857142857143,0.007142857142857143,0.014285714285714285,0.0,0.0,0.007142857142857143,0.02857142857142857,0.014285714285714285,0.02142857142857143,0.007142857142857143,0.014285714285714285,0.03571428571428571,0.03571428571428571,0.02142857142857143,0.014285714285714285,0.007142857142857143,0.03571428571428571,0.007142857142857143,0.02857142857142857,1.0,0.02857142857142857,0.04285714285714286,0.03571428571428571,0.007142857142857143,0.02142857142857143,0.02857142857142857,0.014285714285714285,0.007142857142857143
CRX DN.V1 DN,0.007575757575757576,0.10606060606060606,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.05303030303030303,0.045454545454545456,0.03787878787878788,0.030303030303030304,0.03787878787878788,0.015151515151515152,0.015151515151515152,0.007575757575757576,0.007575757575757576,0.0,0.015151515151515152,0.0,0.0,0.007575757575757576,0.007575757575757576,0.007575757575757576,0.06818181818181818,0.06060606060606061,0.03787878787878788,0.030303030303030304,0.007575757575757576,0.007575757575757576,0.03787878787878788,0.022727272727272728,0.022727272727272728,0.030303030303030304,1.0,0.06060606060606061,0.045454545454545456,0.030303030303030304,0.030303030303030304,0.0,0.045454545454545456,0.015151515151515152
ESC V6.5 UP LATE.V1 UP,0.016304347826086956,0.021739130434782608,0.010869565217391304,0.016304347826086956,0.010869565217391304,0.005434782608695652,0.016304347826086956,0.010869565217391304,0.02717391304347826,0.010869565217391304,0.005434782608695652,0.005434782608695652,0.010869565217391304,0.005434782608695652,0.005434782608695652,0.005434782608695652,0.0,0.021739130434782608,0.021739130434782608,0.010869565217391304,0.03804347826086957,0.010869565217391304,0.010869565217391304,0.0,0.0,0.005434782608695652,0.016304347826086956,0.010869565217391304,0.02717391304347826,0.010869565217391304,0.005434782608695652,0.03260869565217391,0.043478260869565216,1.0,0.043478260869565216,0.043478260869565216,0.03260869565217391,0.03260869565217391,0.016304347826086956,0.010869565217391304
EGFR UP.V1 UP,0.020833333333333332,0.052083333333333336,0.0625,0.08333333333333333,0.09375,0.08854166666666667,0.057291666666666664,0.052083333333333336,0.03125,0.026041666666666668,0.08854166666666667,0.005208333333333333,0.010416666666666666,0.0,0.0,0.005208333333333333,0.020833333333333332,0.010416666666666666,0.015625,0.005208333333333333,0.06770833333333333,0.036458333333333336,0.0625,0.026041666666666668,0.036458333333333336,0.005208333333333333,0.03125,0.036458333333333336,0.07291666666666667,0.057291666666666664,0.041666666666666664,0.026041666666666668,0.03125,0.041666666666666664,1.0,0.3333333333333333,0.234375,0.20833333333333334,0.03125,0.0
MEK UP.V1 UP,0.010256410256410256,0.05641025641025641,0.06666666666666667,0.035897435897435895,0.046153846153846156,0.05641025641025641,0.035897435897435895,0.03076923076923077,0.05641025641025641,0.005128205128205128,0.06666666666666667,0.005128205128205128,0.010256410256410256,0.005128205128205128,0.010256410256410256,0.010256410256410256,0.015384615384615385,0.010256410256410256,0.020512820512820513,0.005128205128205128,0.046153846153846156,0.0,0.020512820512820513,0.02564102564102564,0.03076923076923077,0.005128205128205128,0.05641025641025641,0.06153846153846154,0.005128205128205128,0.005128205128205128,0.005128205128205128,0.005128205128205128,0.020512820512820513,0.041025641025641026,0.3282051282051282,1.0,0.24615384615384617,0.2358974358974359,0.020512820512820513,0.005128205128205128
RAF UP.V1 UP,0.010362694300518135,0.031088082901554404,0.07772020725388601,0.046632124352331605,0.04145077720207254,0.025906735751295335,0.046632124352331605,0.046632124352331605,0.025906735751295335,0.015544041450777202,0.05181347150259067,0.010362694300518135,0.0051813471502590676,0.0051813471502590676,0.010362694300518135,0.0,0.015544041450777202,0.031088082901554404,0.010362694300518135,0.010362694300518135,0.046632124352331605,0.025906735751295335,0.010362694300518135,0.02072538860103627,0.02072538860103627,0.010362694300518135,0.05181347150259067,0.010362694300518135,0.02072538860103627,0.015544041450777202,0.010362694300518135,0.015544041450777202,0.02072538860103627,0.031088082901554404,0.23316062176165803,0.24870466321243523,1.0,0.16580310880829016,0.025906735751295335,0.0051813471502590676
LTE2 UP.V1 UP,0.02127659574468085,0.010638297872340425,0.03723404255319149,0.015957446808510637,0.015957446808510637,0.015957446808510637,0.026595744680851064,0.02127659574468085,0.047872340425531915,0.0,0.026595744680851064,0.010638297872340425,0.005319148936170213,0.015957446808510637,0.005319148936170213,0.0,0.0,0.010638297872340425,0.026595744680851064,0.010638297872340425,0.047872340425531915,0.010638297872340425,0.02127659574468085,0.0,0.005319148936170213,0.005319148936170213,0.05319148936170213,0.010638297872340425,0.010638297872340425,0.005319148936170213,0.010638297872340425,0.02127659574468085,0.0,0.031914893617021274,0.2127659574468085,0.24468085106382978,0.1702127659574468,1.0,0.026595744680851064,0.005319148936170213
