"TF","DLD1","HCT15","SW48"
"POU4F2","2.11363369623667596","-1.175228890099023982","2.36735918086734420"
"POU5F1","1.67367422142558042","0.297488937428712297","3.28913711719731250"
"PPARA","0.61954818216016594","0.198848480659667731","1.69469683970643215"
"PPARG","0.87590100838198359","2.044516784350655314","1.85146327130247457"
"PRDM1","-0.57012617429132251","0.687957794115304555","1.48891725736675862"
"PRDM14","6.59533593893632908","-2.452860756288309130","2.87613659478843564"
"PROX1","1.43863768634755118","-0.880054161675270175","1.83665561002664446"
"RARA","1.44079140861055777","1.669207590923007745","1.64386380756381945"
"RBPJ","1.85308949943551493","1.051098242985723852","2.44133046972743495"
"REL","1.83386415372079448","2.899556700774973628","0.56295529057123139"
"RELA","1.24731340464919405","3.791390201820281192","1.24215167503629620"
"RELB","2.19578300471818455","2.661002567306789413","2.34461248050548665"
"REST","-1.27962184538582724",NA,"-2.56905917892570113"
"RFX1","2.74327659955428604","-1.323205417879383949","-2.27128286064096585"
"RFX2","1.61016798693557317","-0.385291964978239532","1.09128470219678420"
"RFX5",NA,"0.126807723801912464",NA
"RUNX1","2.06868419844515916","0.956716698151980793","0.84978101049041888"
"RUNX2","3.32246361203085439","0.932581430608569129","3.11762369738285061"
"RUNX3","-0.43618895292463361","-1.409810308265597723","0.33773998734111965"
"RXRA","0.35360257646939963","-0.146239117252670719","-0.96559047297524903"
"SIX2","1.93772387189006556","0.160147544778334205","2.60336238595173741"
"SIX5","1.43320376453322318","-3.247139464344354742","-3.81286835661762336"
"SMAD1","1.11468080185513818","-0.219046999952715704","1.45798146593711109"
"SMAD3","2.59509321030769513","0.563848615881690662","4.33576805832317813"
"SMAD4","3.03854905165048983","0.328810589916454898","3.32752663671971360"
"SMAD5","-3.07797157809046595","-0.928134597573253339","-2.70520902023349885"
"SNAI2","-2.12228734914256956","1.238176812228198420","-0.60603137201062252"
"SNAPC4","-1.46799961831939840","-3.821282092932501762","-3.79094361276770053"
"SOX10","0.26717187987777063",NA,NA
"SOX11","1.76018632349766402","0.345617053851314748","2.10306017430349623"
"SOX13","1.51994065588935090","-2.283642870746453557","1.57390861779776814"
"SOX2","-0.04593870519226069",NA,NA
"SOX6","-0.27347685544921252","-1.194512957851995072","0.71003428734802421"
"SOX9","1.38638461051669282","1.112664387834191082","0.65860548036886069"
"SP1","1.17097799248005119","1.094979434698938769","1.65696872351311186"
"SP2","0.50216230632331904","1.169791013391143997","-0.77856669988392113"
"SP3","3.01007029414686311","1.291031234815536166","3.80243111494020081"
"SP4","0.54966360155397098","0.405292485352114928","-1.54658654395496797"
"SPI1","1.02996091240749754","0.718622150802322279","0.76323835357550518"
"SPIB","1.01806631665323910","-0.407282523346214842","-0.16184449687211352"
"SREBF1","-3.60328539555450922","-2.814611831911720596","-2.32444091606549597"
"SREBF2","-4.16008661505515587","-2.310940737892296593","-3.93399242794193027"
"SRF","-1.00575228108274928","-0.601530815516757911","-0.17279798356142687"
"STAT1","2.41905636774554011","4.013151183780375497","4.12115216518486704"
"STAT2","1.02229155388027459","0.507009553200761021","1.02969271074227309"
"STAT3","1.14211210120723816","3.409344999119916064","2.00079010378817657"
"STAT4","0.84197178131749806","0.708748330492865564","0.18390931015896589"
"STAT5A","1.71532910585733145","2.651798466570373325","1.49520546759862705"
"STAT5B","1.52738396603196058","2.901933350067649187","1.89836769259084459"
"STAT6","1.19646215234514131","0.342154961857002948","0.03443878225556950"
"TAL1","0.49307891001795068","0.069313955255942597","0.86759321161554293"
"TBP","0.99320973965599146","1.530459339817537456","2.37563775246726339"
"TBX21","1.69100680335116960","-1.021067249342959560","2.06962844212228303"
"TCF12","2.07046754012205358","0.894592927196102727","3.86622611022227192"
"TCF3","-0.07427857045371701","-1.984284676212544118","-2.30229988131082530"
"TCF4","1.39809474929839772","-0.888080488354376363","4.38475953458455425"
"TCF7","0.70101006692453494","0.004428625020809625","1.56713302559994805"
"TCF7L2","-0.58562822066832476","-0.093002006757292754","3.13749967712309719"
"TEAD1","3.61061148602807158","1.760668164825927917","7.04686333628331685"
"TEAD2","2.94946103515499303","-0.048852388651734614","-0.18173531424278355"
"TEAD4","2.20149859645432988","-1.097525106719225096","2.30735102764684008"
"TFAP2A","1.17062482409219060","-0.115476530708056524","2.28137385688535321"
"TFAP2C","-0.33677022592438410","-0.302582684625767595","1.21581980058846861"
"TFAP4","4.54345748374447833","0.012697120319263884","2.07440808578843061"
"TFDP1","-5.14447575612769015","1.121279616607426588","-2.04235160361186141"
"TGIF2","0.01763725988541431","-0.875736200982731861","0.86092533541271798"
"THAP1","1.33699347056790652","-4.517099659721740323","-0.79593834519460782"
"THAP11","2.45985357764042645","-0.241796199484710927","1.14295449347719646"
"TP53","3.31793345486618074","2.496009697668360339","6.16575423048296312"
"TP63","0.69853687947660470","0.535215488027225295","2.79227990980644858"
"TP73","1.20815198911219679","0.112590794510205428","0.61637231543585091"
"TWIST1","0.57665510741023707","1.058318459747541684","0.13401059690275180"
"USF1","-0.13632184138053319","0.081126906945887506","-0.13431540574164788"
"USF2","1.64896257556984849","0.535699349096738997","1.78797707677570994"
"VDR","0.67483102793208460","1.152093783513178815","-0.12045637459509641"
"WT1","1.62032597465482664","3.354981633814162922","1.67846979386176209"
"XBP1","0.24574068920237449","0.442617580154684664","-0.21751183074971212"
"YY1","-1.63740273868134634","-1.441192818591340963","-2.58881197812689789"
"ZBED1","-0.32208270019844082","-0.309036375838263988","-1.67775799463606412"
"ZBTB11","-1.42812112276862502","2.920160247699098210","1.97453449871527398"
"ZBTB33","-2.06727205670471603","1.720191614524736456","2.39290256201450946"
"ZBTB7A","-6.50033551971387791","3.868359879082198471","0.76780534829366354"
"ZEB1","0.23645861809213065","0.678843626603087502","-0.06224498304553845"
"ZEB2","-1.04902057069564414","0.164141055187611073","-1.93560412553135053"
"ZFX","-0.99395034451443287","1.946297719829846118","-1.96413377862391902"
"ZKSCAN1","2.95868563170928800","0.054561735244660521","0.35068271584085797"
"ZNF143","1.82014491726359640","-0.868310471496203551","1.39546088782149225"
"ZNF217","0.58444752659962174","0.068516249350408176","4.32295592136333795"
"ZNF24","-0.22684996589893563","-2.226291450973972186","-2.00621378277099449"
"ZNF263","-6.97409623199855044","6.612336967331806648","1.08991149248338037"
"ZNF274","0.29975174013634198","-2.195794741647391746","-1.36992413695814941"
"ZNF384","2.00822612897194697","1.762768437160170620","2.07329764662953853"
"ZNF592","1.25097587943701738","1.729571665177144224","0.57699926929491441"
"ZNF639","1.65399355647199653","-2.493063568742319269","-1.49647476197369889"
"ZNF740","1.74655984821928123","-0.379058158136071077","0.18402261747914353"
