"TF","RKO","SW948"
"SOX13","3.76623187912492741","0.69547004885223485"
"SOX6","3.44678376724246682","0.91990459345339726"
"SOX9",NA,"0.88037150699294653"
"SP1","-0.34945157119374276","2.61983094494230073"
"SP2","0.10982270683428445","1.27505757595135139"
"SP3","2.47889688660023566","2.25023569172096760"
"SP4","-0.37254778408757322","0.56189530452196224"
"SPI1","3.25192837727715123","0.81013159180467076"
"SPIB","2.04698710679092732","0.28658098073881605"
"SREBF1","-3.34380084027821356","0.16898965494718271"
"SREBF2","-7.02344137780292055","-0.94442162532854179"
"SRF","-2.31710465847851133","0.92476383291935005"
"STAT1","5.20369491683402430","4.23787650195043319"
"STAT2","2.28654066246918086","1.62621802179128361"
"STAT3","1.19986643888486721","2.77682677399152444"
"STAT4","0.57034252368033411","0.37246530414605783"
"STAT5A","0.88685878715934341","2.56707912086989554"
"STAT5B","1.99924554626922846","2.65637326890099512"
"STAT6","0.91810033627639720","1.00709356466002831"
"TAL1","3.71684242090585570","0.54754101997177484"
"TBP","0.57729537531693853","1.69647051031963203"
"TBX21","3.38163927981033208","-0.35417982036219348"
"TCF12","4.94376558836613356","2.66541450160200677"
"TCF3","-1.35855257848127597","-1.15663609929061728"
"TCF4","4.06504208897999320","1.79461636803302915"
"TCF7","1.19284932042247682","1.76864345550516888"
"TCF7L2","0.35926622652596624","-0.39352061085350404"
"TEAD1","4.88667082632229999","5.45038854449199128"
"TEAD2","1.52946192006481230","0.48013491494640004"
"TEAD4","3.99237775559047048","1.49531027628640611"
"TFAP2A","2.00276651354713220","2.21070011249212728"
"TFAP2C","0.87688515018523183","0.86712766777854799"
"TFAP4","2.76725086361043315","-1.36079424650234349"
"TFDP1","-3.54299345479076422","0.54359200769800742"
"TGIF2","0.31544854803745259","1.24736743092339375"
"THAP1","0.18679082366553409","-5.57644329729014387"
"THAP11","3.12694101585984408","-0.73153811345751363"
"TP53","6.16470370666977185","1.80511975477812037"
"TP63","1.59063150199389280","-0.68922139977793251"
"TP73","3.01376587020489684","0.11154867627206899"
"TWIST1","2.64413584035401694","-0.31236844875450576"
"USF1","-1.82692903765175174","-0.72418059077616359"
"USF2","0.41612604284426569","1.40632489604741506"
"VDR","0.93739211130171296","0.83270968901080200"
"WT1","0.50513673678405602","2.53248405139069721"
"XBP1","1.92827023396126762","-0.05020303282113692"
"YY1","-0.80867204808852677","-1.92411497464490266"
"ZBED1","-0.99665396125124961","0.26515018382625294"
"ZBTB11","-0.19290984229912883","5.54335813493120444"
"ZBTB33","-1.15839036893880287","2.29063444051055587"
"ZBTB7A","-1.79379379875600464","4.80619611190260354"
"ZEB1","0.36936821709688844","2.12808260573024555"
"ZEB2","-3.75156920263839222","-2.13207046547201395"
"ZFX","-1.14212773979732884","1.11319504365719957"
"ZKSCAN1","0.50285381484160918","-1.49125621037591993"
"ZNF143","1.63479739689411296","0.28958491233818368"
"ZNF217","2.80621601782414842","2.47688497252913953"
"ZNF24","-0.90078477999541973","0.30993472207443334"
"ZNF263","-5.74830045247221744","6.27985664048405301"
"ZNF274","-3.55491884514819656","-2.40587406934976977"
"ZNF384","3.10398010311963768","1.71668053834953471"
"ZNF592","1.13959843040602360","0.06914481471011086"
"ZNF639","1.02264637702598393","-3.74430785576590175"
"ZNF740","0.19145882541352335","-1.78830105564255981"
