"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SGCD",0.0536883567013341,1.4515525032517,0.725312092092645,0.468619966896262,0.743101715453471,-6.11157014346536
"FAM236A",-0.00094473616331761,0.00226857045800947,-0.725065829520274,0.468770882015695,0.743258139211319,-6.11174374100016
"C11orf45",0.0371593271518616,1.10697880024494,0.725027184499654,0.468794566983012,0.743258139211319,-6.11177097764204
"RHOXF2B",-0.00801681640300459,0.0207861519963885,-0.724791896060453,0.468938786156587,0.743381123613208,-6.11193677543498
"PTPRZ1",0.0177291369662255,0.143778388139222,0.724776694983678,0.468948104446817,0.743381123613208,-6.11194748514316
"FAM120AOS",0.0240999571890299,4.14531207398236,0.724545467911179,0.469089859771324,0.74354560991209,-6.11211036534534
"FLYWCH2",-0.0461434592352329,5.18873800446075,-0.724312889600574,0.469232467465089,0.743646361832286,-6.11227414507322
"SCAMP5",-0.0648038073716511,2.93466573399068,-0.724294949801233,0.469243468429792,0.743646361832286,-6.11228677595258
"VHLL",-0.0108589414827034,0.0543348202512861,-0.724178648350625,0.469314789763432,0.743646361832286,-6.11236865277547
"MOCS2",0.0314660389110362,3.95118811150991,0.72414882831801,0.469333077730877,0.743646361832286,-6.11238964411971
"TMIE",-0.0212071816592754,0.387663490204668,-0.724131982302577,0.46934340919485,0.743646361832286,-6.11240150222682
"OR2T29",0.00104598773593849,0.00260755199370667,0.723859073097923,0.469510798789763,0.743851359436125,-6.11259356785906
"EFCAB5",-0.0175345982262665,0.377208676568527,-0.72370370823376,0.469606107034877,0.743885552789157,-6.11270287690611
"DSG3",0.114010531551526,1.7338353096827,0.723699969924982,0.46960840042461,0.743885552789157,-6.11270550675527
"CTBP2",-0.0249172965087929,4.88048952080419,-0.723625633262072,0.469654006010108,0.743897584301055,-6.11275779876807
"TMUB1",-0.0562236300149434,6.54234641016587,-0.723539099570573,0.469707097572872,0.743921470146369,-6.11281866401157
"TMEFF1",-0.00413955185540156,0.0208946537999097,-0.723231099895298,0.469896093558955,0.744133605464618,-6.1130352429625
"KMT2A",-0.0380717970885516,2.69949575155658,-0.723163669247583,0.469937476245271,0.744133605464618,-6.11308264651216
"TSPAN16",0.0103302295947102,0.0990926075743422,0.723030617617272,0.470019136938311,0.744133605464618,-6.11317616848688
"PHKA1",-0.0555957411438442,3.24882243696615,-0.723020101160174,0.470025591769371,0.744133605464618,-6.11318355977111
"BEST3",-0.0361192486980943,0.256133961176244,-0.72298902299191,0.470044667332881,0.744133605464618,-6.11320540182131
"CABP1",-0.0378472437990618,0.715424777297533,-0.722931903594402,0.470079727940703,0.744133605464618,-6.11324554346706
"S1PR2",0.0384101883985069,2.76162223046632,0.722887158244477,0.47010719421412,0.744133605464618,-6.11327698682633
"TJP3",-0.0569779023426056,6.10039943413683,-0.722566778785096,0.470303880400959,0.744384734599852,-6.11350206648767
"FCGR3A",0.102720179963317,4.64609981271985,0.722324549031599,0.470452619467314,0.744467947401087,-6.1136721767007
"PFKP",0.0553139456640112,5.56747191915219,0.72225980818236,0.470492377433182,0.744467947401087,-6.1137176324924
"TESK1",-0.0402191644973909,5.20188875827452,-0.722213044993303,0.470521096306037,0.744467947401087,-6.11375046329557
"STX4",-0.034650155640517,5.28024310661559,-0.722185848569136,0.470537799006277,0.744467947401087,-6.11376955598052
"SETSIP",-0.0340101562090118,0.66530208421796,-0.722171435174473,0.470546651134405,0.744467947401087,-6.11377967431419
"TPTE",-0.000968537716971027,0.00296088124472018,-0.722034396535989,0.47063081936962,0.744540923602201,-6.11387586661541
"EFNA1",-0.0481500078092412,7.28039646179082,-0.721834185271973,0.470753802805622,0.744641745143657,-6.11401636928919
"CCDC181",-0.0204789132348718,0.295183614998503,-0.721806767613692,0.4707706459896,0.744641745143657,-6.11403560720959
"VASH1",-0.0414323860338412,2.38660162518046,-0.72169372290603,0.470840095007024,0.744691409356916,-6.11411491865005
"VTI1A",0.0295371964431589,3.24158338883203,0.721403500268494,0.471018419259579,0.744913251178118,-6.11431848023193
"RET",-0.0624769413826118,0.996383571195507,-0.721236341127654,0.471121145402874,0.745015508781484,-6.11443568824552
"CLTRN",-0.0337762647152786,0.715067492367999,-0.720967327528025,0.471286491316594,0.74509861689557,-6.11462425728238
"RAPGEF5",-0.0375253533851661,3.48449020913694,-0.720959601775188,0.471291240330207,0.74509861689557,-6.11462967172559
"CRY2",-0.0289550853732238,3.798759682473,-0.720923802196817,0.471313246645815,0.74509861689557,-6.11465476040627
"LY6D",0.0775398002920789,0.747594545186364,0.720889764906774,0.471334170194541,0.74509861689557,-6.11467861290606
"EFCAB2",0.0313895898054402,1.16454561098472,0.720828794033485,0.471371651755755,0.74509861689557,-6.11472133699259
"EBP",-0.0520474272670879,6.31876658814905,-0.720779218344951,0.471402129395582,0.74509861689557,-6.11475607347996
"TENM4",0.0345960356346326,0.825530507891244,0.720558099140039,0.471538080096153,0.745238542400976,-6.11491097733878
"CAMSAP3",-0.0525845917324249,5.36994129057923,-0.720511369574169,0.471566813606545,0.745238542400976,-6.11494370741279
"CCDC27",0.0029454884736963,0.0204526905318487,0.720448878578706,0.471605240164943,0.745239092068477,-6.11498747371362
"ARHGEF12",-0.0376698736717294,4.16347199066728,-0.720321956376046,0.471683291674833,0.745302252653653,-6.11507635350708
"UBQLN3",-0.00485865084739713,0.0118644431432671,-0.720174374997483,0.471774056641243,0.745385489830126,-6.11517968065303
"RPS6KA2",0.0461039692716569,3.35507276660603,0.720076422762682,0.471834304202902,0.745420501094204,-6.11524824894874
"GAD2",-0.00687647708430002,0.0147563793696839,-0.719940772067237,0.471917746012471,0.745492146840752,-6.11534319146622
"SMIM32",-0.101346461325206,2.39274725225608,-0.719798109882996,0.472005509548348,0.745570607535974,-6.11544302210096
"TEX33",-0.00461226664695078,0.0135484224217692,-0.719326599568638,0.472295639470942,0.745968683728981,-6.11577283016899
"PEAR1",0.0412930419208826,1.81707154637977,0.718951103201223,0.472526760523743,0.746188168344546,-6.11603532497342
"IFT57",-0.0359795175249799,5.12096670525502,-0.718921524427645,0.472544969152572,0.746188168344546,-6.11605599652518
"CNRIP1",0.0421634837016679,2.14353264440461,0.718915003259297,0.472548983621803,0.746188168344546,-6.11606055382344
"CNR1",0.0273744813809701,0.304849863003902,0.718647571576784,0.472713632351535,0.746387938584259,-6.11624741209392
"GRM5",0.0016489099040378,0.00832697146994802,0.718391554616387,0.472871283099001,0.74643924274238,-6.1164262297491
"RASL12",-0.0501286547890601,2.87878046654658,-0.718387381695921,0.472873852950565,0.74643924274238,-6.11642914384142
"GNLY",0.0876620408064214,2.45295250056988,0.718386015582286,0.472874694259735,0.74643924274238,-6.11643009784136
"HLA-DQB1",0.0999784724247605,4.95675864550416,0.718238290883376,0.47296567410419,0.74643924274238,-6.11653324794563
"THBS4",-0.0929050936058114,1.48250445851901,-0.718232071661362,0.472969504575136,0.74643924274238,-6.11653759010927
"FLG2",0.00988025118540949,0.0183391513840405,0.718223205298731,0.472974965471783,0.74643924274238,-6.11654378040019
"TLCD3B",-0.0175838128872585,0.196901385157937,-0.717934062729531,0.473153070845433,0.746660115264955,-6.11674561132074
"FOLR2",0.0858338266082386,3.24738938626642,0.717712718236366,0.473289439129632,0.746815094187376,-6.11690006218209
"AADAC",-0.0646376612328559,0.926485547246891,-0.71759459068439,0.473362225291926,0.746869728409245,-6.11698247036574
"NANOS2",-0.0140802821351024,0.02269200684757,-0.717455008899841,0.473448238780454,0.746945222182367,-6.11707982801406
"CSNK1A1L",-0.00891963648398785,0.0805893960997457,-0.717012334911837,0.473721081652467,0.747315435194296,-6.11738846607416
"CDIP1",-0.066698776406083,3.14334688395335,-0.716930469402347,0.473771549100384,0.747334809981753,-6.11744552294695
"ATP8B4",0.0300235987628589,0.717452118411113,0.716824595590327,0.473836821289992,0.747351165396777,-6.11751930297401
"PP2D1",-0.0320911138472433,0.470348077361451,-0.716789772860588,0.47385829091046,0.747351165396777,-6.11754356742931
"DPY19L4",0.0468045494763423,3.75367679201176,0.716596005511483,0.473977766110635,0.74741877114101,-6.11767856291133
"EMX1",-0.0495265757241614,0.508232839730209,-0.716489205973584,0.474043624842308,0.74741877114101,-6.11775295335292
"TTC7B",-0.0296360521360957,1.19025933160207,-0.716429821602187,0.474080246840377,0.74741877114101,-6.11779431231906
"ASB10",0.00520873844243666,0.0103917909613863,0.716345310377455,0.474132367112678,0.74741877114101,-6.11785316528973
"LAMTOR1",-0.0294821730449191,6.69832176427732,-0.716249153506798,0.474191673399526,0.74741877114101,-6.11792011977421
"ALDH1B1",-0.0528278388178693,7.26158908769091,-0.716235853361338,0.474199876798716,0.74741877114101,-6.11792938002251
"ADAMTS16",0.0455464769663674,0.737444184705603,0.716208441240049,0.474216784572865,0.74741877114101,-6.11794846521613
"TRAF4",0.0415242304193295,5.82889325925561,0.716180217315414,0.474234193413856,0.74741877114101,-6.11796811485153
"METTL2A",-0.0293686139799173,3.72209168234784,-0.71616291248328,0.474244867407341,0.74741877114101,-6.1179801621789
"VPREB1",-0.024713681699569,0.117883108582258,-0.715965488749168,0.474366651994881,0.74755050698058,-6.11811758463812
"SRSF10",-0.033115117964898,4.94414470184911,-0.715763710558286,0.474491140519323,0.747681933050836,-6.11825799907834
"PARD6A",-0.063202902754613,3.98478961153896,-0.715668933901711,0.47454961988072,0.747681933050836,-6.11832393911268
"PRMT6",-0.0435128407962613,3.95537965574423,-0.715550767515562,0.474622536801005,0.747681933050836,-6.1184061401449
"SLC24A2",0.0169758545902688,0.208429171005994,0.715529700362378,0.474635537355442,0.747681933050836,-6.11842079383535
"DIPK2A",0.0364508199627484,3.60576009368477,0.715472309365353,0.474670954373545,0.747681933050836,-6.11846071113666
"SFRP1",0.06969537004992,0.971158298655963,0.715458832701383,0.474679271276717,0.747681933050836,-6.1184700841307
"HERC1",-0.0399193435051531,3.06519568317026,-0.715284544353781,0.474786837717195,0.747731208529196,-6.11859128547326
"GLB1",-0.030977062112117,6.35173768264285,-0.715252192303357,0.474806806076684,0.747731208529196,-6.1186137800745
"C7orf31",-0.0443886309243826,2.17843592024279,-0.715171117993932,0.474856848861389,0.747731208529196,-6.11867014713503
"OR6Y1",-0.00126618546471183,0.00417426886992746,-0.715160538831111,0.474863379020458,0.747731208529196,-6.11867750184695
"KRT33B",0.0131780545509882,0.0306763092848938,0.71502130706642,0.474949326683907,0.747806377516552,-6.1187742866793
"TARBP2",-0.0453740853246901,4.67242773623446,-0.714880576581419,0.475036208210753,0.747809049364863,-6.11887209421695
"NUFIP1",-0.0430687419970397,3.74437261150768,-0.71486564329084,0.475045427956967,0.747809049364863,-6.1188824717107
"TRAM2",0.0382039051799382,4.48097600221697,0.714832883884198,0.475065653811933,0.747809049364863,-6.11890523623279
"IL17A",0.0446090184033494,0.575863075417134,0.714759479191488,0.47511097603278,0.747820243842492,-6.11895624139777
"ZNF266",0.0395415487909735,3.92322582231182,0.714433447985662,0.475312306073536,0.747968529551904,-6.11918272064377
"FAM243B",-0.000815120905648187,0.0022036258151603,-0.714354740706957,0.475360916246858,0.747968529551904,-6.11923737960877
"PRDM5",0.0412204055846127,1.41246183999392,0.714269728730495,0.475413423319743,0.747968529551904,-6.11929641017699
"DYRK1A",-0.0270147838080033,2.93493282051053,-0.714200110125763,0.475456425157725,0.747968529551904,-6.11934474668367
"SLC16A13",-0.0475012630483498,3.63784082528416,-0.714138067080574,0.475494749547575,0.747968529551904,-6.11938781948418
"PSENEN",0.0490484953868023,5.05260230010414,0.714118708682733,0.475506707702926,0.747968529551904,-6.11940125810553
"IL4R",0.0335703022198956,5.48283993134551,0.714101586927654,0.4755172843673,0.747968529551904,-6.11941314374409
"PWP2",0.0456398590088023,0.781336550022572,0.714090467964019,0.475524152981709,0.747968529551904,-6.11942086219209
"HSPE1",-0.0499807823120763,6.27710310241409,-0.714050003471327,0.475549149926643,0.747968529551904,-6.11944895040571
"ALPG",0.0950304945948407,1.15649312337694,0.713981264126215,0.475591615322184,0.74797520921492,-6.11949666181813
"MTERF2",-0.0363996735918684,2.78083914020981,-0.713837347653952,0.47568052996566,0.748054933865643,-6.11959653821208
"CEP97",0.0382576732785916,2.00742360176821,0.713710934360665,0.47575863831845,0.74811765310384,-6.119684251026
"MAGEA2B",0.0023235154995669,0.00814532313647315,0.713550223875287,0.475857948434738,0.748210360255765,-6.11979573882619
"SLC10A5",-0.044892357020961,1.16045745075516,-0.713455055147655,0.475916762775064,0.748210360255765,-6.11986174730153
"CRISP2",0.0118072061680455,0.0405101707869789,0.713429937311909,0.475932286281949,0.748210360255765,-6.1198791674209
"SYNE3",0.0281042515534191,0.990399568227633,0.713279867153458,0.476025039530781,0.748296068165214,-6.1199832337045
"NBPF20",0.0113646486166606,0.361332035632395,0.712948466819319,0.476229901987603,0.748557980226438,-6.1202129661761
"TTC3",-0.045537143864968,4.88426625515691,-0.712848521222271,0.476291695083725,0.748574402669311,-6.12028222929329
"ZNF235",-0.0308530155690411,1.31744876614118,-0.712776260335751,0.476336374373302,0.748574402669311,-6.12033230064453
"ZCWPW2",0.0131820916564496,0.32006659842935,0.712699074658045,0.476384101231954,0.748574402669311,-6.12038577891082
"FAM71C",0.00716940054360783,0.0139171721144778,0.712684123279004,0.476393346545719,0.748574402669311,-6.12039613733854
"SPANXC",0.0114263886803652,0.0367263072735318,0.712552843839651,0.476474528549977,0.748639052236775,-6.12048707941015
"ZNF44",0.032694659129275,2.70433477555436,0.712395530125921,0.476571819924524,0.748639052236775,-6.1205960343586
"CFAP45",0.032823127759032,0.919453200076878,0.712347245732336,0.476601683814468,0.748639052236775,-6.12062947115256
"PSMB4",0.0316344165045478,8.36220373755749,0.7123445620126,0.476603343724873,0.748639052236775,-6.12063132955389
"PAX6",-0.0171923860202338,0.173342347214711,-0.71230833325772,0.476625751922243,0.748639052236775,-6.12065641627588
"GALNT10",-0.0360577048103866,4.55728522006535,-0.7122055803481,0.476689309766744,0.74867879636024,-6.1207275609448
"HHLA2",0.0948003521793822,4.29999280379387,0.711941569585517,0.476852635057452,0.748875214308248,-6.12091031132194
"OR2AK2",0.00824612308603663,0.0162036213454671,0.711674039066443,0.477018169130181,0.749011511566173,-6.12109542913725
"HAAO",-0.0876990685533427,3.6037661635282,-0.711605993781283,0.477060277072974,0.749011511566173,-6.12114250201663
"ZNF98",0.00403298973428773,0.0291466461656736,0.711593011805281,0.477068310841635,0.749011511566173,-6.12115148227555
"NLRP5",0.00400518339318401,0.0147903490383455,0.711553909308275,0.477092509487707,0.749011511566173,-6.12117853037082
"TRIM72",-0.0827657084811079,0.783375869914047,-0.711179741094347,0.477324098195932,0.749314985625458,-6.12143727612426
"TMEM128",-0.0322467201565659,5.11874819536136,-0.711004727407306,0.477432442830685,0.749424954975885,-6.1215582554199
"SMARCAD1",0.0390677892393951,4.1609390602023,0.710894613333441,0.477500617383028,0.749450301294808,-6.12163435722901
"MARCHF4",0.0243861033157296,0.348587867464656,0.710854945789315,0.477525177923778,0.749450301294808,-6.12166176929781
"TLN2",0.0461948613152878,3.06984559444686,0.710632340042007,0.477663019270561,0.749606523145229,-6.12181557163215
"FBXO11",0.0278353331945359,3.35801630544096,0.710272220357256,0.4778860578584,0.749864971607523,-6.12206428305698
"PLEKHG7",-0.0211758214709222,0.52034441221299,-0.710242709870932,0.477904337584213,0.749864971607523,-6.12208465846884
"OTUB1",-0.0421159886990529,5.89241446124552,-0.710108332505712,0.477987580011134,0.749882182631523,-6.12217742816917
"NDUFS5",0.038793446746495,9.58384804830846,0.710052606840618,0.478022102588997,0.749882182631523,-6.12221589419241
"ANKRD20A4P",-0.00643671305643108,0.0570370626963871,-0.71003111207287,0.47803541916687,0.749882182631523,-6.12223073068424
"TBP",-0.0205231356136318,4.50716692963362,-0.709977602785274,0.478068570471285,0.749882182631523,-6.12226766284749
"SEC22A",-0.0271954515064276,2.93259622132133,-0.709761535608313,0.478202446201122,0.750032062397994,-6.12241676437788
"PRXL2B",-0.0406672571223982,6.09424513585633,-0.709582432226934,0.478313434656816,0.750109625658554,-6.12254032396698
"ENTPD1",0.0368258005530422,2.68498171895463,0.709558035902175,0.47832855389192,0.750109625658554,-6.12255715206143
"RNF215",-0.0292604329343436,1.75375460937116,-0.709382297782321,0.47843747254374,0.75017520047969,-6.12267835562647
"PCMT1",-0.0269135055871981,5.96321905072655,-0.709366875730344,0.478447031443845,0.75017520047969,-6.12268899052127
"PTPRQ",-0.00245597417522545,0.0124310885043959,-0.70911972296409,0.478600236014175,0.750329276420974,-6.12285939315455
