"Plot_Category","Analysis_Name","Display_Name","GeneSet_Name","GSEA_Terms","Terms_Plotted","Positive_NES","Negative_NES","PDF_Width","PDF_Height","CSV_File","PDF_File","PNG_File"
"ATF3_correlation","Primary_tumor","Primary_tumor","hallmark","12","10","12","0","9.880000000000001","5.650000000000000","results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/hallmark/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_correlation/Primary_tumor/hallmark/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_correlation/Primary_tumor/hallmark/png/dotplot.png"
"ATF3_correlation","Primary_tumor","Primary_tumor","HPO","1132","20","1052","57","15.170000000000000","10.390000000000001","results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/HPO/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_correlation/Primary_tumor/HPO/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_correlation/Primary_tumor/HPO/png/dotplot.png"
"ATF3_correlation","Primary_tumor","Primary_tumor","IMMUNESIGDB","2381","10","2378","0","12.070000000000000","7.290000000000000","results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_correlation/Primary_tumor/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_correlation/Primary_tumor/IMMUNESIGDB/png/dotplot.png"
"ATF3_correlation","Primary_tumor","Primary_tumor","TFT_GTRD","142","14","135","4","10.820000000000000","7.170000000000000","results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_correlation/Primary_tumor/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_correlation/Primary_tumor/TFT_GTRD/png/dotplot.png"
"ATF3_correlation","Primary_tumor","Primary_tumor","TFT_TFT_LEGACY","244","10","244","0","9.350000000000000","5.650000000000000","results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_correlation/Primary_tumor/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_correlation/Primary_tumor/TFT_TFT_LEGACY/png/dotplot.png"
"ATF3_high_low_DE","Liver_metastasis","Liver_metastasis","C6","75","20","58","17","13.840000000000000","10.050000000000001","results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/ATF3_high_low_DE/GSEA/C6/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/C6/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/C6/png/dotplot.png"
"ATF3_high_low_DE","Liver_metastasis","Liver_metastasis","CP_BIOCARTA","45","20","24","21","13.660000000000000","10.050000000000001","results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/ATF3_high_low_DE/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/CP_BIOCARTA/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/CP_BIOCARTA/png/dotplot.png"
"ATF3_high_low_DE","Liver_metastasis","Liver_metastasis","CP_KEGG_LEGACY","62","20","23","39","14.779999999999999","10.050000000000001","results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/ATF3_high_low_DE/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/CP_KEGG_LEGACY/png/dotplot.png"
"ATF3_high_low_DE","Liver_metastasis","Liver_metastasis","CP_KEGG_MEDICUS","103","20","60","43","20.600000000000001","15.830000000000000","results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/ATF3_high_low_DE/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/CP_KEGG_MEDICUS/png/dotplot.png"
"ATF3_high_low_DE","Liver_metastasis","Liver_metastasis","CP_REACTOME","349","20","180","167","15.510000000000000","10.730000000000000","results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/ATF3_high_low_DE/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/CP_REACTOME/png/dotplot.png"
"ATF3_high_low_DE","Liver_metastasis","Liver_metastasis","CP_WIKIPATHWAYS","198","20","114","84","15.850000000000000","11.070000000000000","results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/ATF3_high_low_DE/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/CP_WIKIPATHWAYS/png/dotplot.png"
"ATF3_high_low_DE","Liver_metastasis","Liver_metastasis","GO_BP","1088","20","667","411","15.510000000000000","10.730000000000000","results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/ATF3_high_low_DE/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/GO_BP/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/GO_BP/png/dotplot.png"
"ATF3_high_low_DE","Liver_metastasis","Liver_metastasis","GO_CC","150","20","78","68","14.060000000000000","10.050000000000001","results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/ATF3_high_low_DE/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/GO_CC/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/GO_CC/png/dotplot.png"
"ATF3_high_low_DE","Liver_metastasis","Liver_metastasis","GO_MF","233","20","70","157","16.180000000000000","11.410000000000000","results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/ATF3_high_low_DE/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/GO_MF/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/GO_MF/png/dotplot.png"
"ATF3_high_low_DE","Liver_metastasis","Liver_metastasis","hallmark","30","20","20","10","14.289999999999999","10.050000000000001","results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/ATF3_high_low_DE/GSEA/hallmark/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/hallmark/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/hallmark/png/dotplot.png"
"ATF3_high_low_DE","Liver_metastasis","Liver_metastasis","HPO","493","20","171","319","15.170000000000000","10.390000000000001","results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/ATF3_high_low_DE/GSEA/HPO/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/HPO/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/HPO/png/dotplot.png"
"ATF3_high_low_DE","Liver_metastasis","Liver_metastasis","IMMUNESIGDB","1451","20","954","497","19.250000000000000","14.470000000000001","results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/ATF3_high_low_DE/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/IMMUNESIGDB/png/dotplot.png"
"ATF3_high_low_DE","Liver_metastasis","Liver_metastasis","TFT_GTRD","42","20","20","19","13.750000000000000","10.050000000000001","results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/ATF3_high_low_DE/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/TFT_GTRD/png/dotplot.png"
"ATF3_high_low_DE","Liver_metastasis","Liver_metastasis","TFT_TFT_LEGACY","189","20","158","31","13.699999999999999","10.050000000000001","results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/ATF3_high_low_DE/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Liver_metastasis/TFT_TFT_LEGACY/png/dotplot.png"
"ATF3_high_low_DE","Normal_colon","Normal_colon","C6","74","20","43","31","13.840000000000000","10.050000000000001","results/ngs/GSE50760/tables/ATF3_function/Normal_colon/ATF3_high_low_DE/GSEA/C6/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/C6/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/C6/png/dotplot.png"
"ATF3_high_low_DE","Normal_colon","Normal_colon","CP_BIOCARTA","72","16","66","6","11.650000000000000","8.130000000000001","results/ngs/GSE50760/tables/ATF3_function/Normal_colon/ATF3_high_low_DE/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/CP_BIOCARTA/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/CP_BIOCARTA/png/dotplot.png"
