"TF","HT55","SW948"
"ELF5","-1.374355134984049931","-0.15318338145131424"
"ELK1","3.129942539719163364","1.95113886121785818"
"ELK4","-0.351044160868663635","1.79664653056934620"
"EOMES","0.170292589777811115","1.20529025896475472"
"EPAS1","2.168654220627697526","3.01519002167179240"
"ERG","0.467378808974610427","0.68583744400144131"
"ESR1","4.281358087999917572","2.31887147745193989"
"ESR2","3.643816745861407025","1.54197011680766183"
"ESRRA","1.297887442064352470","-2.65321298576905118"
"ETS1","1.555798503147855172","2.57168428817246575"
"ETS2","-0.221534638500524905","0.62783860554608328"
"ETV1","-1.030113650439112183","-0.44187267250703666"
"ETV4","1.820681451039589227","2.33249622446808802"
"FLI1","0.955987951605841824","-0.42560166123621684"
"FOS","2.051877790013634684","2.65513985664284391"
"FOSL1","-0.229957940537328459","1.21363816936995228"
"FOSL2","3.084416881827660717","2.16909037709685792"
"FOXA1","0.167552228419604599","-0.26173514642748952"
"FOXA2","0.538038592918362091","1.44028577720566608"
"FOXJ2","0.343435830886329063","2.75901057786570325"
"FOXK2","0.020063460215132847","0.24469985347174297"
"FOXL2","1.701818026057696498","2.25839697626966673"
"FOXM1","0.769835705440402807","-0.38507418144862265"
"FOXO1","1.570864309695366945","4.98372641252879234"
"FOXO3","3.094735735452715186","4.74357462569047872"
"FOXO4","1.608918919930718339","2.21175873331801398"
"FOXP1","1.346166091951200183","-4.35136956155860144"
"FOXP2","-0.773999365529677741","-1.37821010273639311"
"GABPA","-0.938537564026548088","2.16705684599840387"
"GATA1",NA,"0.50416922672748621"
"GATA2","0.217159205230470359","-1.07882116341430878"
"GATA3","1.438418387654290864","3.45261685970296073"
"GATA4",NA,"0.59861564261975087"
"GATA6","2.647812340965497224","3.10637489481412965"
"GFI1B","0.332876266874569282","-0.47442399576286409"
"GLI2","0.996091278070603159","-1.53411882256607490"
"GRHL2","2.089355672818427934","0.84126630140059411"
"HBP1","-2.819187440384846699","-3.65811998032939467"
"HHEX","-0.175503916285227018","-0.37123997089257121"
"HIF1A","5.081676425364661576","6.21664522934120711"
"HINFP","0.528407362440098227","0.95410547856904315"
"HMBOX1","-0.608410889543432698","-1.96380773621495397"
"HNF1A","2.546203258579398110","-2.44895837364355806"
"HNF1B","0.669320501967164860","2.05901910052891779"
"HNF4A","1.873449403727758256","-0.51149234751036399"
"HNF4G","1.512241596441747937","-0.03478649503964158"
"HOXA9","0.397732065442055527","2.29950465528590753"
"HOXB13","-1.333965833727393413","1.50502494211519910"
"HSF1","1.580953955401927402","-0.06461996854817291"
"IKZF1","-0.870434781996148876","1.03594145008038319"
"IRF1","1.017513037673697163","0.52087447387597430"
"IRF2","1.277104004841584040","2.00661698357887630"
"IRF3","2.631861551758159834","-2.66766694596161713"
"IRF4","-1.606060184217964260","1.05715646156683851"
"IRF9","2.800631093020915507","0.89649869506131175"
"JUN","2.982451400015853515","2.81463841848583707"
"JUNB","0.462179113836184818","2.16876249257050091"
"JUND","1.725395326860477807","0.29528086942899245"
"KDM5B","1.400738074310420078","-0.28412910506143141"
"KLF1","1.779200932282242187","-1.01562445906989707"
"KLF13","1.250238984097653105","2.37269925120680369"
"KLF3","0.357191542284392316","1.36282981634277922"
"KLF4","1.967943418038752057","2.63102377839152801"
"KLF5","3.826536769407162364","-1.66981136357455684"
"KLF6","1.711478703937755252","1.56934414228469921"
"KLF9","2.426483211259159667","-0.40161942526156891"
"KMT2A","0.066678485896307788","1.04519987335161502"
"LEF1","-0.865409517519877491","-1.72301397157344205"
"LHX2","-0.602290640706824476","2.72103564627182859"
"LYL1","-0.370951766257921589","-3.15994039876774524"
"MAF","1.098546729554644719","0.26756458327989646"
"MAFB","-1.929026027165253954","3.52607492159230285"
"MAFF","-0.251431035759374699","2.94281359225162609"
"MAFG","0.208086087227493333","1.46128569807459163"
"MAFK","-1.760881922549297984","1.63276619663445866"
"MAX","2.105103472149762123","-0.44367293103384248"
"MAZ","0.112996161744955192","-7.20290505549308691"
"MBD1","2.013923963513524207","3.38310507350781320"
"MBD2","1.101719903727665484","-3.17573568544917828"
"MEF2A","-0.729087862992844005","5.07863927411105642"
"MEF2B","0.948381659289823431","1.93069463150889753"
"MEF2C","0.406848522118692713","0.67621207577049458"
"MEIS1","-0.435404493770844780","2.05341996778735902"
"MEIS2","-1.607480804998294488","2.30142034167572662"
"MITF","1.882027335537136414","1.32185453405664011"
"MNT","-3.342082386326479693","0.75590054586988820"
"MXI1","-2.122703663651224648","0.24337472941680685"
"MYB","1.759057563346345443","-1.17006292571085768"
"MYBL2","-1.067026346729895714","-0.52187969881981655"
"MYC","-3.524213288529460364","-3.80222394739343006"
"MYCN","-0.028838587032620277","-1.05638125719104314"
"MYOD1","-0.034815259276833911","-0.76701880242145160"
"NANOG","-0.218071672572304587","2.47474097753839306"
"NCOA1","-1.699548270569540831","2.39731350639832952"
"NCOA2","-1.863323484353388348","2.03651196785638744"
"NCOA3","-0.435846164350181420","2.99943228633719539"
"NEUROD1","1.767447908891637054","-1.60063612427900059"
"NFATC1","-0.215953027490837418","1.85562208008486618"
"NFE2","-0.925635164018503542","-1.04220293100520522"
"NFE2L1","-1.488304778676657891","2.06609356312940529"
"NFE2L2","-0.972747996701796014","0.25773523769930834"
"NFIC","-1.446451936927582116","-2.81080164669781940"
"NFKB1","2.429131819370097478","2.26700858998757804"
"NFKB2","-2.909840734214850233","-0.65950786894272584"
"NFYA","0.261959169878818843","0.99823397721224372"
"NFYB","-0.855912116308755744","1.80827712631567783"
"NR1H2","2.345991339813007670","2.08299022879168216"
"NR1H3","1.909439987518284143","1.74718410401377700"
"NR2C2","-1.615450711580094900","-1.07860051581985705"
"NR2F1","-0.392462482743603902","-3.86356539048218295"
"NR2F2",NA,"0.50359006462112599"
"NR2F6","-0.738095096361562342","1.20712998109179948"
"NR3C1","0.730459848114605848","-1.90778701432222109"
"NR4A1","-0.298315981906955463","1.58614792511176717"
"NR5A2","0.934642079081929866","0.17385633547179466"
"NRF1","1.009160150580468818","-0.10359772999600221"
"ONECUT1","0.876475490107386568","2.36819081486392324"
"OTX2","-0.706911377032537924","2.73025868915184544"
"PAX5","-1.284865156688461463","-2.29713839712149959"
"PAX6","0.635816417176056636","1.98532093113727548"
"PBX2","0.320501055861999395","1.31702706844624462"
"PBX3","-0.314560412528836209","2.87666063868515165"
"PDX1","-1.081818501342801220","2.49267329544867255"
"PGR","0.917431011412524366",NA
"PKNOX1","0.572926945928784015","0.91996552319119285"
"POU2F1","1.356853450821913443","-0.68268525937362989"
"POU4F2","-1.809309529031058350","2.17134992956623529"
"POU5F1","-1.718320393216048014","0.94405369067112588"
"PPARA","0.982197538844392204","0.48115411393955282"
"PPARG","2.136542758390191477","3.27592150584784836"
"PRDM1","-0.457448221935485566","0.74533246046858270"
"PRDM14","2.347304055518283139","-2.78445025006881730"
"PROX1","0.173578604300359957","2.16864606130315174"
"RARA","1.272077871960934692","1.70200914247407531"
"RBPJ","-0.773359430886376931","2.05544761135782084"
"REL","1.864171106475096762","3.25766800303576698"
"RELA","2.540436049199560564","2.68450479287988175"
"RELB","3.093277354478198848","1.11628542892587168"
"RFX1","-1.769973964287311574","0.10270617789438202"
"RFX2","-0.918918437294001689","-0.95508296399603043"
"RFX5",NA,"-0.45828191266576851"
"RUNX1","1.750223725443154521","0.31912973171494091"
"RUNX2","-0.277942177339322416","4.14281492670815066"
"RUNX3","-0.346873640579759390","-0.20241156480612044"
"RXRA","1.893841562159740199","0.19487194289099427"
"SIX2","0.291673808189876982","1.09081773000471127"
"SIX5","-0.066159001517575811","-2.73029293912573401"
"SMAD1","-0.686015436323102801","-0.07344996934858899"
"SMAD3","2.169878636105997405","2.46051975344099327"
"SMAD4","2.248296052138063050","1.81231857264117568"
"SMAD5","-1.879224416230818484","-1.39884715256833880"
"SNAI2","-0.699424332934719284","2.93200911862159819"
"SNAPC4","-1.764071196739694702","-4.16494672229888518"
"SOX11","-3.859101602843252543","1.57224003480357610"
"SOX13","2.753557160716623375","0.69547004885223485"
"SOX6","0.824216222087317485","0.91990459345339726"
"SOX9","2.767225671366179363","0.88037150699294653"
"SP1","4.229902790606772101","2.61983094494230073"
"SP2","0.444443102462112605","1.27505757595135139"
"SP3","2.535335027642420691","2.25023569172096760"
"SP4","0.781248608643219433","0.56189530452196224"
"SPI1","0.048025828539649762","0.81013159180467076"
"SPIB","-0.040341411006013989","0.28658098073881605"
"SREBF1","-2.545043014808408000","0.16898965494718271"
"SREBF2","-4.419018398400073266","-0.94442162532854179"
"SRF","0.325875531587812461","0.92476383291935005"
"STAT1","2.471180009349033480","4.23787650195043319"
"STAT2","2.689706256526795514","1.62621802179128361"
"STAT3","3.893062518508390468","2.77682677399152444"
"STAT4","1.885509145816631760","0.37246530414605783"
"STAT5A","3.329415057850355186","2.56707912086989554"
"STAT5B","3.338547156785073966","2.65637326890099512"
"STAT6","2.469305640605714558","1.00709356466002831"
"TAL1","-0.933268909710455175","0.54754101997177484"
"TBP","0.190376827339925586","1.69647051031963203"
"TBX21","0.033326773528144012","-0.35417982036219348"
"TCF12","-1.070534793131755702","2.66541450160200677"
"TCF3","0.457107743776649422","-1.15663609929061728"
"TCF4","0.053919744973327181","1.79461636803302915"
"TCF7","-0.084908187939050528","1.76864345550516888"
"TCF7L2","0.590443324551142346","-0.39352061085350404"
"TEAD1","-0.854344189424096401","5.45038854449199128"
"TEAD2","2.360682040190171360","0.48013491494640004"
"TEAD4","0.603822965230667030","1.49531027628640611"
"TFAP2A","2.656061910806747139","2.21070011249212728"
"TFAP2C","-0.077116978463790814","0.86712766777854799"
"TFAP4","3.629900259818145791","-1.36079424650234349"
"TFDP1","0.184636215385740765","0.54359200769800742"
"TGIF2","-1.246159967806311109","1.24736743092339375"
"THAP1","0.027887041446314993","-5.57644329729014387"
"THAP11","2.834423751010746173","-0.73153811345751363"
"TP53","3.854039853851136233","1.80511975477812037"
"TP63","1.901214998181988358","-0.68922139977793251"
"TP73","-0.839345742154374852","0.11154867627206899"
"TWIST1","0.639392497468045828","-0.31236844875450576"
"USF1","0.353071352177389386","-0.72418059077616359"
"USF2","1.631425705220939326","1.40632489604741506"
"VDR","3.020857259650774562","0.83270968901080200"
"WT1","1.493653434852602047","2.53248405139069721"
"XBP1","-1.872672998598642558","-0.05020303282113692"
"YY1","-0.276583787623885857","-1.92411497464490266"
"ZBED1","0.086966654528953122","0.26515018382625294"
"ZBTB11","-0.619863812756331289","5.54335813493120444"
"ZBTB33","1.296284355767732821","2.29063444051055587"
"ZBTB7A","-2.979217488844461137","4.80619611190260354"
"ZEB1","-0.167662240760583087","2.12808260573024555"
"ZEB2","0.177544705742927744","-2.13207046547201395"
"ZFX","0.868047157746033027","1.11319504365719957"
"ZKSCAN1","2.022308630273174757","-1.49125621037591993"
"ZNF143","-2.189778870944120825","0.28958491233818368"
"ZNF217","0.659057280318303351","2.47688497252913953"
"ZNF24","0.469060306006313044","0.30993472207443334"
"ZNF263","-1.688551401460486989","6.27985664048405301"
"ZNF274","-0.807981459560899173","-2.40587406934976977"
"ZNF384","-1.135096033147154015","1.71668053834953471"
"ZNF592","0.852550642243195544","0.06914481471011086"
"ZNF639","0.432487194193665436","-3.74430785576590175"
"ZNF740","-0.609743027423592210","-1.78830105564255981"
