"TF","Mean_Selected_Rank","Best_Selected_Rank","Worst_Selected_Rank","DoRothEA_Rank","ChEA3_Rank","CollecTRI_Rank","DoRothEA_P_Value","CollecTRI_P_Value","DoRothEA_Score","ChEA3_Score","CollecTRI_Score","CheA3_Library_Count","Consensus_Rank"
"HBP1","233.000000000000000","149","379","149","379","171","1.000000000000000000","0.124195572564473999399581317","0.0000000000000000","0.106100000000000000","1.5373992392691400","4","92"
"GRHL2","234.333333333333314","50","505","148","50","505","1.000000000000000000","0.657307588862714009536603044","0.0000000000000000","0.013469999999999999","0.4436334897393600","5","93"
"ESRRA","237.000000000000000","27","447","27","237","447","0.048449994714684801","0.547956730382033962989396514","1.3147062659895501","0.063969999999999999","0.6008247307446500","5","94"
"FOXO1","240.666666666666657","138","432","138","432","152","1.000000000000000000","0.104665601317871004294346449","0.0000000000000000","0.122600000000000001","1.6226436613414801","5","95"
"NR2F6","249.000000000000000","104","447","196","447","104","1.000000000000000000","0.064744658738782198681427360","0.0000000000000000","0.127900000000000014","1.8470171225294501","4","96"
"NFE2","249.000000000000000","164","396","187","164","396","1.000000000000000000","0.437127733689414987860999418","0.0000000000000000","0.042020000000000002","0.7770526067674070","5","97"
"STAT4","250.666666666666657","221","294","237","221","294","1.000000000000000000","0.265132150280065981284849386","0.0000000000000000","0.058970000000000002","1.1143428044937400","4","98"
"BCL6","251.666666666666686","73","570","112","73","570","1.000000000000000000","0.820355260109630002318681363","0.0000000000000000","0.019230000000000001","0.2270880705014540","5","99"
"IKZF1","253.666666666666657","158","344","158","259","344","1.000000000000000000","0.324346599934470014581222586","0.0000000000000000","0.070709999999999995","0.9855650412315450","6","100"
"RUNX1","256.000000000000000","46","492","46","492","230","0.101858722578248004","0.172850187346656997133820255","0.9920017746618700","0.141699999999999993","1.3631025687197100","5","101"
"NFATC2","257.333333333333314","169","417","186","169","417","1.000000000000000000","0.470575707986914004710143900","0.0000000000000000","0.042999999999999997","0.7215426528317110","3","102"
"SREBF1","259.333333333333314","17","527","234","527","17","1.000000000000000000","0.000547287082093594000851977","0.0000000000000000","0.151499999999999996","3.4564764230141600","6","103"
"TEAD1","259.333333333333314","97","363","97","318","363","0.481368934733251985","0.352583826998767002613988097","0.3175219404616040","0.087540000000000007","0.9295891891454670","4","104"
"NANOG","262.666666666666686","166","441","181","166","441","1.000000000000000000","0.539657905593916020769995612","0.0000000000000000","0.042680000000000003","0.6133303859862970","6","105"
"MAFG","263.666666666666686","69","551","171","69","551","1.000000000000000000","0.785324430300150977402040553","0.0000000000000000","0.017809999999999999","0.2723870483057430","4","106"
"NFYB","263.666666666666686","192","319","192","319","280","1.000000000000000000","0.229852860166457007018436798","0.0000000000000000","0.087739999999999999","1.2007379705255199","5","107"
"MAF","269.000000000000000","38","599","170","38","599","1.000000000000000000","0.880025885447879963052741914","0.0000000000000000","0.009828000000000000","0.1509364011546190","4","108"
"IRF3","271.333333333333314","13","640","161","640","13","1.000000000000000000","0.000341503171611567024786027","0.0000000000000000","0.185499999999999998","3.5815948017175798","5","109"
"EBF1","271.666666666666686","124","366","124","366","325","1.000000000000000000","0.309916572743564988634545898","0.0000000000000000","0.101999999999999993","1.0153971044934200","5","110"
"CUX1","272.333333333333314","118","527","118","172","527","1.000000000000000000","0.721086953968254951163885380","0.0000000000000000","0.043770000000000003","0.3570064809034020","6","111"
"CLOCK","274.000000000000000","20","730","72","730","20","0.233728717683920006","0.001360514792480490035495033","0.6312879236136359","0.213400000000000006","3.2028994398109099","5","112"
"NFE2L2","275.000000000000000","21","615","189","21","615","1.000000000000000000","0.927126290313871948001178680","0.0000000000000000","0.006143000000000000","0.0914610043890674","5","113"
"KLF3","277.000000000000000","166","348","166","317","348","1.000000000000000000","0.331656724976976013952167932","0.0000000000000000","0.087220000000000006","0.9707822468299659","4","114"
"CREB3L1","278.000000000000000","115","532","115","187","532","1.000000000000000000","0.730575246644073028612353937","0.0000000000000000","0.047719999999999999","0.3443604256667260","4","115"
"WT1","280.000000000000000","15","548","15","548","277","0.010876932553405600","0.228406166691264012058582011","1.9634935644685201","0.158099999999999991","1.2044746697601301","4","116"
"IRF2","280.666666666666686","160","467","160","467","215","1.000000000000000000","0.150244044368228996111369611","0.0000000000000000","0.133899999999999991","1.4386699952588400","4","117"
"TFAP4","282.000000000000000","66","560","66","560","220","0.185126310008288997","0.163702542695090991209383446","0.7325318552642081","0.161599999999999994","1.3927263982311799","4","118"
"GATA2","282.000000000000000","144","407","144","407","295","1.000000000000000000","0.267084222111918012654285803","0.0000000000000000","0.114699999999999996","1.1098023136387500","6","119"
"MEF2C","282.333333333333314","88","574","88","185","574","0.311973426080593974","0.824249981666520969980638256","0.5058823976420520","0.047289999999999999","0.2220820876747460","5","120"
"FOXO3","282.666666666666686","4","781","63","781","4","0.176734299680558010","0.000005715749010610170223175","0.7526791566821500","0.234600000000000003","4.5366402259592800","4","121"
"ZNF217","283.666666666666686","265","308","265","278","308","1.000000000000000000","0.290121398074964009783371921","0.0000000000000000","0.076270000000000004","1.0578553409338300","6","122"
"SRF","285.000000000000000","32","587","236","587","32","1.000000000000000000","0.005987684864566919853978710","0.0000000000000000","0.169500000000000012","2.7484550262875800","6","123"
"HHEX","289.000000000000000","150","414","150","414","303","1.000000000000000000","0.279488366467339988119533700","0.0000000000000000","0.117499999999999993","1.0814693972269900","4","124"
"POU5F1","289.000000000000000","209","357","209","357","301","1.000000000000000000","0.275520484085274020014111329","0.0000000000000000","0.100199999999999997","1.0904374693574099","5","125"
"SNAI2","289.000000000000000","223","397","223","247","397","1.000000000000000000","0.437516873754076995872708267","0.0000000000000000","0.067570000000000005","0.7763931740632229","4","126"
"MYOD1","292.000000000000000","180","485","180","211","485","1.000000000000000000","0.606065609915545033814510134","0.0000000000000000","0.055379999999999999","0.5156976303711390","5","127"
"NR2F2","293.000000000000000","159","525","195","525","159","1.000000000000000000","0.114663794151695003220581270","0.0000000000000000","0.151100000000000012","1.5775727612089601","5","128"
"NCOA1","295.000000000000000","64","639","182","639","64","1.000000000000000000","0.026818508027617201511239031","0.0000000000000000","0.185200000000000004","2.2141493316918601","4","129"
"FOXL2","296.666666666666686","12","619","12","619","259","0.006076676849417420","0.209831707907224995768302733","2.2163338583122800","0.178600000000000009","1.2540283314024900","3","130"
"ZEB1","300.333333333333314","105","536","260","536","105","1.000000000000000000","0.065007885290320199800362388","0.0000000000000000","0.154299999999999993","1.8452038870344800","5","131"
"NCOA2","304.000000000000000","183","478","183","478","251","1.000000000000000000","0.192915719718534994786551806","0.0000000000000000","0.138000000000000012","1.3020019479100400","4","132"
"FOXO4","304.666666666666686","139","532","139","532","243","1.000000000000000000","0.187441384975714997462858946","0.0000000000000000","0.153100000000000014","1.3181860177800799","3","133"
"FOXA2","308.000000000000000","135","400","135","389","400","1.000000000000000000","0.445408864175988017386487172","0.0000000000000000","0.109500000000000000","0.7630914408791920","6","134"
"ATF6","310.666666666666686","107","452","107","373","452","1.000000000000000000","0.557899148205195039018633452","0.0000000000000000","0.103800000000000003","0.5859648319344780","3","135"
"ETS1","311.333333333333314","60","641","60","641","233","0.169064520323206013","0.174058694545374009754468148","0.7719475233576480","0.186099999999999988","1.3592774258622000","6","136"
"TCF12","311.333333333333314","95","597","242","95","597","1.000000000000000000","0.876483158986361976516832328","0.0000000000000000","0.025420000000000002","0.1554289546973500","5","137"
"SMAD1","314.333333333333314","10","574","10","574","359","0.003332171109761640","0.348775727744455976697679489","2.4772727053092898","0.165200000000000014","0.9369666214414550","5","138"
"PAX6","321.000000000000000","23","738","202","738","23","1.000000000000000000","0.001447429976633789975443145","0.0000000000000000","0.218099999999999988","3.1850220128213498","5","139"
"MEF2A","324.000000000000000","43","608","43","608","321","0.095624967570629396","0.306521602518786018265473103","1.0194286991209300","0.175699999999999995","1.0225480086000200","6","140"
"RXRA","332.000000000000000","163","614","219","614","163","1.000000000000000000","0.117363021267918005152708361","0.0000000000000000","0.177999999999999992","1.5659384755322401","6","141"
"TAL1","334.000000000000000","237","526","239","526","237","1.000000000000000000","0.178324523649196986507803331","0.0000000000000000","0.151200000000000001","1.3459317643564099","6","142"
"ZBED1","337.000000000000000","257","407","257","347","407","1.000000000000000000","0.451865029474064983094905301","0.0000000000000000","0.096449999999999994","0.7523093780387869","4","143"
"MNT","337.666666666666686","80","621","80","621","312","0.249282762166362998","0.292841540250824983182553751","0.6033077518005190","0.178799999999999987","1.0519084814686499","4","144"
"BACH2","339.666666666666686","71","491","71","457","491","0.229790607601980001","0.618532856472861047869571394","0.6386677265180291","0.131300000000000000","0.4979307447354380","4","145"
"KLF13","339.666666666666686","165","458","165","396","458","1.000000000000000000","0.564927218090214955381611617","0.0000000000000000","0.111100000000000004","0.5755384148206240","4","146"
"E2F2","342.666666666666686","75","833","120","833","75","1.000000000000000000","0.035636467472074197238018911","0.0000000000000000","0.255800000000000027","2.1010512518293298","3","147"
"ELF5","348.666666666666686","127","513","127","513","406","1.000000000000000000","0.451342298832946020592515879","0.0000000000000000","0.146699999999999997","0.7531790965548550","5","148"
"TCF7L2","349.333333333333314","98","705","245","705","98","1.000000000000000000","0.059286197203170701297558765","0.0000000000000000","0.205399999999999999","1.8860649914694700","6","149"
"TBX21","350.666666666666686","241","481","241","330","481","1.000000000000000000","0.600728070843090988795154317","0.0000000000000000","0.090910000000000005","0.5233537962320221","4","150"
"TCF7","355.000000000000000","232","589","244","589","232","1.000000000000000000","0.173144250820390005474180839","0.0000000000000000","0.170100000000000001","1.3621699692987499","5","151"
"MBD2","358.000000000000000","174","645","174","645","255","1.000000000000000000","0.202325202168571000038710395","0.0000000000000000","0.186700000000000005","1.2749549094894701","4","152"
"PAX5","358.333333333333314","78","796","201","796","78","1.000000000000000000","0.037243686573605203071757330","0.0000000000000000","0.241999999999999993","2.0830826937751601","5","153"
"MAX","359.666666666666686","172","493","172","493","414","1.000000000000000000","0.465786503072370017264347553","0.0000000000000000","0.141899999999999998","0.7293517846823840","5","154"
"TP53","360.333333333333314","14","662","14","662","405","0.008853361100604480","0.446706736454823005733061336","2.0528918219204799","0.191899999999999987","0.7609168450812580","5","155"
"NEUROD1","363.333333333333314","69","836","185","836","69","1.000000000000000000","0.031392364132883501803839010","0.0000000000000000","0.256799999999999973","2.1520633638696198","4","156"
"EOMES","364.000000000000000","66","897","129","897","66","1.000000000000000000","0.028824574716089200465685138","0.0000000000000000","0.281899999999999984","2.1858774189045902","5","157"
"PROX1","365.333333333333314","212","468","212","416","468","1.000000000000000000","0.581590335802960045619158791","0.0000000000000000","0.117800000000000002","0.5510632222763890","4","158"
"NRF1","368.000000000000000","199","604","199","301","604","1.000000000000000000","0.891635341212513976572040519","0.0000000000000000","0.082309999999999994","0.1362352098429080","5","159"
"E2F6","369.000000000000000","123","611","123","611","373","1.000000000000000000","0.374574293514196021703810402","0.0000000000000000","0.177300000000000013","0.8879376452348831","5","160"
"NCOA3","374.000000000000000","184","642","184","642","296","1.000000000000000000","0.267567560447642016629998807","0.0000000000000000","0.186099999999999988","1.1086816043035399","4","161"
"HNF1A","378.333333333333314","153","524","153","458","524","1.000000000000000000","0.712613373927276971819821938","0.0000000000000000","0.131399999999999989","0.3683485255479080","3","162"
"ELK1","384.000000000000000","54","757","54","757","341","0.146682713676554999","0.320117106001222007094497712","0.8336210640519590","0.225599999999999995","0.9942172618745160","5","163"
"ARID3A","387.333333333333314","104","596","104","596","462","1.000000000000000000","0.572430241731190947440666150","0.0000000000000000","0.172399999999999998","0.5644759814274480","5","164"
"PDX1","387.666666666666686","205","729","205","729","229","1.000000000000000000","0.172483756373102009584741268","0.0000000000000000","0.213100000000000012","1.3642663376698201","5","165"
"SPI1","389.666666666666686","233","575","233","361","575","1.000000000000000000","0.832760996313571033589084891","0.0000000000000000","0.101000000000000006","0.2111618275604990","6","166"
"RFX1","391.000000000000000","215","685","215","685","273","1.000000000000000000","0.226918973510813998251123280","0.0000000000000000","0.199800000000000005","1.2083335888030700","4","167"
"SMAD5","392.333333333333371","32","931","32","931","214","0.054704446252449697","0.150083732620686000069909483","1.2619773737684199","0.296700000000000019","1.4392357747341300","4","168"
"ZNF263","397.000000000000000","101","711","101","711","379","0.804815785096132053","0.399159940668072976688307563","0.0943035142551984","0.207300000000000012","0.8431224921402400","6","169"
"LEF1","398.000000000000000","48","660","48","660","486","0.106444057694972005","0.609908441521134991880614962","0.9728785783056680","0.191599999999999993","0.5102041550623050","4","170"
"E2F5","402.333333333333371","92","993","122","993","92","1.000000000000000000","0.053751578869783198100229527","0.0000000000000000","0.321199999999999986","1.9288331511581500","4","171"
"ZBTB7A","404.000000000000000","96","609","96","507","609","0.369475985107953986","0.902612798937466043192046072","0.4324137842624890","0.144999999999999990","0.1223614102854040","5","172"
"HNF4A","405.666666666666686","155","629","155","433","629","1.000000000000000000","0.963290165642684992342026362","0.0000000000000000","0.122899999999999995","0.0460251985579909","6","173"
"ASCL1","406.333333333333314","105","774","105","774","340","1.000000000000000000","0.317683116801459997091683363","0.0000000000000000","0.232800000000000007","0.9992303498590630","4","174"
"LYL1","407.333333333333314","95","905","95","905","222","0.349745943546390992","0.164077402634818986237874583","0.4562473138786930","0.286200000000000010","1.3914883081720000","5","175"
"ZNF143","409.666666666666686","111","854","264","854","111","1.000000000000000000","0.070746499869421206052599871","0.0000000000000000","0.263500000000000012","1.8071012110809299","5","176"
"MYB","410.666666666666686","177","735","177","735","320","1.000000000000000000","0.306299829382157995372182313","0.0000000000000000","0.215499999999999997","1.0230169549206700","6","177"
