"TF","HT55"
"IRF4","-1.606060184217964260"
"IRF9","2.800631093020915507"
"JUN","2.982451400015853515"
"JUNB","0.462179113836184818"
"JUND","1.725395326860477807"
"KDM5B","1.400738074310420078"
"KLF1","1.779200932282242187"
"KLF13","1.250238984097653105"
"KLF3","0.357191542284392316"
"KLF4","1.967943418038752057"
"KLF5","3.826536769407162364"
"KLF6","1.711478703937755252"
"KLF9","2.426483211259159667"
"KMT2A","0.066678485896307788"
"LEF1","-0.865409517519877491"
"LHX2","-0.602290640706824476"
"LYL1","-0.370951766257921589"
"MAF","1.098546729554644719"
"MAFB","-1.929026027165253954"
"MAFF","-0.251431035759374699"
"MAFG","0.208086087227493333"
"MAFK","-1.760881922549297984"
"MAX","2.105103472149762123"
"MAZ","0.112996161744955192"
"MBD1","2.013923963513524207"
"MBD2","1.101719903727665484"
"MEF2A","-0.729087862992844005"
"MEF2B","0.948381659289823431"
"MEF2C","0.406848522118692713"
"MEIS1","-0.435404493770844780"
"MEIS2","-1.607480804998294488"
"MITF","1.882027335537136414"
"MNT","-3.342082386326479693"
"MXI1","-2.122703663651224648"
"MYB","1.759057563346345443"
"MYBL2","-1.067026346729895714"
"MYC","-3.524213288529460364"
"MYCN","-0.028838587032620277"
"MYOD1","-0.034815259276833911"
"NANOG","-0.218071672572304587"
"NCOA1","-1.699548270569540831"
"NCOA2","-1.863323484353388348"
"NCOA3","-0.435846164350181420"
"NEUROD1","1.767447908891637054"
"NFATC1","-0.215953027490837418"
"NFE2","-0.925635164018503542"
"NFE2L1","-1.488304778676657891"
"NFE2L2","-0.972747996701796014"
"NFIC","-1.446451936927582116"
"NFKB1","2.429131819370097478"
"NFKB2","-2.909840734214850233"
"NFYA","0.261959169878818843"
"NFYB","-0.855912116308755744"
"NR1H2","2.345991339813007670"
"NR1H3","1.909439987518284143"
"NR2C2","-1.615450711580094900"
"NR2F1","-0.392462482743603902"
"NR2F6","-0.738095096361562342"
"NR3C1","0.730459848114605848"
"NR4A1","-0.298315981906955463"
"NR5A2","0.934642079081929866"
"NRF1","1.009160150580468818"
"ONECUT1","0.876475490107386568"
"OTX2","-0.706911377032537924"
"PAX5","-1.284865156688461463"
"PAX6","0.635816417176056636"
"PBX2","0.320501055861999395"
"PBX3","-0.314560412528836209"
"PDX1","-1.081818501342801220"
"PGR","0.917431011412524366"
"PKNOX1","0.572926945928784015"
"POU2F1","1.356853450821913443"
"POU4F2","-1.809309529031058350"
"POU5F1","-1.718320393216048014"
"PPARA","0.982197538844392204"
"PPARG","2.136542758390191477"
"PRDM1","-0.457448221935485566"
"PRDM14","2.347304055518283139"
"PROX1","0.173578604300359957"
"RARA","1.272077871960934692"
"RBPJ","-0.773359430886376931"
"REL","1.864171106475096762"
"RELA","2.540436049199560564"
"RELB","3.093277354478198848"
"RFX1","-1.769973964287311574"
"RFX2","-0.918918437294001689"
"RUNX1","1.750223725443154521"
"RUNX2","-0.277942177339322416"
"RUNX3","-0.346873640579759390"
"RXRA","1.893841562159740199"
"SIX2","0.291673808189876982"
"SIX5","-0.066159001517575811"
"SMAD1","-0.686015436323102801"
"SMAD3","2.169878636105997405"
"SMAD4","2.248296052138063050"
"SMAD5","-1.879224416230818484"
"SNAI2","-0.699424332934719284"
"SNAPC4","-1.764071196739694702"
"SOX11","-3.859101602843252543"
"SOX13","2.753557160716623375"
"SOX6","0.824216222087317485"
"SOX9","2.767225671366179363"
"SP1","4.229902790606772101"
"SP2","0.444443102462112605"
"SP3","2.535335027642420691"
"SP4","0.781248608643219433"
"SPI1","0.048025828539649762"
"SPIB","-0.040341411006013989"
"SREBF1","-2.545043014808408000"
"SREBF2","-4.419018398400073266"
"SRF","0.325875531587812461"
"STAT1","2.471180009349033480"
"STAT2","2.689706256526795514"
"STAT3","3.893062518508390468"
"STAT4","1.885509145816631760"
"STAT5A","3.329415057850355186"
"STAT5B","3.338547156785073966"
"STAT6","2.469305640605714558"
"TAL1","-0.933268909710455175"
"TBP","0.190376827339925586"
"TBX21","0.033326773528144012"
"TCF12","-1.070534793131755702"
"TCF3","0.457107743776649422"
"TCF4","0.053919744973327181"
"TCF7","-0.084908187939050528"
"TCF7L2","0.590443324551142346"
"TEAD1","-0.854344189424096401"
"TEAD2","2.360682040190171360"
"TEAD4","0.603822965230667030"
"TFAP2A","2.656061910806747139"
"TFAP2C","-0.077116978463790814"
"TFAP4","3.629900259818145791"
"TFDP1","0.184636215385740765"
"TGIF2","-1.246159967806311109"
"THAP1","0.027887041446314993"
"THAP11","2.834423751010746173"
"TP53","3.854039853851136233"
"TP63","1.901214998181988358"
"TP73","-0.839345742154374852"
"TWIST1","0.639392497468045828"
"USF1","0.353071352177389386"
"USF2","1.631425705220939326"
"VDR","3.020857259650774562"
"WT1","1.493653434852602047"
"XBP1","-1.872672998598642558"
"YY1","-0.276583787623885857"
"ZBED1","0.086966654528953122"
"ZBTB11","-0.619863812756331289"
"ZBTB33","1.296284355767732821"
"ZBTB7A","-2.979217488844461137"
"ZEB1","-0.167662240760583087"
"ZEB2","0.177544705742927744"
"ZFX","0.868047157746033027"
"ZKSCAN1","2.022308630273174757"
"ZNF143","-2.189778870944120825"
"ZNF217","0.659057280318303351"
"ZNF24","0.469060306006313044"
"ZNF263","-1.688551401460486989"
"ZNF274","-0.807981459560899173"
"ZNF384","-1.135096033147154015"
"ZNF592","0.852550642243195544"
"ZNF639","0.432487194193665436"
"ZNF740","-0.609743027423592210"
