"TF","DLD1_HCT15"
"KLF6","1.685398428168948914"
"KLF9","1.982475849720755745"
"KMT2A","-0.360172732920759742"
"LEF1","-2.960429406092603077"
"LHX2","1.018696178415237519"
"LYL1","0.614584404879210844"
"MAF","1.689156202918072447"
"MAFB","1.678431693849560480"
"MAFF","3.939455912585450470"
"MAFG","1.513109100010944674"
"MAFK","2.746133733881449324"
"MAX","1.704134135002984385"
"MAZ","-1.479925698665189637"
"MBD1","0.665029936586334136"
"MBD2","0.729152500744976284"
"MEF2A","2.612286503245705660"
"MEF2B","0.274484486216509893"
"MEF2C","0.774811239731208024"
"MEIS1","0.616173502381965221"
"MEIS2","0.265562867340487563"
"MITF","1.233567628758125867"
"MNT","-3.531427707440140118"
"MXI1","0.129145092124707678"
"MYB","-1.478847399109921579"
"MYBL2","-0.823407533824693338"
"MYC","-4.987928840582201317"
"MYCN","-2.873402865832343611"
"MYOD1","0.817674881478076987"
"NANOG","0.898583684243077219"
"NCOA1","1.332313273523939134"
"NCOA2","-0.219991506797971192"
"NCOA3","0.972851939730365767"
"NEUROD1","3.296557280788150468"
"NFATC1","2.282723617188651577"
"NFE2","0.426745929038538419"
"NFE2L1","-0.356441669561270658"
"NFE2L2","-0.090745707088481661"
"NFIC","-0.847349831072863879"
"NFKB1","3.320715211010344614"
"NFKB2","-2.359728285425867433"
"NFYA","-0.106002938637298608"
"NFYB","-0.421066526784483808"
"NR1H2","2.134109811123253486"
"NR1H3","1.301325054243711588"
"NR2C2","-2.238949703484752529"
"NR2F1","-0.420680896950654193"
"NR2F6","1.399640431139424379"
"NR3C1","-0.571970676501863617"
"NR4A1","1.098951641223123277"
"NR5A2","0.651042272708196368"
"NRF1","1.671603619820312803"
"ONECUT1","-0.841788904299087481"
"OTX2","1.228867509022312232"
"PAX5","-0.278946671017776204"
"PAX8","0.433388247721482101"
"PBX2","0.932699379710280607"
"PBX3","1.076543995118283359"
"PDX1","1.339040941297217291"
"PGR","-0.198661930509460655"
"PKNOX1","-0.008991510813016884"
"POU2F1","1.661225478068434791"
"POU4F2","0.089651046076220695"
"POU5F1","1.379236986884062821"
"PPARA","0.490288883919474783"
"PPARG","1.045907713280438189"
"PRDM1","0.135209989429976613"
"PRDM14","2.115641015680665760"
"PROX1","0.531722570703598296"
"RARA","1.929268494608815665"
"RBPJ","1.953655623359576987"
"REL","2.119871187168849591"
"RELA","2.899427974203943936"
"RELB","2.865884056963704740"
"RFX1","0.832507541629600056"
"RFX2","0.417295610073271150"
"RUNX1","0.959343878961846475"
"RUNX2","1.790496195994070838"
"RUNX3","-0.697831411881579822"
"RXRA","0.360855727501251500"
"SIX2","0.815545485785910240"
"SIX5","-1.417338899328840496"
"SMAD1","0.220383886865924972"
"SMAD3","1.538153930143221215"
"SMAD4","1.626114031371530100"
"SMAD5","-2.241899505823895300"
"SNAI2","0.009371037934908708"
"SNAPC4","-3.601280411012078186"
"SOX10","0.445254725680941987"
"SOX11","0.871874429170998444"
"SOX13","-1.198794328595177427"
"SOX6","-1.028801007143457014"
"SOX9","1.141628052237626534"
"SP1","1.082554772851498148"
"SP2","1.048385986626112487"
"SP3","2.222506594106214983"
"SP4","0.797429356307000070"
"SPI1","0.156539664088257341"
"SPIB","0.438453759094111772"
"SREBF1","-2.953256486732521946"
"SREBF2","-3.441071436174170994"
"SRF","-0.551050966400769116"
"STAT1","4.162034480995223440"
"STAT2","1.132514054064023057"
"STAT3","2.341739481645478627"
"STAT4","1.364168473791580682"
"STAT5A","2.646981778759101456"
"STAT5B","2.770998021733426686"
"STAT6","1.782793091550473719"
"TAL1","0.591820770074700020"
"TBP","1.142234643711156572"
"TBX21","-0.053129024092719870"
"TCF12","1.211470312135145333"
"TCF3","-1.097968028013377007"
"TCF4","-0.037763427959119224"
"TCF7","-0.013426624714280530"
"TCF7L2","-0.479905938343371752"
"TEAD1","2.334479538141692956"
"TEAD2","1.804783013954347926"
"TEAD4","0.602737110971294121"
"TFAP2A","0.721982944890505740"
"TFAP2C","0.211468354122813840"
"TFAP4","1.787853610429566142"
"TFDP1","-2.748078215956851533"
"TGIF2","-0.944270995183734918"
"THAP1","-2.803837487552789831"
"THAP11","1.996596338008222560"
"TP53","3.077141069070607582"
"TP63","0.943597948148993226"
"TP73","-0.010808204476268703"
"TWIST1","0.695112737477467379"
"USF1","-0.645940153258432681"
"USF2","0.653653721625520046"
"VDR","1.250873005563240881"
"WT1","2.686381658698810071"
"XBP1","0.044063620785056636"
"YY1","-1.580950535018822878"
"ZBED1","-0.181568849844558733"
"ZBTB11","1.072594292779587288"
"ZBTB33","-0.230249616066990848"
"ZBTB7A","-0.904193464480250619"
"ZEB1","0.032385096536190192"
"ZEB2","-0.097139878117224313"
"ZFX","0.314223019120548896"
"ZKSCAN1","1.280208446462061112"
"ZNF143","0.309467738104471590"
"ZNF217","0.029018222915472132"
"ZNF24","-0.633229102370766461"
"ZNF263","1.351944163081602035"
"ZNF274","-1.304435497091547269"
"ZNF384","1.857962790022807287"
"ZNF592","1.812797932610789253"
"ZNF639","-0.815096637065548357"
"ZNF740","0.300494809175606281"
