Pathway,STK33 UP,STK33 NOMO UP,STK33 SKM UP,HOXA9 DN.V1 UP,RPS14 DN.V1 UP,EGFR UP.V1 UP,MEK UP.V1 UP,RAF UP.V1 UP,LTE2 UP.V1 UP,E2F1 UP.V1 DN,EIF4E DN,TGFB UP.V1 UP,CSR EARLY UP.V1 UP,KRAS.600.LUNG.BREAST UP.V1 UP,KRAS.LUNG.BREAST UP.V1 UP,BMI1 DN MEL18 DN.V1 UP,MEL18 DN.V1 UP,PGF UP.V1 UP,TBK1.DF DN,LEF1 UP.V1 UP,P53 DN.V1 UP,ESC V6.5 UP EARLY.V1 DN,CORDENONSI YAP CONSERVED SIGNATURE,AKT UP MTOR DN.V1 UP,AKT UP.V1 UP,RELA DN.V1 UP,LTE2 UP.V1 DN,LEF1 UP.V1 DN,TBK1.DF UP,BCAT BILD ET AL DN,MYC UP.V1 DN,CAMP UP.V1 DN,VEGF A UP.V1 UP,SIRNA EIF4GI UP,MTOR UP.N4.V1 DN,MYC UP.V1 UP,RPS14 DN.V1 DN,CSR LATE UP.V1 UP,RB P130 DN.V1 DN,RB DN.V1 DN
EIF4E DN,0.02,0.04,0.03,0.07,0.04,0.06,0.05,0.04,0.03,0.06,1.0,0.0,0.02,0.03,0.03,0.01,0.01,0.05,0.01,0.01,0.03,0.02,0.0,0.02,0.03,0.03,0.03,0.02,0.06,0.0,0.03,0.02,0.01,0.02,0.0,0.01,0.01,0.0,0.03,0.02
TGFB UP.V1 UP,0.06349206349206349,0.05291005291005291,0.05291005291005291,0.015873015873015872,0.010582010582010581,0.08994708994708994,0.06878306878306878,0.05291005291005291,0.026455026455026454,0.015873015873015872,0.0,1.0,0.0582010582010582,0.047619047619047616,0.021164021164021163,0.07407407407407407,0.042328042328042326,0.005291005291005291,0.06349206349206349,0.06349206349206349,0.026455026455026454,0.0582010582010582,0.031746031746031744,0.0582010582010582,0.037037037037037035,0.047619047619047616,0.031746031746031744,0.021164021164021163,0.05291005291005291,0.005291005291005291,0.026455026455026454,0.037037037037037035,0.010582010582010581,0.005291005291005291,0.015873015873015872,0.005291005291005291,0.015873015873015872,0.010582010582010581,0.0,0.031746031746031744
CSR EARLY UP.V1 UP,0.0196078431372549,0.0392156862745098,0.006535947712418301,0.026143790849673203,0.0,0.032679738562091505,0.006535947712418301,0.0196078431372549,0.0,0.0196078431372549,0.013071895424836602,0.0718954248366013,1.0,0.0457516339869281,0.0392156862745098,0.05228758169934641,0.05228758169934641,0.026143790849673203,0.0392156862745098,0.026143790849673203,0.032679738562091505,0.026143790849673203,0.006535947712418301,0.026143790849673203,0.013071895424836602,0.032679738562091505,0.026143790849673203,0.006535947712418301,0.032679738562091505,0.0,0.006535947712418301,0.0196078431372549,0.0,0.006535947712418301,0.0,0.013071895424836602,0.013071895424836602,0.058823529411764705,0.013071895424836602,0.0
KRAS.600.LUNG.BREAST UP.V1 UP,0.05,0.060714285714285714,0.017857142857142856,0.014285714285714285,0.04642857142857143,0.05,0.0035714285714285713,0.014285714285714285,0.007142857142857143,0.02142857142857143,0.010714285714285714,0.03214285714285714,0.025,1.0,0.5,0.05714285714285714,0.05357142857142857,0.02142857142857143,0.014285714285714285,0.04642857142857143,0.03571428571428571,0.02142857142857143,0.007142857142857143,0.017857142857142856,0.010714285714285714,0.02142857142857143,0.007142857142857143,0.025,0.04285714285714286,0.0035714285714285713,0.02142857142857143,0.02857142857142857,0.02142857142857143,0.0,0.017857142857142856,0.007142857142857143,0.010714285714285714,0.007142857142857143,0.0035714285714285713,0.014285714285714285
KRAS.LUNG.BREAST UP.V1 UP,0.06428571428571428,0.09285714285714286,0.007142857142857143,0.014285714285714285,0.05714285714285714,0.07857142857142857,0.007142857142857143,0.02142857142857143,0.007142857142857143,0.03571428571428571,0.02142857142857143,0.02857142857142857,0.04285714285714286,1.0,1.0,0.1,0.07142857142857142,0.02857142857142857,0.02857142857142857,0.03571428571428571,0.04285714285714286,0.03571428571428571,0.0,0.02142857142857143,0.0,0.02857142857142857,0.0,0.05,0.07142857142857142,0.007142857142857143,0.04285714285714286,0.03571428571428571,0.02142857142857143,0.0,0.007142857142857143,0.0,0.007142857142857143,0.014285714285714285,0.0,0.02142857142857143
BMI1 DN MEL18 DN.V1 UP,0.07586206896551724,0.07586206896551724,0.05517241379310345,0.05517241379310345,0.06896551724137931,0.12413793103448276,0.06206896551724138,0.05517241379310345,0.020689655172413793,0.06206896551724138,0.006896551724137931,0.09655172413793103,0.05517241379310345,0.1103448275862069,0.09655172413793103,1.0,0.6206896551724138,0.006896551724137931,0.027586206896551724,0.06896551724137931,0.06206896551724138,0.041379310344827586,0.006896551724137931,0.041379310344827586,0.041379310344827586,0.041379310344827586,0.06206896551724138,0.0,0.08275862068965517,0.013793103448275862,0.013793103448275862,0.027586206896551724,0.020689655172413793,0.006896551724137931,0.0,0.013793103448275862,0.013793103448275862,0.034482758620689655,0.006896551724137931,0.034482758620689655
MEL18 DN.V1 UP,0.06382978723404255,0.07092198581560284,0.04964539007092199,0.03546099290780142,0.06382978723404255,0.12056737588652482,0.07801418439716312,0.03546099290780142,0.02127659574468085,0.05673758865248227,0.0070921985815602835,0.05673758865248227,0.05673758865248227,0.10638297872340426,0.07092198581560284,0.6382978723404256,1.0,0.0070921985815602835,0.014184397163120567,0.07092198581560284,0.0425531914893617,0.028368794326241134,0.0070921985815602835,0.03546099290780142,0.0425531914893617,0.03546099290780142,0.05673758865248227,0.0070921985815602835,0.07092198581560284,0.0070921985815602835,0.02127659574468085,0.028368794326241134,0.02127659574468085,0.0070921985815602835,0.0,0.02127659574468085,0.02127659574468085,0.03546099290780142,0.0,0.05673758865248227
PGF UP.V1 UP,0.06315789473684211,0.05263157894736842,0.05789473684210526,0.031578947368421054,0.015789473684210527,0.03684210526315789,0.0,0.02631578947368421,0.010526315789473684,0.042105263157894736,0.02631578947368421,0.005263157894736842,0.021052631578947368,0.031578947368421054,0.021052631578947368,0.005263157894736842,0.005263157894736842,1.0,0.08421052631578947,0.0,0.042105263157894736,0.0,0.0,0.005263157894736842,0.005263157894736842,0.005263157894736842,0.031578947368421054,0.010526315789473684,0.031578947368421054,0.010526315789473684,0.005263157894736842,0.005263157894736842,0.0,0.0,0.015789473684210527,0.005263157894736842,0.021052631578947368,0.0,0.005263157894736842,0.0
TBK1.DF DN,0.027972027972027972,0.03496503496503497,0.03146853146853147,0.03146853146853147,0.006993006993006993,0.045454545454545456,0.03146853146853147,0.03146853146853147,0.03146853146853147,0.03146853146853147,0.0034965034965034965,0.04195804195804196,0.02097902097902098,0.013986013986013986,0.013986013986013986,0.013986013986013986,0.006993006993006993,0.055944055944055944,1.0,0.024475524475524476,0.03146853146853147,0.01048951048951049,0.006993006993006993,0.013986013986013986,0.013986013986013986,0.01048951048951049,0.045454545454545456,0.006993006993006993,0.0,0.01048951048951049,0.006993006993006993,0.01048951048951049,0.0034965034965034965,0.0034965034965034965,0.03496503496503497,0.01048951048951049,0.017482517482517484,0.006993006993006993,0.03146853146853147,0.0034965034965034965
LEF1 UP.V1 UP,0.030927835051546393,0.030927835051546393,0.02577319587628866,0.005154639175257732,0.03608247422680412,0.030927835051546393,0.05670103092783505,0.02577319587628866,0.04639175257731959,0.015463917525773196,0.005154639175257732,0.061855670103092786,0.020618556701030927,0.06701030927835051,0.02577319587628866,0.05154639175257732,0.05154639175257732,0.0,0.03608247422680412,1.0,0.04639175257731959,0.030927835051546393,0.015463917525773196,0.010309278350515464,0.010309278350515464,0.015463917525773196,0.02577319587628866,0.0,0.03608247422680412,0.005154639175257732,0.02577319587628866,0.03608247422680412,0.030927835051546393,0.0,0.0,0.015463917525773196,0.041237113402061855,0.005154639175257732,0.0,0.010309278350515464
P53 DN.V1 UP,0.041237113402061855,0.03608247422680412,0.041237113402061855,0.020618556701030927,0.04639175257731959,0.061855670103092786,0.06701030927835051,0.07731958762886598,0.03608247422680412,0.030927835051546393,0.015463917525773196,0.02577319587628866,0.02577319587628866,0.05154639175257732,0.030927835051546393,0.04639175257731959,0.030927835051546393,0.041237113402061855,0.04639175257731959,0.04639175257731959,1.0,0.08247422680412371,0.030927835051546393,0.020618556701030927,0.015463917525773196,0.010309278350515464,0.02577319587628866,0.04639175257731959,0.02577319587628866,0.0,0.02577319587628866,0.015463917525773196,0.03608247422680412,0.005154639175257732,0.0,0.005154639175257732,0.015463917525773196,0.015463917525773196,0.005154639175257732,0.010309278350515464
ESC V6.5 UP EARLY.V1 DN,0.04938271604938271,0.043209876543209874,0.043209876543209874,0.006172839506172839,0.037037037037037035,0.06172839506172839,0.06790123456790123,0.037037037037037035,0.012345679012345678,0.05555555555555555,0.012345679012345678,0.06790123456790123,0.024691358024691357,0.037037037037037035,0.030864197530864196,0.037037037037037035,0.024691358024691357,0.0,0.018518518518518517,0.037037037037037035,0.09876543209876543,1.0,0.043209876543209874,0.043209876543209874,0.024691358024691357,0.043209876543209874,0.037037037037037035,0.030864197530864196,0.018518518518518517,0.0,0.012345679012345678,0.012345679012345678,0.006172839506172839,0.0,0.012345679012345678,0.012345679012345678,0.012345679012345678,0.030864197530864196,0.037037037037037035,0.043209876543209874
CORDENONSI YAP CONSERVED SIGNATURE,0.03508771929824561,0.05263157894736842,0.03508771929824561,0.017543859649122806,0.08771929824561403,0.07017543859649122,0.03508771929824561,0.03508771929824561,0.07017543859649122,0.07017543859649122,0.0,0.10526315789473684,0.017543859649122806,0.03508771929824561,0.0,0.017543859649122806,0.017543859649122806,0.0,0.03508771929824561,0.05263157894736842,0.10526315789473684,0.12280701754385964,1.0,0.017543859649122806,0.0,0.03508771929824561,0.017543859649122806,0.03508771929824561,0.03508771929824561,0.0,0.017543859649122806,0.07017543859649122,0.0,0.0,0.0,0.0,0.10526315789473684,0.03508771929824561,0.0,0.03508771929824561
AKT UP MTOR DN.V1 UP,0.05056179775280899,0.0449438202247191,0.0449438202247191,0.011235955056179775,0.02247191011235955,0.06179775280898876,0.05056179775280899,0.0449438202247191,0.033707865168539325,0.033707865168539325,0.011235955056179775,0.06179775280898876,0.02247191011235955,0.028089887640449437,0.016853932584269662,0.033707865168539325,0.028089887640449437,0.0056179775280898875,0.02247191011235955,0.011235955056179775,0.02247191011235955,0.03932584269662921,0.0056179775280898875,1.0,0.6123595505617978,0.0449438202247191,0.033707865168539325,0.05056179775280899,0.056179775280898875,0.011235955056179775,0.02247191011235955,0.011235955056179775,0.033707865168539325,0.016853932584269662,0.0,0.0056179775280898875,0.0056179775280898875,0.0,0.0056179775280898875,0.028089887640449437
AKT UP.V1 UP,0.011834319526627219,0.01775147928994083,0.01775147928994083,0.005917159763313609,0.011834319526627219,0.05325443786982249,0.07100591715976332,0.05325443786982249,0.047337278106508875,0.029585798816568046,0.01775147928994083,0.04142011834319527,0.011834319526627219,0.01775147928994083,0.0,0.03550295857988166,0.03550295857988166,0.005917159763313609,0.023668639053254437,0.011834319526627219,0.01775147928994083,0.023668639053254437,0.0,0.6449704142011834,1.0,0.03550295857988166,0.04142011834319527,0.029585798816568046,0.0650887573964497,0.011834319526627219,0.023668639053254437,0.011834319526627219,0.011834319526627219,0.029585798816568046,0.005917159763313609,0.011834319526627219,0.005917159763313609,0.01775147928994083,0.01775147928994083,0.03550295857988166
RELA DN.V1 UP,0.09395973154362416,0.08053691275167785,0.06711409395973154,0.03355704697986577,0.040268456375838924,0.026845637583892617,0.013422818791946308,0.013422818791946308,0.026845637583892617,0.03355704697986577,0.020134228187919462,0.06040268456375839,0.03355704697986577,0.040268456375838924,0.026845637583892617,0.040268456375838924,0.03355704697986577,0.006711409395973154,0.020134228187919462,0.020134228187919462,0.013422818791946308,0.04697986577181208,0.013422818791946308,0.053691275167785234,0.040268456375838924,1.0,0.026845637583892617,0.03355704697986577,0.013422818791946308,0.006711409395973154,0.026845637583892617,0.040268456375838924,0.03355704697986577,0.006711409395973154,0.006711409395973154,0.013422818791946308,0.013422818791946308,0.006711409395973154,0.013422818791946308,0.013422818791946308
LTE2 UP.V1 DN,0.041025641025641026,0.03076923076923077,0.05128205128205128,0.05641025641025641,0.02564102564102564,0.05128205128205128,0.020512820512820513,0.041025641025641026,0.0,0.02564102564102564,0.015384615384615385,0.03076923076923077,0.020512820512820513,0.010256410256410256,0.0,0.046153846153846156,0.041025641025641026,0.03076923076923077,0.06666666666666667,0.02564102564102564,0.02564102564102564,0.03076923076923077,0.005128205128205128,0.03076923076923077,0.035897435897435895,0.020512820512820513,1.0,0.05641025641025641,0.046153846153846156,0.005128205128205128,0.020512820512820513,0.010256410256410256,0.020512820512820513,0.010256410256410256,0.03076923076923077,0.015384615384615385,0.020512820512820513,0.0,0.010256410256410256,0.03076923076923077
LEF1 UP.V1 DN,0.026737967914438502,0.0374331550802139,0.0106951871657754,0.0374331550802139,0.0374331550802139,0.0213903743315508,0.0481283422459893,0.026737967914438502,0.0481283422459893,0.03208556149732621,0.0106951871657754,0.0213903743315508,0.0053475935828877,0.0374331550802139,0.0374331550802139,0.0,0.0053475935828877,0.0106951871657754,0.0106951871657754,0.0,0.0481283422459893,0.026737967914438502,0.0106951871657754,0.0481283422459893,0.026737967914438502,0.026737967914438502,0.058823529411764705,1.0,0.0374331550802139,0.0053475935828877,0.03208556149732621,0.016042780748663103,0.0,0.0213903743315508,0.0053475935828877,0.0,0.016042780748663103,0.0,0.0213903743315508,0.0213903743315508
TBK1.DF UP,0.0627177700348432,0.06620209059233449,0.05226480836236934,0.059233449477351915,0.041811846689895474,0.059233449477351915,0.059233449477351915,0.04878048780487805,0.06620209059233449,0.024390243902439025,0.020905923344947737,0.03484320557491289,0.017421602787456445,0.041811846689895474,0.03484320557491289,0.041811846689895474,0.03484320557491289,0.020905923344947737,0.0,0.024390243902439025,0.017421602787456445,0.010452961672473868,0.006968641114982578,0.03484320557491289,0.03832752613240418,0.006968641114982578,0.0313588850174216,0.024390243902439025,1.0,0.013937282229965157,0.03484320557491289,0.027874564459930314,0.017421602787456445,0.010452961672473868,0.020905923344947737,0.003484320557491289,0.006968641114982578,0.010452961672473868,0.013937282229965157,0.017421602787456445
BCAT BILD ET AL DN,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.06521739130434782,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.0,0.0,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,1.0,0.08695652173913043,0.021739130434782608,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.06521739130434782,0.0
MYC UP.V1 DN,0.05813953488372093,0.046511627906976744,0.05232558139534884,0.03488372093023256,0.01744186046511628,0.040697674418604654,0.023255813953488372,0.029069767441860465,0.01744186046511628,0.03488372093023256,0.01744186046511628,0.029069767441860465,0.005813953488372093,0.03488372093023256,0.03488372093023256,0.011627906976744186,0.01744186046511628,0.005813953488372093,0.011627906976744186,0.029069767441860465,0.029069767441860465,0.011627906976744186,0.005813953488372093,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.03488372093023256,0.05813953488372093,0.023255813953488372,1.0,0.023255813953488372,0.029069767441860465,0.005813953488372093,0.011627906976744186,0.0,0.029069767441860465,0.023255813953488372,0.0,0.005813953488372093
CAMP UP.V1 DN,0.035175879396984924,0.035175879396984924,0.035175879396984924,0.02512562814070352,0.035175879396984924,0.02512562814070352,0.03015075376884422,0.01507537688442211,0.010050251256281407,0.03015075376884422,0.010050251256281407,0.035175879396984924,0.01507537688442211,0.04020100502512563,0.02512562814070352,0.020100502512562814,0.020100502512562814,0.005025125628140704,0.01507537688442211,0.035175879396984924,0.01507537688442211,0.010050251256281407,0.020100502512562814,0.010050251256281407,0.010050251256281407,0.03015075376884422,0.010050251256281407,0.01507537688442211,0.04020100502512563,0.005025125628140704,0.020100502512562814,1.0,0.02512562814070352,0.010050251256281407,0.005025125628140704,0.01507537688442211,0.020100502512562814,0.010050251256281407,0.010050251256281407,0.020100502512562814
VEGF A UP.V1 UP,0.03076923076923077,0.03076923076923077,0.020512820512820513,0.015384615384615385,0.041025641025641026,0.035897435897435895,0.041025641025641026,0.010256410256410256,0.020512820512820513,0.020512820512820513,0.005128205128205128,0.010256410256410256,0.0,0.03076923076923077,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.0,0.005128205128205128,0.03076923076923077,0.035897435897435895,0.005128205128205128,0.0,0.03076923076923077,0.010256410256410256,0.02564102564102564,0.020512820512820513,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,1.0,0.015384615384615385,0.02564102564102564,0.0,0.010256410256410256,0.0,0.0,0.020512820512820513
SIRNA EIF4GI UP,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.031578947368421054,0.0,0.031578947368421054,0.021052631578947368,0.021052631578947368,0.021052631578947368,0.010526315789473684,0.010526315789473684,0.0,0.0,0.010526315789473684,0.010526315789473684,0.0,0.010526315789473684,0.0,0.010526315789473684,0.0,0.0,0.031578947368421054,0.05263157894736842,0.010526315789473684,0.021052631578947368,0.042105263157894736,0.031578947368421054,0.0,0.010526315789473684,0.021052631578947368,0.031578947368421054,1.0,0.031578947368421054,0.0,0.0,0.010526315789473684,0.021052631578947368,0.021052631578947368
MTOR UP.N4.V1 DN,0.043478260869565216,0.03804347826086957,0.04891304347826087,0.04891304347826087,0.016304347826086956,0.010869565217391304,0.010869565217391304,0.03260869565217391,0.010869565217391304,0.021739130434782608,0.0,0.016304347826086956,0.0,0.02717391304347826,0.005434782608695652,0.0,0.0,0.016304347826086956,0.05434782608695652,0.0,0.0,0.010869565217391304,0.0,0.0,0.005434782608695652,0.005434782608695652,0.03260869565217391,0.005434782608695652,0.03260869565217391,0.005434782608695652,0.010869565217391304,0.005434782608695652,0.02717391304347826,0.016304347826086956,1.0,0.010869565217391304,0.005434782608695652,0.010869565217391304,0.016304347826086956,0.0
MYC UP.V1 UP,0.0055248618784530384,0.011049723756906077,0.0055248618784530384,0.0055248618784530384,0.0,0.0,0.011049723756906077,0.011049723756906077,0.0055248618784530384,0.011049723756906077,0.0055248618784530384,0.0055248618784530384,0.011049723756906077,0.011049723756906077,0.0,0.011049723756906077,0.016574585635359115,0.0055248618784530384,0.016574585635359115,0.016574585635359115,0.0055248618784530384,0.011049723756906077,0.0,0.0055248618784530384,0.011049723756906077,0.011049723756906077,0.016574585635359115,0.0,0.0055248618784530384,0.0,0.0,0.016574585635359115,0.0,0.0,0.011049723756906077,1.0,0.055248618784530384,0.03867403314917127,0.011049723756906077,0.0
RPS14 DN.V1 DN,0.005376344086021506,0.005376344086021506,0.005376344086021506,0.0,0.0,0.016129032258064516,0.026881720430107527,0.021505376344086023,0.016129032258064516,0.021505376344086023,0.005376344086021506,0.016129032258064516,0.010752688172043012,0.016129032258064516,0.005376344086021506,0.010752688172043012,0.016129032258064516,0.021505376344086023,0.026881720430107527,0.043010752688172046,0.016129032258064516,0.010752688172043012,0.03225806451612903,0.005376344086021506,0.005376344086021506,0.010752688172043012,0.021505376344086023,0.016129032258064516,0.010752688172043012,0.0,0.026881720430107527,0.021505376344086023,0.010752688172043012,0.0,0.005376344086021506,0.053763440860215055,1.0,0.04838709677419355,0.005376344086021506,0.005376344086021506
