"TF","HT55","SW948","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"FLI1","0.955987951605841824","-0.42560166123621679","0.2651931451848125176","0.6907948064210293","Activated","215","viper","215","0.6907948064210293",NA,NA,"6","GTEx--Coexpression(rank=36); Literature--ChIP-seq(rank=96); ENCODE--ChIP-seq(rank=109); ReMap--ChIP-seq(rank=266); Enrichr--Queries(rank=342); ARCHS4--Coexpression(rank=354)","85","0.02240000000000000","GTEx Coexpression,0.0224"
"EOMES","0.170292589777811143","1.20529025896475495","0.6877914243712830444","0.6877914243712830","Activated","216","viper","216","0.6877914243712830",NA,NA,"5","Literature--ChIP-seq(rank=67); ReMap--ChIP-seq(rank=204); GTEx--Coexpression(rank=239); Enrichr--Queries(rank=259); ARCHS4--Coexpression(rank=458)","540","0.14870000000000000","GTEx Coexpression,0.1487"
"MAF","1.098546729554644941","0.26756458327989646","0.6830556564172707290","0.6830556564172707","Activated","217","viper","217","0.6830556564172707",NA,NA,"4","ReMap--ChIP-seq(rank=58); ARCHS4--Coexpression(rank=99); Enrichr--Queries(rank=100); GTEx--Coexpression(rank=167)","223","0.06081000000000000","ARCHS4 Coexpression,0.06081"
"CUX1","0.095311855654167082","-1.25110202090539357","-0.5778950826256132878","0.6732069382797803","Repressed","218","viper","218","0.6732069382797803",NA,NA,"6","ENCODE--ChIP-seq(rank=77); Literature--ChIP-seq(rank=118); ReMap--ChIP-seq(rank=166); GTEx--Coexpression(rank=666); ARCHS4--Coexpression(rank=688); Enrichr--Queries(rank=1013)","1193","0.41439999999999999","GTEx Coexpression,0.4144"
"SP4","0.781248608643219322","0.56189530452196224","0.6715719565825908344","0.6715719565825908","Activated","219","viper","219","0.6715719565825908",NA,NA,"5","ENCODE--ChIP-seq(rank=98); ReMap--ChIP-seq(rank=265); GTEx--Coexpression(rank=985); Enrichr--Queries(rank=1150); ARCHS4--Coexpression(rank=1374)","1490","0.61290000000000000","GTEx Coexpression,0.6129"
"GATA2","0.217159205230470359","-1.07882116341430878","-0.4308309790919191973","0.6479901843223895","Repressed","220","viper","220","0.6479901843223895",NA,NA,"6","ENCODE--ChIP-seq(rank=25); Literature--ChIP-seq(rank=75); ReMap--ChIP-seq(rank=164); GTEx--Coexpression(rank=342); Enrichr--Queries(rank=380); ARCHS4--Coexpression(rank=1334)","731","0.21190000000000001","ENCODE ChIP-seq,0.2119"
"NFYA","0.261959169878818843","0.99823397721224372","0.6300965735455312799","0.6300965735455313","Activated","221","viper","221","0.6300965735455313",NA,NA,"5","ENCODE--ChIP-seq(rank=81); ReMap--ChIP-seq(rank=211); Enrichr--Queries(rank=689); ARCHS4--Coexpression(rank=779); GTEx--Coexpression(rank=860)","1291","0.47849999999999998","ARCHS4 Coexpression,0.4785"
"SRF","0.325875531587812461","0.92476383291935005","0.6253196822535812549","0.6253196822535813","Activated","222","viper","222","0.6253196822535813",NA,NA,"6","ENCODE--ChIP-seq(rank=38); Literature--ChIP-seq(rank=110); ReMap--ChIP-seq(rank=176); GTEx--Coexpression(rank=362); Enrichr--Queries(rank=510); ARCHS4--Coexpression(rank=823)","770","0.22530000000000000","GTEx Coexpression,0.2253"
"NFE2L2","-0.972747996701796014","0.25773523769930834","-0.3575063795012438650","0.6152416172005521","Repressed","223","viper","223","0.6152416172005521",NA,NA,"5","Literature--ChIP-seq(rank=14); ARCHS4--Coexpression(rank=68); ReMap--ChIP-seq(rank=143); Enrichr--Queries(rank=237); GTEx--Coexpression(rank=524)","148","0.04177000000000000","ARCHS4 Coexpression,0.04177"
"PRDM1","-0.457448221935485622","0.74533246046858270","0.1439421192665485405","0.6013903412020342","Activated","224","viper","224","0.6013903412020342",NA,NA,"5","ENCODE--ChIP-seq(rank=7); Enrichr--Queries(rank=56); ReMap--ChIP-seq(rank=70); ARCHS4--Coexpression(rank=89); GTEx--Coexpression(rank=605)","145","0.03989000000000000","Enrichr Queries,0.03989"
"GATA4",NA,"0.59861564261975087","0.5986156426197508651","0.5986156426197509","Activated","225","viper","225","0.5986156426197509",NA,NA,"5","ARCHS4--Coexpression(rank=19); ReMap--ChIP-seq(rank=88); Literature--ChIP-seq(rank=104); Enrichr--Queries(rank=933); GTEx--Coexpression(rank=1221)","44","0.01167000000000000","ARCHS4 Coexpression,0.01167"
"FOXM1","0.769835705440402918","-0.38507418144862265","0.1923807619958901316","0.5774549434445128","Activated","226","viper","226","0.5774549434445128",NA,NA,"6","Literature--ChIP-seq(rank=83); ENCODE--ChIP-seq(rank=85); ReMap--ChIP-seq(rank=226); ARCHS4--Coexpression(rank=575); GTEx--Coexpression(rank=1036); Enrichr--Queries(rank=1391)","1074","0.35320000000000001","ARCHS4 Coexpression,0.3532"
"ERG","0.467378808974610427","0.68583744400144131","0.5766081264880258406","0.5766081264880258","Activated","227","viper","227","0.5766081264880258",NA,NA,"5","Literature--ChIP-seq(rank=68); ARCHS4--Coexpression(rank=223); ReMap--ChIP-seq(rank=262); GTEx--Coexpression(rank=317); Enrichr--Queries(rank=581)","494","0.13700000000000001","ARCHS4 Coexpression,0.137"
"NRF1","1.009160150580468818","-0.10359772999600220","0.4527812102922332826","0.5563789402882355","Activated","228","viper","228","0.5563789402882355",NA,NA,"5","ARCHS4--Coexpression(rank=23); ENCODE--ChIP-seq(rank=43); ReMap--ChIP-seq(rank=230); GTEx--Coexpression(rank=279); Enrichr--Queries(rank=1247)","55","0.01413000000000000","ARCHS4 Coexpression,0.01413"
"KMT2A","0.066678485896307788","1.04519987335161502","0.5559391796239614436","0.5559391796239614","Activated","229","viper","229","0.5559391796239614",NA,NA,"3","ReMap--ChIP-seq(rank=284); ARCHS4--Coexpression(rank=461); GTEx--Coexpression(rank=1185)","907","0.28320000000000001","ARCHS4 Coexpression,0.2832"
"NR5A2","0.934642079081929977","0.17385633547179466","0.5542492072768623323","0.5542492072768623","Activated","230","viper","230","0.5542492072768623",NA,NA,"4","ReMap--ChIP-seq(rank=34); ARCHS4--Coexpression(rank=333); Enrichr--Queries(rank=454); GTEx--Coexpression(rank=591)","414","0.11450000000000000","ReMap ChIP-seq,0.1145"
"ELF3","0.640292107179028736","0.44557713228287743","0.5429346197309530275","0.5429346197309530","Activated","231","viper","231","0.5429346197309530",NA,NA,"4","ReMap--ChIP-seq(rank=117); Enrichr--Queries(rank=278); ARCHS4--Coexpression(rank=418); GTEx--Coexpression(rank=583)","695","0.19800000000000001","Enrichr Queries,0.198"
"MYCN","-0.028838587032620277","-1.05638125719104314","-0.5426099221118316773","0.5426099221118317","Repressed","232","viper","232","0.5426099221118317",NA,NA,"5","Literature--ChIP-seq(rank=50); ReMap--ChIP-seq(rank=259); Enrichr--Queries(rank=341); GTEx--Coexpression(rank=496); ARCHS4--Coexpression(rank=982)","815","0.24290000000000000","Enrichr Queries,0.2429"
"MEF2C","0.406848522118692713","0.67621207577049458","0.5415302989445935911","0.5415302989445936","Activated","233","viper","233","0.5415302989445936",NA,NA,"5","ReMap--ChIP-seq(rank=110); ENCODE--ChIP-seq(rank=117); ARCHS4--Coexpression(rank=284); Enrichr--Queries(rank=423); GTEx--Coexpression(rank=1090)","627","0.17440000000000000","ARCHS4 Coexpression,0.1744"
"USF1","0.353071352177389386","-0.72418059077616348","-0.1855546192993870469","0.5386259714767765","Repressed","234","viper","234","0.5386259714767765",NA,NA,"5","ENCODE--ChIP-seq(rank=17); ReMap--ChIP-seq(rank=174); GTEx--Coexpression(rank=195); ARCHS4--Coexpression(rank=361); Enrichr--Queries(rank=846)","440","0.12130000000000001","GTEx Coexpression,0.1213"
"GATA1",NA,"0.50416922672748621","0.5041692267274862083","0.5041692267274862","Activated","235","viper","235","0.5041692267274862",NA,NA,"6","ENCODE--ChIP-seq(rank=54); Literature--ChIP-seq(rank=126); ReMap--ChIP-seq(rank=131); ARCHS4--Coexpression(rank=387); GTEx--Coexpression(rank=899); Enrichr--Queries(rank=1326)","803","0.23769999999999999","ARCHS4 Coexpression,0.2377"
"NR2F2",NA,"0.50359006462112599","0.5035900646211259879","0.5035900646211260","Activated","236","viper","236","0.5035900646211260",NA,NA,"5","ENCODE--ChIP-seq(rank=86); ReMap--ChIP-seq(rank=136); Enrichr--Queries(rank=223); GTEx--Coexpression(rank=498); ARCHS4--Coexpression(rank=1525)","578","0.15880000000000000","Enrichr Queries,0.1588"
"TCF7L2","0.590443324551142235","-0.39352061085350398","0.0984613568488191260","0.4919819677023231","Activated","237","viper","237","0.4919819677023231",NA,NA,"6","ENCODE--ChIP-seq(rank=23); Literature--ChIP-seq(rank=129); ReMap--ChIP-seq(rank=134); Enrichr--Queries(rank=634); GTEx--Coexpression(rank=1432); ARCHS4--Coexpression(rank=1503)","687","0.19489999999999999","ENCODE ChIP-seq,0.1949"
"CTCF","-0.740453677956434353","-0.21615868104441352","-0.4783061795004239225","0.4783061795004239","Repressed","238","viper","238","0.4783061795004239",NA,NA,"6","ENCODE--ChIP-seq(rank=15); Literature--ChIP-seq(rank=31); ReMap--ChIP-seq(rank=141); ARCHS4--Coexpression(rank=849); GTEx--Coexpression(rank=1012); Enrichr--Queries(rank=1357)","460","0.12709999999999999","ENCODE ChIP-seq,0.1271"
"E2F4","0.265931323901076933","-0.68953148849175783","-0.2118000822953404472","0.4777314061964174","Repressed","239","viper","239","0.4777314061964174",NA,NA,"6","ENCODE--ChIP-seq(rank=78); Literature--ChIP-seq(rank=140); ReMap--ChIP-seq(rank=225); GTEx--Coexpression(rank=348); ARCHS4--Coexpression(rank=499); Enrichr--Queries(rank=1279)","745","0.21659999999999999","GTEx Coexpression,0.2166"
"BHLHE40","-0.837493380359756623","0.11776340449822546","-0.3598649879307656008","0.4776283924289910","Repressed","240","viper","240","0.4776283924289910",NA,NA,"4","ENCODE--ChIP-seq(rank=5); ARCHS4--Coexpression(rank=17); GTEx--Coexpression(rank=25); ReMap--ChIP-seq(rank=56)","41","0.01044000000000000","ARCHS4 Coexpression,0.01044"
"TWIST1","0.639392497468045828","-0.31236844875450576","0.1635120243567700360","0.4758804731112758","Activated","241","viper","241","0.4758804731112758",NA,NA,"4","ReMap--ChIP-seq(rank=199); ARCHS4--Coexpression(rank=242); GTEx--Coexpression(rank=304); Enrichr--Queries(rank=500)","539","0.14860000000000001","ARCHS4 Coexpression,0.1486"
"TP73","-0.839345742154374963","0.11154867627206901","-0.3638985329411529857","0.4754472092132220","Repressed","242","viper","242","0.4754472092132220",NA,NA,"3","GTEx--Coexpression(rank=94); ARCHS4--Coexpression(rank=631); Enrichr--Queries(rank=1249)","214","0.05849000000000000","GTEx Coexpression,0.05849"
"TFAP2C","-0.077116978463790814","0.86712766777854799","0.3950053446573785765","0.4721223231211694","Activated","243","viper","243","0.4721223231211694",NA,NA,"6","ENCODE--ChIP-seq(rank=42); Literature--ChIP-seq(rank=130); GTEx--Coexpression(rank=157); ReMap--ChIP-seq(rank=170); ARCHS4--Coexpression(rank=350); Enrichr--Queries(rank=476)","360","0.09770000000000000","GTEx Coexpression,0.0977"
"ZNF592","0.852550642243195544","0.06914481471011086","0.4608477284766532289","0.4608477284766532","Activated","244","viper","244","0.4608477284766532",NA,NA,"4","ReMap--ChIP-seq(rank=236); GTEx--Coexpression(rank=459); ARCHS4--Coexpression(rank=603); Enrichr--Queries(rank=1383)","915","0.28560000000000002","GTEx Coexpression,0.2856"
"RFX5",NA,"-0.45828191266576845","-0.4582819126657684539","0.4582819126657685","Repressed","245","viper","245","0.4582819126657685",NA,NA,"5","ENCODE--ChIP-seq(rank=44); ReMap--ChIP-seq(rank=101); Enrichr--Queries(rank=561); ARCHS4--Coexpression(rank=853); GTEx--Coexpression(rank=1000)","1046","0.34010000000000001","ReMap ChIP-seq,0.3401"
"SPI1","0.048025828539649762","0.81013159180467076","0.4290787101721602603","0.4290787101721603","Activated","246","viper","246","0.4290787101721603",NA,NA,"6","ReMap--ChIP-seq(rank=9); Literature--ChIP-seq(rank=36); ENCODE--ChIP-seq(rank=65); GTEx--Coexpression(rank=139); ARCHS4--Coexpression(rank=168); Enrichr--Queries(rank=730)","114","0.03030000000000000","ReMap ChIP-seq,0.0303"
"ETS2","-0.221534638500524905","0.62783860554608328","0.2031519835227791893","0.4246866220233041","Activated","247","viper","247","0.4246866220233041",NA,NA,"4","GTEx--Coexpression(rank=24); Enrichr--Queries(rank=29); ARCHS4--Coexpression(rank=42); Literature--ChIP-seq(rank=152)","59","0.01493000000000000","GTEx Coexpression,0.01493"
"GFI1B","0.332876266874569282","-0.47442399576286409","-0.0707738644441474052","0.4036501313187167","Repressed","248","viper","248","0.4036501313187167",NA,NA,"5","ReMap--ChIP-seq(rank=96); ARCHS4--Coexpression(rank=97); Literature--ChIP-seq(rank=113); GTEx--Coexpression(rank=561); Enrichr--Queries(rank=1190)","218","0.05958000000000000","ARCHS4 Coexpression,0.05958"
"MYOD1","-0.034815259276833911","-0.76701880242145148","-0.4009170308491427082","0.4009170308491427","Repressed","249","viper","249","0.4009170308491427",NA,NA,"5","ENCODE--ChIP-seq(rank=28); ReMap--ChIP-seq(rank=43); ARCHS4--Coexpression(rank=566); Enrichr--Queries(rank=1234); GTEx--Coexpression(rank=1319)","526","0.14480000000000001","ReMap ChIP-seq,0.1448"
"ZNF24","0.469060306006313044","0.30993472207443334","0.3894975140403731939","0.3894975140403732","Activated","250","viper","250","0.3894975140403732",NA,NA,"4","ReMap--ChIP-seq(rank=248); GTEx--Coexpression(rank=325); ARCHS4--Coexpression(rank=1286); Enrichr--Queries(rank=1370)","706","0.20219999999999999","GTEx Coexpression,0.2022"
"SMAD1","-0.686015436323102801","-0.07344996934858899","-0.3797327028358459255","0.3797327028358459","Repressed","251","viper","251","0.3797327028358459",NA,NA,"5","Literature--ChIP-seq(rank=92); ReMap--ChIP-seq(rank=94); ARCHS4--Coexpression(rank=260); Enrichr--Queries(rank=484); GTEx--Coexpression(rank=1001)","582","0.15970000000000001","ARCHS4 Coexpression,0.1597"
"BCL11A","-0.440862891434200210","-0.31212696913507537","-0.3764949302846377632","0.3764949302846378","Repressed","252","viper","252","0.3764949302846378",NA,NA,"5","ENCODE--ChIP-seq(rank=84); ReMap--ChIP-seq(rank=126); GTEx--Coexpression(rank=192); Enrichr--Queries(rank=499); ARCHS4--Coexpression(rank=1263)","435","0.11950000000000000","GTEx Coexpression,0.1195"
"TFDP1","0.184636215385740765","0.54359200769800742","0.3641141115418741192","0.3641141115418741","Activated","253","viper","253","0.3641141115418741",NA,NA,"4","ReMap--ChIP-seq(rank=210); ARCHS4--Coexpression(rank=583); GTEx--Coexpression(rank=1031); Enrichr--Queries(rank=1377)","1087","0.35809999999999992","ARCHS4 Coexpression,0.3581"
"E2F7","0.317953291085310341","0.38679703226654361","0.3523751616759269734","0.3523751616759270","Activated","254","viper","254","0.3523751616759270",NA,NA,"5","ReMap--ChIP-seq(rank=69); Literature--ChIP-seq(rank=160); GTEx--Coexpression(rank=755); ARCHS4--Coexpression(rank=1157); Enrichr--Queries(rank=1260)","789","0.23230000000000001","ReMap ChIP-seq,0.2323"
"DUX4","-0.001021335197013431","0.62140802231478809","0.3101933435588873356","0.3112146787559008","Activated","255","viper","255","0.3112146787559008",NA,NA,"2","ReMap--ChIP-seq(rank=241); ARCHS4--Coexpression(rank=578)","1080","0.35499999999999998","ARCHS4 Coexpression,0.355"
"RUNX3","-0.346873640579759446","-0.20241156480612044","-0.2746426026929399411","0.2746426026929399","Repressed","256","viper","256","0.2746426026929399",NA,NA,"5","ReMap--ChIP-seq(rank=73); ENCODE--ChIP-seq(rank=83); Enrichr--Queries(rank=145); ARCHS4--Coexpression(rank=183); GTEx--Coexpression(rank=663)","378","0.10330000000000000","Enrichr Queries,0.1033"
"HHEX","-0.175503916285227018","-0.37123997089257121","-0.2733719435888991023","0.2733719435888991","Repressed","257","viper","257","0.2733719435888991",NA,NA,"4","ReMap--ChIP-seq(rank=77); Enrichr--Queries(rank=276); GTEx--Coexpression(rank=728); ARCHS4--Coexpression(rank=1126)","692","0.19660000000000000","Enrichr Queries,0.1966"
"AHR","0.211341296820711677","0.31318211191637380","0.2622617043685427363","0.2622617043685427","Activated","258","viper","258","0.2622617043685427",NA,NA,"5","ARCHS4--Coexpression(rank=72); Literature--ChIP-seq(rank=72); Enrichr--Queries(rank=185); ReMap--ChIP-seq(rank=279); GTEx--Coexpression(rank=1009)","157","0.04423000000000000","ARCHS4 Coexpression,0.04423"
"CREB3","0.117065171400201382","-0.33341668207124825","-0.1081757553355234269","0.2252409267357248","Repressed","259","viper","259","0.2252409267357248",NA,NA,"4","ReMap--ChIP-seq(rank=17); ARCHS4--Coexpression(rank=159); Enrichr--Queries(rank=230); GTEx--Coexpression(rank=668)","209","0.05724000000000000","ReMap ChIP-seq,0.05724"
"FOXA1","0.167552228419604599","-0.26173514642748952","-0.0470914590039424596","0.2146436874235471","Repressed","260","viper","260","0.2146436874235471",NA,NA,"6","ReMap--ChIP-seq(rank=42); Literature--ChIP-seq(rank=66); ENCODE--ChIP-seq(rank=69); Enrichr--Queries(rank=792); ARCHS4--Coexpression(rank=837); GTEx--Coexpression(rank=1352)","514","0.14140000000000000","ReMap ChIP-seq,0.1414"
"TBX21","0.033326773528144012","-0.35417982036219348","-0.1604265234170247356","0.1937532969451687","Repressed","261","viper","261","0.1937532969451687",NA,NA,"4","ReMap--ChIP-seq(rank=51); ARCHS4--Coexpression(rank=55); GTEx--Coexpression(rank=650); Enrichr--Queries(rank=738)","129","0.03378000000000000","ARCHS4 Coexpression,0.03378"
"ZBED1","0.086966654528953122","0.26515018382625294","0.1760584191776030372","0.1760584191776030","Activated","262","viper","262","0.1760584191776030",NA,NA,"4","ReMap--ChIP-seq(rank=212); Enrichr--Queries(rank=574); ARCHS4--Coexpression(rank=1387); GTEx--Coexpression(rank=1528)","1185","0.40880000000000000","Enrichr Queries,0.4088"
"SPIB","-0.040341411006013989","0.28658098073881605","0.1231197848664010303","0.1634611958724150","Activated","263","viper","263","0.1634611958724150",NA,NA,"4","ReMap--ChIP-seq(rank=36); GTEx--Coexpression(rank=1033); Enrichr--Queries(rank=1054); ARCHS4--Coexpression(rank=1117)","439","0.12120000000000000","ReMap ChIP-seq,0.1212"
"FOXK2","0.020063460215132847","0.24469985347174297","0.1323816568434379171","0.1323816568434379","Activated","264","viper","264","0.1323816568434379",NA,NA,"4","ReMap--ChIP-seq(rank=22); ARCHS4--Coexpression(rank=932); GTEx--Coexpression(rank=1107); Enrichr--Queries(rank=1323)","276","0.07407000000000000","ReMap ChIP-seq,0.07407"
