Pathway,HNF1 Q6,HNF1 01,RGTTAMWNATT HNF1 01,HNF1 C,GATA C,SRF Q6,CCAWWNAAGG SRF Q4,SRF Q4,SRF Q5 01,SRF C,SRF 01,TFIIA Q6,ZIC3 01,WGGAATGY TEF1 Q6,CP2 01,SPZ1 01,COUP 01,HNF4 01,HNF4 DR1 Q3,PPAR DR1 Q2,NRSF 01,CAGNWMCNNNGAC UNKNOWN,CDX2 Q5,POU6F1 01,CART1 01,EVI1 04,CDC5 01,AREB6 04,HAND1E47 01,RP58 01,TTF1 Q6,OSF2 Q6,OCT1 04,OCT1 Q5 01,OCT C,TGATTTRY GFI1 01,EN1 01,FOXO1 02,EFC Q6,RRAGTTGT UNKNOWN
SRF 01,0.0392156862745098,0.0392156862745098,0.0196078431372549,0.0392156862745098,0.0392156862745098,0.8235294117647058,0.29411764705882354,0.7647058823529411,0.803921568627451,0.9215686274509803,1.0,0.17647058823529413,0.0196078431372549,0.058823529411764705,0.09803921568627451,0.058823529411764705,0.0,0.0196078431372549,0.058823529411764705,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.0392156862745098,0.058823529411764705,0.058823529411764705,0.0784313725490196,0.0196078431372549,0.058823529411764705,0.0196078431372549,0.0784313725490196,0.0196078431372549,0.0392156862745098,0.0784313725490196,0.0392156862745098,0.0,0.0,0.058823529411764705,0.0196078431372549,0.0392156862745098
TFIIA Q6,0.03125,0.0390625,0.0078125,0.03515625,0.04296875,0.07421875,0.046875,0.1015625,0.09375,0.10546875,0.03515625,1.0,0.0625,0.0703125,0.0546875,0.078125,0.05078125,0.05078125,0.0546875,0.0625,0.00390625,0.0078125,0.08203125,0.046875,0.046875,0.06640625,0.0703125,0.046875,0.046875,0.03515625,0.03125,0.02734375,0.03125,0.046875,0.046875,0.0703125,0.02734375,0.0703125,0.05078125,0.05078125
ZIC3 01,0.0392156862745098,0.027450980392156862,0.011764705882352941,0.03529411764705882,0.050980392156862744,0.06666666666666667,0.03529411764705882,0.047058823529411764,0.050980392156862744,0.043137254901960784,0.00392156862745098,0.06274509803921569,1.0,0.11372549019607843,0.08627450980392157,0.09411764705882353,0.0392156862745098,0.058823529411764705,0.0392156862745098,0.0392156862745098,0.00784313725490196,0.011764705882352941,0.07450980392156863,0.06274509803921569,0.047058823529411764,0.07058823529411765,0.0784313725490196,0.0784313725490196,0.07058823529411765,0.07450980392156863,0.06274509803921569,0.043137254901960784,0.06666666666666667,0.07450980392156863,0.07058823529411765,0.07450980392156863,0.027450980392156862,0.10196078431372549,0.054901960784313725,0.054901960784313725
WGGAATGY TEF1 Q6,0.059431524547803614,0.06201550387596899,0.015503875968992248,0.046511627906976744,0.03359173126614987,0.05426356589147287,0.028423772609819122,0.056847545219638244,0.04392764857881137,0.056847545219638244,0.007751937984496124,0.046511627906976744,0.07493540051679587,1.0,0.059431524547803614,0.05426356589147287,0.046511627906976744,0.03359173126614987,0.031007751937984496,0.03359173126614987,0.007751937984496124,0.01808785529715762,0.046511627906976744,0.04909560723514212,0.059431524547803614,0.08010335917312661,0.06976744186046512,0.06459948320413436,0.06201550387596899,0.03359173126614987,0.06459948320413436,0.06718346253229975,0.06718346253229975,0.056847545219638244,0.06718346253229975,0.046511627906976744,0.025839793281653745,0.07235142118863049,0.03359173126614987,0.046511627906976744
CP2 01,0.038314176245210725,0.038314176245210725,0.0,0.02681992337164751,0.04597701149425287,0.06130268199233716,0.019157088122605363,0.06130268199233716,0.04980842911877394,0.06513409961685823,0.019157088122605363,0.05363984674329502,0.0842911877394636,0.08812260536398467,1.0,0.08812260536398467,0.04597701149425287,0.04597701149425287,0.038314176245210725,0.05747126436781609,0.011494252873563218,0.007662835249042145,0.038314176245210725,0.04597701149425287,0.04980842911877394,0.022988505747126436,0.06513409961685823,0.05363984674329502,0.05363984674329502,0.019157088122605363,0.06130268199233716,0.04980842911877394,0.034482758620689655,0.0421455938697318,0.04597701149425287,0.0421455938697318,0.022988505747126436,0.0421455938697318,0.04597701149425287,0.034482758620689655
SPZ1 01,0.059574468085106386,0.05106382978723404,0.00851063829787234,0.06808510638297872,0.05106382978723404,0.07234042553191489,0.02553191489361702,0.08085106382978724,0.08085106382978724,0.05106382978723404,0.01276595744680851,0.0851063829787234,0.10212765957446808,0.08936170212765958,0.09787234042553192,1.0,0.03829787234042553,0.059574468085106386,0.0425531914893617,0.05106382978723404,0.01276595744680851,0.00851063829787234,0.07659574468085106,0.03829787234042553,0.07234042553191489,0.05106382978723404,0.059574468085106386,0.09787234042553192,0.07234042553191489,0.01276595744680851,0.09787234042553192,0.05531914893617021,0.05531914893617021,0.07659574468085106,0.06808510638297872,0.06382978723404255,0.029787234042553193,0.07234042553191489,0.05106382978723404,0.05106382978723404
COUP 01,0.06792452830188679,0.06792452830188679,0.026415094339622643,0.06415094339622641,0.04150943396226415,0.033962264150943396,0.007547169811320755,0.04150943396226415,0.04150943396226415,0.022641509433962263,0.0,0.04905660377358491,0.03773584905660377,0.06792452830188679,0.045283018867924525,0.033962264150943396,1.0,0.4377358490566038,0.4188679245283019,0.3660377358490566,0.011320754716981131,0.01509433962264151,0.052830188679245285,0.05660377358490566,0.03018867924528302,0.04905660377358491,0.07547169811320754,0.03773584905660377,0.045283018867924525,0.033962264150943396,0.05660377358490566,0.045283018867924525,0.04905660377358491,0.033962264150943396,0.04150943396226415,0.04150943396226415,0.011320754716981131,0.05660377358490566,0.04150943396226415,0.05660377358490566
HNF4 01,0.06593406593406594,0.05128205128205128,0.03296703296703297,0.05128205128205128,0.040293040293040296,0.02564102564102564,0.014652014652014652,0.03663003663003663,0.04395604395604396,0.02197802197802198,0.003663003663003663,0.047619047619047616,0.054945054945054944,0.047619047619047616,0.04395604395604396,0.05128205128205128,0.4249084249084249,1.0,0.4065934065934066,0.3956043956043956,0.018315018315018316,0.018315018315018316,0.03663003663003663,0.047619047619047616,0.03296703296703297,0.040293040293040296,0.05128205128205128,0.047619047619047616,0.04395604395604396,0.03296703296703297,0.05128205128205128,0.05128205128205128,0.03663003663003663,0.04395604395604396,0.040293040293040296,0.06593406593406594,0.018315018315018316,0.06593406593406594,0.014652014652014652,0.04395604395604396
HNF4 DR1 Q3,0.04868913857677903,0.026217228464419477,0.011235955056179775,0.0299625468164794,0.04119850187265917,0.0449438202247191,0.02247191011235955,0.04868913857677903,0.03745318352059925,0.0449438202247191,0.011235955056179775,0.052434456928838954,0.03745318352059925,0.0449438202247191,0.03745318352059925,0.03745318352059925,0.4157303370786517,0.4157303370786517,1.0,0.44569288389513106,0.00749063670411985,0.0149812734082397,0.04868913857677903,0.033707865168539325,0.03745318352059925,0.03745318352059925,0.04119850187265917,0.026217228464419477,0.052434456928838954,0.018726591760299626,0.0449438202247191,0.04119850187265917,0.026217228464419477,0.03745318352059925,0.0299625468164794,0.052434456928838954,0.011235955056179775,0.033707865168539325,0.052434456928838954,0.0449438202247191
PPAR DR1 Q2,0.04924242424242424,0.03787878787878788,0.01893939393939394,0.030303030303030304,0.030303030303030304,0.03409090909090909,0.015151515151515152,0.04924242424242424,0.03787878787878788,0.030303030303030304,0.003787878787878788,0.06060606060606061,0.03787878787878788,0.04924242424242424,0.056818181818181816,0.045454545454545456,0.36742424242424243,0.4090909090909091,0.45075757575757575,1.0,0.011363636363636364,0.026515151515151516,0.045454545454545456,0.05303030303030303,0.045454545454545456,0.041666666666666664,0.03409090909090909,0.045454545454545456,0.041666666666666664,0.01893939393939394,0.06439393939393939,0.026515151515151516,0.026515151515151516,0.030303030303030304,0.03787878787878788,0.041666666666666664,0.022727272727272728,0.06060606060606061,0.041666666666666664,0.041666666666666664
NRSF 01,0.010309278350515464,0.020618556701030927,0.010309278350515464,0.030927835051546393,0.030927835051546393,0.041237113402061855,0.020618556701030927,0.030927835051546393,0.020618556701030927,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.020618556701030927,0.030927835051546393,0.030927835051546393,0.030927835051546393,0.030927835051546393,0.05154639175257732,0.020618556701030927,0.030927835051546393,1.0,0.5567010309278351,0.05154639175257732,0.020618556701030927,0.0,0.061855670103092786,0.020618556701030927,0.041237113402061855,0.05154639175257732,0.010309278350515464,0.020618556701030927,0.030927835051546393,0.030927835051546393,0.030927835051546393,0.010309278350515464,0.041237113402061855,0.010309278350515464,0.010309278350515464,0.041237113402061855,0.010309278350515464
CAGNWMCNNNGAC UNKNOWN,0.022727272727272728,0.03409090909090909,0.011363636363636364,0.022727272727272728,0.06818181818181818,0.06818181818181818,0.03409090909090909,0.045454545454545456,0.045454545454545456,0.022727272727272728,0.011363636363636364,0.022727272727272728,0.03409090909090909,0.07954545454545454,0.022727272727272728,0.022727272727272728,0.045454545454545456,0.056818181818181816,0.045454545454545456,0.07954545454545454,0.6136363636363636,1.0,0.056818181818181816,0.056818181818181816,0.022727272727272728,0.09090909090909091,0.022727272727272728,0.045454545454545456,0.03409090909090909,0.022727272727272728,0.07954545454545454,0.056818181818181816,0.03409090909090909,0.022727272727272728,0.011363636363636364,0.045454545454545456,0.011363636363636364,0.022727272727272728,0.03409090909090909,0.03409090909090909
CDX2 Q5,0.11406844106463879,0.07604562737642585,0.022813688212927757,0.11026615969581749,0.08745247148288973,0.03802281368821293,0.034220532319391636,0.053231939163498096,0.045627376425855515,0.03802281368821293,0.0076045627376425855,0.07984790874524715,0.07224334600760456,0.06844106463878327,0.03802281368821293,0.06844106463878327,0.053231939163498096,0.03802281368821293,0.049429657794676805,0.045627376425855515,0.019011406844106463,0.019011406844106463,1.0,0.19771863117870722,0.12547528517110265,0.13688212927756654,0.12927756653992395,0.09885931558935361,0.09125475285171103,0.060836501901140684,0.09505703422053231,0.057034220532319393,0.14068441064638784,0.09885931558935361,0.08365019011406843,0.12547528517110265,0.04182509505703422,0.08745247148288973,0.06463878326996197,0.06844106463878327
POU6F1 01,0.10416666666666667,0.0875,0.029166666666666667,0.10416666666666667,0.09583333333333334,0.05,0.020833333333333332,0.07083333333333333,0.0625,0.05,0.008333333333333333,0.05,0.06666666666666667,0.07916666666666666,0.05,0.0375,0.0625,0.05416666666666667,0.0375,0.058333333333333334,0.008333333333333333,0.020833333333333332,0.21666666666666667,1.0,0.18333333333333332,0.15,0.14583333333333334,0.1,0.10416666666666667,0.0625,0.075,0.07916666666666666,0.19166666666666668,0.11666666666666667,0.0875,0.12083333333333333,0.029166666666666667,0.12916666666666668,0.07916666666666666,0.075
CART1 01,0.09606986899563319,0.09606986899563319,0.004366812227074236,0.10480349344978165,0.08733624454148471,0.048034934497816595,0.026200873362445413,0.06550218340611354,0.06550218340611354,0.05240174672489083,0.013100436681222707,0.05240174672489083,0.05240174672489083,0.10043668122270742,0.056768558951965066,0.07423580786026202,0.034934497816593885,0.039301310043668124,0.043668122270742356,0.05240174672489083,0.0,0.008733624454148471,0.14410480349344978,0.19213973799126638,1.0,0.19213973799126638,0.16593886462882096,0.13100436681222707,0.10480349344978165,0.07860262008733625,0.056768558951965066,0.10043668122270742,0.17467248908296942,0.13100436681222707,0.1091703056768559,0.14847161572052403,0.0611353711790393,0.10043668122270742,0.06986899563318777,0.06550218340611354
EVI1 04,0.0995850622406639,0.07883817427385892,0.02074688796680498,0.08713692946058091,0.13278008298755187,0.07883817427385892,0.029045643153526972,0.0954356846473029,0.07468879668049792,0.04149377593360996,0.012448132780082987,0.07053941908713693,0.07468879668049792,0.12863070539419086,0.024896265560165973,0.04979253112033195,0.05394190871369295,0.04564315352697095,0.04149377593360996,0.04564315352697095,0.024896265560165973,0.03319502074688797,0.14937759336099585,0.14937759336099585,0.1825726141078838,1.0,0.16182572614107885,0.11618257261410789,0.1078838174273859,0.07053941908713693,0.07883817427385892,0.05394190871369295,0.1825726141078838,0.12033195020746888,0.1078838174273859,0.12448132780082988,0.05394190871369295,0.0995850622406639,0.07468879668049792,0.07053941908713693
CDC5 01,0.10526315789473684,0.06766917293233082,0.015037593984962405,0.09022556390977443,0.08646616541353383,0.05639097744360902,0.03759398496240601,0.07142857142857142,0.05263157894736842,0.041353383458646614,0.015037593984962405,0.06766917293233082,0.07518796992481203,0.10150375939849623,0.06390977443609022,0.05263157894736842,0.07518796992481203,0.05263157894736842,0.041353383458646614,0.03383458646616541,0.007518796992481203,0.007518796992481203,0.12781954887218044,0.13157894736842105,0.14285714285714285,0.14661654135338345,1.0,0.08270676691729323,0.07894736842105263,0.06390977443609022,0.07142857142857142,0.06390977443609022,0.15789473684210525,0.09398496240601503,0.07518796992481203,0.12406015037593984,0.041353383458646614,0.07518796992481203,0.06390977443609022,0.07894736842105263
AREB6 04,0.06324110671936758,0.06324110671936758,0.007905138339920948,0.05138339920948617,0.07509881422924901,0.05138339920948617,0.011857707509881422,0.06324110671936758,0.039525691699604744,0.043478260869565216,0.003952569169960474,0.04743083003952569,0.07905138339920949,0.09881422924901186,0.05533596837944664,0.09090909090909091,0.039525691699604744,0.05138339920948617,0.02766798418972332,0.04743083003952569,0.015810276679841896,0.015810276679841896,0.10276679841897234,0.09486166007905138,0.11857707509881422,0.11067193675889328,0.08695652173913043,1.0,0.07905138339920949,0.06324110671936758,0.05928853754940711,0.07114624505928854,0.09881422924901186,0.05928853754940711,0.043478260869565216,0.09881422924901186,0.03557312252964427,0.09486166007905138,0.06719367588932806,0.06324110671936758
HAND1E47 01,0.045774647887323945,0.04225352112676056,0.007042253521126761,0.06338028169014084,0.07746478873239436,0.0528169014084507,0.014084507042253521,0.06690140845070422,0.04929577464788732,0.045774647887323945,0.01056338028169014,0.04225352112676056,0.06338028169014084,0.08450704225352113,0.04929577464788732,0.05985915492957746,0.04225352112676056,0.04225352112676056,0.04929577464788732,0.03873239436619718,0.017605633802816902,0.01056338028169014,0.08450704225352113,0.0880281690140845,0.08450704225352113,0.09154929577464789,0.07394366197183098,0.07042253521126761,1.0,0.07746478873239436,0.05985915492957746,0.045774647887323945,0.06690140845070422,0.05985915492957746,0.056338028169014086,0.05985915492957746,0.02464788732394366,0.056338028169014086,0.06338028169014084,0.045774647887323945
RP58 01,0.08962264150943396,0.06132075471698113,0.02358490566037736,0.07547169811320754,0.06132075471698113,0.07547169811320754,0.014150943396226415,0.05660377358490566,0.05660377358490566,0.06132075471698113,0.0047169811320754715,0.04245283018867924,0.08962264150943396,0.06132075471698113,0.02358490566037736,0.014150943396226415,0.04245283018867924,0.04245283018867924,0.02358490566037736,0.02358490566037736,0.0047169811320754715,0.009433962264150943,0.07547169811320754,0.07075471698113207,0.08490566037735849,0.08018867924528301,0.08018867924528301,0.07547169811320754,0.10377358490566038,1.0,0.06132075471698113,0.07547169811320754,0.07547169811320754,0.06132075471698113,0.03773584905660377,0.07075471698113207,0.02830188679245283,0.07547169811320754,0.08018867924528301,0.06132075471698113
TTF1 Q6,0.06343283582089553,0.041044776119402986,0.018656716417910446,0.03731343283582089,0.033582089552238806,0.05970149253731343,0.026119402985074626,0.06343283582089553,0.07462686567164178,0.048507462686567165,0.014925373134328358,0.029850746268656716,0.05970149253731343,0.09328358208955224,0.05970149253731343,0.08582089552238806,0.055970149253731345,0.05223880597014925,0.04477611940298507,0.06343283582089553,0.007462686567164179,0.026119402985074626,0.09328358208955224,0.06716417910447761,0.048507462686567165,0.0708955223880597,0.0708955223880597,0.055970149253731345,0.06343283582089553,0.048507462686567165,1.0,0.08582089552238806,0.0708955223880597,0.048507462686567165,0.041044776119402986,0.08208955223880597,0.018656716417910446,0.048507462686567165,0.048507462686567165,0.055970149253731345
OSF2 Q6,0.02962962962962963,0.025925925925925925,0.007407407407407408,0.05925925925925926,0.03333333333333333,0.05555555555555555,0.02962962962962963,0.044444444444444446,0.04814814814814815,0.037037037037037035,0.003703703703703704,0.025925925925925925,0.040740740740740744,0.0962962962962963,0.04814814814814815,0.04814814814814815,0.044444444444444446,0.05185185185185185,0.040740740740740744,0.025925925925925925,0.011111111111111112,0.018518518518518517,0.05555555555555555,0.07037037037037037,0.08518518518518518,0.04814814814814815,0.06296296296296296,0.06666666666666667,0.04814814814814815,0.05925925925925926,0.08518518518518518,1.0,0.05925925925925926,0.07777777777777778,0.06666666666666667,0.06666666666666667,0.037037037037037035,0.06296296296296296,0.05555555555555555,0.05925925925925926
OCT1 04,0.11885245901639344,0.07377049180327869,0.03278688524590164,0.11475409836065574,0.09016393442622951,0.05737704918032787,0.01639344262295082,0.0778688524590164,0.06557377049180328,0.05327868852459016,0.00819672131147541,0.03278688524590164,0.06967213114754098,0.10655737704918032,0.036885245901639344,0.05327868852459016,0.05327868852459016,0.040983606557377046,0.028688524590163935,0.028688524590163935,0.012295081967213115,0.012295081967213115,0.15163934426229508,0.1885245901639344,0.16393442622950818,0.18032786885245902,0.1721311475409836,0.10245901639344263,0.0778688524590164,0.06557377049180328,0.0778688524590164,0.06557377049180328,1.0,0.319672131147541,0.2827868852459016,0.12704918032786885,0.028688524590163935,0.0942622950819672,0.13934426229508196,0.05737704918032787
OCT1 Q5 01,0.08363636363636363,0.06545454545454546,0.01818181818181818,0.08,0.07272727272727272,0.06181818181818182,0.025454545454545455,0.07272727272727272,0.05454545454545454,0.05090909090909091,0.014545454545454545,0.04363636363636364,0.06909090909090909,0.08,0.04,0.06545454545454546,0.03272727272727273,0.04363636363636364,0.03636363636363636,0.02909090909090909,0.01090909090909091,0.007272727272727273,0.09454545454545454,0.10181818181818182,0.10909090909090909,0.10545454545454545,0.09090909090909091,0.05454545454545454,0.06181818181818182,0.04727272727272727,0.04727272727272727,0.07636363636363637,0.28363636363636363,1.0,0.6581818181818182,0.14181818181818182,0.04727272727272727,0.07636363636363637,0.06909090909090909,0.05818181818181818
OCT C,0.05185185185185185,0.04814814814814815,0.018518518518518517,0.07777777777777778,0.05185185185185185,0.05555555555555555,0.022222222222222223,0.06666666666666667,0.040740740740740744,0.044444444444444446,0.007407407407407408,0.044444444444444446,0.06666666666666667,0.0962962962962963,0.044444444444444446,0.05925925925925926,0.040740740740740744,0.040740740740740744,0.02962962962962963,0.037037037037037035,0.003703703703703704,0.003703703703703704,0.08148148148148149,0.07777777777777778,0.09259259259259259,0.0962962962962963,0.07407407407407407,0.040740740740740744,0.05925925925925926,0.02962962962962963,0.040740740740740744,0.06666666666666667,0.25555555555555554,0.6703703703703704,1.0,0.14074074074074075,0.03333333333333333,0.08888888888888889,0.07407407407407407,0.07037037037037037
TGATTTRY GFI1 01,0.08445945945945946,0.07094594594594594,0.02364864864864865,0.08108108108108109,0.08783783783783784,0.04391891891891892,0.016891891891891893,0.06756756756756757,0.06418918918918919,0.04054054054054054,0.0,0.060810810810810814,0.06418918918918919,0.060810810810810814,0.037162162162162164,0.05067567567567568,0.037162162162162164,0.060810810810810814,0.0472972972972973,0.037162162162162164,0.013513513513513514,0.013513513513513514,0.11148648648648649,0.09797297297297297,0.11486486486486487,0.10135135135135136,0.11148648648648649,0.08445945945945946,0.057432432432432436,0.05067567567567568,0.07432432432432433,0.060810810810810814,0.10472972972972973,0.13175675675675674,0.12837837837837837,1.0,0.033783783783783786,0.05405405405405406,0.05405405405405406,0.06418918918918919
EN1 01,0.08108108108108109,0.0990990990990991,0.009009009009009009,0.09009009009009009,0.07207207207207207,0.06306306306306306,0.04504504504504504,0.09009009009009009,0.0990990990990991,0.07207207207207207,0.0,0.06306306306306306,0.06306306306306306,0.09009009009009009,0.05405405405405406,0.06306306306306306,0.02702702702702703,0.04504504504504504,0.02702702702702703,0.05405405405405406,0.009009009009009009,0.009009009009009009,0.0990990990990991,0.06306306306306306,0.12612612612612611,0.11711711711711711,0.0990990990990991,0.08108108108108109,0.06306306306306306,0.05405405405405406,0.04504504504504504,0.09009009009009009,0.06306306306306306,0.11711711711711711,0.08108108108108109,0.09009009009009009,1.0,0.14414414414414414,0.08108108108108109,0.13513513513513514
