Pathway,AP1FJ Q2,AP1 Q2,AP1 Q4,AP1 Q6,AP1 Q6 01,TGASTMAGC NFE2 01,AP1 01,AP1 C,TGANNYRGCA TCF11MAFG 01,GCCATNTTG YY1 Q6,YY1 02,YY1 01,AP4 Q6,ETS1 B,ETS2 B,MEIS1 01,CP2 01,LXR Q3,ATF1 Q6,CREBP1 01,CEBPDELTA Q6,SRF Q6,CCAWWNAAGG SRF Q4,SRF Q5 01,SRF Q4,SRF C,FOXO3 01,YNGTTNNNATT UNKNOWN,PAX Q6,NFAT Q4 01,GATAAGR GATA C,HMEF2 Q6,SMTTTTGT UNKNOWN,AAANWWTGC UNKNOWN,CHOP 01,OCT1 06,CHX10 01,TGGNNNNNNKCCAR UNKNOWN,TCF4 Q5,HNF4 Q6
YY1 02,0.027888446215139442,0.035856573705179286,0.02390438247011952,0.03187250996015936,0.0398406374501992,0.0199203187250996,0.0199203187250996,0.02390438247011952,0.02390438247011952,0.5577689243027888,1.0,0.1394422310756972,0.02390438247011952,0.01593625498007968,0.02390438247011952,0.04780876494023904,0.04780876494023904,0.01195219123505976,0.01593625498007968,0.03187250996015936,0.0199203187250996,0.00398406374501992,0.00398406374501992,0.0199203187250996,0.01195219123505976,0.01195219123505976,0.0398406374501992,0.0398406374501992,0.02390438247011952,0.02390438247011952,0.01593625498007968,0.0199203187250996,0.0796812749003984,0.03187250996015936,0.0199203187250996,0.0199203187250996,0.02390438247011952,0.027888446215139442,0.0199203187250996,0.0199203187250996
YY1 01,0.05952380952380952,0.07142857142857142,0.03571428571428571,0.023809523809523808,0.023809523809523808,0.01984126984126984,0.027777777777777776,0.01984126984126984,0.027777777777777776,0.25793650793650796,0.1388888888888889,1.0,0.051587301587301584,0.023809523809523808,0.031746031746031744,0.07936507936507936,0.03968253968253968,0.007936507936507936,0.051587301587301584,0.023809523809523808,0.05555555555555555,0.13095238095238096,0.03968253968253968,0.14285714285714285,0.11904761904761904,0.1349206349206349,0.05952380952380952,0.05555555555555555,0.03968253968253968,0.07539682539682539,0.06746031746031746,0.03968253968253968,0.15476190476190477,0.051587301587301584,0.07142857142857142,0.08333333333333333,0.06746031746031746,0.06746031746031746,0.06349206349206349,0.04365079365079365
AP4 Q6,0.044444444444444446,0.04,0.05333333333333334,0.044444444444444446,0.044444444444444446,0.03111111111111111,0.05333333333333334,0.05333333333333334,0.044444444444444446,0.03111111111111111,0.02666666666666667,0.057777777777777775,1.0,0.06222222222222222,0.057777777777777775,0.04888888888888889,0.04888888888888889,0.013333333333333334,0.035555555555555556,0.022222222222222223,0.04,0.044444444444444446,0.017777777777777778,0.04888888888888889,0.04,0.022222222222222223,0.057777777777777775,0.08888888888888889,0.04888888888888889,0.07111111111111111,0.03111111111111111,0.04,0.06222222222222222,0.035555555555555556,0.044444444444444446,0.04,0.057777777777777775,0.06666666666666667,0.04888888888888889,0.03111111111111111
ETS1 B,0.026119402985074626,0.041044776119402986,0.026119402985074626,0.029850746268656716,0.041044776119402986,0.026119402985074626,0.05223880597014925,0.041044776119402986,0.04477611940298507,0.033582089552238806,0.014925373134328358,0.022388059701492536,0.05223880597014925,1.0,0.376865671641791,0.041044776119402986,0.05970149253731343,0.014925373134328358,0.03731343283582089,0.041044776119402986,0.04477611940298507,0.033582089552238806,0.007462686567164179,0.029850746268656716,0.011194029850746268,0.041044776119402986,0.05970149253731343,0.06343283582089553,0.0708955223880597,0.05223880597014925,0.029850746268656716,0.026119402985074626,0.055970149253731345,0.048507462686567165,0.033582089552238806,0.03731343283582089,0.026119402985074626,0.05970149253731343,0.026119402985074626,0.03731343283582089
ETS2 B,0.05319148936170213,0.05673758865248227,0.04609929078014184,0.0425531914893617,0.028368794326241134,0.02127659574468085,0.04609929078014184,0.03546099290780142,0.03546099290780142,0.03900709219858156,0.02127659574468085,0.028368794326241134,0.04609929078014184,0.35815602836879434,1.0,0.04609929078014184,0.04609929078014184,0.0070921985815602835,0.0425531914893617,0.03546099290780142,0.03900709219858156,0.06028368794326241,0.024822695035460994,0.06382978723404255,0.03546099290780142,0.06028368794326241,0.05319148936170213,0.06382978723404255,0.06382978723404255,0.04964539007092199,0.0425531914893617,0.024822695035460994,0.06382978723404255,0.03546099290780142,0.0425531914893617,0.03546099290780142,0.028368794326241134,0.07092198581560284,0.0425531914893617,0.031914893617021274
MEIS1 01,0.04819277108433735,0.03614457831325301,0.028112449799196786,0.020080321285140562,0.028112449799196786,0.020080321285140562,0.04417670682730924,0.040160642570281124,0.040160642570281124,0.060240963855421686,0.04819277108433735,0.08032128514056225,0.04417670682730924,0.04417670682730924,0.05220883534136546,1.0,0.06827309236947791,0.012048192771084338,0.060240963855421686,0.0321285140562249,0.05622489959839357,0.04819277108433735,0.008032128514056224,0.040160642570281124,0.05220883534136546,0.03614457831325301,0.0642570281124498,0.08835341365461848,0.03614457831325301,0.08032128514056225,0.060240963855421686,0.024096385542168676,0.10040160642570281,0.04819277108433735,0.020080321285140562,0.07228915662650602,0.05622489959839357,0.05622489959839357,0.07228915662650602,0.060240963855421686
CP2 01,0.06130268199233716,0.06896551724137931,0.05363984674329502,0.06513409961685823,0.04597701149425287,0.04597701149425287,0.08045977011494253,0.05747126436781609,0.08812260536398467,0.04597701149425287,0.04597701149425287,0.038314176245210725,0.0421455938697318,0.06130268199233716,0.04980842911877394,0.06513409961685823,1.0,0.019157088122605363,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.06130268199233716,0.019157088122605363,0.04980842911877394,0.06130268199233716,0.06513409961685823,0.038314176245210725,0.06513409961685823,0.05747126436781609,0.0421455938697318,0.04597701149425287,0.01532567049808429,0.06513409961685823,0.04597701149425287,0.038314176245210725,0.038314176245210725,0.019157088122605363,0.06130268199233716,0.0421455938697318,0.034482758620689655
LXR Q3,0.024390243902439025,0.012195121951219513,0.024390243902439025,0.012195121951219513,0.06097560975609756,0.012195121951219513,0.024390243902439025,0.036585365853658534,0.024390243902439025,0.036585365853658534,0.036585365853658534,0.024390243902439025,0.036585365853658534,0.04878048780487805,0.024390243902439025,0.036585365853658534,0.06097560975609756,1.0,0.08536585365853659,0.06097560975609756,0.036585365853658534,0.06097560975609756,0.024390243902439025,0.07317073170731707,0.10975609756097561,0.07317073170731707,0.08536585365853659,0.07317073170731707,0.08536585365853659,0.024390243902439025,0.024390243902439025,0.012195121951219513,0.07317073170731707,0.012195121951219513,0.036585365853658534,0.036585365853658534,0.07317073170731707,0.06097560975609756,0.04878048780487805,0.06097560975609756
ATF1 Q6,0.037815126050420166,0.029411764705882353,0.029411764705882353,0.037815126050420166,0.037815126050420166,0.01680672268907563,0.04201680672268908,0.03361344537815126,0.058823529411764705,0.029411764705882353,0.01680672268907563,0.0546218487394958,0.03361344537815126,0.04201680672268908,0.05042016806722689,0.06302521008403361,0.037815126050420166,0.029411764705882353,1.0,0.04201680672268908,0.046218487394957986,0.03361344537815126,0.025210084033613446,0.03361344537815126,0.03361344537815126,0.037815126050420166,0.03361344537815126,0.07983193277310924,0.06302521008403361,0.029411764705882353,0.03361344537815126,0.037815126050420166,0.08823529411764706,0.037815126050420166,0.05042016806722689,0.037815126050420166,0.037815126050420166,0.037815126050420166,0.03361344537815126,0.02100840336134454
CREBP1 01,0.04918032786885246,0.03825136612021858,0.0273224043715847,0.01639344262295082,0.04371584699453552,0.02185792349726776,0.04371584699453552,0.04371584699453552,0.06557377049180328,0.07103825136612021,0.04371584699453552,0.03278688524590164,0.0273224043715847,0.060109289617486336,0.0546448087431694,0.04371584699453552,0.04918032786885246,0.0273224043715847,0.0546448087431694,1.0,0.12568306010928962,0.03825136612021858,0.0,0.0273224043715847,0.02185792349726776,0.03278688524590164,0.08196721311475409,0.09836065573770492,0.03825136612021858,0.07650273224043716,0.0546448087431694,0.03278688524590164,0.12568306010928962,0.03278688524590164,0.0546448087431694,0.08196721311475409,0.04371584699453552,0.03825136612021858,0.03278688524590164,0.02185792349726776
CEBPDELTA Q6,0.05668016194331984,0.05668016194331984,0.05263157894736842,0.06072874493927125,0.06882591093117409,0.016194331983805668,0.04048582995951417,0.044534412955465584,0.03643724696356275,0.044534412955465584,0.020242914979757085,0.05668016194331984,0.03643724696356275,0.048582995951417005,0.044534412955465584,0.05668016194331984,0.03643724696356275,0.012145748987854251,0.044534412955465584,0.0931174089068826,1.0,0.05668016194331984,0.02834008097165992,0.06882591093117409,0.06072874493927125,0.05263157894736842,0.08906882591093117,0.11336032388663968,0.08097165991902834,0.07692307692307693,0.05668016194331984,0.06477732793522267,0.10121457489878542,0.08097165991902834,0.09716599190283401,0.10526315789473684,0.0728744939271255,0.04048582995951417,0.06477732793522267,0.06072874493927125
SRF Q6,0.036290322580645164,0.04838709677419355,0.036290322580645164,0.04435483870967742,0.056451612903225805,0.024193548387096774,0.03225806451612903,0.04838709677419355,0.05241935483870968,0.04435483870967742,0.004032258064516129,0.13306451612903225,0.04032258064516129,0.036290322580645164,0.06854838709677419,0.04838709677419355,0.06451612903225806,0.020161290322580645,0.03225806451612903,0.028225806451612902,0.056451612903225805,1.0,0.28225806451612906,0.6169354838709677,0.6169354838709677,0.5887096774193549,0.10080645161290322,0.0967741935483871,0.056451612903225805,0.04838709677419355,0.06854838709677419,0.05241935483870968,0.09274193548387097,0.04435483870967742,0.06854838709677419,0.06854838709677419,0.04838709677419355,0.0967741935483871,0.056451612903225805,0.06048387096774194
CCAWWNAAGG SRF Q4,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.056818181818181816,0.03409090909090909,0.022727272727272728,0.011363636363636364,0.022727272727272728,0.06818181818181818,0.03409090909090909,0.011363636363636364,0.11363636363636363,0.045454545454545456,0.022727272727272728,0.07954545454545454,0.022727272727272728,0.056818181818181816,0.022727272727272728,0.06818181818181818,0.0,0.07954545454545454,0.7954545454545454,1.0,0.6590909090909091,0.6590909090909091,0.6022727272727273,0.11363636363636363,0.10227272727272728,0.056818181818181816,0.06818181818181818,0.06818181818181818,0.056818181818181816,0.07954545454545454,0.03409090909090909,0.09090909090909091,0.03409090909090909,0.056818181818181816,0.07954545454545454,0.056818181818181816,0.045454545454545456
SRF Q5 01,0.05333333333333334,0.06666666666666667,0.05333333333333334,0.057777777777777775,0.06666666666666667,0.02666666666666667,0.02666666666666667,0.044444444444444446,0.07111111111111111,0.06222222222222222,0.022222222222222223,0.16,0.04888888888888889,0.035555555555555556,0.08,0.044444444444444446,0.057777777777777775,0.02666666666666667,0.035555555555555556,0.022222222222222223,0.07555555555555556,0.68,0.2577777777777778,1.0,0.7022222222222222,0.5733333333333334,0.10666666666666667,0.10666666666666667,0.057777777777777775,0.057777777777777775,0.08888888888888889,0.035555555555555556,0.1111111111111111,0.07111111111111111,0.07111111111111111,0.06666666666666667,0.035555555555555556,0.12,0.07555555555555556,0.057777777777777775
SRF Q4,0.05652173913043478,0.06086956521739131,0.04782608695652174,0.05652173913043478,0.06956521739130435,0.02608695652173913,0.034782608695652174,0.043478260869565216,0.08260869565217391,0.05652173913043478,0.013043478260869565,0.13043478260869565,0.0391304347826087,0.013043478260869565,0.043478260869565216,0.05652173913043478,0.06956521739130435,0.0391304347826087,0.034782608695652174,0.017391304347826087,0.06521739130434782,0.6652173913043479,0.25217391304347825,0.6869565217391305,1.0,0.5652173913043478,0.09565217391304348,0.09130434782608696,0.043478260869565216,0.04782608695652174,0.0782608695652174,0.05217391304347826,0.14347826086956522,0.09130434782608696,0.07391304347826087,0.07391304347826087,0.043478260869565216,0.09565217391304348,0.07391304347826087,0.06521739130434782
SRF C,0.04186046511627907,0.04186046511627907,0.037209302325581395,0.05116279069767442,0.05116279069767442,0.018604651162790697,0.037209302325581395,0.037209302325581395,0.06511627906976744,0.023255813953488372,0.013953488372093023,0.15813953488372093,0.023255813953488372,0.05116279069767442,0.07906976744186046,0.04186046511627907,0.07906976744186046,0.027906976744186046,0.04186046511627907,0.027906976744186046,0.06046511627906977,0.6790697674418604,0.24651162790697675,0.6,0.6046511627906976,1.0,0.08837209302325581,0.10232558139534884,0.06511627906976744,0.06046511627906977,0.07906976744186046,0.06511627906976744,0.12093023255813953,0.05581395348837209,0.06046511627906977,0.06046511627906977,0.04186046511627907,0.09302325581395349,0.04186046511627907,0.04186046511627907
FOXO3 01,0.06374501992031872,0.06772908366533864,0.05179282868525897,0.05976095617529881,0.05976095617529881,0.0398406374501992,0.06374501992031872,0.055776892430278883,0.055776892430278883,0.04780876494023904,0.0398406374501992,0.05976095617529881,0.05179282868525897,0.06374501992031872,0.05976095617529881,0.06374501992031872,0.0398406374501992,0.027888446215139442,0.03187250996015936,0.05976095617529881,0.08764940239043825,0.099601593625498,0.0398406374501992,0.09561752988047809,0.08764940239043825,0.07569721115537849,1.0,0.17131474103585656,0.08366533864541832,0.08366533864541832,0.04780876494023904,0.0398406374501992,0.11553784860557768,0.06374501992031872,0.09163346613545817,0.08764940239043825,0.05976095617529881,0.06374501992031872,0.04780876494023904,0.055776892430278883
YNGTTNNNATT UNKNOWN,0.026595744680851064,0.02925531914893617,0.023936170212765957,0.023936170212765957,0.03723404255319149,0.023936170212765957,0.031914893617021274,0.034574468085106384,0.05319148936170213,0.06382978723404255,0.026595744680851064,0.03723404255319149,0.05319148936170213,0.04521276595744681,0.047872340425531915,0.05851063829787234,0.04521276595744681,0.015957446808510637,0.05053191489361702,0.047872340425531915,0.07446808510638298,0.06382978723404255,0.023936170212765957,0.06382978723404255,0.05585106382978723,0.05851063829787234,0.11436170212765957,1.0,0.06648936170212766,0.0797872340425532,0.07180851063829788,0.04521276595744681,0.11436170212765957,0.05053191489361702,0.06382978723404255,0.10372340425531915,0.06914893617021277,0.09840425531914894,0.061170212765957445,0.047872340425531915
PAX Q6,0.04924242424242424,0.041666666666666664,0.041666666666666664,0.05303030303030303,0.022727272727272728,0.022727272727272728,0.056818181818181816,0.045454545454545456,0.03787878787878788,0.030303030303030304,0.022727272727272728,0.03787878787878788,0.041666666666666664,0.07196969696969698,0.06818181818181818,0.03409090909090909,0.056818181818181816,0.026515151515151516,0.056818181818181816,0.026515151515151516,0.07575757575757576,0.05303030303030303,0.01893939393939394,0.04924242424242424,0.03787878787878788,0.05303030303030303,0.07954545454545454,0.0946969696969697,1.0,0.09090909090909091,0.056818181818181816,0.041666666666666664,0.05303030303030303,0.04924242424242424,0.06818181818181818,0.07575757575757576,0.03409090909090909,0.045454545454545456,0.06818181818181818,0.04924242424242424
NFAT Q4 01,0.055970149253731345,0.0708955223880597,0.055970149253731345,0.04477611940298507,0.04477611940298507,0.022388059701492536,0.04477611940298507,0.026119402985074626,0.04477611940298507,0.03731343283582089,0.022388059701492536,0.0708955223880597,0.05970149253731343,0.05223880597014925,0.05223880597014925,0.07462686567164178,0.041044776119402986,0.007462686567164179,0.026119402985074626,0.05223880597014925,0.0708955223880597,0.04477611940298507,0.022388059701492536,0.048507462686567165,0.041044776119402986,0.048507462686567165,0.07835820895522388,0.11194029850746269,0.08955223880597014,1.0,0.05970149253731343,0.03731343283582089,0.10074626865671642,0.05223880597014925,0.0708955223880597,0.07462686567164178,0.06343283582089553,0.055970149253731345,0.06343283582089553,0.05223880597014925
GATAAGR GATA C,0.046822742474916385,0.03678929765886288,0.033444816053511704,0.030100334448160536,0.046822742474916385,0.023411371237458192,0.046822742474916385,0.043478260869565216,0.046822742474916385,0.026755852842809364,0.013377926421404682,0.056856187290969896,0.023411371237458192,0.026755852842809364,0.04013377926421405,0.05016722408026756,0.04013377926421405,0.006688963210702341,0.026755852842809364,0.033444816053511704,0.046822742474916385,0.056856187290969896,0.020066889632107024,0.06688963210702341,0.06020066889632107,0.056856187290969896,0.04013377926421405,0.0903010033444816,0.05016722408026756,0.05351170568561873,1.0,0.043478260869565216,0.08695652173913043,0.05351170568561873,0.04013377926421405,0.0802675585284281,0.07023411371237458,0.07692307692307693,0.05351170568561873,0.07357859531772576
HMEF2 Q6,0.04964539007092199,0.06382978723404255,0.07092198581560284,0.04964539007092199,0.06382978723404255,0.028368794326241134,0.0425531914893617,0.0425531914893617,0.02127659574468085,0.04964539007092199,0.03546099290780142,0.07092198581560284,0.06382978723404255,0.04964539007092199,0.04964539007092199,0.0425531914893617,0.028368794326241134,0.0070921985815602835,0.06382978723404255,0.0425531914893617,0.11347517730496454,0.09219858156028368,0.03546099290780142,0.05673758865248227,0.0851063829787234,0.09929078014184398,0.07092198581560284,0.12056737588652482,0.07801418439716312,0.07092198581560284,0.09219858156028368,1.0,0.10638297872340426,0.04964539007092199,0.028368794326241134,0.06382978723404255,0.04964539007092199,0.05673758865248227,0.07801418439716312,0.028368794326241134
SMTTTTGT UNKNOWN,0.041666666666666664,0.03676470588235294,0.0392156862745098,0.031862745098039214,0.04411764705882353,0.024509803921568627,0.03676470588235294,0.03431372549019608,0.051470588235294115,0.18627450980392157,0.049019607843137254,0.09558823529411764,0.03431372549019608,0.03676470588235294,0.04411764705882353,0.061274509803921566,0.041666666666666664,0.014705882352941176,0.051470588235294115,0.056372549019607844,0.061274509803921566,0.056372549019607844,0.01715686274509804,0.061274509803921566,0.08088235294117647,0.06372549019607843,0.07107843137254902,0.1053921568627451,0.03431372549019608,0.0661764705882353,0.06372549019607843,0.03676470588235294,1.0,0.08823529411764706,0.07107843137254902,0.08823529411764706,0.056372549019607844,0.049019607843137254,0.058823529411764705,0.03676470588235294
AAANWWTGC UNKNOWN,0.046153846153846156,0.041025641025641026,0.035897435897435895,0.035897435897435895,0.03076923076923077,0.005128205128205128,0.02564102564102564,0.03076923076923077,0.05128205128205128,0.08205128205128205,0.041025641025641026,0.06666666666666667,0.041025641025641026,0.06666666666666667,0.05128205128205128,0.06153846153846154,0.06153846153846154,0.005128205128205128,0.046153846153846156,0.03076923076923077,0.10256410256410256,0.05641025641025641,0.015384615384615385,0.08205128205128205,0.1076923076923077,0.06153846153846154,0.08205128205128205,0.09743589743589744,0.06666666666666667,0.07179487179487179,0.08205128205128205,0.035897435897435895,0.18461538461538463,1.0,0.10256410256410256,0.14358974358974358,0.09743589743589744,0.11794871794871795,0.06666666666666667,0.035897435897435895
CHOP 01,0.06694560669456066,0.07531380753138076,0.058577405857740586,0.05439330543933055,0.04602510460251046,0.016736401673640166,0.03765690376569038,0.04602510460251046,0.03765690376569038,0.04184100418410042,0.02092050209205021,0.07531380753138076,0.04184100418410042,0.03765690376569038,0.0502092050209205,0.02092050209205021,0.04184100418410042,0.012552301255230125,0.0502092050209205,0.04184100418410042,0.100418410041841,0.07112970711297072,0.03347280334728033,0.06694560669456066,0.07112970711297072,0.05439330543933055,0.09623430962343096,0.100418410041841,0.07531380753138076,0.0794979079497908,0.0502092050209205,0.016736401673640166,0.12133891213389121,0.08368200836820083,1.0,0.07531380753138076,0.06694560669456066,0.058577405857740586,0.05439330543933055,0.08368200836820083
OCT1 06,0.026119402985074626,0.03731343283582089,0.03731343283582089,0.029850746268656716,0.041044776119402986,0.026119402985074626,0.033582089552238806,0.03731343283582089,0.048507462686567165,0.055970149253731345,0.018656716417910446,0.07835820895522388,0.033582089552238806,0.03731343283582089,0.03731343283582089,0.06716417910447761,0.03731343283582089,0.011194029850746268,0.033582089552238806,0.055970149253731345,0.09701492537313433,0.06343283582089553,0.011194029850746268,0.055970149253731345,0.06343283582089553,0.048507462686567165,0.08208955223880597,0.1455223880597015,0.07462686567164178,0.07462686567164178,0.08955223880597014,0.033582089552238806,0.13432835820895522,0.1044776119402985,0.06716417910447761,1.0,0.11567164179104478,0.05970149253731343,0.10074626865671642,0.048507462686567165
