"TF","RKO","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ELF5","-0.29865597813204897","-0.29865597813204897","0.29865597813204897","Repressed","239","viper","239","0.29865597813204897",NA,NA,"5","Literature--ChIP-seq(rank=132); ReMap--ChIP-seq(rank=274); ARCHS4--Coexpression(rank=337); Enrichr--Queries(rank=848); GTEx--Coexpression(rank=1106)","778","0.20699999999999999","ARCHS4 Coexpression,0.207"
"RXRA","0.22298960190136644","0.22298960190136644","0.22298960190136644","Activated","240","viper","240","0.22298960190136644",NA,NA,"6","ReMap--ChIP-seq(rank=24); ENCODE--ChIP-seq(rank=83); Literature--ChIP-seq(rank=87); Enrichr--Queries(rank=828); GTEx--Coexpression(rank=1047); ARCHS4--Coexpression(rank=1231)","330","0.08081000000000001","ReMap ChIP-seq,0.08081"
"AR","-0.20609100982593967","-0.20609100982593967","0.20609100982593967","Repressed","241","viper","241","0.20609100982593967",NA,NA,"5","Literature--ChIP-seq(rank=6); ReMap--ChIP-seq(rank=68); Enrichr--Queries(rank=468); ARCHS4--Coexpression(rank=664); GTEx--Coexpression(rank=1376)","142","0.03659000000000000","Literature ChIP-seq,0.03659"
"ZBTB11","-0.19290984229912883","-0.19290984229912883","0.19290984229912883","Repressed","242","viper","242","0.19290984229912883",NA,NA,"4","ReMap--ChIP-seq(rank=217); ARCHS4--Coexpression(rank=798); Enrichr--Queries(rank=1203); GTEx--Coexpression(rank=1567)","1327","0.49020000000000002","ARCHS4 Coexpression,0.4902"
"ZNF740","0.19145882541352335","0.19145882541352335","0.19145882541352335","Activated","243","viper","243","0.19145882541352335",NA,NA,"4","ReMap--ChIP-seq(rank=139); Enrichr--Queries(rank=825); GTEx--Coexpression(rank=834); ARCHS4--Coexpression(rank=1370)","1301","0.46800000000000003","ReMap ChIP-seq,0.468"
"THAP1","0.18679082366553407","0.18679082366553407","0.18679082366553407","Activated","244","viper","244","0.18679082366553407",NA,NA,"5","ENCODE--ChIP-seq(rank=107); ReMap--ChIP-seq(rank=108); ARCHS4--Coexpression(rank=173); Enrichr--Queries(rank=1150); GTEx--Coexpression(rank=1545)","439","0.10630000000000001","ARCHS4 Coexpression,0.1063"
"HNF4A","0.18259558931555203","0.18259558931555203","0.18259558931555203","Activated","245","viper","245","0.18259558931555203",NA,NA,"6","Literature--ChIP-seq(rank=28); ReMap--ChIP-seq(rank=43); ENCODE--ChIP-seq(rank=110); Enrichr--Queries(rank=851); GTEx--Coexpression(rank=1300); ARCHS4--Coexpression(rank=1459)","580","0.14480000000000001","ReMap ChIP-seq,0.1448"
"ELK1","0.16351125178489612","0.16351125178489612","0.16351125178489612","Activated","246","viper","246","0.16351125178489612",NA,NA,"5","ENCODE--ChIP-seq(rank=67); Literature--ChIP-seq(rank=113); GTEx--Coexpression(rank=198); ReMap--ChIP-seq(rank=263); ARCHS4--Coexpression(rank=1577)","501","0.12320000000000000","GTEx Coexpression,0.1232"
"POU2F1","0.16283420028281434","0.16283420028281434","0.16283420028281434","Activated","247","viper","247","0.16283420028281434",NA,NA,"4","ReMap--ChIP-seq(rank=249); GTEx--Coexpression(rank=471); Enrichr--Queries(rank=506); ARCHS4--Coexpression(rank=762)","997","0.29310000000000003","GTEx Coexpression,0.2931"
"SP2","0.10982270683428444","0.10982270683428444","0.10982270683428444","Activated","248","viper","248","0.10982270683428444",NA,NA,"5","ENCODE--ChIP-seq(rank=56); ReMap--ChIP-seq(rank=176); Enrichr--Queries(rank=1044); ARCHS4--Coexpression(rank=1239); GTEx--Coexpression(rank=1458)","1309","0.47460000000000002","ENCODE ChIP-seq,0.4746"
"ARID2","-0.09433867961257468","-0.09433867961257468","0.09433867961257468","Repressed","249","viper","249","0.09433867961257468",NA,NA,"4","ReMap--ChIP-seq(rank=119); Enrichr--Queries(rank=934); ARCHS4--Coexpression(rank=1022); GTEx--Coexpression(rank=1371)","1205","0.40070000000000000","ReMap ChIP-seq,0.4007"
"JUND","-0.08395108038829271","-0.08395108038829271","0.08395108038829271","Repressed","250","viper","250","0.08395108038829271",NA,NA,"6","ENCODE--ChIP-seq(rank=39); Literature--ChIP-seq(rank=49); ReMap--ChIP-seq(rank=53); ARCHS4--Coexpression(rank=1043); Enrichr--Queries(rank=1193); GTEx--Coexpression(rank=1393)","695","0.17849999999999999","ReMap ChIP-seq,0.1785"
"ATF6","0.07634891958783491","0.07634891958783491","0.07634891958783491","Activated","251","viper","251","0.07634891958783491",NA,NA,"3","Enrichr--Queries(rank=509); GTEx--Coexpression(rank=1227); ARCHS4--Coexpression(rank=1451)","1132","0.36249999999999999","Enrichr Queries,0.3625"
"NFE2L2","-0.05326156493896921","-0.05326156493896921","0.05326156493896921","Repressed","252","viper","252","0.05326156493896921",NA,NA,"5","ReMap--ChIP-seq(rank=80); Literature--ChIP-seq(rank=91); ARCHS4--Coexpression(rank=122); Enrichr--Queries(rank=623); GTEx--Coexpression(rank=785)","307","0.07494000000000001","ARCHS4 Coexpression,0.07494"
"GLI2","0.05019603179214336","0.05019603179214336","0.05019603179214336","Activated","253","viper","253","0.05019603179214336",NA,NA,"3","GTEx--Coexpression(rank=583); ARCHS4--Coexpression(rank=749); Enrichr--Queries(rank=751)","1133","0.36280000000000001","GTEx Coexpression,0.3628"
"NR1H3","-0.04623456246777939","-0.04623456246777939","0.04623456246777939","Repressed","254","viper","254","0.04623456246777939",NA,NA,"5","Literature--ChIP-seq(rank=33); ReMap--ChIP-seq(rank=236); GTEx--Coexpression(rank=382); ARCHS4--Coexpression(rank=481); Enrichr--Queries(rank=696)","760","0.20119999999999999","Literature ChIP-seq,0.2012"
"CREB3L1","0.03894700408587227","0.03894700408587227","0.03894700408587227","Activated","255","viper","255","0.03894700408587227",NA,NA,"4","ARCHS4--Coexpression(rank=156); ReMap--ChIP-seq(rank=210); Enrichr--Queries(rank=401); GTEx--Coexpression(rank=1331)","397","0.09582000000000000","ARCHS4 Coexpression,0.09582"
