"TF","HT55","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ZEB1","-0.167662240760583059","-0.167662240760583059","0.167662240760583059","Repressed","239","viper","239","0.167662240760583059",NA,NA,"5","ENCODE--ChIP-seq(rank=78); ReMap--ChIP-seq(rank=81); GTEx--Coexpression(rank=266); ARCHS4--Coexpression(rank=390); Enrichr--Queries(rank=469)","560","0.16550000000000001","GTEx Coexpression,0.1655"
"FOXA1","0.167552228419604599","0.167552228419604599","0.167552228419604599","Activated","240","viper","240","0.167552228419604599",NA,NA,"6","ReMap--ChIP-seq(rank=7); ENCODE--ChIP-seq(rank=34); Literature--ChIP-seq(rank=53); Enrichr--Queries(rank=150); ARCHS4--Coexpression(rank=221); GTEx--Coexpression(rank=389)","93","0.02357000000000000","ReMap ChIP-seq,0.02357"
"ARID2","-0.137662793029549174","-0.137662793029549174","0.137662793029549174","Repressed","241","viper","241","0.137662793029549174",NA,NA,"4","ReMap--ChIP-seq(rank=58); GTEx--Coexpression(rank=1059); Enrichr--Queries(rank=1349); ARCHS4--Coexpression(rank=1586)","647","0.19530000000000000","ReMap ChIP-seq,0.1953"
"CREB3","0.117065171400201382","0.117065171400201382","0.117065171400201382","Activated","242","viper","242","0.117065171400201382",NA,NA,"4","ReMap--ChIP-seq(rank=97); ARCHS4--Coexpression(rank=482); Enrichr--Queries(rank=508); GTEx--Coexpression(rank=1020)","892","0.29609999999999992","ARCHS4 Coexpression,0.2961"
"MAZ","0.112996161744955206","0.112996161744955206","0.112996161744955206","Activated","243","viper","243","0.112996161744955206",NA,NA,"5","ENCODE--ChIP-seq(rank=82); ReMap--ChIP-seq(rank=106); Enrichr--Queries(rank=1284); GTEx--Coexpression(rank=1374); ARCHS4--Coexpression(rank=1462)","1024","0.35690000000000000","ReMap ChIP-seq,0.3569"
"CUX1","0.095311855654167082","0.095311855654167082","0.095311855654167082","Activated","244","viper","244","0.095311855654167082",NA,NA,"6","ENCODE--ChIP-seq(rank=61); ReMap--ChIP-seq(rank=74); Literature--ChIP-seq(rank=126); GTEx--Coexpression(rank=253); ARCHS4--Coexpression(rank=485); Enrichr--Queries(rank=1099)","534","0.15740000000000001","GTEx Coexpression,0.1574"
"ZBED1","0.086966654528953122","0.086966654528953122","0.086966654528953122","Activated","245","viper","245","0.086966654528953122",NA,NA,"4","ReMap--ChIP-seq(rank=251); Enrichr--Queries(rank=540); GTEx--Coexpression(rank=892); ARCHS4--Coexpression(rank=1038)","1076","0.38460000000000000","Enrichr Queries,0.3846"
"TCF7","-0.084908187939050528","-0.084908187939050528","0.084908187939050528","Repressed","246","viper","246","0.084908187939050528",NA,NA,"5","Literature--ChIP-seq(rank=139); ReMap--ChIP-seq(rank=185); Enrichr--Queries(rank=301); GTEx--Coexpression(rank=315); ARCHS4--Coexpression(rank=719)","648","0.19600000000000001","GTEx Coexpression,0.196"
"TFAP2C","-0.077116978463790814","-0.077116978463790814","0.077116978463790814","Repressed","247","viper","247","0.077116978463790814",NA,NA,"6","ReMap--ChIP-seq(rank=56); ENCODE--ChIP-seq(rank=63); ARCHS4--Coexpression(rank=81); Literature--ChIP-seq(rank=115); GTEx--Coexpression(rank=123); Enrichr--Queries(rank=151)","196","0.04975000000000000","ARCHS4 Coexpression,0.04975"
"KMT2A","0.066678485896307788","0.066678485896307788","0.066678485896307788","Activated","248","viper","248","0.066678485896307788",NA,NA,"3","ReMap--ChIP-seq(rank=186); ARCHS4--Coexpression(rank=1375); GTEx--Coexpression(rank=1542)","1438","0.62629999999999997","ReMap ChIP-seq,0.6263"
"SIX5","-0.066159001517575811","-0.066159001517575811","0.066159001517575811","Repressed","249","viper","249","0.066159001517575811",NA,NA,"5","ENCODE--ChIP-seq(rank=113); GTEx--Coexpression(rank=207); ReMap--ChIP-seq(rank=254); Enrichr--Queries(rank=405); ARCHS4--Coexpression(rank=814)","451","0.12880000000000000","GTEx Coexpression,0.1288"
"TCF4","0.053919744973327181","0.053919744973327181","0.053919744973327181","Activated","250","viper","250","0.053919744973327181",NA,NA,"5","ReMap--ChIP-seq(rank=6); Literature--ChIP-seq(rank=19); GTEx--Coexpression(rank=528); Enrichr--Queries(rank=671); ARCHS4--Coexpression(rank=953)","81","0.02020000000000000","ReMap ChIP-seq,0.0202"
"SPI1","0.048025828539649762","0.048025828539649762","0.048025828539649762","Activated","251","viper","251","0.048025828539649762",NA,NA,"6","ReMap--ChIP-seq(rank=67); ENCODE--ChIP-seq(rank=74); Literature--ChIP-seq(rank=93); GTEx--Coexpression(rank=174); ARCHS4--Coexpression(rank=293); Enrichr--Queries(rank=851)","388","0.10829999999999999","GTEx Coexpression,0.1083"
"ARNT","-0.045635899756270318","-0.045635899756270318","0.045635899756270318","Repressed","252","viper","252","0.045635899756270318",NA,NA,"5","Literature--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=57); GTEx--Coexpression(rank=673); Enrichr--Queries(rank=1125); ARCHS4--Coexpression(rank=1293)","194","0.04878000000000000","Literature ChIP-seq,0.04878"
"SPIB","-0.040341411006013989","-0.040341411006013989","0.040341411006013989","Repressed","253","viper","253","0.040341411006013989",NA,NA,"4","ReMap--ChIP-seq(rank=151); Enrichr--Queries(rank=806); ARCHS4--Coexpression(rank=950); GTEx--Coexpression(rank=1028)","1283","0.50839999999999996","ReMap ChIP-seq,0.5084"
"MYOD1","-0.034815259276833911","-0.034815259276833911","0.034815259276833911","Repressed","254","viper","254","0.034815259276833911",NA,NA,"5","ENCODE--ChIP-seq(rank=10); ReMap--ChIP-seq(rank=91); ARCHS4--Coexpression(rank=160); Enrichr--Queries(rank=706); GTEx--Coexpression(rank=771)","316","0.08475000000000001","ENCODE ChIP-seq,0.08475"
"TBX21","0.033326773528144012","0.033326773528144012","0.033326773528144012","Activated","255","viper","255","0.033326773528144012",NA,NA,"4","ReMap--ChIP-seq(rank=94); Enrichr--Queries(rank=342); ARCHS4--Coexpression(rank=343); GTEx--Coexpression(rank=461)","686","0.21070000000000000","ARCHS4 Coexpression,0.2107"
"MYCN","-0.028838587032620277","-0.028838587032620277","0.028838587032620277","Repressed","256","viper","256","0.028838587032620277",NA,NA,"5","Literature--ChIP-seq(rank=90); ReMap--ChIP-seq(rank=173); Enrichr--Queries(rank=315); GTEx--Coexpression(rank=533); ARCHS4--Coexpression(rank=1132)","716","0.22439999999999999","Enrichr Queries,0.2244"
"THAP1","0.027887041446314993","0.027887041446314993","0.027887041446314993","Activated","257","viper","257","0.027887041446314993",NA,NA,"5","ENCODE--ChIP-seq(rank=116); ReMap--ChIP-seq(rank=266); ARCHS4--Coexpression(rank=648); Enrichr--Queries(rank=785); GTEx--Coexpression(rank=1500)","1102","0.39800000000000002","ARCHS4 Coexpression,0.398"
"FOXK2","0.020063460215132847","0.020063460215132847","0.020063460215132847","Activated","258","viper","258","0.020063460215132847",NA,NA,"4","ReMap--ChIP-seq(rank=127); GTEx--Coexpression(rank=1302); Enrichr--Queries(rank=1335); ARCHS4--Coexpression(rank=1488)","1147","0.42759999999999998","ReMap ChIP-seq,0.4276"
"BACH2","-0.016504770594194130","-0.016504770594194130","0.016504770594194130","Repressed","259","viper","259","0.016504770594194130",NA,NA,"4","ReMap--ChIP-seq(rank=170); GTEx--Coexpression(rank=438); Enrichr--Queries(rank=511); ARCHS4--Coexpression(rank=597)","844","0.27260000000000001","GTEx Coexpression,0.2726"
"DUX4","-0.001021335197013431","-0.001021335197013431","0.001021335197013431","Repressed","260","viper","260","0.001021335197013431",NA,NA,"2","ReMap--ChIP-seq(rank=278); ARCHS4--Coexpression(rank=1299)","1578","0.79790000000000005","ARCHS4 Coexpression,0.7979"
