"TF","SW948","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"KDM5B","-0.28412910506143141","-0.28412910506143141","0.28412910506143141","Repressed","238","viper","238","0.28412910506143141",NA,NA,"5","ENCODE--ChIP-seq(rank=58); Literature--ChIP-seq(rank=148); ReMap--ChIP-seq(rank=178); ARCHS4--Coexpression(rank=507); GTEx--Coexpression(rank=1139)","950","0.31140000000000001","ARCHS4 Coexpression,0.3114"
"MAF","0.26756458327989646","0.26756458327989646","0.26756458327989646","Activated","239","viper","239","0.26756458327989646",NA,NA,"4","Enrichr--Queries(rank=64); ARCHS4--Coexpression(rank=113); GTEx--Coexpression(rank=114); ReMap--ChIP-seq(rank=230)","175","0.04558000000000000","Enrichr Queries,0.04558"
"ZBED1","0.26515018382625294","0.26515018382625294","0.26515018382625294","Activated","240","viper","240","0.26515018382625294",NA,NA,"4","ReMap--ChIP-seq(rank=236); Enrichr--Queries(rank=675); ARCHS4--Coexpression(rank=976); GTEx--Coexpression(rank=1248)","1269","0.48080000000000001","Enrichr Queries,0.4808"
"FOXA1","-0.26173514642748952","-0.26173514642748952","0.26173514642748952","Repressed","241","viper","241","0.26173514642748952",NA,NA,"6","ENCODE--ChIP-seq(rank=36); Literature--ChIP-seq(rank=61); ReMap--ChIP-seq(rank=88); Enrichr--Queries(rank=337); ARCHS4--Coexpression(rank=648); GTEx--Coexpression(rank=764)","790","0.23999999999999999","Enrichr Queries,0.24"
"NFE2L2","0.25773523769930834","0.25773523769930834","0.25773523769930834","Activated","242","viper","242","0.25773523769930834",NA,NA,"5","ARCHS4--Coexpression(rank=12); ReMap--ChIP-seq(rank=49); Literature--ChIP-seq(rank=62); Enrichr--Queries(rank=181); GTEx--Coexpression(rank=582)","27","0.00737100000000000","ARCHS4 Coexpression,0.007371"
"FOXK2","0.24469985347174297","0.24469985347174297","0.24469985347174297","Activated","243","viper","243","0.24469985347174297",NA,NA,"4","ReMap--ChIP-seq(rank=45); GTEx--Coexpression(rank=1259); Enrichr--Queries(rank=1340); ARCHS4--Coexpression(rank=1547)","544","0.15150000000000000","ReMap ChIP-seq,0.1515"
"MXI1","0.24337472941680685","0.24337472941680685","0.24337472941680685","Activated","244","viper","244","0.24337472941680685",NA,NA,"5","GTEx--Coexpression(rank=22); Enrichr--Queries(rank=27); ReMap--ChIP-seq(rank=32); ENCODE--ChIP-seq(rank=52); ARCHS4--Coexpression(rank=92)","53","0.01369000000000000","GTEx Coexpression,0.01369"
"CTCF","-0.21615868104441352","-0.21615868104441352","0.21615868104441352","Repressed","245","viper","245","0.21615868104441352",NA,NA,"6","ENCODE--ChIP-seq(rank=13); Literature--ChIP-seq(rank=64); ReMap--ChIP-seq(rank=179); GTEx--Coexpression(rank=1196); Enrichr--Queries(rank=1390); ARCHS4--Coexpression(rank=1536)","401","0.11020000000000001","ENCODE ChIP-seq,0.1102"
"RUNX3","-0.20241156480612044","-0.20241156480612044","0.20241156480612044","Repressed","246","viper","246","0.20241156480612044",NA,NA,"5","ENCODE--ChIP-seq(rank=110); ReMap--ChIP-seq(rank=132); ARCHS4--Coexpression(rank=215); Enrichr--Queries(rank=521); GTEx--Coexpression(rank=1006)","479","0.13210000000000000","ARCHS4 Coexpression,0.1321"
"RXRA","0.19487194289099427","0.19487194289099427","0.19487194289099427","Activated","247","viper","247","0.19487194289099427",NA,NA,"6","ENCODE--ChIP-seq(rank=28); ReMap--ChIP-seq(rank=118); Literature--ChIP-seq(rank=124); Enrichr--Queries(rank=669); GTEx--Coexpression(rank=726); ARCHS4--Coexpression(rank=777)","782","0.23730000000000001","ENCODE ChIP-seq,0.2373"
"NR5A2","0.17385633547179466","0.17385633547179466","0.17385633547179466","Activated","248","viper","248","0.17385633547179466",NA,NA,"4","ReMap--ChIP-seq(rank=40); Enrichr--Queries(rank=395); ARCHS4--Coexpression(rank=455); GTEx--Coexpression(rank=614)","487","0.13469999999999999","ReMap ChIP-seq,0.1347"
"SREBF1","0.16898965494718271","0.16898965494718271","0.16898965494718271","Activated","249","viper","249","0.16898965494718271",NA,NA,"6","Literature--ChIP-seq(rank=65); ENCODE--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=173); GTEx--Coexpression(rank=516); Enrichr--Queries(rank=563); ARCHS4--Coexpression(rank=1056)","971","0.32110000000000000","GTEx Coexpression,0.3211"
"ELF5","-0.15318338145131424","-0.15318338145131424","0.15318338145131424","Repressed","250","viper","250","0.15318338145131424",NA,NA,"5","Literature--ChIP-seq(rank=121); GTEx--Coexpression(rank=137); ReMap--ChIP-seq(rank=243); Enrichr--Queries(rank=269); ARCHS4--Coexpression(rank=413)","322","0.08525000000000001","GTEx Coexpression,0.08525"
"EHF","-0.13965430535825929","-0.13965430535825929","0.13965430535825929","Repressed","251","viper","251","0.13965430535825929",NA,NA,"4","GTEx--Coexpression(rank=51); ARCHS4--Coexpression(rank=216); ReMap--ChIP-seq(rank=280); Enrichr--Queries(rank=373)","125","0.03174000000000000","GTEx Coexpression,0.03174"
"CREB3L1","0.12004611601756678","0.12004611601756678","0.12004611601756678","Activated","252","viper","252","0.12004611601756678",NA,NA,"4","ReMap--ChIP-seq(rank=130); Enrichr--Queries(rank=149); ARCHS4--Coexpression(rank=307); GTEx--Coexpression(rank=723)","392","0.10610000000000000","Enrichr Queries,0.1061"
"BHLHE40","0.11776340449822546","0.11776340449822546","0.11776340449822546","Activated","253","viper","253","0.11776340449822546",NA,NA,"4","ARCHS4--Coexpression(rank=27); ENCODE--ChIP-seq(rank=50); ReMap--ChIP-seq(rank=82); GTEx--Coexpression(rank=138)","63","0.01658000000000000","ARCHS4 Coexpression,0.01658"
"TP73","0.11154867627206901","0.11154867627206901","0.11154867627206901","Activated","254","viper","254","0.11154867627206901",NA,NA,"3","GTEx--Coexpression(rank=542); ARCHS4--Coexpression(rank=785); Enrichr--Queries(rank=944)","1008","0.33729999999999999","GTEx Coexpression,0.3373"
"ATF7","0.10389517228431266","0.10389517228431266","0.10389517228431266","Activated","255","viper","255","0.10389517228431266",NA,NA,"4","ReMap--ChIP-seq(rank=7); ARCHS4--Coexpression(rank=255); GTEx--Coexpression(rank=755); Enrichr--Queries(rank=1125)","89","0.02357000000000000","ReMap ChIP-seq,0.02357"
"NRF1","-0.10359772999600220","-0.10359772999600220","0.10359772999600220","Repressed","256","viper","256","0.10359772999600220",NA,NA,"5","ARCHS4--Coexpression(rank=66); GTEx--Coexpression(rank=84); ENCODE--ChIP-seq(rank=86); ReMap--ChIP-seq(rank=158); Enrichr--Queries(rank=1331)","155","0.04054000000000000","ARCHS4 Coexpression,0.04054"
"RFX1","0.10270617789438202","0.10270617789438202","0.10270617789438202","Activated","257","viper","257","0.10270617789438202",NA,NA,"4","ReMap--ChIP-seq(rank=250); GTEx--Coexpression(rank=1279); Enrichr--Queries(rank=1373); ARCHS4--Coexpression(rank=1419)","1566","0.79590000000000005","GTEx Coexpression,0.7959"
"SMAD1","-0.07344996934858899","-0.07344996934858899","0.07344996934858899","Repressed","258","viper","258","0.07344996934858899",NA,NA,"5","Literature--ChIP-seq(rank=96); ReMap--ChIP-seq(rank=120); Enrichr--Queries(rank=302); ARCHS4--Coexpression(rank=426); GTEx--Coexpression(rank=1543)","722","0.21510000000000001","Enrichr Queries,0.2151"
"ZNF592","0.06914481471011086","0.06914481471011086","0.06914481471011086","Activated","259","viper","259","0.06914481471011086",NA,NA,"4","ReMap--ChIP-seq(rank=64); GTEx--Coexpression(rank=749); Enrichr--Queries(rank=1337); ARCHS4--Coexpression(rank=1415)","724","0.21550000000000000","ReMap ChIP-seq,0.2155"
"EBF1","0.06515604328211279","0.06515604328211279","0.06515604328211279","Activated","260","viper","260","0.06515604328211279",NA,NA,"5","ENCODE--ChIP-seq(rank=98); ReMap--ChIP-seq(rank=102); Enrichr--Queries(rank=177); ARCHS4--Coexpression(rank=191); GTEx--Coexpression(rank=226)","428","0.11730000000000000","ARCHS4 Coexpression,0.1173"
"HSF1","-0.06461996854817291","-0.06461996854817291","0.06461996854817291","Repressed","261","viper","261","0.06461996854817291",NA,NA,"5","ENCODE--ChIP-seq(rank=73); Literature--ChIP-seq(rank=81); ReMap--ChIP-seq(rank=221); GTEx--Coexpression(rank=1516); ARCHS4--Coexpression(rank=1597)","1296","0.49390000000000001","Literature ChIP-seq,0.4939"
"XBP1","-0.05020303282113692","-0.05020303282113692","0.05020303282113692","Repressed","262","viper","262","0.05020303282113692",NA,NA,"4","ReMap--ChIP-seq(rank=270); ARCHS4--Coexpression(rank=277); Enrichr--Queries(rank=372); GTEx--Coexpression(rank=588)","596","0.17010000000000000","ARCHS4 Coexpression,0.1701"
"HNF4G","-0.03478649503964158","-0.03478649503964158","0.03478649503964158","Repressed","263","viper","263","0.03478649503964158",NA,NA,"5","ARCHS4--Coexpression(rank=73); ReMap--ChIP-seq(rank=79); ENCODE--ChIP-seq(rank=100); GTEx--Coexpression(rank=251); Enrichr--Queries(rank=412)","172","0.04484000000000000","ARCHS4 Coexpression,0.04484"
