Pathway,GCCATNTTG YY1 Q6,YY1 Q6,NFMUE1 Q6,KCCGNSWTTT UNKNOWN,ATGGYGGA UNKNOWN,YY1 01,TCCATTKW UNKNOWN,TAANNYSGCG UNKNOWN,SOX9 B1,SRY 02,GR Q6 01,SRY 01,NKX25 02,YNGTTNNNATT UNKNOWN,HFH1 01,HTF 01,GFI1 01,CEBP C,NRF2 Q4,AP1 Q4 01,ACTAYRNNNCCCR UNKNOWN,STAT1 02,CHOP 01,TTGCWCAAY CEBPB 02,CEBPA 01,STAT6 01,GCM Q2,WYAAANNRNNNGCG UNKNOWN,E4F1 Q6,ATF6 01,TAXCREB 01,CREB Q2 01,CREB Q2,CREB Q4,CREBP1 Q2,YGCANTGCR UNKNOWN,NMYC 01,CCGNMNNTNACG UNKNOWN,CGTSACG PAX3 B,KRCTCNNNNMANAGC UNKNOWN
GR Q6 01,0.06405693950177936,0.028469750889679714,0.042704626334519574,0.017793594306049824,0.021352313167259787,0.03558718861209965,0.03914590747330961,0.014234875444839857,0.08540925266903915,0.07473309608540925,1.0,0.06405693950177936,0.05693950177935943,0.06761565836298933,0.0711743772241993,0.02491103202846975,0.0498220640569395,0.05338078291814947,0.03914590747330961,0.042704626334519574,0.03558718861209965,0.03202846975088968,0.07829181494661921,0.028469750889679714,0.060498220640569395,0.05338078291814947,0.060498220640569395,0.010676156583629894,0.03202846975088968,0.03202846975088968,0.021352313167259787,0.03558718861209965,0.028469750889679714,0.021352313167259787,0.021352313167259787,0.02491103202846975,0.028469750889679714,0.0071174377224199285,0.0035587188612099642,0.0
SRY 01,0.07017543859649122,0.05263157894736842,0.05701754385964912,0.03070175438596491,0.008771929824561403,0.05701754385964912,0.02631578947368421,0.03070175438596491,0.06578947368421052,0.20175438596491227,0.07894736842105263,1.0,0.07894736842105263,0.08771929824561403,0.08333333333333333,0.017543859649122806,0.07894736842105263,0.04824561403508772,0.02631578947368421,0.043859649122807015,0.039473684210526314,0.05701754385964912,0.06578947368421052,0.013157894736842105,0.05701754385964912,0.06578947368421052,0.03508771929824561,0.02631578947368421,0.04824561403508772,0.03508771929824561,0.021929824561403508,0.0,0.013157894736842105,0.013157894736842105,0.017543859649122806,0.03070175438596491,0.043859649122807015,0.0043859649122807015,0.021929824561403508,0.0
NKX25 02,0.04119850187265917,0.0149812734082397,0.02247191011235955,0.0149812734082397,0.02247191011235955,0.06367041198501873,0.07116104868913857,0.00749063670411985,0.0749063670411985,0.07865168539325842,0.0599250936329588,0.06741573033707865,1.0,0.12359550561797752,0.09737827715355805,0.018726591760299626,0.07116104868913857,0.056179775280898875,0.056179775280898875,0.0299625468164794,0.011235955056179775,0.018726591760299626,0.06741573033707865,0.00749063670411985,0.10112359550561797,0.07116104868913857,0.04119850187265917,0.011235955056179775,0.026217228464419477,0.018726591760299626,0.02247191011235955,0.04119850187265917,0.0449438202247191,0.03745318352059925,0.0599250936329588,0.011235955056179775,0.052434456928838954,0.0,0.026217228464419477,0.003745318352059925
YNGTTNNNATT UNKNOWN,0.06382978723404255,0.031914893617021274,0.031914893617021274,0.007978723404255319,0.023936170212765957,0.03723404255319149,0.06648936170212766,0.02127659574468085,0.09042553191489362,0.10106382978723404,0.05053191489361702,0.05319148936170213,0.08776595744680851,1.0,0.09574468085106383,0.023936170212765957,0.08776595744680851,0.06914893617021277,0.04521276595744681,0.031914893617021274,0.02127659574468085,0.023936170212765957,0.06382978723404255,0.010638297872340425,0.0797872340425532,0.05585106382978723,0.06914893617021277,0.010638297872340425,0.034574468085106384,0.015957446808510637,0.015957446808510637,0.013297872340425532,0.018617021276595744,0.02127659574468085,0.026595744680851064,0.018617021276595744,0.05585106382978723,0.0026595744680851063,0.018617021276595744,0.005319148936170213
HFH1 01,0.0796812749003984,0.055776892430278883,0.0398406374501992,0.03187250996015936,0.03187250996015936,0.06772908366533864,0.08764940239043825,0.027888446215139442,0.08764940239043825,0.18326693227091634,0.0796812749003984,0.07569721115537849,0.10358565737051793,0.14342629482071714,1.0,0.02390438247011952,0.08366533864541832,0.06374501992031872,0.055776892430278883,0.05976095617529881,0.0398406374501992,0.035856573705179286,0.10756972111553785,0.01593625498007968,0.0796812749003984,0.06772908366533864,0.07171314741035857,0.00796812749003984,0.05976095617529881,0.03187250996015936,0.027888446215139442,0.043824701195219126,0.04780876494023904,0.055776892430278883,0.07171314741035857,0.0199203187250996,0.02390438247011952,0.00796812749003984,0.0398406374501992,0.00398406374501992
HTF 01,0.125,0.06944444444444445,0.06944444444444445,0.027777777777777776,0.013888888888888888,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.05555555555555555,0.041666666666666664,0.09722222222222222,0.05555555555555555,0.06944444444444445,0.125,0.08333333333333333,1.0,0.1111111111111111,0.08333333333333333,0.013888888888888888,0.027777777777777776,0.09722222222222222,0.125,0.05555555555555555,0.0,0.027777777777777776,0.08333333333333333,0.05555555555555555,0.013888888888888888,0.1111111111111111,0.18055555555555555,0.0,0.027777777777777776,0.027777777777777776,0.013888888888888888,0.041666666666666664,0.041666666666666664,0.05555555555555555,0.0,0.027777777777777776,0.0
GFI1 01,0.07924528301886792,0.026415094339622643,0.022641509433962263,0.011320754716981131,0.022641509433962263,0.09056603773584905,0.04905660377358491,0.026415094339622643,0.06792452830188679,0.07547169811320754,0.052830188679245285,0.06792452830188679,0.07169811320754717,0.12452830188679245,0.07924528301886792,0.03018867924528302,1.0,0.07169811320754717,0.05660377358490566,0.033962264150943396,0.06037735849056604,0.05660377358490566,0.06792452830188679,0.01509433962264151,0.0830188679245283,0.06415094339622641,0.05660377358490566,0.007547169811320755,0.026415094339622643,0.018867924528301886,0.011320754716981131,0.026415094339622643,0.03018867924528302,0.033962264150943396,0.033962264150943396,0.018867924528301886,0.03018867924528302,0.0037735849056603774,0.03018867924528302,0.01509433962264151
CEBP C,0.07246376811594203,0.024154589371980676,0.014492753623188406,0.01932367149758454,0.033816425120772944,0.05314009661835749,0.0821256038647343,0.00966183574879227,0.0966183574879227,0.04830917874396135,0.07246376811594203,0.05314009661835749,0.07246376811594203,0.12560386473429952,0.07729468599033816,0.028985507246376812,0.09178743961352658,1.0,0.057971014492753624,0.05314009661835749,0.03864734299516908,0.043478260869565216,0.09178743961352658,0.014492753623188406,0.13526570048309178,0.06763285024154589,0.07729468599033816,0.01932367149758454,0.043478260869565216,0.024154589371980676,0.028985507246376812,0.028985507246376812,0.05314009661835749,0.03864734299516908,0.06763285024154589,0.024154589371980676,0.057971014492753624,0.004830917874396135,0.00966183574879227,0.004830917874396135
NRF2 Q4,0.05405405405405406,0.019305019305019305,0.007722007722007722,0.019305019305019305,0.007722007722007722,0.04247104247104247,0.04247104247104247,0.0,0.04633204633204633,0.05019305019305019,0.04247104247104247,0.023166023166023165,0.05791505791505792,0.06563706563706563,0.05405405405405406,0.003861003861003861,0.05791505791505792,0.04633204633204633,1.0,0.28957528957528955,0.04633204633204633,0.03861003861003861,0.04247104247104247,0.003861003861003861,0.04247104247104247,0.03474903474903475,0.05405405405405406,0.011583011583011582,0.03474903474903475,0.023166023166023165,0.015444015444015444,0.019305019305019305,0.02702702702702703,0.023166023166023165,0.04633204633204633,0.03474903474903475,0.05019305019305019,0.015444015444015444,0.03088803088803089,0.003861003861003861
AP1 Q4 01,0.041666666666666664,0.01893939393939394,0.011363636363636364,0.015151515151515152,0.011363636363636364,0.04924242424242424,0.03409090909090909,0.003787878787878788,0.022727272727272728,0.03787878787878788,0.045454545454545456,0.03787878787878788,0.030303030303030304,0.045454545454545456,0.056818181818181816,0.007575757575757576,0.03409090909090909,0.041666666666666664,0.2840909090909091,1.0,0.045454545454545456,0.045454545454545456,0.04924242424242424,0.007575757575757576,0.041666666666666664,0.045454545454545456,0.04924242424242424,0.003787878787878788,0.01893939393939394,0.01893939393939394,0.0,0.015151515151515152,0.011363636363636364,0.011363636363636364,0.015151515151515152,0.011363636363636364,0.030303030303030304,0.007575757575757576,0.011363636363636364,0.0
ACTAYRNNNCCCR UNKNOWN,0.058315334773218146,0.02591792656587473,0.023758099352051837,0.0064794816414686825,0.01511879049676026,0.023758099352051837,0.012958963282937365,0.004319654427645789,0.012958963282937365,0.01511879049676026,0.02159827213822894,0.019438444924406047,0.0064794816414686825,0.017278617710583154,0.02159827213822894,0.01511879049676026,0.03455723542116631,0.017278617710583154,0.02591792656587473,0.02591792656587473,1.0,0.1101511879049676,0.03455723542116631,0.0064794816414686825,0.023758099352051837,0.01511879049676026,0.019438444924406047,0.0021598272138228943,0.019438444924406047,0.004319654427645789,0.004319654427645789,0.008639308855291577,0.01511879049676026,0.01079913606911447,0.012958963282937365,0.012958963282937365,0.05183585313174946,0.004319654427645789,0.0064794816414686825,0.0
STAT1 02,0.09125475285171103,0.060836501901140684,0.060836501901140684,0.045627376425855515,0.03802281368821293,0.053231939163498096,0.026615969581749048,0.015209125475285171,0.04182509505703422,0.045627376425855515,0.034220532319391636,0.049429657794676805,0.019011406844106463,0.034220532319391636,0.034220532319391636,0.034220532319391636,0.057034220532319393,0.034220532319391636,0.03802281368821293,0.045627376425855515,0.19391634980988592,1.0,0.06844106463878327,0.0038022813688212928,0.04182509505703422,0.053231939163498096,0.03802281368821293,0.015209125475285171,0.04182509505703422,0.011406844106463879,0.022813688212927757,0.0076045627376425855,0.019011406844106463,0.022813688212927757,0.022813688212927757,0.015209125475285171,0.045627376425855515,0.034220532319391636,0.0038022813688212928,0.0
CHOP 01,0.04184100418410042,0.02092050209205021,0.012552301255230125,0.016736401673640166,0.0,0.07531380753138076,0.08368200836820083,0.016736401673640166,0.07112970711297072,0.07112970711297072,0.09205020920502092,0.06276150627615062,0.07531380753138076,0.100418410041841,0.11297071129707113,0.016736401673640166,0.07531380753138076,0.0794979079497908,0.04602510460251046,0.05439330543933055,0.06694560669456066,0.07531380753138076,1.0,0.04602510460251046,0.1087866108786611,0.08786610878661087,0.07531380753138076,0.02092050209205021,0.04184100418410042,0.029288702928870293,0.03347280334728033,0.03765690376569038,0.05439330543933055,0.04184100418410042,0.058577405857740586,0.02510460251046025,0.0502092050209205,0.016736401673640166,0.029288702928870293,0.008368200836820083
TTGCWCAAY CEBPB 02,0.015873015873015872,0.015873015873015872,0.0,0.031746031746031744,0.0,0.06349206349206349,0.09523809523809523,0.031746031746031744,0.0,0.06349206349206349,0.12698412698412698,0.047619047619047616,0.031746031746031744,0.06349206349206349,0.06349206349206349,0.0,0.06349206349206349,0.047619047619047616,0.015873015873015872,0.031746031746031744,0.047619047619047616,0.015873015873015872,0.1746031746031746,1.0,0.2222222222222222,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.07936507936507936,0.07936507936507936,0.07936507936507936,0.047619047619047616,0.031746031746031744,0.047619047619047616,0.06349206349206349,0.015873015873015872,0.047619047619047616,0.015873015873015872,0.06349206349206349,0.0
CEBPA 01,0.05859375,0.0390625,0.05078125,0.02734375,0.0234375,0.078125,0.078125,0.03125,0.0703125,0.07421875,0.06640625,0.05078125,0.10546875,0.1171875,0.078125,0.0078125,0.0859375,0.109375,0.04296875,0.04296875,0.04296875,0.04296875,0.1015625,0.0546875,1.0,0.0859375,0.08203125,0.015625,0.03125,0.02734375,0.015625,0.0234375,0.0234375,0.02734375,0.046875,0.0390625,0.046875,0.00390625,0.03125,0.0
STAT6 01,0.05128205128205128,0.029304029304029304,0.014652014652014652,0.01098901098901099,0.018315018315018316,0.06227106227106227,0.08791208791208792,0.018315018315018316,0.07326007326007326,0.07692307692307693,0.054945054945054944,0.054945054945054944,0.0695970695970696,0.07692307692307693,0.06227106227106227,0.02197802197802198,0.06227106227106227,0.05128205128205128,0.03296703296703297,0.04395604395604396,0.02564102564102564,0.05128205128205128,0.07692307692307693,0.02197802197802198,0.08058608058608059,1.0,0.02564102564102564,0.007326007326007326,0.03296703296703297,0.029304029304029304,0.014652014652014652,0.02197802197802198,0.029304029304029304,0.03663003663003663,0.040293040293040296,0.02564102564102564,0.040293040293040296,0.007326007326007326,0.047619047619047616,0.003663003663003663
GCM Q2,0.061224489795918366,0.02040816326530612,0.0326530612244898,0.02040816326530612,0.024489795918367346,0.044897959183673466,0.0326530612244898,0.024489795918367346,0.036734693877551024,0.05714285714285714,0.06938775510204082,0.0326530612244898,0.044897959183673466,0.10612244897959183,0.07346938775510205,0.0163265306122449,0.061224489795918366,0.0653061224489796,0.05714285714285714,0.053061224489795916,0.036734693877551024,0.04081632653061224,0.07346938775510205,0.012244897959183673,0.08571428571428572,0.02857142857142857,1.0,0.0326530612244898,0.044897959183673466,0.00816326530612245,0.044897959183673466,0.02857142857142857,0.04897959183673469,0.04897959183673469,0.04897959183673469,0.02857142857142857,0.04897959183673469,0.02040816326530612,0.024489795918367346,0.0
WYAAANNRNNNGCG UNKNOWN,0.1076923076923077,0.015384615384615385,0.07692307692307693,0.1076923076923077,0.03076923076923077,0.06153846153846154,0.07692307692307693,0.046153846153846156,0.046153846153846156,0.07692307692307693,0.046153846153846156,0.09230769230769231,0.046153846153846156,0.06153846153846154,0.03076923076923077,0.015384615384615385,0.03076923076923077,0.06153846153846154,0.046153846153846156,0.015384615384615385,0.015384615384615385,0.06153846153846154,0.07692307692307693,0.046153846153846156,0.06153846153846154,0.03076923076923077,0.12307692307692308,1.0,0.13846153846153847,0.09230769230769231,0.09230769230769231,0.06153846153846154,0.1076923076923077,0.09230769230769231,0.07692307692307693,0.015384615384615385,0.07692307692307693,0.0,0.06153846153846154,0.0
E4F1 Q6,0.08904109589041095,0.03767123287671233,0.0410958904109589,0.03424657534246575,0.0136986301369863,0.09246575342465753,0.04452054794520548,0.010273972602739725,0.0410958904109589,0.05136986301369863,0.030821917808219176,0.03767123287671233,0.023972602739726026,0.04452054794520548,0.05136986301369863,0.0273972602739726,0.023972602739726026,0.030821917808219176,0.030821917808219176,0.017123287671232876,0.030821917808219176,0.03767123287671233,0.03424657534246575,0.017123287671232876,0.0273972602739726,0.030821917808219176,0.03767123287671233,0.030821917808219176,1.0,0.13013698630136986,0.1232876712328767,0.2328767123287671,0.4280821917808219,0.4041095890410959,0.4212328767123288,0.0273972602739726,0.030821917808219176,0.010273972602739725,0.13013698630136986,0.0
ATF6 01,0.07936507936507936,0.047619047619047616,0.031746031746031744,0.031746031746031744,0.015873015873015872,0.09523809523809523,0.06349206349206349,0.007936507936507936,0.047619047619047616,0.031746031746031744,0.07142857142857142,0.06349206349206349,0.03968253968253968,0.047619047619047616,0.06349206349206349,0.10317460317460317,0.03968253968253968,0.03968253968253968,0.047619047619047616,0.03968253968253968,0.015873015873015872,0.023809523809523808,0.05555555555555555,0.03968253968253968,0.05555555555555555,0.06349206349206349,0.015873015873015872,0.047619047619047616,0.30158730158730157,1.0,0.11904761904761904,0.14285714285714285,0.1746031746031746,0.1349206349206349,0.2222222222222222,0.031746031746031744,0.0873015873015873,0.007936507936507936,0.07142857142857142,0.0
TAXCREB 01,0.08571428571428572,0.02857142857142857,0.07857142857142857,0.03571428571428571,0.007142857142857143,0.07142857142857142,0.05714285714285714,0.02142857142857143,0.03571428571428571,0.04285714285714286,0.04285714285714286,0.03571428571428571,0.04285714285714286,0.04285714285714286,0.05,0.0,0.02142857142857143,0.04285714285714286,0.02857142857142857,0.0,0.014285714285714285,0.04285714285714286,0.05714285714285714,0.03571428571428571,0.02857142857142857,0.02857142857142857,0.07857142857142857,0.04285714285714286,0.2571428571428571,0.10714285714285714,1.0,0.30714285714285716,0.38571428571428573,0.35,0.37142857142857144,0.02857142857142857,0.02857142857142857,0.03571428571428571,0.07857142857142857,0.0
CREB Q2 01,0.061946902654867256,0.04424778761061947,0.035398230088495575,0.030973451327433628,0.004424778761061947,0.07079646017699115,0.01327433628318584,0.01327433628318584,0.022123893805309734,0.022123893805309734,0.04424778761061947,0.0,0.048672566371681415,0.022123893805309734,0.048672566371681415,0.008849557522123894,0.030973451327433628,0.02654867256637168,0.022123893805309734,0.017699115044247787,0.017699115044247787,0.008849557522123894,0.03982300884955752,0.01327433628318584,0.02654867256637168,0.02654867256637168,0.030973451327433628,0.017699115044247787,0.3008849557522124,0.07964601769911504,0.1902654867256637,1.0,0.5176991150442478,0.5663716814159292,0.5088495575221239,0.030973451327433628,0.02654867256637168,0.048672566371681415,0.12389380530973451,0.0
CREB Q2,0.05204460966542751,0.01486988847583643,0.01858736059479554,0.01858736059479554,0.007434944237918215,0.05947955390334572,0.04460966542750929,0.011152416356877323,0.03345724907063197,0.03717472118959108,0.02973977695167286,0.011152416356877323,0.04460966542750929,0.026022304832713755,0.04460966542750929,0.007434944237918215,0.02973977695167286,0.040892193308550186,0.026022304832713755,0.011152416356877323,0.026022304832713755,0.01858736059479554,0.048327137546468404,0.007434944237918215,0.022304832713754646,0.02973977695167286,0.04460966542750929,0.026022304832713755,0.4646840148698885,0.08178438661710037,0.20074349442379183,0.4349442379182156,1.0,0.8252788104089219,0.587360594795539,0.02973977695167286,0.040892193308550186,0.01858736059479554,0.1524163568773234,0.0037174721189591076
CREB Q4,0.051470588235294115,0.011029411764705883,0.025735294117647058,0.01838235294117647,0.003676470588235294,0.06985294117647059,0.03676470588235294,0.011029411764705883,0.03308823529411765,0.04411764705882353,0.022058823529411766,0.011029411764705883,0.03676470588235294,0.029411764705882353,0.051470588235294115,0.003676470588235294,0.03308823529411765,0.029411764705882353,0.022058823529411766,0.011029411764705883,0.01838235294117647,0.022058823529411766,0.03676470588235294,0.011029411764705883,0.025735294117647058,0.03676470588235294,0.04411764705882353,0.022058823529411766,0.4338235294117647,0.0625,0.1801470588235294,0.47058823529411764,0.8161764705882353,1.0,0.5955882352941176,0.025735294117647058,0.025735294117647058,0.025735294117647058,0.15073529411764705,0.003676470588235294
CREBP1 Q2,0.06153846153846154,0.026923076923076925,0.026923076923076925,0.019230769230769232,0.015384615384615385,0.06153846153846154,0.03461538461538462,0.015384615384615385,0.03076923076923077,0.019230769230769232,0.023076923076923078,0.015384615384615385,0.06153846153846154,0.038461538461538464,0.06923076923076923,0.011538461538461539,0.03461538461538462,0.05384615384615385,0.046153846153846156,0.015384615384615385,0.023076923076923078,0.023076923076923078,0.05384615384615385,0.015384615384615385,0.046153846153846156,0.04230769230769231,0.046153846153846156,0.019230769230769232,0.47307692307692306,0.1076923076923077,0.2,0.4423076923076923,0.6076923076923076,0.6230769230769231,1.0,0.03461538461538462,0.038461538461538464,0.03076923076923077,0.14615384615384616,0.0
YGCANTGCR UNKNOWN,0.09448818897637795,0.047244094488188976,0.07874015748031496,0.06299212598425197,0.023622047244094488,0.09448818897637795,0.06299212598425197,0.031496062992125984,0.05511811023622047,0.06299212598425197,0.05511811023622047,0.05511811023622047,0.023622047244094488,0.05511811023622047,0.03937007874015748,0.023622047244094488,0.03937007874015748,0.03937007874015748,0.07086614173228346,0.023622047244094488,0.047244094488188976,0.031496062992125984,0.047244094488188976,0.007874015748031496,0.07874015748031496,0.05511811023622047,0.05511811023622047,0.007874015748031496,0.06299212598425197,0.031496062992125984,0.031496062992125984,0.05511811023622047,0.06299212598425197,0.05511811023622047,0.07086614173228346,1.0,0.07086614173228346,0.007874015748031496,0.031496062992125984,0.007874015748031496
