"TF","DLD1","HCT15","SW48","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"SPI1","1.02996091240749754","0.718622150802322279","0.76323835357550507","0.8372738055951082226","0.83727380559510822","Activated","214","viper","214","0.83727380559510822",NA,NA,"6","Literature--ChIP-seq(rank=42); ENCODE--ChIP-seq(rank=46); ReMap--ChIP-seq(rank=50); ARCHS4--Coexpression(rank=198); GTEx--Coexpression(rank=364); Enrichr--Queries(rank=832)","451","0.12160000000000000","ARCHS4 Coexpression,0.1216"
"SP4","0.54966360155397098","0.405292485352114873","-1.54658654395496797","-0.1972101523496273823","0.83384754362035129","Repressed","215","viper","215","0.83384754362035129",NA,NA,"5","ENCODE--ChIP-seq(rank=109); ReMap--ChIP-seq(rank=236); Enrichr--Queries(rank=742); GTEx--Coexpression(rank=763); ARCHS4--Coexpression(rank=1332)","1327","0.47480000000000000","GTEx Coexpression,0.4748"
"NR1H3","1.90746772477969206","-0.296160202642887227","0.29417000993949383","0.6351591773587662582","0.83259931245402441","Activated","216","viper","216","0.83259931245402441",NA,NA,"5","Literature--ChIP-seq(rank=79); GTEx--Coexpression(rank=83); ARCHS4--Coexpression(rank=172); ReMap--ChIP-seq(rank=201); Enrichr--Queries(rank=205)","230","0.05165000000000000","GTEx Coexpression,0.05165"
"SP2","0.50216230632331904","1.169791013391144219","-0.77856669988392113","0.2977955399435139872","0.81684000653279476","Activated","217","viper","217","0.81684000653279476",NA,NA,"5","ENCODE--ChIP-seq(rank=95); ReMap--ChIP-seq(rank=217); GTEx--Coexpression(rank=303); ARCHS4--Coexpression(rank=586); Enrichr--Queries(rank=701)","655","0.18859999999999999","GTEx Coexpression,0.1886"
"CDX2","1.57932482494907522","-0.457367715023146437","0.37257730343549256","0.4981781377871404293","0.80308994780257137","Activated","218","viper","218","0.80308994780257137",NA,NA,"5","Literature--ChIP-seq(rank=28); ReMap--ChIP-seq(rank=56); ARCHS4--Coexpression(rank=208); GTEx--Coexpression(rank=353); Enrichr--Queries(rank=550)","469","0.12780000000000000","ARCHS4 Coexpression,0.1278"
"NR5A2","0.22098618352769653","0.877283781052087708","1.25972384341876120","0.7859979359995151738","0.78599793599951517","Activated","219","viper","219","0.78599793599951517",NA,NA,"4","ReMap--ChIP-seq(rank=164); ARCHS4--Coexpression(rank=265); Enrichr--Queries(rank=287); GTEx--Coexpression(rank=541)","576","0.16280000000000000","ARCHS4 Coexpression,0.1628"
"DUX4","-1.12355968609627288","-0.236294595083822750","-0.99805042139143485","-0.7859682341905100955","0.78596823419051010","Repressed","220","viper","220","0.78596823419051010",NA,NA,"2","ReMap--ChIP-seq(rank=160); ARCHS4--Coexpression(rank=370)","778","0.22730000000000000","ARCHS4 Coexpression,0.2273"
"BCL6","-0.75801310005644829","-0.382768118233034860","-1.18224851334540659","-0.7743432438782965610","0.77434324387829656","Repressed","221","viper","221","0.77434324387829656",NA,NA,"5","Literature--ChIP-seq(rank=60); ReMap--ChIP-seq(rank=132); Enrichr--Queries(rank=140); GTEx--Coexpression(rank=501); ARCHS4--Coexpression(rank=695)","394","0.09972000000000000","Enrichr Queries,0.09972"
"ZNF740","1.74655984821928123","-0.379058158136071022","0.18402261747914353","0.5171747691874511998","0.76988020794483181","Activated","222","viper","222","0.76988020794483181",NA,NA,"4","ReMap--ChIP-seq(rank=163); Enrichr--Queries(rank=1070); ARCHS4--Coexpression(rank=1255); GTEx--Coexpression(rank=1472)","1429","0.54879999999999995","ReMap ChIP-seq,0.5488"
"ZBED1","-0.32208270019844082","-0.309036375838263988","-1.67775799463606390","-0.7696256902242563092","0.76962569022425631","Repressed","223","viper","223","0.76962569022425631",NA,NA,"4","ReMap--ChIP-seq(rank=89); Enrichr--Queries(rank=510); ARCHS4--Coexpression(rank=1349); GTEx--Coexpression(rank=1505)","977","0.29970000000000002","ReMap ChIP-seq,0.2997"
"TCF7","0.70101006692453494","0.004428625020809625","1.56713302559994827","0.7575239058484308785","0.75752390584843088","Activated","224","viper","224","0.75752390584843088",NA,NA,"5","ReMap--ChIP-seq(rank=38); Enrichr--Queries(rank=60); Literature--ChIP-seq(rank=116); GTEx--Coexpression(rank=499); ARCHS4--Coexpression(rank=1041)","193","0.04274000000000000","Enrichr Queries,0.04274"
"NFYA","-0.74553676180079675","0.673134665422672529","-0.80717538905212460","-0.2931924951434162763","0.74194893875853130","Repressed","225","viper","225","0.74194893875853130",NA,NA,"5","ENCODE--ChIP-seq(rank=97); ReMap--ChIP-seq(rank=279); GTEx--Coexpression(rank=514); ARCHS4--Coexpression(rank=606); Enrichr--Queries(rank=731)","1031","0.31990000000000002","GTEx Coexpression,0.3199"
"PAX8","-0.67230439196482839","0.802803564740865450",NA,"0.0652495863880185323","0.73755397835284686","Activated","226","viper","226","0.73755397835284686",NA,NA,"4","ReMap--ChIP-seq(rank=202); Enrichr--Queries(rank=482); GTEx--Coexpression(rank=666); ARCHS4--Coexpression(rank=998)","1090","0.34329999999999999","Enrichr Queries,0.3433"
"RUNX3","-0.43618895292463361","-1.409810308265597723","0.33773998734111965","-0.5027530912830372456","0.72791308284378375","Repressed","227","viper","227","0.72791308284378375",NA,NA,"5","ENCODE--ChIP-seq(rank=34); ReMap--ChIP-seq(rank=178); ARCHS4--Coexpression(rank=734); GTEx--Coexpression(rank=740); Enrichr--Queries(rank=838)","947","0.28810000000000002","ENCODE ChIP-seq,0.2881"
"SOX6","-0.27347685544921252","-1.194512957851995072","0.71003428734802421","-0.2526518419843944430","0.72600803354974397","Repressed","228","viper","228","0.72600803354974397",NA,NA,"4","ReMap--ChIP-seq(rank=25); GTEx--Coexpression(rank=70); ARCHS4--Coexpression(rank=1157); Enrichr--Queries(rank=1278)","197","0.04356000000000000","GTEx Coexpression,0.04356"
"CTCF","1.02764925105089588","-0.125145573331385374","0.97636630033110283","0.6262899926835377995","0.70972037490446127","Activated","229","viper","229","0.70972037490446127",NA,NA,"6","ENCODE--ChIP-seq(rank=24); Literature--ChIP-seq(rank=114); ReMap--ChIP-seq(rank=246); ARCHS4--Coexpression(rank=688); GTEx--Coexpression(rank=801); Enrichr--Queries(rank=1271)","710","0.20340000000000000","ENCODE ChIP-seq,0.2034"
"AR","0.85293364732954335","0.056413144271491272","1.11169666578080228","0.6736811524606123314","0.67368115246061233","Activated","230","viper","230","0.67368115246061233",NA,NA,"5","Literature--ChIP-seq(rank=19); ReMap--ChIP-seq(rank=106); Enrichr--Queries(rank=250); GTEx--Coexpression(rank=1357); ARCHS4--Coexpression(rank=1455)","438","0.11590000000000000","Literature ChIP-seq,0.1159"
"KMT2A","0.17616095917943303","-1.111784677431609802","-0.68241016610632643","-0.5393446281195010128","0.65678526757245648","Repressed","231","viper","231","0.65678526757245648",NA,NA,"3","ReMap--ChIP-seq(rank=274); ARCHS4--Coexpression(rank=753); GTEx--Coexpression(rank=1045)","1308","0.46250000000000002","ARCHS4 Coexpression,0.4625"
"VDR","0.67483102793208460","1.152093783513178815","-0.12045637459509639","0.5688228122833890454","0.64912706201345327","Activated","232","viper","232","0.64912706201345327",NA,NA,"5","ARCHS4--Coexpression(rank=45); Literature--ChIP-seq(rank=47); ReMap--ChIP-seq(rank=62); Enrichr--Queries(rank=438); GTEx--Coexpression(rank=696)","128","0.02764000000000000","ARCHS4 Coexpression,0.02764"
"TP73","1.20815198911219701","0.112590794510205428","0.61637231543585091","0.6457050330194177290","0.64570503301941773","Activated","233","viper","233","0.64570503301941773",NA,NA,"3","GTEx--Coexpression(rank=90); ARCHS4--Coexpression(rank=444); Enrichr--Queries(rank=630)","247","0.05600000000000000","GTEx Coexpression,0.056"
"ELF5","-0.17335238589367971","-0.472313187829077052","1.26689684425870785","0.2070770901786503637","0.63752080599382155","Activated","234","viper","234","0.63752080599382155",NA,NA,"5","Enrichr--Queries(rank=106); Literature--ChIP-seq(rank=138); ReMap--ChIP-seq(rank=153); GTEx--Coexpression(rank=253); ARCHS4--Coexpression(rank=1478)","318","0.07550000000000000","Enrichr Queries,0.0755"
"TFAP2C","-0.33677022592438410","-0.302582684625767595","1.21581980058846861","0.1921556300127723327","0.61839090371287342","Activated","235","viper","235","0.61839090371287342",NA,NA,"6","ARCHS4--Coexpression(rank=26); Literature--ChIP-seq(rank=35); ENCODE--ChIP-seq(rank=81); GTEx--Coexpression(rank=174); ReMap--ChIP-seq(rank=204); Enrichr--Queries(rank=323)","75","0.01597000000000000","ARCHS4 Coexpression,0.01597"
"CUX1","0.66908129293256047","0.482778173584941628","0.66670721858163229","0.6061888950330448500","0.60618889503304485","Activated","236","viper","236","0.60618889503304485",NA,NA,"6","ReMap--ChIP-seq(rank=10); ENCODE--ChIP-seq(rank=44); Literature--ChIP-seq(rank=64); ARCHS4--Coexpression(rank=512); GTEx--Coexpression(rank=755); Enrichr--Queries(rank=1294)","152","0.03367000000000000","ReMap ChIP-seq,0.03367"
"BACH1","0.16108928438876721","0.835546537251673715","-0.80824214816388995","0.0627978911588503302","0.60162598993477701","Activated","237","viper","237","0.60162598993477701",NA,NA,"6","Literature--ChIP-seq(rank=2); ENCODE--ChIP-seq(rank=80); ARCHS4--Coexpression(rank=114); ReMap--ChIP-seq(rank=234); Enrichr--Queries(rank=345); GTEx--Coexpression(rank=1433)","56","0.01220000000000000","Literature ChIP-seq,0.0122"
"CEBPD","0.19525734187948512","1.202539576342685157","-0.40479294684423966","0.3310013237926435203","0.60086328835546998","Activated","238","viper","238","0.60086328835546998",NA,NA,"5","ENCODE--ChIP-seq(rank=25); ReMap--ChIP-seq(rank=63); Literature--ChIP-seq(rank=148); ARCHS4--Coexpression(rank=230); GTEx--Coexpression(rank=560)","511","0.14130000000000001","ARCHS4 Coexpression,0.1413"
"CREB1","-0.44092936232782270","0.146593872169563627","1.20812676443603317","0.3045970914259246709","0.59854999964447320","Activated","239","viper","239","0.59854999964447320",NA,NA,"6","ENCODE--ChIP-seq(rank=106); Literature--ChIP-seq(rank=126); ReMap--ChIP-seq(rank=260); Enrichr--Queries(rank=1036); GTEx--Coexpression(rank=1365); ARCHS4--Coexpression(rank=1435)","1576","0.73790000000000000","Enrichr Queries,0.7379"
"SRF","-1.00575228108274928","-0.601530815516757911","-0.17279798356142689","-0.5933603600536446754","0.59336036005364468","Repressed","240","viper","240","0.59336036005364468",NA,NA,"6","ENCODE--ChIP-seq(rank=33); Literature--ChIP-seq(rank=112); ReMap--ChIP-seq(rank=214); ARCHS4--Coexpression(rank=656); Enrichr--Queries(rank=716); GTEx--Coexpression(rank=1453)","929","0.27970000000000000","ENCODE ChIP-seq,0.2797"
"CREB3L1","1.08199828752536087","0.585867061993677329","0.11150104312787600","0.5931221308823046989","0.59312213088230470","Activated","241","viper","241","0.59312213088230470",NA,NA,"4","ARCHS4--Coexpression(rank=51); Enrichr--Queries(rank=81); ReMap--ChIP-seq(rank=172); GTEx--Coexpression(rank=928)","142","0.03133000000000000","ARCHS4 Coexpression,0.03133"
"MEF2B","0.26422303804841552","0.568101578813938857","0.94695640507002787","0.5930936739774607114","0.59309367397746071","Activated","242","viper","242","0.59309367397746071",NA,NA,"4","ReMap--ChIP-seq(rank=255); ARCHS4--Coexpression(rank=308); Enrichr--Queries(rank=383); GTEx--Coexpression(rank=860)","659","0.18920000000000001","ARCHS4 Coexpression,0.1892"
"TWIST1","0.57665510741023707","1.058318459747541684","0.13401059690275180","0.5896613880201768687","0.58966138802017687","Activated","243","viper","243","0.58966138802017687",NA,NA,"4","ReMap--ChIP-seq(rank=68); ARCHS4--Coexpression(rank=74); Enrichr--Queries(rank=697); GTEx--Coexpression(rank=1571)","205","0.04545000000000000","ARCHS4 Coexpression,0.04545"
"TGIF2","0.01763725988541431","-0.875736200982731861","0.86092533541271787","0.0009421314384667756","0.58476626542695465","Activated","244","viper","244","0.58476626542695465",NA,NA,"4","ReMap--ChIP-seq(rank=49); Enrichr--Queries(rank=561); ARCHS4--Coexpression(rank=611); GTEx--Coexpression(rank=816)","584","0.16500000000000001","ReMap ChIP-seq,0.165"
"STAT4","0.84197178131749806","0.708748330492865675","0.18390931015896589","0.5782098073231098923","0.57820980732310989","Activated","245","viper","245","0.57820980732310989",NA,NA,"4","Literature--ChIP-seq(rank=113); GTEx--Coexpression(rank=727); Enrichr--Queries(rank=737); ARCHS4--Coexpression(rank=793)","1291","0.45240000000000002","GTEx Coexpression,0.4524"
"HNF1A","-0.50128063111523946","-0.239245035471240042","-0.94374069126794768","-0.5614221192848090070","0.56142211928480901","Repressed","246","viper","246","0.56142211928480901",NA,NA,"3","GTEx--Coexpression(rank=471); Enrichr--Queries(rank=676); ARCHS4--Coexpression(rank=756)","960","0.29310000000000003","GTEx Coexpression,0.2931"
"ATF7","0.28890819014274660","0.511885651980227174","0.85952224374889563","0.5534386952906231727","0.55343869529062317","Activated","247","viper","247","0.55343869529062317",NA,NA,"4","ARCHS4--Coexpression(rank=124); ReMap--ChIP-seq(rank=184); Enrichr--Queries(rank=805); GTEx--Coexpression(rank=1200)","320","0.07617000000000000","ARCHS4 Coexpression,0.07617"
"SPIB","1.01806631665323910","-0.407282523346214897","-0.16184449687211352","0.1496464321449701984","0.52906444562385591","Activated","248","viper","248","0.52906444562385591",NA,NA,"4","ReMap--ChIP-seq(rank=75); Enrichr--Queries(rank=503); GTEx--Coexpression(rank=827); ARCHS4--Coexpression(rank=1024)","856","0.25250000000000000","ReMap ChIP-seq,0.2525"
"STAT6","1.19646215234514131","0.342154961857002948","0.03443878225556950","0.5243519654859045698","0.52435196548590457","Activated","249","viper","249","0.52435196548590457",NA,NA,"4","Literature--ChIP-seq(rank=70); Enrichr--Queries(rank=183); ARCHS4--Coexpression(rank=328); GTEx--Coexpression(rank=429)","478","0.13030000000000003","Enrichr Queries,0.1303"
"RXRA","0.35360257646939963","-0.146239117252670719","-0.96559047297524891","-0.2527423379195066766","0.48847738889910647","Repressed","250","viper","250","0.48847738889910647",NA,NA,"6","ENCODE--ChIP-seq(rank=20); GTEx--Coexpression(rank=87); ReMap--ChIP-seq(rank=116); Literature--ChIP-seq(rank=119); ARCHS4--Coexpression(rank=367); Enrichr--Queries(rank=486)","240","0.05414000000000000","GTEx Coexpression,0.05414"
"TAL1","0.49307891001795073","0.069313955255942597","0.86759321161554293","0.4766620256298120251","0.47666202562981203","Activated","251","viper","251","0.47666202562981203",NA,NA,"6","GTEx--Coexpression(rank=33); ENCODE--ChIP-seq(rank=56); Literature--ChIP-seq(rank=86); Enrichr--Queries(rank=181); ReMap--ChIP-seq(rank=259); ARCHS4--Coexpression(rank=1345)","97","0.02054000000000000","GTEx Coexpression,0.02054"
"ATF1","0.29033909255737211","-0.010862095100191970","1.10853659346251332","0.4626711969732311691","0.46991259370669242","Activated","252","viper","252","0.46991259370669242",NA,NA,"5","ReMap--ChIP-seq(rank=9); ENCODE--ChIP-seq(rank=85); GTEx--Coexpression(rank=777); Enrichr--Queries(rank=1163); ARCHS4--Coexpression(rank=1303)","137","0.03030000000000000","ReMap ChIP-seq,0.0303"
"BATF","0.92628208137850143","0.191024110794342367","0.27575206736396779","0.4643527531789371499","0.46435275317893715","Activated","253","viper","253","0.46435275317893715",NA,NA,"5","ENCODE--ChIP-seq(rank=9); ARCHS4--Coexpression(rank=39); ReMap--ChIP-seq(rank=93); GTEx--Coexpression(rank=659); Enrichr--Queries(rank=1150)","112","0.02396000000000000","ARCHS4 Coexpression,0.02396"
"GATA2","-0.67787558731123787","0.347891303254309892","0.16787744511779715","-0.0540356129797102749","0.39788144522778163","Repressed","254","viper","254","0.39788144522778163",NA,NA,"6","Enrichr--Queries(rank=42); ENCODE--ChIP-seq(rank=59); Literature--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=188); ARCHS4--Coexpression(rank=1290); GTEx--Coexpression(rank=1400)","135","0.02991000000000000","Enrichr Queries,0.02991"
"HINFP","-0.31305697984966119","0.405135894189843915","-0.42889134153654906","-0.1122708090654554458","0.38236140519201811","Repressed","255","viper","255","0.38236140519201811",NA,NA,"3","ReMap--ChIP-seq(rank=287); GTEx--Coexpression(rank=1117); ARCHS4--Coexpression(rank=1309)","1549","0.69510000000000016","GTEx Coexpression,0.6951"
"FLI1","-0.23372437156066833","-0.009244598864234880","0.88905940691423790","0.2153634788297782432","0.37734279244638036","Activated","256","viper","256","0.37734279244638036",NA,NA,"6","Literature--ChIP-seq(rank=78); ENCODE--ChIP-seq(rank=104); GTEx--Coexpression(rank=108); ReMap--ChIP-seq(rank=251); Enrichr--Queries(rank=289); ARCHS4--Coexpression(rank=333)","289","0.06721000000000001","GTEx Coexpression,0.06721"
"NFE2L1","0.65910697723291767","-0.337828173345809335","0.03368516205971164","0.1183213219822733392","0.34354010421281284","Activated","257","viper","257","0.34354010421281284",NA,NA,"4","ReMap--ChIP-seq(rank=155); Enrichr--Queries(rank=679); GTEx--Coexpression(rank=1133); ARCHS4--Coexpression(rank=1337)","1343","0.48359999999999997","Enrichr Queries,0.4836"
"NR2F2",NA,NA,"0.34119871997234713","0.3411987199723471309","0.34119871997234713","Activated","258","viper","258","0.34119871997234713",NA,NA,"5","Enrichr--Queries(rank=16); ENCODE--ChIP-seq(rank=53); ARCHS4--Coexpression(rank=68); GTEx--Coexpression(rank=135); ReMap--ChIP-seq(rank=136)","53","0.01140000000000000","Enrichr Queries,0.0114"
"ZEB1","0.23645861809213065","0.678843626603087502","-0.06224498304553845","0.2843524205498932367","0.32584907591358553","Activated","259","viper","259","0.32584907591358553",NA,NA,"5","GTEx--Coexpression(rank=39); ENCODE--ChIP-seq(rank=112); Enrichr--Queries(rank=126); ARCHS4--Coexpression(rank=212); ReMap--ChIP-seq(rank=220)","114","0.02427000000000000","GTEx Coexpression,0.02427"
"NFE2L2","-0.17919923275866895","0.550377241352150492","-0.24220967867344195","0.0429894433066798642","0.32392871759475383","Activated","260","viper","260","0.32392871759475383",NA,NA,"5","ARCHS4--Coexpression(rank=36); Literature--ChIP-seq(rank=55); ReMap--ChIP-seq(rank=147); GTEx--Coexpression(rank=328); Enrichr--Queries(rank=637)","104","0.02211000000000000","ARCHS4 Coexpression,0.02211"
"XBP1","0.24574068920237449","0.442617580154684664","-0.21751183074971212","0.1569488128691156614","0.30195670003559044","Activated","261","viper","261","0.30195670003559044",NA,NA,"4","ARCHS4--Coexpression(rank=170); ReMap--ChIP-seq(rank=277); GTEx--Coexpression(rank=384); Enrichr--Queries(rank=753)","406","0.10440000000000001","ARCHS4 Coexpression,0.1044"
"SOX10","0.26717187987777063",NA,NA,"0.2671718798777706350","0.26717187987777063","Activated","262","viper","262","0.26717187987777063",NA,NA,"4","ReMap--ChIP-seq(rank=275); Enrichr--Queries(rank=934); GTEx--Coexpression(rank=1362); ARCHS4--Coexpression(rank=1542)","1533","0.66520000000000001","Enrichr Queries,0.6652"
"CREB3","-0.01000632049720926","0.088976594285764238","-0.50733499190742781","-0.1427882393729576205","0.20210596889680044","Repressed","263","viper","263","0.20210596889680044",NA,NA,"4","ReMap--ChIP-seq(rank=69); ARCHS4--Coexpression(rank=504); Enrichr--Queries(rank=616); GTEx--Coexpression(rank=762)","791","0.23230000000000001","ReMap ChIP-seq,0.2323"
"GLI2","0.04263187791725431","-0.420042771993445307","-0.03337331662128384","-0.1369280702324916221","0.16534932217732781","Repressed","264","viper","264","0.16534932217732781",NA,NA,"3","GTEx--Coexpression(rank=59); ARCHS4--Coexpression(rank=432); Enrichr--Queries(rank=562)","167","0.03671000000000000","GTEx Coexpression,0.03671"
"RFX5",NA,"0.126807723801912464",NA,"0.1268077238019124642","0.12680772380191246","Activated","265","viper","265","0.12680772380191246",NA,NA,"5","ENCODE--ChIP-seq(rank=65); ReMap--ChIP-seq(rank=250); ARCHS4--Coexpression(rank=692); GTEx--Coexpression(rank=783); Enrichr--Queries(rank=825)","1239","0.42509999999999998","ARCHS4 Coexpression,0.4251"
"GATA1","0.12327077867322744",NA,NA,"0.1232707786732274435","0.12327077867322744","Activated","266","viper","266","0.12327077867322744",NA,NA,"6","ENCODE--ChIP-seq(rank=22); Literature--ChIP-seq(rank=77); ReMap--ChIP-seq(rank=267); ARCHS4--Coexpression(rank=473); Enrichr--Queries(rank=507); GTEx--Coexpression(rank=591)","648","0.18640000000000001","ENCODE ChIP-seq,0.1864"
"USF1","-0.13632184138053319","0.081126906945887506","-0.13431540574164788","-0.0631701133920978541","0.11725471802268954","Repressed","267","viper","267","0.11725471802268954",NA,NA,"5","ENCODE--ChIP-seq(rank=50); ReMap--ChIP-seq(rank=210); ARCHS4--Coexpression(rank=362); GTEx--Coexpression(rank=566); Enrichr--Queries(rank=785)","762","0.22239999999999999","ARCHS4 Coexpression,0.2224"
"SOX2","-0.04593870519226069",NA,NA,"-0.0459387051922606898","0.04593870519226069","Repressed","268","viper","268","0.04593870519226069",NA,NA,"5","Literature--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=52); Enrichr--Queries(rank=301); ARCHS4--Coexpression(rank=805); GTEx--Coexpression(rank=1528)","219","0.04878000000000000","Literature ChIP-seq,0.04878"
