"TF","HMVL_TOR10"
"SRF","-0.978087392935015343"
"STAT1","2.032573592522751049"
"STAT2","1.401317306792609019"
"STAT3","1.914805672504230838"
"STAT4","3.140079487765786936"
"STAT5A","0.081779176285382435"
"STAT5B","1.168037448132486666"
"STAT6","-0.138336588918537784"
"TAL1","1.495614595840465189"
"TBP","-0.083063743906005710"
"TBX21","1.372439730690862003"
"TCF12","3.218481981560698646"
"TCF3","-1.677438064372926529"
"TCF4","2.402369538749293820"
"TCF7","-0.153404739912830351"
"TCF7L2","0.006088556317529553"
"TEAD1","2.614032983024514145"
"TEAD2","-1.009918113005709994"
"TEAD4","2.670464712774346605"
"TFAP2A","2.684902057824833044"
"TFAP2C","2.170897354626823095"
"TFAP4","1.625138713648937916"
"TFDP1","-2.648015544620552664"
"TGIF2","0.761179480421239951"
"THAP1","-2.595529646027221027"
"THAP11","2.924177225689154280"
"TP53","-0.551232193947670979"
"TP63","3.081839330488537421"
"TP73","-0.334425057719901775"
"TWIST1","-0.358883170260949069"
"USF1","2.043432993344037829"
"USF2","1.874627089706964123"
"VDR","0.983577348020660991"
"WT1","-3.440712370374952478"
"XBP1","0.584681217981943502"
"YY1","-0.917618692240621869"
"ZBED1","-0.404861229539319967"
"ZBTB11","-3.809604190024839188"
"ZBTB33","-3.815212925392853727"
"ZBTB7A","1.118835223172097937"
"ZEB1","0.567165873305982116"
"ZEB2","-1.210974181222033597"
"ZFX","-3.999592162069114387"
"ZKSCAN1","0.360106759166875290"
"ZNF143","-0.613271465374464864"
"ZNF217","0.990361456843427690"
"ZNF24","-0.674806758518838867"
"ZNF263","-1.615018041464587162"
"ZNF274","-0.459270352739831356"
"ZNF384","-1.700929790074259707"
"ZNF592","-0.955925314133346249"
"ZNF639","3.992451755885700226"
"ZNF740","-2.068476139378929268"
