"ID","Description","NES","pvalue","qvalue","size","leadingEdge"
"Hypoxia","Hypoxia","1.6962581226749489","0.0015462421494324479417925566338","0.00660667100212045891455270308","81","GPC4,SDC2,DTNA,CAV1,CAVIN1,CSRP2,TGM2,STBD1,CAVIN3,ISG20,AKAP12,SRPX,PYGM,COL5A1,GBE1,TES,DCN,PCK1,P4HA2,PGM2,NDRG1,FBP1,BGN,PLIN2,PGM1,PDK1,GLRX,CDKN1B,IGFBP3,PGK1,LXN,AMPD3"
"MYC targets V2","MYC targets V2","-1.7742379032100390","0.0022345432623520631101876610103","0.00875196111087891276403283314","45","PHB1,SORD,RCL1,AIMP2,DCTPP1,HSPD1,TFB2M,NDUFAF4,LAS1L,TBRG4,RRP12,DDX18,UNG,RRP9,NPM1,PA2G4,MPHOSPH10,NOLC1,HSPE1,NOP56,NOP2"
"Protein secretion","Protein secretion","-1.6183918335945531","0.0050080212735774025725743463511","0.01810592306601060963444638219","75","NAPG,COG2,USO1,SCAMP3,M6PR,YIPF6,ADAM10,VPS4B,YKT6,TPD52,SCAMP1,SEC22B,TMX1,ANP32E,RAB9A,ZW10,AP3B1,ATP1A1,CD63,STX7,TMED10,ERGIC3,ARFIP1,IGF2R,AP1G1,RPS6KA3,VPS45,TSG101,ARFGEF2,RAB2A,STAM,COPE,OCRL"
"Fatty acid metabolism","Fatty acid metabolism","-1.4833912367792546","0.0137790133139392909078502214015","0.04625811612536762096326015126","114","IDH1,FH,MIX23,METAP1,D2HGDH,MCEE,ECI2,CRAT,ALDH3A2,CPOX,HIBCH,ACADM,DLST,SUCLG1,MDH2,GPD2,SDHA,CPT2,ECH1,ECHS1,SMS,UGDH,S100A10,SUCLG2,HMGCS2,EPHX1,BCKDHB,SUCLA2,HADHB,HSP90AA1,BPHL,PDHA1,GCDH,DLD,HCCS,CRYZ,PDHB,HADH,ACO2,ACAT2,IDH3B,HSD17B10"
"Peroxisome","Peroxisome","-1.5362646980863783","0.0186815940128625471161605275938","0.05815756125020605377118343426","56","IDH1,ECI2,CRAT,SCP2,ABCD3,SLC35B2,VPS4B,GSTK1,MVP,IDH2,BCL10,SLC27A2,ECH1,CTBP1,FDPS,TSPO"
"mTORC1 signaling","MTORC1 signaling","-1.4066646232599282","0.0203858212480590543502767530981","0.05815756125020605377118343426","137","IDH1,PSMC6,PSMC2,TUBA4A,PSMC4,RAB1A,HSPA9,SORD,USO1,SHMT2,M6PR,UCHL5,CACYBP,YKT6,CCT6A,PSMD14,IMMT,EPRS1,HSPD1,CD9,PSMD13,SLC2A1,PFKL,SQSTM1,FDXR,MTHFD2,GSR,SLC1A5,PDAP1,UNG,NMT1,PHGDH,RRP9,MAP2K3,GPI,RPA1,SDF2L1,PSMA4,TOMM40,HSPE1,CALR,PSMA3,RPN1,ME1,GMPS,EIF2S2"
"Estrogen response late","Estrogen response late","-1.4534808960460328","0.0210357136436915524713153757830","0.05815756125020605377118343426","81","SFN,KRT19,LLGL2,GALE,TPD52L1,IMPA2,SORD,FLNB,ALDH3A2,LAMC2,TFF3,ST14,WFS1,DCXR,MAPK13,PKP3,SCARB1,IDH2,LSR,CD9,SLC27A2,PRSS23"
"IL-2/STAT5 signaling","IL-2/STAT5 signaling","1.4212507585620127","0.0250358308446597815910550366425","0.06537133609438942893898882858","64","TGM2,ITIH5,CD48,MYO1C,COL6A1,CD81,RHOB,SNX9,PRNP,GBP4,GSTO1,GLIPR2,HUWE1,ITGAV,GUCY1B1,ABCB1,FGL2,MAPKAPK2,NDRG1,HOPX,P2RX4,FAH,PLIN2"
"P53 pathway","P53 pathway","-1.4407459674498635","0.0289991336891770104533527785406","0.07173469912585891949952099367","74","EPS8L2,ITGB4,SFN,VAMP8,TPD52L1,BAIAP2,ST14,DCXR,ISCU,SERPINB5,KIF13B,RAP2B,RPS12,FDXR,S100A10,APAF1,DNTTIP2,APP,EPHX1,SDC1,RPL36,FUCA1,TXNIP,FAM162A,RPS27L,ELP1,RPL18,GPX2"
"IFN-alpha response","IFN-alpha response","1.4319619437872060","0.0318836607218085793524764426365","0.07492660269625016355998781137","54","IRF9,ISG20,HLA-C,STAT2,C1S,TRIM14,GBP4,PARP12,PROCR,CD74,TDRD7,UBE2L6,MOV10,UBA7,OAS1,IFI30,NUB1"
"Allograft rejection","Allograft rejection","1.4540870517517470","0.0346803985594154109972642174853","0.07761803487107259147403937050","68","WAS,CFP,HCLS1,FLNA,IKBKB,F2,FYB1,IL16,PTPRC,THY1,PRKCB,TAP2,STAB1,LCP2,CD74,MMP9,ELANE,HLA-DRA"
"Angiogenesis","Angiogenesis","1.5483918605969291","0.0381270829523418508522070169420","0.08145331358000304500244226347","18","VAV2,ITGAV,LUM,POSTN,FSTL1,VCAN,COL3A1,APOH,PRG2,SERPINA5,NRP1,COL5A2,VTN,PTK2"
"Estrogen response early","Estrogen response early","-1.3652240382225791","0.0448833034111310591462995489564","0.08863460830630649767147843932","65","SFN,KRT19,LAD1,TTC39A,TPD52L1,FLNB,ABLIM1,CANT1,TFF3,WFS1,SCARB1,PODXL,KRT8,SLC2A1,SLC27A2,PRSS23,ESRP2,B4GALT1,RRP12,THSD4,ZNF185,SLC16A1"
"Hedgehog signaling","Hedgehog signaling","1.5754561613492957","0.0452602255181139556672320622965","0.08863460830630649767147843932","12","PLG,L1CAM,THY1,CRMP1,DPYSL2,NRP2"
"Inflammatory response","Inflammatory response","1.3329382770585589","0.0861344537815126043422964130514","0.16193277310924369949418633041","37","ITGA5,LPAR1,CD48,PTPRE,MMP14,STAB1,LCP2,ICAM1,MSR1,P2RX4,ATP2A2,GNAI3,RELA"
"IL-6/JAK2/STAT3 signaling","IL-6/JAK2/STAT3 signaling","1.3386400715967377","0.1154684095860566417357517821074","0.20873135579017931817702447006","20","CD36,IRF9,A2M,PTPN1,STAT2,CD38"
"IFN-gamma response","IFN-gamma response","1.2366933171625378","0.1203703703703703636884725369782","0.20953360768175580131078561408","89","IRF9,SERPING1,ISG20,BPGM,PTPN1,STAT2,C1S,TRIM14,GBP4,PARP12,MX2,LCP2,CD38,CD74,CFH,TDRD7,RIGI,UBE2L6,FGL2,C1R,IFI30,ICAM1,HLA-DRB1,SAMHD1,VCAM1"
"KRAS signaling down","KRAS signaling down","1.2376800347684576","0.2000000000000000111022302462516","0.33571428571428574283430634750","15","COL2A1,ITIH3,COPZ2,MACROH2A2,SYNPO,AKR1B10,IDUA,UGT2B17,CAMK1D"
"Apical surface","Apical surface","1.1973244910139282","0.2117117117117117142122140194260","0.34168600154679040770133724436","13","GSTM3,SLC34A3,SRPX,THY1,HSPB1"
"Apoptosis","Apoptosis","1.1320314883970166","0.2180974477958236568131411559079","0.34168600154679040770133724436","78","CAV1,ISG20,PDGFRB,F2,CDK2,GSTM1,ADD1,RHOB,GSN,HSPB1,CD38,DCN,TIMP3,LUM,MGMT,PEA15,BGN,CDKN1B,RELA,MMP2,BCAP31,LMNA,DPYD,CLU,CASP7,FAS,TOP2A,CD44,TIMP2,PPT1,DNAJC3,PTK2,TAP1,ENO2,CASP1"
"Glycolysis","Glycolysis","-1.1027141338386017","0.2596964586846542966114270711842","0.39373334058641135113632003595","108","IDH1,DSC2,PSMC4,COG2,GALE,QSOX1,RARS1,ALDH7A1,TFF3,GOT2,HAX1,MDH2,GMPPB,B3GNT3,PKP2,SAP30,CLDN3,PFKP,AGL,B4GALT1,SDC1,GMPPA,AK3,UGP2,ME2,PKM,KDELR3,DLD,GFUS,FAM162A,CAPN5,GYS1,PMM2,SLC25A13,GALK1,ME1"
"Adipogenesis","Adipogenesis","-1.0821626008302085","0.2968490878938639943029897949600","0.43599709784411272428528150158","131","IDH1,PREB,ATP5PO,ATL2,CRAT,SCP2,PRDX3,UQCRQ,SDHB,HIBCH,ACADM,DBT,SUCLG1,MDH2,GPD2,COX7B,IMMT,SCARB1,UQCRC1,CPT2,CMPK1,ECH1,SOWAHC,PFKL,ECHS1,MGST3,COX6A1,PTCD3,SLC1A5,PEX14,SAMM50,NMT1,MCCC1,SQOR,DLD,SLC25A1,AK2,SLC27A1,HADH,AGPAT3,IDH3A"
"Unfolded protein response","Unfolded protein response","-1.0573251820815761","0.3458110516934046474446518004697","0.48736802413273005996074971335","76","PREB,HSPA9,PDIA6,SHC1,KIF5B,WFS1,ARFGAP1,PARN,RPS14,EXOC2,MTHFD2,ALDH18A1,KDELR3,RRP9,NPM1,PDIA5,NOLC1,CALR,NOP56,EEF2,NHP2,LSM4"
"TNF-alpha signaling via NF-kB","TNF-alpha signaling via NF-kB","1.0632720513985052","0.3525641025641025882997325879842","0.48736802413273005996074971335","31","PLEK,PTPRE,RHOB,RIGI,EHD1,TUBB2A,DNAJB4,PDLIM5,ICAM1,NFKB2,MARCKS,RELA,TNC,CD44,PTX3,TNFAIP2"
"DNA repair","DNA repair","-1.0364115585885634","0.3769633507853403231457889432932","0.49701477433717872189689046536","86","CANT1,RPA2,DCTN4,ADRM1,GTF3C5,NT5C3A,DGUOK,RALA,IMPDH2,GMPR2,SDCBP,POLR2G,AK3,NELFE,GTF2B,RPA3,POLR1D,SF3A3,VPS37B,DAD1,APRT,TSG101,POLB,RNMT,UMPS,GTF2F1,NME1,RFC3,MRPL40,NME3,DUT,ALYREF,NUDT9,RFC5,RFC2"
"Androgen response","Androgen response","-1.0465713085305892","0.3806921675774134761205402810447","0.49701477433717872189689046536","51","KRT19,SORD,VAPA,ADRM1,TPD52,STK39,KRT8,NGLY1,SMS,GSR,B4GALT1,RRP12,PA2G4,INPP4B,RPS6KA3"
"Reactive oxygen species pathway","Reactive oxygen species pathway","0.9584013468023844","0.5193133047210299890750206941448","0.65966825194292988410182942971","32","LSP1,PRNP,ATOX1,PRDX2,MPO,GCLC,PRDX4,GLRX,PDLIM1,MBP"
"TGF-beta signaling","TGF-beta signaling","0.9020996897622986","0.5754923413566739309743525154772","0.71179315904641249357354126914","19","ENG,FNTA,FKBP1A,RAB31,PPP1CA,RHOA,THBS1"
"Bile acid metabolism","Bile acid metabolism","-0.8976767603084705","0.6483931947069943024786198293441","0.78139692695458284887877198344","40","IDH1,SCP2,ABCD3,SLC35B2,GSTK1,IDH2,SLC27A2,FDXR,NPC1,PECR,PEX1,SULT1B1"
"Xenobiotic metabolism","Xenobiotic metabolism","0.9012637967311184","0.6803652968036529857798200282559","0.79942922374429226106684609476","90","ITIH4,CD36,BLVRB,PLG,ITIH1,HRG,SERPINA6,PTGR1,ADH1C,SSR3,APOE,GSTO1,CES1,PROS1,DDAH2,PDLIM5,ACP2,HSD17B2,GCLC,FBP1,FAH,ARPP19,ATP2A2,TKFC"
"Mitotic spindle","Mitotic spindle","-0.8814066025271483","0.7173913043478260531671253374952","0.82237539766702005827880839206","103","ARHGAP27,TUBA4A,ARF6,ABR,PPP4R2,FLNB,ARHGAP5,KIF5B,RALBP1,CD2AP,BCR,ARFIP2,DLG1,SPTBN1,RHOT2,YWHAE,ABI1,NF1,RAB3GAP1,SPTAN1,TBCD,CKAP5,WASF2,ARL8A,LRPPRC,CDC27"
"Spermatogenesis","Spermatogenesis","-0.7590489792946256","0.8398510242085660548738701436378","0.91029362972793625985445942206","25","TSN,STAM2,ZC3H14,AGFG1,CLPB"
"UV response up","UV response up","0.8148198376254259","0.8405466970387244218798628025979","0.91029362972793625985445942206","84","COL2A1,AGO2,APOM,TGFBRAP1,MMP14,CDK2,RXRB,C4BPB,RHOB,PDLIM3,H2AX,HSPA2,DDX21,ABCB1,CDC34,ICAM1,WIZ,FEN1,ARRB2"
"PI3K/AKT/mTOR signaling","PI3K/AKT/mTOR signaling","-0.7738228426288106","0.8521897810218977964424880156002","0.91029362972793625985445942206","61","SFN,RPTOR,RALB,MAP2K6,MAPK9,RPS6KA1,SLC2A1,SQSTM1"
"E2F targets","E2F targets","0.7367175858926517","0.9653465346534653157561933767283","0.98130841121495326895285415958","103","PSIP1,SMC3,PRPS1,H2AX,HMGB3,SMC1A,CBX5,POLD1,TMPO,PDS5B,DNMT1,NBN,PRKDC,RAD50,CNOT9,HNRNPD,PRDX4,HMGA1,RAD21,CDKN1B,MAD2L1,CDKN2C,MRE11,EIF2S1,NASP,IPO7,DCK,TOP2A,EXOSC8,SMC4,RBBP7,MKI67,LIG1,CTCF,NCAPD2,MCM6,UBR7"
"G2M checkpoint","G2M checkpoint","-0.7039477606147877","0.9668411867364746781206008563458","0.98130841121495326895285415958","86","DTYMK,UPF1,PRMT5,RPA2,BUB3,KIF5B,CHMP1A,CUL3"
"Cholesterol homeostasis","Cholesterol homeostasis","-0.6075639684337137","0.9813084112149532689528541595791","0.98130841121495326895285415958","38","PCYT2,MVK,CD9,ALCAM,ECH1,FDPS,S100A11,ETHE1,ACAT2,HSD17B7,IDI1,DHCR7,CTNNB1,ALDOC,LGALS3"
