"x","gene","r","pvalue","p_adjusted"
"var","ACAT1","0.00500780981898184090","0.9613784389754750359","0.9937418372844724"
"var","ACAT2","-0.08182235991846165124","0.4280572628395691304","0.9617405817187594"
"var","ACBD3","-0.21456482566576196014","0.0357927490194748441","0.9564222920455946"
"var","ACBD5","-0.19632365568312629134","0.0552285191673637238","0.9564222920455946"
"var","ACIN1","-0.10844486740785226619","0.2929257177185051741","0.9617405817187594"
"var","ACLY","0.02045731961830217840","0.8431741613182354156","0.9773365354890436"
"var","ACO1","-0.02003360862679304938","0.8463821170175438446","0.9778160272536578"
"var","ACO2","-0.08307160824454944137","0.4210146206315805717","0.9617405817187594"
"var","ACOT11","-0.20761366224599511754","0.0423854088894425191","0.9564222920455946"
"var","ACOT13","-0.06811232320041867017","0.5096479178647395081","0.9682910835052709"
"var","ACOT7","0.09589871976228760142","0.3526571083566942821","0.9617405817187594"
"var","ACOT8","-0.05061522535383376070","0.6243153324409662641","0.9682910835052709"
"var","ACOT9","-0.03383595671597185162","0.7434604622023279763","0.9772248059457596"
"var","ACOX1","0.01454858451069265292","0.8881175518042294659","0.9865559612010127"
"var","ACOX3","0.05151625924215064156","0.6181504419074053125","0.9682910835052709"
"var","ACP1","-0.06892339525507824860","0.5046082907501203696","0.9682910835052709"
"var","ACP2","0.08566144352172440357","0.4066294748953598326","0.9617405817187594"
"var","ACP6","-0.20110648613772108551","0.0494438806116198754","0.9564222920455946"
"var","ACSF2","-0.09544620070993745098","0.3549442070127227788","0.9617405817187594"
"var","ACSF3","0.00338423544213333318","0.9738944241161247017","0.9966437792251730"
"var","ACSL1","0.02138088811972806841","0.8361906723075513970","0.9773185117396833"
"var","ACSL3","-0.02173141756153769422","0.8335434635042819895","0.9772248059457596"
"var","ACSL4","0.06496967788230113838","0.5294168565397698867","0.9682910835052709"
"var","ACSL5","-0.02029314187443434503","0.8444168656458788114","0.9778160272536578"
"var","ACSM3","0.02369849409283242281","0.8187232785415352598","0.9772248059457596"
"var","ACSS1","-0.03093819159279352290","0.7647631098633019819","0.9772248059457596"
"var","ACSS2","0.05215077749507783522","0.6138248414346905157","0.9682910835052709"
"var","ACTA1","0.15110726958891027016","0.1416697718292740382","0.9564222920455946"
"var","ACTA2","0.17438801415411442353","0.0892605034817604143","0.9564222920455946"
"var","ACTB","0.11269121088830040545","0.2743206587257322471","0.9617405817187594"
"var","ACTBL2","0.01201035552742883185","0.9075418785874704852","0.9897725239550431"
"var","ACTG1","0.02374384833680825632","0.8183823035779043131","0.9772248059457596"
"var","ACTG2","0.11832364739541063881","0.2508933131244031611","0.9617405817187594"
"var","ACTL6A","-0.03208916744228884621","0.7562798382237931882","0.9772248059457596"
"var","ACTN1","0.14760142255612557216","0.1512524069519792513","0.9564222920455946"
"var","ACTN4","-0.05672345808528297256","0.5830493557492745227","0.9682910835052709"
"var","ACTR10","-0.12529001979749260220","0.2238687313081327845","0.9564222920455946"
"var","ACTR1A","0.05073414456131174199","0.6235001887637867668","0.9682910835052709"
"var","ACTR1B","0.02995756229008186833","0.7720128615435177810","0.9772248059457596"
"var","ACTR2","-0.07118711633853125331","0.4906805343876886605","0.9682910835052709"
"var","ACTR3","-0.03567392893752053401","0.7300471104894675767","0.9772248059457596"
"var","ACYP1","0.01905387267704573492","0.8538093053193983595","0.9778160272536578"
"var","ACYP2","-0.06965691682332401935","0.5000728901752071742","0.9682910835052709"
"var","ADA","0.08402218673466375909","0.4157008537159356809","0.9617405817187594"
"var","ADAM10","-0.15313564847689403736","0.1363391996436382481","0.9564222920455946"
"var","ADAM9","-0.18595259597689739461","0.0696862033517758050","0.9564222920455946"
"var","ADAMTSL4","0.03512901388170440453","0.7340155932205161271","0.9772248059457596"
"var","ADAP1","-0.18859980859914304840","0.0657332355436886923","0.9564222920455946"
"var","ADAR","-0.05615274202154653393","0.5868515426266119883","0.9682910835052709"
"var","ADARB1","0.17643711164181136164","0.0855058581402483864","0.9564222920455946"
"var","ADD1","0.14330584368093088332","0.1636462232129241579","0.9564222920455946"
"var","ADD3","0.01357024609226242448","0.8955973041600941986","0.9883726503416208"
"var","ADGRE5","-0.00813458983113580364","0.9373033765042635412","0.9921908550208027"
"var","ADH1B","0.15789263701206554535","0.1244366419264496676","0.9564222920455946"
"var","ADH1C","0.13599363360322733185","0.1864505407012152227","0.9564222920455946"
"var","ADH5","0.06032326626137202163","0.5593316234537486498","0.9682910835052709"
"var","ADI1","0.05672558007742638936","0.5830352398701537098","0.9682910835052709"
"var","ADIRF","0.15149767536249192368","0.1406317303479188707","0.9564222920455946"
"var","ADISSP","0.04129601040923477906","0.6895345297406555440","0.9687658613290595"
"var","ADK","0.17419205693556538694","0.0896263035786328544","0.9564222920455946"
"var","ADNP","-0.06395277786693040478","0.5358948648796977299","0.9682910835052709"
"var","ADO","0.06050929505106465017","0.5581185835042479226","0.9682910835052709"
"var","ADPGK","0.01152301938627925751","0.9112779143074349886","0.9897725239550431"
"var","ADPRH","0.21298815477071997293","0.0372072483778871435","0.9564222920455946"
"var","ADPRS","0.04838140892728065579","0.6397104585566960600","0.9682910835052709"
"var","ADRM1","-0.16130039089581360567","0.1164124307815194437","0.9564222920455946"
"var","ADSL","-0.02738544970041890611","0.7911201622873543782","0.9772248059457596"
"var","ADSS2","-0.05384494483375271145","0.6023403875032948829","0.9682910835052709"
"var","AEBP1","0.04382219285860901314","0.6716042486724700389","0.9682910835052709"
"var","AFDN","-0.05177421432157463393","0.6163903430410047068","0.9682910835052709"
"var","AFG2A","-0.07305592604183187844","0.4793375775180013232","0.9670795338583280"
"var","AFG3L2","-0.21498001616467191099","0.0354278615716336689","0.9564222920455946"
"var","AFM","0.17546322752548701440","0.0872743758254998364","0.9564222920455946"
"var","AFTPH","-0.03503080606877619074","0.7347315643124350260","0.9772248059457596"
"var","AGFG1","-0.11582567387447735563","0.2611079701927100372","0.9617405817187594"
"var","AGFG2","-0.12652475508758043166","0.2193011168161674573","0.9564222920455946"
"var","AGK","0.03311000812543597738","0.7487798033774947237","0.9772248059457596"
"var","AGL","-0.11576406026602448218","0.2613634435411579249","0.9617405817187594"
"var","AGMAT","-0.03908021861622443943","0.7054046207098751964","0.9716072996434647"
"var","AGO1","0.02221084730599720905","0.8299258057563145830","0.9772248059457596"
"var","AGO2","0.16569273341879547923","0.1066669307702777375","0.9564222920455946"
"var","AGO3","-0.10049409301908900083","0.3299534186011001680","0.9617405817187594"
"var","AGPAT1","0.05565670554544895066","0.5901653551253782659","0.9682910835052709"
"var","AGPAT2","0.16646409060637359922","0.1050231541812057245","0.9564222920455946"
"var","AGPAT3","-0.08695668759486972765","0.3995447207947240287","0.9617405817187594"
"var","AGPAT5","-0.10911384198872349505","0.2899406400566430508","0.9617405817187594"
"var","AGPS","-0.18702779038458047789","0.0680581076099852356","0.9564222920455946"
"var","AGR2","-0.04534443418949517940","0.6608870572944374189","0.9682910835052709"
"var","AGR3","-0.06666508156813603925","0.5187043795792725120","0.9682910835052709"
"var","AGRN","0.08144677438038253059","0.4301877441412949032","0.9617405817187594"
"var","AGT","0.16137666272077921814","0.1162375237216814461","0.9564222920455946"
"var","AHCTF1","-0.06464703019741423196","0.5314679835959013054","0.9682910835052709"
"var","AHCY","0.01149342486064111775","0.9115048560411482814","0.9897725239550431"
"var","AHCYL1","0.07535904162142570417","0.4655545423073067512","0.9661131995135381"
"var","AHCYL2","-0.03931782770189370946","0.7036966061871610112","0.9716072996434647"
"var","AHNAK","0.05932804088863150027","0.5658424963456709644","0.9682910835052709"
"var","AHNAK2","0.10198258915452737550","0.3228037481875386527","0.9617405817187594"
"var","AHSA1","-0.10980610633371057361","0.2868729264368078957","0.9617405817187594"
"var","AHSG","0.08262220566541134126","0.4235403894171227979","0.9617405817187594"
"var","AIDA","0.02238995220216366891","0.8285752300999172926","0.9772248059457596"
"var","AIF1","0.04115036412671543853","0.6905736614582936861","0.9688676795636224"
"var","AIFM1","-0.06981896335372417273","0.4990738263098027927","0.9682910835052709"
"var","AIFM2","-0.01050145157948666197","0.9191156685301372642","0.9912661815196750"
"var","AIMP1","-0.15485949607715288057","0.1319298650334345124","0.9564222920455946"
"var","AIMP2","-0.15151205739782225290","0.1405936004655507221","0.9564222920455946"
"var","AIP","0.01373520111157344389","0.8943355046252920992","0.9880085687666319"
"var","AK1","0.00239756029171131696","0.9815038971745526641","0.9966437792251730"
"var","AK2","-0.08974388536381844306","0.3845492206262690615","0.9617405817187594"
"var","AK3","-0.09920702565593061961","0.3362162627298173057","0.9617405817187594"
"var","AK4","-0.03582914874383745507","0.7289179777770270485","0.9772248059457596"
"var","AKAP1","-0.07875813833807608633","0.4456146528690113628","0.9617405817187594"
"var","AKAP12","0.16369375057217494529","0.1110202015880777660","0.9564222920455946"
"var","AKAP13","-0.03626256312456836717","0.7257682121853454849","0.9753086776487487"
"var","AKAP8","-0.02550883135253622855","0.8051399430956684977","0.9772248059457596"
"var","AKAP8L","-0.15902878835441522365","0.1217155041511279179","0.9564222920455946"
"var","AKAP9","-0.05160108058046490587","0.6175714438167203557","0.9682910835052709"
"var","AKR1A1","-0.06075933826620313893","0.5564901097141983222","0.9682910835052709"
"var","AKR1B1","0.09468994436325675612","0.3587869480987945225","0.9617405817187594"
"var","AKR1B10","0.08010392768747624792","0.4378543022956332686","0.9617405817187594"
"var","AKR1C3","-0.18488217394284456319","0.0713381807884526375","0.9564222920455946"
"var","AKR7A2","-0.02782044644811956097","0.7878796957625368025","0.9772248059457596"
"var","AKR7A3","-0.10004858899409196926","0.3321127679705371261","0.9617405817187594"
"var","AKT1","0.03132895021951020292","0.7618798505550063993","0.9772248059457596"
"var","AKT1S1","-0.00713229648707692978","0.9450155721700088662","0.9921908550208027"
"var","AKT2","0.12159911742493344222","0.2379200841113502385","0.9617405817187594"
"var","ALAD","0.24717043923175002762","0.0151890649138603298","0.9564222920455946"
"var","ALCAM","-0.12880829509748278894","0.2110279768664202471","0.9564222920455946"
"var","ALDH16A1","0.13952616253361677101","0.1751609803642091567","0.9564222920455946"
"var","ALDH18A1","-0.10381566444418134643","0.3141366365430922625","0.9617405817187594"
"var","ALDH1A1","-0.01005437521709066744","0.9225482424698119299","0.9917896698074273"
"var","ALDH1A3","0.04485544065504386974","0.6643224466475083911","0.9682910835052709"
"var","ALDH1B1","0.16563814294338383148","0.1067840200005247681","0.9564222920455946"
"var","ALDH1L1","-0.01585343887831046697","0.8781568146782906537","0.9844532453818279"
"var","ALDH1L2","0.06013116339287832846","0.5605855905292735919","0.9682910835052709"
"var","ALDH2","-0.08229103198116927143","0.4254072489634603826","0.9617405817187594"
"var","ALDH3A2","-0.16975261533317673179","0.0982361966694244165","0.9564222920455946"
"var","ALDH4A1","-0.17163410336999884720","0.0945110578686328140","0.9564222920455946"
"var","ALDH5A1","-0.11085836680158255019","0.2822513580028981339","0.9617405817187594"
"var","ALDH6A1","-0.07926426379918860565","0.4426871263708823667","0.9617405817187594"
"var","ALDH7A1","-0.16867270495863906365","0.1004258503134490693","0.9564222920455946"
"var","ALDH9A1","-0.06594786911189627621","0.5232226308104059864","0.9682910835052709"
"var","ALDOB","-0.03669260383751349330","0.7226474680164589603","0.9746291383618658"
"var","ALDOC","-0.05836092134368948969","0.5722035975527343110","0.9682910835052709"
"var","ALG1","-0.06658556757877645560","0.5192043175207370354","0.9682910835052709"
"var","ALG2","0.12761514493233003242","0.2153225540908843272","0.9564222920455946"
"var","ALG5","-0.02322987225954572035","0.8222483596827133701","0.9772248059457596"
"var","ALOX15","0.03022769440825156390","0.7700138012388973996","0.9772248059457596"
"var","ALOX5","0.06236497642480258452","0.5460876247451762477","0.9682910835052709"
"var","ALOX5AP","0.15864360408104599687","0.1226328619360424893","0.9564222920455946"
"var","ALYREF","-0.05305844591344240774","0.6076600872462187830","0.9682910835052709"
"var","AMACR","0.00838611813342446215","0.9353688595377367410","0.9921908550208027"
"var","AMBP","0.14990961907454569690","0.1448903219309623236","0.9564222920455946"
"var","AMPD2","-0.02573090933565177693","0.8034775364110459117","0.9772248059457596"
"var","AMPD3","0.06460955516740803095","0.5317064755169004231","0.9682910835052709"
"var","ANAPC1","0.04695713449792605909","0.6496071979703552657","0.9682910835052709"
"var","ANAPC4","0.12651960213209348383","0.2193200411359797208","0.9564222920455946"
"var","ANAPC7","0.02463573092670777800","0.8116840404872940340","0.9772248059457596"
"var","ANG","0.05503199259378427355","0.5943508223028185489","0.9682910835052709"
"var","ANGPTL2","0.10078900946517008186","0.3285288964307864212","0.9617405817187594"
"var","ANK1","0.35130580408971190387","0.0004488633937322923","0.5491843622314597"
"var","ANK2","0.16335208875705270470","0.1117778699864827585","0.9564222920455946"
"var","ANK3","0.05318045035213384703","0.6068335265559210434","0.9682910835052709"
"var","ANKFY1","-0.10291938878548990977","0.3183553980412551776","0.9617405817187594"
"var","ANKMY2","-0.15189575062029386787","0.1395792325210885310","0.9564222920455946"
"var","ANKRD13A","0.10181983012349332673","0.3235806489415985476","0.9617405817187594"
"var","ANKRD17","-0.12217658757595591112","0.2356821230504419495","0.9617405817187594"
"var","ANKRD22","-0.12145224033757698323","0.2384916476384935369","0.9617405817187594"
"var","ANKRD28","-0.15219333094279943741","0.1387963444963292992","0.9564222920455946"
"var","ANKRD44","0.10835574251320954919","0.2933249348811607371","0.9617405817187594"
"var","ANKS1A","-0.07834131238580326062","0.4480337823170906786","0.9628264412870472"
"var","ANKS4B","-0.07480013097298839064","0.4688793014752893340","0.9661131995135381"
"var","ANO10","-0.07534028402118522760","0.4656659150940236636","0.9661131995135381"
"var","ANO6","0.12197332385174321223","0.2364681854346889767","0.9617405817187594"
"var","ANP32A","-0.08972232865527231260","0.3846638828839559210","0.9617405817187594"
"var","ANP32B","0.06129442854804929841","0.5530128683268966672","0.9682910835052709"
"var","ANP32E","-0.12481461898020636270","0.2256450873734304197","0.9564222920455946"
"var","ANPEP","-0.06432784955791077952","0.5335009628959115346","0.9682910835052709"
"var","ANTXR2","0.11486799043773784912","0.2650981101966741194","0.9617405817187594"
"var","ANXA1","0.00633731687709759937","0.9511362251747689234","0.9921908550208027"
"var","ANXA11","0.08249541094370185790","0.4242545861732314183","0.9617405817187594"
"var","ANXA13","-0.00072642651599688732","0.9943954964841030808","0.9978658540608910"
"var","ANXA2","-0.04974287723043251119","0.6303087174788086777","0.9682910835052709"
"var","ANXA3","-0.15505896463125654061","0.1314267560785913891","0.9564222920455946"
"var","ANXA4","-0.08207289624975917797","0.4266394801571644635","0.9617405817187594"
"var","ANXA6","0.16441675816224141093","0.1094300194109193713","0.9564222920455946"
"var","ANXA7","0.17458550733131342203","0.0888930342912032934","0.9564222920455946"
"var","AOC1","-0.07658917431026872336","0.4582825410572239910","0.9649064255316225"
"var","AOC3","0.16995922283427777888","0.0978215822602422763","0.9564222920455946"
"var","AP1B1","0.00273095037801631031","0.9789324944056627675","0.9966437792251730"
"var","AP1G1","-0.08502168907484787541","0.4101558579789592596","0.9617405817187594"
"var","AP1G2","-0.06140213136764817448","0.5523142395580034059","0.9682910835052709"
"var","AP1M1","0.13381214738416813415","0.1936814137765366650","0.9564222920455946"
"var","AP1M2","-0.05087553807910161902","0.6225315828830182419","0.9682910835052709"
"var","AP1S1","-0.20358037986913857242","0.0466538670288203158","0.9564222920455946"
"var","AP2A1","0.06546263824743792092","0.5262906902576818258","0.9682910835052709"
"var","AP2A2","0.10010979648709363021","0.3318155652548190337","0.9617405817187594"
"var","AP2B1","0.03696658104721977506","0.7206616155320189065","0.9742867255286466"
"var","AP2M1","0.10236387500069117629","0.3209884396788718619","0.9617405817187594"
"var","AP2S1","0.05502802711401397207","0.5943774329158154623","0.9682910835052709"
"var","AP3B1","-0.11156768068826179718","0.2791642077477101136","0.9617405817187594"
"var","AP3D1","-0.07613005137725267768","0.4609893149549356695","0.9649064255316225"
"var","AP3M1","-0.06293628351398423970","0.5424093002238226102","0.9682910835052709"
"var","AP3S1","0.03905007420845664490","0.7056214135786953445","0.9716072996434647"
"var","APAF1","-0.11190035857967713107","0.2777241049852111066","0.9617405817187594"
"var","APBB1IP","0.21046421972702455960","0.0395689020434304428","0.9564222920455946"
"var","APCS","0.12642877613749906041","0.2196537905806100199","0.9564222920455946"
"var","APEH","-0.09225869908330212865","0.3713142015322650202","0.9617405817187594"
"var","APEX1","-0.01926137572245327154","0.8522351775480194735","0.9778160272536578"
"var","API5","0.01155621077914770374","0.9110233989421570033","0.9897725239550431"
"var","APIP","0.12191699153208168660","0.2366863564560403310","0.9617405817187594"
"var","APLP2","-0.02721907562305451306","0.7923604930127453594","0.9772248059457596"
"var","APMAP","-0.08251420916344018308","0.4241486576995930902","0.9617405817187594"
"var","APOA1","0.17475031180344183235","0.0885873067859998808","0.9564222920455946"
"var","APOA2","0.11273728919906124413","0.2741232280077803285","0.9617405817187594"
"var","APOA4","0.06625201018026155575","0.5213041972295457960","0.9682910835052709"
"var","APOB","0.25809732954971864594","0.0111210511499030985","0.9564222920455946"
"var","APOBR","0.00334111704935059761","0.9742269195102309931","0.9966437792251730"
"var","APOC1","0.19051214601271737603","0.0629923425010872062","0.9564222920455946"
"var","APOC3","0.17547278825075829367","0.0872568740242320312","0.9564222920455946"
"var","APOD","0.06099999873759796853","0.5549248995625072345","0.9682910835052709"
"var","APOE","0.12590624312275267016","0.2215808596880416703","0.9564222920455946"
"var","APOH","0.08010862666844131841","0.4378273408394729449","0.9617405817187594"
"var","APOL1","0.28551796215109848109","0.0048054096172919399","0.9564222920455946"
"var","APOL2","0.08875288897720545744","0.3898416712489568559","0.9617405817187594"
"var","APOL3","0.08019002154054624687","0.4373604686624985582","0.9617405817187594"
"var","APOM","0.16284930406477229892","0.1129001356406215267","0.9564222920455946"
"var","APOO","-0.14956861001809404477","0.1458173319429831583","0.9564222920455946"
"var","APOOL","-0.10691333456384095879","0.2998358557879066133","0.9617405817187594"
"var","APP","-0.10552945544405338552","0.3061710450160368135","0.9617405817187594"
"var","APPL1","0.15304976178464083092","0.1365617761836970812","0.9564222920455946"
"var","APPL2","0.00140973229602654499","0.9891239201641194301","0.9967428577281483"
"var","APRT","-0.07614116150197700050","0.4609237112273767423","0.9649064255316225"
"var","AQR","0.00449566862662804500","0.9653256211003072851","0.9937533844478132"
"var","ARAF","0.12474222411860948212","0.2259164602107351927","0.9564222920455946"
"var","ARAP1","0.01438179772132886294","0.8893920229297820335","0.9865559612010127"
"var","ARCN1","-0.04856462878225350360","0.6384418538532060650","0.9682910835052709"
"var","ARF4","-0.07758331205350992021","0.4524517389287283642","0.9635765057951247"
"var","ARF5","-0.01252961467102673906","0.9035633289134985535","0.9897132792530576"
"var","ARF6","-0.19537099990895720469","0.0564445494764327094","0.9564222920455946"
"var","ARFGAP1","-0.14820779485808360798","0.1495611340465964056","0.9564222920455946"
"var","ARFGAP2","-0.02911804999687261919","0.7782349659192981939","0.9772248059457596"
"var","ARFGAP3","-0.05616847474047905603","0.5867465778174556501","0.9682910835052709"
"var","ARFGEF1","0.06153332177518108792","0.5514638316531726980","0.9682910835052709"
"var","ARFGEF2","-0.07472496560883258587","0.4693274172468071548","0.9661131995135381"
"var","ARFGEF3","-0.18912062220394512679","0.0649773583492793960","0.9564222920455946"
"var","ARFIP1","-0.08777982151833731150","0.3950805449302009498","0.9617405817187594"
"var","ARFIP2","-0.13268399986638593213","0.1974993375033916310","0.9564222920455946"
"var","ARFRP1","-0.06246722808383274594","0.5454283910347954567","0.9682910835052709"
"var","ARG1","0.04469407956343860594","0.6654576064173549632","0.9682910835052709"
"var","ARGLU1","-0.02534779922829592108","0.8063459222724022046","0.9772248059457596"
"var","ARHGAP1","0.05663191903297639523","0.5836584394779196217","0.9682910835052709"
"var","ARHGAP10","0.10617981978928618669","0.3031829829175307078","0.9617405817187594"
"var","ARHGAP12","0.05580670035962925768","0.5891624082927180428","0.9682910835052709"
"var","ARHGAP17","0.01513967192449581188","0.8836031770043752953","0.9860711883505150"
"var","ARHGAP18","-0.06553897709279313255","0.5258074096388958285","0.9682910835052709"
"var","ARHGAP25","0.14181594742428013656","0.1681162467929618320","0.9564222920455946"
"var","ARHGAP26","0.01095617225543848647","0.9156259239870025990","0.9910441388691131"
"var","ARHGAP27","-0.26254586744929836462","0.0097599805382711392","0.9564222920455946"
"var","ARHGAP35","0.04399460743371942650","0.6703870259002553400","0.9682910835052709"
"var","ARHGAP4","0.01729516744244511198","0.8671733245870645312","0.9801261548566036"
"var","ARHGAP45","0.12648170852366369399","0.2194592415147641196","0.9564222920455946"
"var","ARHGAP5","-0.17549041979505983213","0.0872246051428775954","0.9564222920455946"
"var","ARHGAP9","0.08584077728523042961","0.4056441752925866728","0.9617405817187594"
"var","ARHGDIA","0.04443503839894736435","0.6672815139143004615","0.9682910835052709"
"var","ARHGDIB","0.08526455005525786224","0.4088150859247885460","0.9617405817187594"
"var","ARHGEF1","0.00137233064951597611","0.9894124568469269132","0.9967428577281483"
"var","ARHGEF10L","-0.19156939955335988701","0.0615173737391151582","0.9564222920455946"
"var","ARHGEF11","-0.01438178861454844290","0.8893920925253101517","0.9865559612010127"
"var","ARHGEF12","-0.03284629431433382790","0.7507150805308517860","0.9772248059457596"
"var","ARHGEF16","-0.18126470740153141636","0.0771559762170134500","0.9564222920455946"
"var","ARHGEF17","0.26775141463904250649","0.0083546272109352032","0.9564222920455946"
"var","ARHGEF2","0.03718312053060860572","0.7190933951929998624","0.9736493896008648"
"var","ARHGEF37","0.10446988544238890173","0.3110801740044889518","0.9617405817187594"
"var","ARHGEF6","0.10907458683904647234","0.2901152446589931877","0.9617405817187594"
"var","ARHGEF7","0.09271981287210663558","0.3689179704364181633","0.9617405817187594"
"var","ARID1A","-0.14375102825993327227","0.1623278281517475941","0.9564222920455946"
"var","ARID2","0.00225877348790427899","0.9825744024897928863","0.9966437792251730"
"var","ARIH1","0.00950742102379164948","0.9267495857819761929","0.9921908550208027"
"var","ARIH2","0.01826626878245419736","0.8597892679235114022","0.9778160272536578"
"var","ARL1","0.05061833299129588765","0.6242940250634254618","0.9682910835052709"
"var","ARL3","-0.02015087959750243990","0.8454939943794610446","0.9778160272536578"
"var","ARL6IP4","-0.10033298948722271793","0.3307332495413232154","0.9617405817187594"
"var","ARL6IP5","0.10366484867929819103","0.3148439814994902219","0.9617405817187594"
"var","ARL6IP6","0.02900821919616109607","0.7790500297518855310","0.9772248059457596"
"var","ARL8A","-0.09495737396290075683","0.3574251354939729231","0.9617405817187594"
"var","ARL8B","-0.05163821129301764817","0.6173180597629936983","0.9682910835052709"
"var","ARMC1","0.01929737986023237484","0.8519621072515197735","0.9778160272536578"
"var","ARMC10","-0.01412751148604046193","0.8913356456378469517","0.9865824793109070"
"var","ARMC6","0.01955150329105424800","0.8500352282292509276","0.9778160272536578"
"var","ARMCX3","0.05759135556668177475","0.5772890751225373540","0.9682910835052709"
"var","ARMH3","0.13656292565416833229","0.1845962509319588607","0.9564222920455946"
"var","ARPC1A","-0.02877634509514301331","0.7807715717887396822","0.9772248059457596"
"var","ARPC1B","-0.03946035000148768318","0.7026728123173298091","0.9716072996434647"
"var","ARPC2","0.13434566804709352494","0.1918945405400272752","0.9564222920455946"
"var","ARPC3","0.04209600150324854795","0.6838372060309458877","0.9682910835052709"
"var","ARPC4","0.06139776579214827057","0.5523425491576375856","0.9682910835052709"
"var","ARPC5","-0.09254176960455558210","0.3698420689239449999","0.9617405817187594"
"var","ARPC5L","0.04587160418399875011","0.6571913218384394240","0.9682910835052709"
"var","ARPP19","0.08157035677638678484","0.4294860643398191735","0.9617405817187594"
"var","ARRB1","0.12173744849513087884","0.2373826478524757866","0.9617405817187594"
"var","ARRB2","0.08286312850240326600","0.4221852521021995930","0.9617405817187594"
"var","ARSA","0.00184704656507193258","0.9857503532575409011","0.9966437792251730"
"var","ARSB","-0.03052869084947938683","0.7677881059246791651","0.9772248059457596"
"var","ARSL","-0.00464180910004995985","0.9641991956798017238","0.9937418372844724"
"var","ASAH1","0.00604963860287611056","0.9533518160214197179","0.9921908550208027"
