"logFC","AveExpr","t","pvalue","p_adjusted","B","gene","var_name","Gene"
"-0.069582150856842162057","24.58192716171623","-0.39651006256469994993","0.692584050693483277427731","0.910713129906157603521","-5.79667380764800644","FCER1G","APC (Mutation, COAD)","FCER1G"
"0.194573830992986529509","26.97064925987410","2.72719725654269851134","0.007559674987400209072996","0.172172903328582094229","-2.54069087351857537","FHL2","APC (Mutation, COAD)","FHL2"
"-0.173156028721461296982","26.86140471116649","-1.46009767412460611524","0.147436374857427998641413","0.541300539048951701027","-4.88858783025637145","FSCN1","APC (Mutation, COAD)","FSCN1"
"0.041365557411051412373","23.21144313075506","0.31738386793742717762","0.751622220767465654134298","0.928306903149550555199","-5.82293758991890265","GALNT6","APC (Mutation, COAD)","GALNT6"
"0.033438319958296602863","26.25200127740469","0.72525028500292387790","0.470013099385360288984259","0.803155563891747137362","-5.62561275435171559","GCN1","APC (Mutation, COAD)","GCN1"
"-0.136417279315626416292","26.48492165158406","-1.88034229446783851536","0.063007573231027930171777","0.401301855135687612908","-4.25461310294565109","GNG5","APC (Mutation, COAD)","GNG5"
"0.245077925572321220216","25.98467262642219","1.36862913329460345047","0.174219755263564202163451","0.571644200257502177465","-5.00647701920913235","GPX2","APC (Mutation, COAD)","GPX2"
"0.134904656675089995588","26.37828760510034","1.08346729525074381151","0.281238567140163653323981","0.672227732979740144614","-5.32671665709515985","HIBADH","APC (Mutation, COAD)","HIBADH"
"-0.137027879850744938039","24.45811818173385","-1.00484791282163410386","0.317425214691113233289599","0.697461703602736737828","-5.40225916137177808","HK3","APC (Mutation, COAD)","HK3"
"0.015680896532504817742","23.95132074321877","0.20151148266753007854","0.840713030531446747772861","0.953964658340111348878","-5.85091059604265062","HPCAL1","APC (Mutation, COAD)","HPCAL1"
"0.194104883007028661268","27.84433801881590","1.86201921805058834281","0.065572963164585815198926","0.410376063590131678893","-4.28536203439486041","HSD17B10","APC (Mutation, COAD)","HSD17B10"
"-0.483985881947035068151","23.52540212851257","-3.19897435591672740784","0.001854157755573349920797","0.104301701790528444924","-1.35404132449321857","HSPA4L","APC (Mutation, COAD)","HSPA4L"
"0.465719106130315196879","26.79235988692690","4.23852917423255703966","0.000050645355399636580150","0.035408338475117345778","1.76280037858131156","HSPH1","APC (Mutation, COAD)","HSPH1"
"0.085386866491617752217","25.97282738755480","0.88760824454728048938","0.376907596679641687664741","0.740080844948793226123","-5.50455845152374934","HTATIP2","APC (Mutation, COAD)","HTATIP2"
"0.159165092186679402175","22.91806021473912","3.30252142036274287662","0.001334843315893567868013","0.094677147651929291494","-1.07323807026992846","IRAK4","APC (Mutation, COAD)","IRAK4"
"-0.086356741330909869703","23.28944727961577","-0.98012946006794510190","0.329416610460039560592804","0.707710663560769837055","-5.42486095646955757","IRF6","APC (Mutation, COAD)","IRF6"
"-0.104618518670712035146","26.17385052939488","-0.75922024450812408691","0.449528746425430059119321","0.792841625584217446487","-5.60227414522643929","ITGB2","APC (Mutation, COAD)","ITGB2"
"0.525989082962059484316","22.58169298987495","3.92836889042167358710","0.000158571012290900539669","0.046699266201225705930","0.76705752366216906","KHDRBS3","APC (Mutation, COAD)","KHDRBS3"
"-0.083855215039747577066","30.99891751167836","-0.63999570631121327491","0.523657032809252687144408","0.829043762487255975202","-5.67953034765265841","KRT18","APC (Mutation, COAD)","KRT18"
"-0.098427148086546623063","31.83825262283058","-0.84857196707875226505","0.398171150488516700782782","0.753372894362647982369","-5.53585643635594060","KRT8","APC (Mutation, COAD)","KRT8"
"0.285949333526687610174","23.43666614151310","3.26293460746814467655","0.001514793130420642340225","0.099974787406817824942","-1.18142502049607767","LYRM4","APC (Mutation, COAD)","LYRM4"
"-0.103024253005312260711","25.55179237313081","-1.84794326043051015951","0.067602595597310757846721","0.414860394197198112387","-4.30879409948552006","MAP2K1","APC (Mutation, COAD)","MAP2K1"
"-0.280505051535111959993","24.84608129387444","-2.74567642262022060251","0.007175652172871200239201","0.168026993942735181076","-2.49717837780393248","ME1","APC (Mutation, COAD)","ME1"
"0.018924015336320820779","23.99777728656574","0.20846303828370549294","0.835296674217360646252928","0.952012557899339362244","-5.84958425887821498","MMAB","APC (Mutation, COAD)","MMAB"
"0.046422847785883902816","26.90786361286469","0.25334344206890407891","0.800529339317061827685507","0.942962168189929617057","-5.83993984141870648","MMP12","APC (Mutation, COAD)","MMP12"
"0.278825013195863391502","24.94039123810220","3.21787160309126729629","0.001747149369962890542302","0.099974787406817824942","-1.30332343020243346","MRE11","APC (Mutation, COAD)","MRE11"
"0.131873446870681476639","26.80259435322590","1.49132677270659663726","0.139062316459621110320555","0.525943567815599477555","-4.84667118227017291","MTCH2","APC (Mutation, COAD)","MTCH2"
"-0.123781610720772761169","24.63084544231636","-2.42050020641233443186","0.017325899345125114758837","0.242493244825213727367","-3.22583326096700107","MYO1E","APC (Mutation, COAD)","MYO1E"
"0.290279833179294399770","22.48753753953427","3.83844794184636439738","0.000218524189937015358510","0.053472869277587653514","0.48828013874627718","NDUFAF7","APC (Mutation, COAD)","NDUFAF7"
"0.282514230117538289733","21.28609063244947","2.41285384693376414589","0.017672389852146124650245","0.245010413417572597838","-3.24200547501378011","NEK3","APC (Mutation, COAD)","NEK3"
"0.086900119089104777004","24.90593369585033","1.66533357787653257809","0.099014769625360224414301","0.474283366999817268539","-4.59772629310279690","NELFCD","APC (Mutation, COAD)","NELFCD"
"-0.035994873718117048611","24.06103730728274","-0.66322912312779014332","0.508728598222472960799223","0.820605721720758962690","-5.66549776881785139","NUDCD2","APC (Mutation, COAD)","NUDCD2"
"0.152722147572564637130","24.61965907267309","3.25748806465244777897","0.001541256772737433899251","0.099974787406817824942","-1.19622946537584252","NUP153","APC (Mutation, COAD)","NUP153"
"-0.014389818358683470478","24.55586403983227","-0.36539058383882921932","0.715601091513157872014972","0.917436822968490606200","-5.80769570500928012","OGT","APC (Mutation, COAD)","OGT"
"0.072521166684023086191","25.83690395260813","1.18656123326861506762","0.238246653326164792296993","0.640047132830672049764","-5.21926898840263753","OPA1","APC (Mutation, COAD)","OPA1"
"-0.070666316169901932653","24.41421228821626","-1.28375288106653018261","0.202231565013202968517092","0.599193192200423552229","-5.10931657185973886","OSBPL8","APC (Mutation, COAD)","OSBPL8"
"-0.009692227204130432483","23.92604776632574","-0.21433484173120748162","0.830727774341723068651788","0.950467257833161105474","-5.84842892702363670","OSBPL9","APC (Mutation, COAD)","OSBPL9"
"0.013234391366044206961","25.16992818326744","0.11135898966545479394","0.911557635909972518994948","0.979826158442426042861","-5.86403957555521682","P4HA1","APC (Mutation, COAD)","P4HA1"
"-0.050516544982741606873","30.04655935725030","-0.69298255555402832329","0.489946571432599009554565","0.811437739624751186440","-5.64680373942277569","P4HB","APC (Mutation, COAD)","P4HB"
"0.244021631339730760146","23.57018514665904","3.14576439927673634500","0.002189202531719023746976","0.110728836305382591365","-1.49556877360086560","PAK1IP1","APC (Mutation, COAD)","PAK1IP1"
"-0.052351398277735938791","24.65104874542094","-0.89480789168133667566","0.373064926632986293419947","0.737688788259327266061","-5.49863487742533152","PAPSS1","APC (Mutation, COAD)","PAPSS1"
"-0.200460360689231009701","23.66795230234803","-2.59060730266167649205","0.011029920385321247480737","0.204405464624693611331","-2.85452821453214112","PCM1","APC (Mutation, COAD)","PCM1"
"0.155760766070038414455","25.71556869188716","1.90029956918349984818","0.060309750317632949967450","0.394066646267684450589","-4.22080487896252254","PDP1","APC (Mutation, COAD)","PDP1"
"0.190314103268782730538","24.73067137631394","2.77956093569840634316","0.006517346541412636327928","0.163547546986848535422","-2.41674608710176386","PDS5B","APC (Mutation, COAD)","PDS5B"
"-0.280690734260801377786","26.40394514724325","-2.98020969444115646496","0.003626097724242002308392","0.134975490297119138372","-1.92361374381503092","PFKP","APC (Mutation, COAD)","PFKP"
"0.005231128715941224527","28.62086249112641","0.07141477854773276013","0.943212036652004703896068","0.985831792429943787326","-5.86743849208962320","PHB1","APC (Mutation, COAD)","PHB1"
"-0.015597202840510249189","28.44331869457936","-0.23898353278544834377","0.811613469995065117679189","0.944952486893664067580","-5.84322935891555684","PHB2","APC (Mutation, COAD)","PHB2"
"0.201237999684668267264","22.90709123188318","3.72885782413657107526","0.000320955551390192991151","0.059986325193394772481","0.15481571400199989","PIP4K2B","APC (Mutation, COAD)","PIP4K2B"
"0.190898102842336214735","23.88281763253163","3.41369922289097083024","0.000930717164665588632400","0.079164555465644576016","-0.76396495520764507","PLCG1","APC (Mutation, COAD)","PLCG1"
"0.156619959205148262527","25.65894848433004","1.90156944483109158206","0.060141428992040779633044","0.393492183806213369213","-4.21864250960559506","PNPT1","APC (Mutation, COAD)","PNPT1"
"0.348907815944059507274","25.13409013809837","3.03799591836958349234","0.003046935801221816505352","0.126370371281182808376","-1.77634368117175079","POFUT1","APC (Mutation, COAD)","POFUT1"
"-0.133847331571455896437","24.97440234139951","-2.04308615066541765515","0.043706990207737890508088","0.337384873937964069324","-3.96935492473629559","PPP3CA","APC (Mutation, COAD)","PPP3CA"
"0.190117904076792854084","24.33279914248178","3.63651012671385442943","0.000441256172244015442297","0.059986325193394772481","-0.12068384547210798","PRP4K","APC (Mutation, COAD)","PRP4K"
"0.101047707416636711741","23.92889715733940","1.40475653991590987424","0.163230470897368168392561","0.561788503566842845061","-4.96078640738478249","RAB22A","APC (Mutation, COAD)","RAB22A"
"-0.017483360330828645601","24.80234106640314","-0.50133551636543949304","0.617250438341559570787354","0.877639521759334684248","-5.75295026418783007","RAB3GAP1","APC (Mutation, COAD)","RAB3GAP1"
"0.276075047509987570038","24.83107549244291","2.77781225381272234287","0.006549922192362548321876","0.163547546986848535422","-2.42091733635894535","RAD50","APC (Mutation, COAD)","RAD50"
"0.196597811423185220292","28.08584659843140","2.27439002239871612687","0.025105250674988300457757","0.276563085782935147439","-3.52701865016386673","RALY","APC (Mutation, COAD)","RALY"
"0.044828204828004203364","23.61342915057340","0.76167835845817033480","0.448066673731357445475965","0.791638375899373025746","-5.60054439684972483","RASA1","APC (Mutation, COAD)","RASA1"
"0.295867663615219100848","24.15630940610293","3.13022384042361068168","0.002297206315564448257660","0.110728836305382591365","-1.53654439421195033","ROMO1","APC (Mutation, COAD)","ROMO1"
"-0.758619608965517500110","24.69978706044919","-2.83151810568702000381","0.005614446931129664190852","0.158827186595078467812","-2.29180285696615726","RPL22L1","APC (Mutation, COAD)","RPL22L1"
"0.187773693816428277614","25.68815064862683","2.39425290904615239995","0.018541148895022604992100","0.248457283381789295618","-3.28115881103191676","RPRD1B","APC (Mutation, COAD)","RPRD1B"
"0.271789372064585421640","26.06232893204474","4.07859452311490144893","0.000091843122304860108965","0.042893575066989465816","1.24286913790845421","SAE1","APC (Mutation, COAD)","SAE1"
"0.106408823714868816523","25.33883841727449","2.51155012460361382054","0.013641499975708092085025","0.224786198252913793638","-3.02982098309587089","SART3","APC (Mutation, COAD)","SART3"
"-0.076237817929865059341","24.00466370056276","-1.82507854362737909071","0.071011192484637122857016","0.419610555485417979771","-4.34650485242212170","SCYL2","APC (Mutation, COAD)","SCYL2"
"0.170003444906107858969","25.20113087349164","2.37843002108190448851","0.019309807421004372002260","0.248521083044437346432","-3.31425434234714578","SELENOH","APC (Mutation, COAD)","SELENOH"
"0.011600424153414223838","23.28632052708103","0.15793808163426870106","0.874827997844411675565368","0.966749396207063904640","-5.85820044198794054","SEPHS2","APC (Mutation, COAD)","SEPHS2"
"0.214130646430767512811","25.80986362880383","3.94798618243528132155","0.000147764034568787980522","0.046699266201225705930","0.82848296268103105","SEPTIN11","APC (Mutation, COAD)","SEPTIN11"
"-0.940192646957253685969","25.57180566165905","-2.94421407353264363849","0.004036580977571582393160","0.138651065848809346148","-2.01417564222396539","SERPINB5","APC (Mutation, COAD)","SERPINB5"
"-0.105487392454602257885","26.66302836041653","-1.19425602654956986015","0.235237680441988922241947","0.635278065331365326962","-5.21086926767058323","SERPINB6","APC (Mutation, COAD)","SERPINB6"
"0.133304742011752352937","24.46192132246911","2.47319087034665896496","0.015098334696156732667727","0.231634012548561279976","-3.11317195993464413","SKIC3","APC (Mutation, COAD)","SKIC3"
"0.383089215204087452094","22.09898444170885","3.23291339804459898488","0.001666123510587395970678","0.099974787406817824942","-1.26278361837445541","SLC29A1","APC (Mutation, COAD)","SLC29A1"
"0.212306476381190378788","27.73377085750014","3.47934002543562037602","0.000749438252106489929787","0.074852057261411461542","-0.57766229542932646","SSB","APC (Mutation, COAD)","SSB"
"0.223347673776778776755","26.42865772394272","2.86685856593826837724","0.005067399843800475013611","0.147641304102216625038","-2.20571190627078062","STAU1","APC (Mutation, COAD)","STAU1"
"0.142211547669468529875","25.71948837643847","1.77616929806448453633","0.078783969934245717814392","0.431767915854645578655","-4.42570350032221604","TM9SF4","APC (Mutation, COAD)","TM9SF4"
"0.187024564661104619745","24.97882735421294","3.45074200085739679622","0.000823893512697161439426","0.078492762712372834977","-0.65916393769459969","TNS3","APC (Mutation, COAD)","TNS3"
"0.184500257369293763077","26.67111350093906","2.03962259455199212965","0.044057804285605066396680","0.337666791500616458865","-3.97565159578427441","TOP1","APC (Mutation, COAD)","TOP1"
"-0.095590008828310146782","27.91183511497047","-0.59858809002730628546","0.550817749393910705002497","0.845577812275344786741","-5.70330987760088259","TSPAN8","APC (Mutation, COAD)","TSPAN8"
"-0.024853276358502540688","26.23866781825899","-0.52003725362582642333","0.604201108920080720565693","0.872585082547392976160","-5.74408186149620725","TWF1","APC (Mutation, COAD)","TWF1"
"0.237171072753312728310","24.38912842123106","2.83475886102383967113","0.005562116876418933715531","0.158261627867408494197","-2.28394541436384868","TXNDC9","APC (Mutation, COAD)","TXNDC9"
"0.272306080547668472036","25.70941470474105","4.06538676512896390847","0.000096409751887389471929","0.042893575066989465816","1.20054068256827051","UBA2","APC (Mutation, COAD)","UBA2"
"0.113453364965018010935","28.40788644884069","2.86680480528926384665","0.005068193520468409173085","0.147641304102216625038","-2.20584354635092161","UBE2N","APC (Mutation, COAD)","UBE2N"
"-0.152885019365204044561","23.17831686511704","-1.57663945006074768251","0.118075765457924697354741","0.495594164795097269494","-4.72786511929630748","UPP1","APC (Mutation, COAD)","UPP1"
"0.052312667667855805576","26.41590233397712","1.26036746816373712576","0.210505972645924022135233","0.608492677735978149123","-5.13653633746250637","USP5","APC (Mutation, COAD)","USP5"
"0.166489891066063933067","25.89253960836870","2.80780860267840548516","0.006011224162580335386719","0.159536719729071574392","-2.34905901021016872","USP7","APC (Mutation, COAD)","USP7"
"0.234467114773668328098","26.73592499379944","2.93654523938898792679","0.004129391936521880496214","0.139374097498883325885","-2.03335253777944658","VAPB","APC (Mutation, COAD)","VAPB"
"0.246320237019073573492","29.28957896683558","3.07784103549684662227","0.002698831453865680341658","0.116885673762996813996","-1.67345591718514441","YWHAB","APC (Mutation, COAD)","YWHAB"
"0.240387422982912823954","22.51756101091606","1.64588037605317061285","0.102966734841053411675382","0.313577598202934293425","-4.84773943316967681","ABCB1","TP53 (Mutation, COAD)","ABCB1"
"0.087047366962181627059","23.26746902229348","1.54014199472177359951","0.126723213570405945915809","0.356018029399292001980","-5.00580191057381541","ACACA","TP53 (Mutation, COAD)","ACACA"
"0.451622697015210405880","23.67517386509211","5.41247844196531957550","0.000000435918215307746325","0.000304769106530872918","6.14671089506794743","ACOT8","TP53 (Mutation, COAD)","ACOT8"
"0.375598664581353602898","27.59420629487400","3.01407546934576364706","0.003275455083462711167869","0.042073693381801856306","-1.95581491396501495","ALDH1B1","TP53 (Mutation, COAD)","ALDH1B1"
"-0.024897859998233684564","26.12694708300538","-0.42023870272112306967","0.675223833145810248268504","0.854759327698785931204","-6.04956869147453169","ALDOC","TP53 (Mutation, COAD)","ALDOC"
"-0.166370498978274383717","24.28341106019170","-1.76488650975937688692","0.080673591019053220163570","0.272475192855242520640","-4.65802306094792939","ALOX5","TP53 (Mutation, COAD)","ALOX5"
"0.823428104992839138276","24.23208333083683","4.53069031247384312877","0.000016484938967570915376","0.002604954844152672280","2.81021759689296147","AMACR","TP53 (Mutation, COAD)","AMACR"
"0.003969943376656459577","25.03417001912379","0.05106567244141020645","0.959376312136309916667187","0.986383964620819342350","-6.13332325924528909","BCAT2","TP53 (Mutation, COAD)","BCAT2"
"-0.069372500543138926332","22.79845156033364","-1.29065186277836119189","0.199837201290766541816879","0.453550667588575817657","-5.33896524065149070","CAMKK2","TP53 (Mutation, COAD)","CAMKK2"
"-0.023036936538993302293","26.82547592150516","-0.74734416501750611239","0.456631207204252431708369","0.705751904563847065610","-5.86626232953655524","CAND1","TP53 (Mutation, COAD)","CAND1"
"0.028754174091737638719","22.28869877150241","0.50210130867674940269","0.616713683270563972627087","0.813869090644294690406","-6.01327085703844233","CCDC91","TP53 (Mutation, COAD)","CCDC91"
"-0.159027521761739620842","27.44925630473582","-2.69546476937025358822","0.008263036736397794818076","0.076100362671761706546","-2.76226576153044912","CD44","TP53 (Mutation, COAD)","CD44"
"0.164531240966514502588","24.48961607404410","2.61988645764912053693","0.010183459842939057704569","0.085779436267373068703","-2.94231506953755595","CHLSN","TP53 (Mutation, COAD)","CHLSN"
"-0.064117113348864052114","27.22581881805819","-0.74639391515576036795","0.457202250475516325245451","0.705751904563847065610","-5.86694222585041647","CNN3","TP53 (Mutation, COAD)","CNN3"
"0.241726359463356743618","22.92811962363485","3.53896048982215916112","0.000614135446176917380694","0.015632561843129451351","-0.46928875752520938","COBLL1","TP53 (Mutation, COAD)","COBLL1"
"0.499511702428726778180","26.13619664926131","5.30255868213541425860","0.000000698153081671391872","0.000427095147712473983","5.71280221339777761","CYB5B","TP53 (Mutation, COAD)","CYB5B"
"0.418070223549435127097","24.31176235335664","3.47251839451208166309","0.000766609425162686542767","0.017780978799744967533","-0.66777465814642945","CYP27A1","TP53 (Mutation, COAD)","CYP27A1"
"0.109374939636182944014","25.84404668761807","1.76669447048045036297","0.080368324347720676570361","0.272140592322600349817","-4.65504509419145318","DDX18","TP53 (Mutation, COAD)","DDX18"
"0.342608506540884150127","25.22320185316481","4.66098929854508181592","0.000009854571534014079306","0.001865077589565837047","3.28098142897742306","DDX27","TP53 (Mutation, COAD)","DDX27"
"0.186376400993793822636","23.50809237352922","3.15372084821273324096","0.002135773839590768101437","0.033077459401763348312","-1.57894959616876740","DNAAF5","TP53 (Mutation, COAD)","DNAAF5"
"-0.220479337050718982027","23.67372811215022","-3.26128291233648592851","0.001522789215597797731275","0.027199016135531467464","-1.27928944227207886","DNAJC1","TP53 (Mutation, COAD)","DNAJC1"
"0.336047785779090446567","25.76030622093975","4.37501617235839379561","0.000030145176296162100305","0.003953426438695786631","2.25900714586911455","DNAJC19","TP53 (Mutation, COAD)","DNAJC19"
"0.058257315911657059360","25.49756653404562","0.64175930526139490784","0.522515950396202022432135","0.751255369836496322833","-5.93656940927038423","EHHADH","TP53 (Mutation, COAD)","EHHADH"
"0.034571650415664123557","24.55613110571481","0.83956692834263235703","0.403178637547923157669061","0.663245799045222184098","-5.79621632183354230","EIF2B1","TP53 (Mutation, COAD)","EIF2B1"
"0.145865497115853059995","28.73366237862287","1.92426027637699048611","0.057199916298014262527882","0.220065179614972322719","-4.38461620870878832","ETFA","TP53 (Mutation, COAD)","ETFA"
"0.122798495735256807393","27.51433808032268","1.69081451551164119174","0.094025402918782252648100","0.298579115416236162694","-4.77756989421585221","ETFB","TP53 (Mutation, COAD)","ETFB"
"-0.184099128536363565445","24.58192716171623","-1.15872313952425032291","0.249362696152503920954402","0.513225861680463135706","-5.49222074545145666","FCER1G","TP53 (Mutation, COAD)","FCER1G"
"0.045433203106362896051","26.97064925987410","0.67595265526761061370","0.500650249870694730169873","0.735205542468903128217","-5.91495927352095041","FHL2","TP53 (Mutation, COAD)","FHL2"
"-0.154143891682821276845","26.86140471116649","-1.42650027710284743598","0.156877068143795456167666","0.398007450231070480928","-5.16453422275909180","FSCN1","TP53 (Mutation, COAD)","FSCN1"
"0.247681881451658369997","23.21144313075506","2.13299172848509899225","0.035403370164961291133299","0.170930989527596027822","-3.99368116376864091","GALNT6","TP53 (Mutation, COAD)","GALNT6"
"-0.068787515077662675367","26.25200127740469","-1.65716289894536550342","0.100659500324002906812559","0.310859361798460798187","-4.83028810685435683","GCN1","TP53 (Mutation, COAD)","GCN1"
"-0.227972941010161633812","26.48492165158406","-3.60704184913540615298","0.000487905831782376440443","0.013882622911296223223","-0.26293402737336891","GNG5","TP53 (Mutation, COAD)","GNG5"
"0.417212997007926134074","25.98467262642219","2.62087294105583668014","0.010155989774417577622967","0.085695541303447628212","-2.93999340176435231","GPX2","TP53 (Mutation, COAD)","GPX2"
"0.460410162335563200031","26.37828760510034","4.41682916179375251176","0.000025664890429449175240","0.003588684964620693189","2.40582883435599371","HIBADH","TP53 (Mutation, COAD)","HIBADH"
"-0.225743350467759285038","24.45811818173385","-1.83908599549453755095","0.068906544319358400962905","0.249245105616363649137","-4.53346781038475122","HK3","TP53 (Mutation, COAD)","HK3"
"0.030428197335677253932","23.95132074321877","0.42968924203011993335","0.668357580539442164280217","0.849154205389415883687","-6.04570593227461028","HPCAL1","TP53 (Mutation, COAD)","HPCAL1"
"0.384691338188410725252","27.84433801881590","4.34716872319121705459","0.000033538092319604987095","0.004138660740056181869","2.16173363352455183","HSD17B10","TP53 (Mutation, COAD)","HSD17B10"
"-0.670064902157292863194","23.52540212851257","-5.23084001521795816103","0.000000946856433910776227","0.000463391538755933863","5.43224194272183425","HSPA4L","TP53 (Mutation, COAD)","HSPA4L"
"0.472487321238112656374","26.79235988692690","4.82862035679702028546","0.000005022928647943443146","0.001536388300189700648","3.89867473684371646","HSPH1","TP53 (Mutation, COAD)","HSPH1"
"0.449566867896237454261","25.97282738755480","5.95972409369456990191","0.000000039116590749008035","0.000063812198375215104","8.37142408035809815","HTATIP2","TP53 (Mutation, COAD)","HTATIP2"
"0.143038662419549211791","22.91806021473912","3.25485724875973581049","0.001554209901709353424532","0.027573613231327252782","-1.29741645026406616","IRAK4","TP53 (Mutation, COAD)","IRAK4"
"0.101153581851569640548","23.28944727961577","1.26465057018847559789","0.208972276558646891109206","0.465501265099683203541","-5.37043380091781941","IRF6","TP53 (Mutation, COAD)","IRF6"
"-0.278299237412149125248","26.17385052939488","-2.26792630719840060394","0.025511264888872432765599","0.141862224154225086137","-3.72155207883442607","ITGB2","TP53 (Mutation, COAD)","ITGB2"
"0.431387106709557599515","22.58169298987495","3.48632751433705090349","0.000732245487386540814569","0.017465580773778750789","-0.62675991653879493","KHDRBS3","TP53 (Mutation, COAD)","KHDRBS3"
"-0.113052561542932750172","30.99891751167836","-0.94974525475487536763","0.344559662549633105577129","0.611855946486903001791","-5.70202939541138321","KRT18","TP53 (Mutation, COAD)","KRT18"
"-0.047914607586825752605","31.83825262283058","-0.45239954794056513876","0.651973155751597976959033","0.836810024717629219460","-6.03607363659026319","KRT8","TP53 (Mutation, COAD)","KRT8"
"0.248364993338075379370","23.43666614151310","3.09682731115305598379","0.002546299882791494984674","0.036225557053434817578","-1.73416860080794955","LYRM4","TP53 (Mutation, COAD)","LYRM4"
"-0.122174027393185724577","25.55179237313081","-2.43633540062539610815","0.016627574267570666144422","0.111933079044691657922","-3.36103016671266452","MAP2K1","TP53 (Mutation, COAD)","MAP2K1"
