"Analysis_Name","Method","Method_Label","Sorting_Name","Sorting_Rule","Recommended_Primary_Sorting","ATF3_Found","ATF3_Rank","ATF3_Score","ATF3_P_Value","ATF3_Adj_P_Value","ATF3_Rank1","Top_TF","DEG_ATF3_Primary_Significant","DEG_ATF3_FDR_Significant"
"DLD1_HCT15","dorothea","DoRothEA","current_09_p_score","DoRothEA ORA: P value ascending, then score descending.",TRUE,TRUE,9,2.86371038982706,0.00136864120256671,NA,FALSE,"ATF4",TRUE,FALSE
"DLD1_HCT15","enrichr","ENRICHR","best_adjusted_p_asc","Best adjusted P value ascending, then best P ascending, then combined score descending.",FALSE,TRUE,1,67.9244563136121,1.37418721396433e-07,9.99034104552068e-05,TRUE,"ATF3",TRUE,FALSE
"DLD1_HCT15","trrust","TRRUST","current_09_p_score","TRRUST ORA: P value ascending, then score descending.",TRUE,TRUE,13,1.99264170045228,0.0101708745943667,NA,FALSE,"ATF4",TRUE,FALSE
"DLD1_HCT15","viper","VIPER","activity_mean_ascending","Signed mean activity ascending; prioritizes repressed TFs.",FALSE,TRUE,16,1.94680442808512,NA,NA,FALSE,"E2F4",TRUE,FALSE
"DLD1_HCT15_SW48","chea3","ChEA3","current_09_rank","ChEA3 Integrated--topRank: Method_Rank ascending; lower ChEA3 score is better.",TRUE,TRUE,1,0.0006143,NA,NA,TRUE,"ATF3",TRUE,FALSE
"DLD1_HCT15_SW48","collectri","CollecTRI","activity_mean_descending","Signed mean activity descending; prioritizes activated TFs.",FALSE,TRUE,3,4.34431882012301,1.39708492304911e-05,NA,FALSE,"STAT1",TRUE,FALSE
"DLD1_HCT15_SW48","dorothea","DoRothEA","current_09_p_score","DoRothEA ORA: P value ascending, then score descending.",TRUE,TRUE,22,1.56995834373307,0.0269179298051944,NA,FALSE,"HIF1A",TRUE,FALSE
"DLD1_HCT15_SW48","enrichr","ENRICHR","best_adjusted_p_asc","Best adjusted P value ascending, then best P ascending, then combined score descending.",FALSE,TRUE,3,90.5007775576607,5.8292072206723e-07,0.000135626221334309,FALSE,"JUN",TRUE,FALSE
"DLD1_HCT15_SW48","trrust","TRRUST","current_09_p_score","TRRUST ORA: P value ascending, then score descending.",TRUE,TRUE,41,1.10468674124108,0.0785802233279738,NA,FALSE,"NFKB1",TRUE,FALSE
"DLD1_HCT15_SW48","viper","VIPER","activity_mean_ascending","Signed mean activity ascending; prioritizes repressed TFs.",FALSE,TRUE,24,2.02637677274947,NA,NA,FALSE,"E2F4",TRUE,FALSE
"HCT15","chea3","ChEA3","current_09_rank","ChEA3 Integrated--topRank: Method_Rank ascending; lower ChEA3 score is better.",TRUE,TRUE,1,0.0006143,NA,NA,TRUE,"ATF3",TRUE,TRUE
"HCT15","collectri","CollecTRI","current_09_p_score","CollecTRI activity: P value ascending, then absolute activity score descending.",TRUE,TRUE,2,5.04097561828392,4.63164480854938e-07,NA,FALSE,"ATF4",TRUE,TRUE
"HCT15","dorothea","DoRothEA","current_09_p_score","DoRothEA ORA: P value ascending, then score descending.",TRUE,TRUE,30,2.01858457950107,0.00958110104757053,NA,FALSE,"ATF4",TRUE,TRUE
"HCT15","enrichr","ENRICHR","best_adjusted_p_asc","Best adjusted P value ascending, then best P ascending, then combined score descending.",FALSE,TRUE,1,125.529235519107,6.07194103214042e-19,4.51752412791248e-16,TRUE,"ATF3",TRUE,TRUE
"HCT15","trrust","TRRUST","current_09_p_score","TRRUST ORA: P value ascending, then score descending.",TRUE,TRUE,90,1.19313931240881,0.0641003923212647,NA,FALSE,"ATF4",TRUE,TRUE
"HCT15","viper","VIPER","activity_mean_ascending","Signed mean activity ascending; prioritizes repressed TFs.",FALSE,TRUE,61,0.57568938615316,NA,NA,FALSE,"THAP1",TRUE,TRUE
"HT55","chea3","ChEA3","library_count_desc_toprank_asc","ChEA3 evidence-library count descending, then integrated top rank ascending.",FALSE,TRUE,1,0.001229,NA,NA,TRUE,"ATF3",FALSE,FALSE
"HT55","collectri","CollecTRI","current_09_p_score","CollecTRI activity: P value ascending, then absolute activity score descending.",TRUE,TRUE,69,2.8898920264777,0.00385374165977273,NA,FALSE,"NR3C1",FALSE,FALSE
"HT55","dorothea","DoRothEA","current_09_p_score","DoRothEA ORA: P value ascending, then score descending.",TRUE,TRUE,28,1.87841765972777,0.0132306853204951,NA,FALSE,"HIF1A",FALSE,FALSE
"HT55","enrichr","ENRICHR","library_count_desc_adj_p_asc","ENRICHR library count descending, then best adjusted P and P ascending.",FALSE,TRUE,27,25.9626440984993,0.000168898154235408,0.00248618083034521,FALSE,"EZH2",FALSE,FALSE
"HT55","trrust","TRRUST","current_09_p_score","TRRUST ORA: P value ascending, then score descending.",TRUE,TRUE,57,1.46840684107071,0.034008944933085,NA,FALSE,"SP3",FALSE,FALSE
"HT55","viper","VIPER","activity_mean_descending","Signed mean activity descending; prioritizes activated TFs.",FALSE,TRUE,117,0.65216894847538,NA,NA,FALSE,"ARNTL",FALSE,FALSE
"RKO","chea3","ChEA3","library_count_desc_toprank_asc","ChEA3 evidence-library count descending, then integrated top rank ascending.",FALSE,TRUE,15,0.04268,NA,NA,FALSE,"MYBL2",TRUE,TRUE
"RKO","collectri","CollecTRI","activity_mean_descending","Signed mean activity descending; prioritizes activated TFs.",FALSE,TRUE,159,1.73646788426595,0.0824811382112327,NA,FALSE,"FOXO3",TRUE,TRUE
"RKO","dorothea","DoRothEA","current_09_p_score","DoRothEA ORA: P value ascending, then score descending.",TRUE,TRUE,138,0.732639374922735,0.185080483375136,NA,FALSE,"E2F4",TRUE,TRUE
"RKO","enrichr","ENRICHR","best_adjusted_p_asc","Best adjusted P value ascending, then best P ascending, then combined score descending.",FALSE,TRUE,3,70.0687783450695,8.2941108898192e-17,2.08458653697456e-14,FALSE,"E2F4",TRUE,TRUE
"RKO","trrust","TRRUST","current_09_p_score","TRRUST ORA: P value ascending, then score descending.",TRUE,TRUE,130,0.733047509575869,0.184906632959613,NA,FALSE,"TP53",TRUE,TRUE
"RKO","viper","VIPER","activity_mean_ascending","Signed mean activity ascending; prioritizes repressed TFs.",FALSE,TRUE,55,0.714999970048965,NA,NA,FALSE,"E2F4",TRUE,TRUE
"SW48","chea3","ChEA3","library_count_desc_toprank_asc","ChEA3 evidence-library count descending, then integrated top rank ascending.",FALSE,TRUE,7,0.03194,NA,NA,FALSE,"TFAP2C",TRUE,FALSE
"SW48","collectri","CollecTRI","activity_mean_descending","Signed mean activity descending; prioritizes activated TFs.",FALSE,TRUE,42,2.55078149193918,0.0107481688743156,NA,FALSE,"FOXO3",TRUE,FALSE
"SW48","dorothea","DoRothEA","current_09_p_score","DoRothEA ORA: P value ascending, then score descending.",TRUE,TRUE,75,0.991990732649857,0.101861312386739,NA,FALSE,"TP53",TRUE,FALSE
"SW48","enrichr","ENRICHR","best_adjusted_p_asc","Best adjusted P value ascending, then best P ascending, then combined score descending.",FALSE,TRUE,10,41.6923199719017,8.73769516880272e-09,6.50958290075802e-07,FALSE,"SOX2",TRUE,FALSE
"SW48","trrust","TRRUST","current_09_p_score","TRRUST ORA: P value ascending, then score descending.",TRUE,TRUE,162,0.516108326265798,0.304713484663034,NA,FALSE,"SP1",TRUE,FALSE
"SW48","viper","VIPER","activity_mean_ascending","Signed mean activity ascending; prioritizes repressed TFs.",FALSE,TRUE,57,0.716807968691426,NA,NA,FALSE,"E2F4",TRUE,FALSE
"SW948","chea3","ChEA3","library_count_desc_toprank_asc","ChEA3 evidence-library count descending, then integrated top rank ascending.",FALSE,TRUE,1,0.0006223,NA,NA,TRUE,"ATF3",TRUE,FALSE
"SW948","collectri","CollecTRI","current_09_p_score","CollecTRI activity: P value ascending, then absolute activity score descending.",TRUE,TRUE,2,5.65045061582395,1.60027777378076e-08,NA,FALSE,"FOXO3",TRUE,FALSE
"SW948","dorothea","DoRothEA","current_09_p_score","DoRothEA ORA: P value ascending, then score descending.",TRUE,TRUE,41,1.89840887417118,0.012635461995443,NA,FALSE,"HIF1A",TRUE,FALSE
"SW948","enrichr","ENRICHR","library_count_desc_adj_p_asc","ENRICHR library count descending, then best adjusted P and P ascending.",FALSE,TRUE,2,28.0933322953534,1.69364246528186e-06,0.000154856586925215,FALSE,"ESR1",TRUE,FALSE
"SW948","trrust","TRRUST","current_09_p_score","TRRUST ORA: P value ascending, then score descending.",TRUE,TRUE,154,0.59601699941878,0.253502940089307,NA,FALSE,"ATF4",TRUE,FALSE
"SW948","viper","VIPER","activity_mean_ascending","Signed mean activity ascending; prioritizes repressed TFs.",FALSE,TRUE,38,1.15521555881257,NA,NA,FALSE,"MAZ",TRUE,FALSE
