"Analysis_Name","Methods","Method_Labels","Method_Count","DEG_ATF3_Primary_Significant","DEG_ATF3_FDR_Significant","Intersected_TF_Count","ATF3_Consensus_Rank","ATF3_Mean_Selected_Rank","ATF3_Best_Selected_Rank","ATF3_Worst_Selected_Rank","ATF3_Source_Method_Count","ATF3_CheA3_Library_Count","ATF3_CheA3_Integrated_TopRank","ATF3_Method_Details","Top1_TF"
"DLD1_HCT15_SW48","chea3;viper;trrust","ChEA3;VIPER;TRRUST",3,TRUE,FALSE,166,5,43.6666666666667,1,89,6,6,1,"ChEA3(rank=1); VIPER(rank=89); TRRUST(rank=41, P=0.0786)","JUN"
"HCT15","chea3;viper;trrust","ChEA3;VIPER;TRRUST",3,TRUE,TRUE,166,23,89,1,176,6,6,1,"ChEA3(rank=1); VIPER(rank=176); TRRUST(rank=90, P=0.0641)","NFKB1"
"HT55","chea3;viper;trrust","ChEA3;VIPER;TRRUST",3,FALSE,FALSE,163,19,80.3333333333333,4,180,6,6,4,"ChEA3(rank=4); VIPER(rank=180); TRRUST(rank=57, P=0.034)","IRF9"
"RKO","chea3;viper;trrust","ChEA3;VIPER;TRRUST",3,TRUE,TRUE,159,37,170.666666666667,130,211,6,6,171,"ChEA3(rank=171); VIPER(rank=211); TRRUST(rank=130, P=0.185)","E2F4"
"SW48","chea3;viper;trrust","ChEA3;VIPER;TRRUST",3,TRUE,FALSE,165,52,163.666666666667,122,207,6,6,122,"ChEA3(rank=122); VIPER(rank=207); TRRUST(rank=162, P=0.305)","TP53"
"SW948","chea3;viper;trrust","ChEA3;VIPER;TRRUST",3,TRUE,FALSE,166,22,102.666666666667,2,154,6,6,2,"ChEA3(rank=2); VIPER(rank=152); TRRUST(rank=154, P=0.254)","JUN"
"ALL","chea3;viper;collectri","ChEA3;VIPER;CollecTRI",3,TRUE,FALSE,238,3,54.6666666666667,1,158,6,6,1,"ChEA3(rank=1); VIPER(rank=158); CollecTRI(rank=5, P=5e-06)","MYC"
"DLD1","chea3;viper;collectri","ChEA3;VIPER;CollecTRI",3,TRUE,TRUE,236,19,128,35,244,6,6,244,"ChEA3(rank=244); VIPER(rank=105); CollecTRI(rank=35, P=0.00577)","E2F4"
"DLD1_HCT15","chea3;viper;collectri","ChEA3;VIPER;CollecTRI",3,TRUE,FALSE,233,2,22.6666666666667,1,59,6,6,1,"ChEA3(rank=1); VIPER(rank=59); CollecTRI(rank=8, P=0.00101)","STAT1"
"DLD1_HCT15_SW48","chea3;viper;collectri","ChEA3;VIPER;CollecTRI",3,TRUE,FALSE,235,1,31.6666666666667,1,89,6,6,1,"ChEA3(rank=1); VIPER(rank=89); CollecTRI(rank=5, P=1.4e-05)","ATF3"
"HCT15","chea3;viper;collectri","ChEA3;VIPER;CollecTRI",3,TRUE,TRUE,237,9,59.6666666666667,1,176,6,6,1,"ChEA3(rank=1); VIPER(rank=176); CollecTRI(rank=2, P=4.63e-07)","NFKB1"
"HT55","chea3;viper;collectri","ChEA3;VIPER;CollecTRI",3,FALSE,FALSE,232,14,84.3333333333333,4,180,6,6,4,"ChEA3(rank=4); VIPER(rank=180); CollecTRI(rank=69, P=0.00385)","HIF1A"
"RKO","chea3;viper;collectri","ChEA3;VIPER;CollecTRI",3,TRUE,TRUE,222,32,188.666666666667,171,211,6,6,171,"ChEA3(rank=171); VIPER(rank=211); CollecTRI(rank=184, P=0.0825)","E2F4"
"SW48","chea3;viper;collectri","ChEA3;VIPER;CollecTRI",3,TRUE,FALSE,231,20,125.333333333333,47,207,6,6,122,"ChEA3(rank=122); VIPER(rank=207); CollecTRI(rank=47, P=0.0107)","SMAD3"
"SW948","chea3;viper;collectri","ChEA3;VIPER;CollecTRI",3,TRUE,FALSE,234,5,52,2,152,6,6,2,"ChEA3(rank=2); VIPER(rank=152); CollecTRI(rank=2, P=1.6e-08)","FOS"
"ALL","chea3;enrichr;trrust","ChEA3;ENRICHR;TRRUST",3,TRUE,FALSE,165,3,11.6666666666667,1,24,6,6,1,"ChEA3(rank=1); ENRICHR(rank=24, adjP=0.00482); TRRUST(rank=10, P=0.00121)","FOS"
"DLD1","chea3;enrichr;trrust","ChEA3;ENRICHR;TRRUST",3,TRUE,TRUE,214,33,138.666666666667,43,244,6,6,244,"ChEA3(rank=244); ENRICHR(rank=129, adjP=0.0312); TRRUST(rank=43, P=0.0206)","FOXM1"
"DLD1_HCT15","chea3;enrichr;trrust","ChEA3;ENRICHR;TRRUST",3,TRUE,FALSE,186,1,6,1,13,6,6,1,"ChEA3(rank=1); ENRICHR(rank=4, adjP=9.99e-05); TRRUST(rank=13, P=0.0102)","ATF3"
"DLD1_HCT15_SW48","chea3;enrichr;trrust","ChEA3;ENRICHR;TRRUST",3,TRUE,FALSE,172,4,18,1,41,6,6,1,"ChEA3(rank=1); ENRICHR(rank=12, adjP=0.000136); TRRUST(rank=41, P=0.0786)","JUN"
"HCT15","chea3;enrichr;trrust","ChEA3;ENRICHR;TRRUST",3,TRUE,TRUE,213,7,32,1,90,6,6,1,"ChEA3(rank=1); ENRICHR(rank=5, adjP=4.52e-16); TRRUST(rank=90, P=0.0641)","JUN"
"HT55","chea3;enrichr;trrust","ChEA3;ENRICHR;TRRUST",3,FALSE,FALSE,202,9,53.3333333333333,4,99,6,6,4,"ChEA3(rank=4); ENRICHR(rank=99, adjP=0.00249); TRRUST(rank=57, P=0.034)","CEBPB"
"RKO","chea3;enrichr;trrust","ChEA3;ENRICHR;TRRUST",3,TRUE,TRUE,227,22,103.333333333333,9,171,6,6,171,"ChEA3(rank=171); ENRICHR(rank=9, adjP=2.08e-14); TRRUST(rank=130, P=0.185)","E2F1"
"SW48","chea3;enrichr;trrust","ChEA3;ENRICHR;TRRUST",3,TRUE,FALSE,197,28,107,37,162,6,6,122,"ChEA3(rank=122); ENRICHR(rank=37, adjP=6.51e-07); TRRUST(rank=162, P=0.305)","TP53"
"SW948","chea3;enrichr;trrust","ChEA3;ENRICHR;TRRUST",3,TRUE,FALSE,207,14,63.6666666666667,2,154,6,6,2,"ChEA3(rank=2); ENRICHR(rank=35, adjP=0.000155); TRRUST(rank=154, P=0.254)","NFKB1"
"ALL","chea3;enrichr;collectri","ChEA3;ENRICHR;CollecTRI",3,TRUE,FALSE,225,1,10,1,24,6,6,1,"ChEA3(rank=1); ENRICHR(rank=24, adjP=0.00482); CollecTRI(rank=5, P=5e-06)","ATF3"
"DLD1","chea3;enrichr;collectri","ChEA3;ENRICHR;CollecTRI",3,TRUE,TRUE,297,17,136,35,244,6,6,244,"ChEA3(rank=244); ENRICHR(rank=129, adjP=0.0312); CollecTRI(rank=35, P=0.00577)","E2F4"
"DLD1_HCT15","chea3;enrichr;collectri","ChEA3;ENRICHR;CollecTRI",3,TRUE,FALSE,253,1,4.33333333333333,1,8,6,6,1,"ChEA3(rank=1); ENRICHR(rank=4, adjP=9.99e-05); CollecTRI(rank=8, P=0.00101)","ATF3"
"DLD1_HCT15_SW48","chea3;enrichr;collectri","ChEA3;ENRICHR;CollecTRI",3,TRUE,FALSE,235,1,6,1,12,6,6,1,"ChEA3(rank=1); ENRICHR(rank=12, adjP=0.000136); CollecTRI(rank=5, P=1.4e-05)","ATF3"
"HCT15","chea3;enrichr;collectri","ChEA3;ENRICHR;CollecTRI",3,TRUE,TRUE,293,1,2.66666666666667,1,5,6,6,1,"ChEA3(rank=1); ENRICHR(rank=5, adjP=4.52e-16); CollecTRI(rank=2, P=4.63e-07)","ATF3"
"HT55","chea3;enrichr;collectri","ChEA3;ENRICHR;CollecTRI",3,FALSE,FALSE,275,10,57.3333333333333,4,99,6,6,4,"ChEA3(rank=4); ENRICHR(rank=99, adjP=0.00249); CollecTRI(rank=69, P=0.00385)","CEBPB"
"RKO","chea3;enrichr;collectri","ChEA3;ENRICHR;CollecTRI",3,TRUE,TRUE,314,15,121.333333333333,9,184,6,6,171,"ChEA3(rank=171); ENRICHR(rank=9, adjP=2.08e-14); CollecTRI(rank=184, P=0.0825)","E2F4"
"SW48","chea3;enrichr;collectri","ChEA3;ENRICHR;CollecTRI",3,TRUE,FALSE,273,7,68.6666666666667,37,122,6,6,122,"ChEA3(rank=122); ENRICHR(rank=37, adjP=6.51e-07); CollecTRI(rank=47, P=0.0107)","SOX2"
"SW948","chea3;enrichr;collectri","ChEA3;ENRICHR;CollecTRI",3,TRUE,FALSE,282,2,13,2,35,6,6,2,"ChEA3(rank=2); ENRICHR(rank=35, adjP=0.000155); CollecTRI(rank=2, P=1.6e-08)","FOS"
"ALL","chea3;trrust;collectri","ChEA3;TRRUST;CollecTRI",3,TRUE,FALSE,249,1,5.33333333333333,1,10,6,6,1,"ChEA3(rank=1); TRRUST(rank=10, P=0.00121); CollecTRI(rank=5, P=5e-06)","ATF3"
"DLD1","chea3;trrust;collectri","ChEA3;TRRUST;CollecTRI",3,TRUE,TRUE,249,15,107.333333333333,35,244,6,6,244,"ChEA3(rank=244); TRRUST(rank=43, P=0.0206); CollecTRI(rank=35, P=0.00577)","TFDP1"
"DLD1_HCT15","chea3;trrust;collectri","ChEA3;TRRUST;CollecTRI",3,TRUE,FALSE,249,1,7.33333333333333,1,13,6,6,1,"ChEA3(rank=1); TRRUST(rank=13, P=0.0102); CollecTRI(rank=8, P=0.00101)","ATF3"
"DLD1_HCT15_SW48","chea3;trrust;collectri","ChEA3;TRRUST;CollecTRI",3,TRUE,FALSE,249,1,15.6666666666667,1,41,6,6,1,"ChEA3(rank=1); TRRUST(rank=41, P=0.0786); CollecTRI(rank=5, P=1.4e-05)","ATF3"
"HCT15","chea3;trrust;collectri","ChEA3;TRRUST;CollecTRI",3,TRUE,TRUE,249,5,31,1,90,6,6,1,"ChEA3(rank=1); TRRUST(rank=90, P=0.0641); CollecTRI(rank=2, P=4.63e-07)","DDIT3"
"HT55","chea3;trrust;collectri","ChEA3;TRRUST;CollecTRI",3,FALSE,FALSE,247,6,43.3333333333333,4,69,6,6,4,"ChEA3(rank=4); TRRUST(rank=57, P=0.034); CollecTRI(rank=69, P=0.00385)","KLF4"
"RKO","chea3;trrust;collectri","ChEA3;TRRUST;CollecTRI",3,TRUE,TRUE,248,27,161.666666666667,130,184,6,6,171,"ChEA3(rank=171); TRRUST(rank=130, P=0.185); CollecTRI(rank=184, P=0.0825)","E2F4"
"SW48","chea3;trrust;collectri","ChEA3;TRRUST;CollecTRI",3,TRUE,FALSE,245,22,110.333333333333,47,162,6,6,122,"ChEA3(rank=122); TRRUST(rank=162, P=0.305); CollecTRI(rank=47, P=0.0107)","SMAD3"
"SW948","chea3;trrust;collectri","ChEA3;TRRUST;CollecTRI",3,TRUE,FALSE,247,7,52.6666666666667,2,154,6,6,2,"ChEA3(rank=2); TRRUST(rank=154, P=0.254); CollecTRI(rank=2, P=1.6e-08)","DDIT3"
"ALL","viper;enrichr;trrust","VIPER;ENRICHR;TRRUST",3,TRUE,FALSE,136,18,64,10,158,6,6,1,"VIPER(rank=158); ENRICHR(rank=24, adjP=0.00482); TRRUST(rank=10, P=0.00121)","ATF4"
"DLD1","viper;enrichr;trrust","VIPER;ENRICHR;TRRUST",3,TRUE,TRUE,153,32,92.3333333333333,43,129,6,6,244,"VIPER(rank=105); ENRICHR(rank=129, adjP=0.0312); TRRUST(rank=43, P=0.0206)","E2F4"
"DLD1_HCT15","viper;enrichr;trrust","VIPER;ENRICHR;TRRUST",3,TRUE,FALSE,140,6,25.3333333333333,4,59,6,6,1,"VIPER(rank=59); ENRICHR(rank=4, adjP=9.99e-05); TRRUST(rank=13, P=0.0102)","ATF4"
"DLD1_HCT15_SW48","viper;enrichr;trrust","VIPER;ENRICHR;TRRUST",3,TRUE,FALSE,137,17,47.3333333333333,12,89,6,6,1,"VIPER(rank=89); ENRICHR(rank=12, adjP=0.000136); TRRUST(rank=41, P=0.0786)","JUN"
"HCT15","viper;enrichr;trrust","VIPER;ENRICHR;TRRUST",3,TRUE,TRUE,151,38,90.3333333333333,5,176,6,6,1,"VIPER(rank=176); ENRICHR(rank=5, adjP=4.52e-16); TRRUST(rank=90, P=0.0641)","ATF4"
"HT55","viper;enrichr;trrust","VIPER;ENRICHR;TRRUST",3,FALSE,FALSE,148,51,112,57,180,6,6,4,"VIPER(rank=180); ENRICHR(rank=99, adjP=0.00249); TRRUST(rank=57, P=0.034)","SP1"
"RKO","viper;enrichr;trrust","VIPER;ENRICHR;TRRUST",3,TRUE,TRUE,151,51,116.666666666667,9,211,6,6,171,"VIPER(rank=211); ENRICHR(rank=9, adjP=2.08e-14); TRRUST(rank=130, P=0.185)","E2F4"
"SW48","viper;enrichr;trrust","VIPER;ENRICHR;TRRUST",3,TRUE,FALSE,147,70,135.333333333333,37,207,6,6,122,"VIPER(rank=207); ENRICHR(rank=37, adjP=6.51e-07); TRRUST(rank=162, P=0.305)","TP53"
"SW948","viper;enrichr;trrust","VIPER;ENRICHR;TRRUST",3,TRUE,FALSE,150,54,113.666666666667,35,154,6,6,2,"VIPER(rank=152); ENRICHR(rank=35, adjP=0.000155); TRRUST(rank=154, P=0.254)","ATF4"
"ALL","viper;enrichr;collectri","VIPER;ENRICHR;CollecTRI",3,TRUE,FALSE,173,10,62.3333333333333,5,158,6,6,1,"VIPER(rank=158); ENRICHR(rank=24, adjP=0.00482); CollecTRI(rank=5, P=5e-06)","ATF4"
"DLD1","viper;enrichr;collectri","VIPER;ENRICHR;CollecTRI",3,TRUE,TRUE,196,18,89.6666666666667,35,129,6,6,244,"VIPER(rank=105); ENRICHR(rank=129, adjP=0.0312); CollecTRI(rank=35, P=0.00577)","E2F4"
"DLD1_HCT15","viper;enrichr;collectri","VIPER;ENRICHR;CollecTRI",3,TRUE,FALSE,179,5,23.6666666666667,4,59,6,6,1,"VIPER(rank=59); ENRICHR(rank=4, adjP=9.99e-05); CollecTRI(rank=8, P=0.00101)","ATF4"
"DLD1_HCT15_SW48","viper;enrichr;collectri","VIPER;ENRICHR;CollecTRI",3,TRUE,FALSE,176,5,35.3333333333333,5,89,6,6,1,"VIPER(rank=89); ENRICHR(rank=12, adjP=0.000136); CollecTRI(rank=5, P=1.4e-05)","SREBF1"
"HCT15","viper;enrichr;collectri","VIPER;ENRICHR;CollecTRI",3,TRUE,TRUE,192,15,61,2,176,6,6,1,"VIPER(rank=176); ENRICHR(rank=5, adjP=4.52e-16); CollecTRI(rank=2, P=4.63e-07)","ATF4"
"HT55","viper;enrichr;collectri","VIPER;ENRICHR;CollecTRI",3,FALSE,FALSE,190,45,116,69,180,6,6,4,"VIPER(rank=180); ENRICHR(rank=99, adjP=0.00249); CollecTRI(rank=69, P=0.00385)","CEBPB"
"RKO","viper;enrichr;collectri","VIPER;ENRICHR;CollecTRI",3,TRUE,TRUE,195,34,134.666666666667,9,211,6,6,171,"VIPER(rank=211); ENRICHR(rank=9, adjP=2.08e-14); CollecTRI(rank=184, P=0.0825)","E2F4"
"SW48","viper;enrichr;collectri","VIPER;ENRICHR;CollecTRI",3,TRUE,FALSE,186,29,97,37,207,6,6,122,"VIPER(rank=207); ENRICHR(rank=37, adjP=6.51e-07); CollecTRI(rank=47, P=0.0107)","SMAD3"
"SW948","viper;enrichr;collectri","VIPER;ENRICHR;CollecTRI",3,TRUE,FALSE,190,14,63,2,152,6,6,2,"VIPER(rank=152); ENRICHR(rank=35, adjP=0.000155); CollecTRI(rank=2, P=1.6e-08)","ATF4"
"ALL","viper;trrust;collectri","VIPER;TRRUST;CollecTRI",3,TRUE,FALSE,165,11,57.6666666666667,5,158,6,6,1,"VIPER(rank=158); TRRUST(rank=10, P=0.00121); CollecTRI(rank=5, P=5e-06)","ATF4"
"DLD1","viper;trrust;collectri","VIPER;TRRUST;CollecTRI",3,TRUE,TRUE,165,13,61,35,105,6,6,244,"VIPER(rank=105); TRRUST(rank=43, P=0.0206); CollecTRI(rank=35, P=0.00577)","E2F4"
"DLD1_HCT15","viper;trrust;collectri","VIPER;TRRUST;CollecTRI",3,TRUE,FALSE,162,7,26.6666666666667,8,59,6,6,1,"VIPER(rank=59); TRRUST(rank=13, P=0.0102); CollecTRI(rank=8, P=0.00101)","ATF4"
"DLD1_HCT15_SW48","viper;trrust;collectri","VIPER;TRRUST;CollecTRI",3,TRUE,FALSE,164,10,45,5,89,6,6,1,"VIPER(rank=89); TRRUST(rank=41, P=0.0786); CollecTRI(rank=5, P=1.4e-05)","STAT1"
"HCT15","viper;trrust;collectri","VIPER;TRRUST;CollecTRI",3,TRUE,TRUE,164,27,89.3333333333333,2,176,6,6,1,"VIPER(rank=176); TRRUST(rank=90, P=0.0641); CollecTRI(rank=2, P=4.63e-07)","ATF4"
"HT55","viper;trrust;collectri","VIPER;TRRUST;CollecTRI",3,FALSE,FALSE,160,47,102,57,180,6,6,4,"VIPER(rank=180); TRRUST(rank=57, P=0.034); CollecTRI(rank=69, P=0.00385)","VDR"
"RKO","viper;trrust;collectri","VIPER;TRRUST;CollecTRI",3,TRUE,TRUE,155,55,175,130,211,6,6,171,"VIPER(rank=211); TRRUST(rank=130, P=0.185); CollecTRI(rank=184, P=0.0825)","E2F4"
"SW48","viper;trrust;collectri","VIPER;TRRUST;CollecTRI",3,TRUE,FALSE,161,61,138.666666666667,47,207,6,6,122,"VIPER(rank=207); TRRUST(rank=162, P=0.305); CollecTRI(rank=47, P=0.0107)","SMAD3"
"SW948","viper;trrust;collectri","VIPER;TRRUST;CollecTRI",3,TRUE,FALSE,163,37,102.666666666667,2,154,6,6,2,"VIPER(rank=152); TRRUST(rank=154, P=0.254); CollecTRI(rank=2, P=1.6e-08)","ATF4"
"ALL","enrichr;trrust;collectri","ENRICHR;TRRUST;CollecTRI",3,TRUE,FALSE,183,3,13,5,24,6,6,1,"ENRICHR(rank=24, adjP=0.00482); TRRUST(rank=10, P=0.00121); CollecTRI(rank=5, P=5e-06)","ATF4"
"DLD1","enrichr;trrust;collectri","ENRICHR;TRRUST;CollecTRI",3,TRUE,TRUE,243,16,69,35,129,6,6,244,"ENRICHR(rank=129, adjP=0.0312); TRRUST(rank=43, P=0.0206); CollecTRI(rank=35, P=0.00577)","E2F4"
"DLD1_HCT15","enrichr;trrust;collectri","ENRICHR;TRRUST;CollecTRI",3,TRUE,FALSE,209,2,8.33333333333333,4,13,6,6,1,"ENRICHR(rank=4, adjP=9.99e-05); TRRUST(rank=13, P=0.0102); CollecTRI(rank=8, P=0.00101)","ATF4"
"DLD1_HCT15_SW48","enrichr;trrust;collectri","ENRICHR;TRRUST;CollecTRI",3,TRUE,FALSE,188,1,19.3333333333333,5,41,6,6,1,"ENRICHR(rank=12, adjP=0.000136); TRRUST(rank=41, P=0.0786); CollecTRI(rank=5, P=1.4e-05)","ATF3"
"HCT15","enrichr;trrust;collectri","ENRICHR;TRRUST;CollecTRI",3,TRUE,TRUE,249,9,32.3333333333333,2,90,6,6,1,"ENRICHR(rank=5, adjP=4.52e-16); TRRUST(rank=90, P=0.0641); CollecTRI(rank=2, P=4.63e-07)","ATF4"
"HT55","enrichr;trrust;collectri","ENRICHR;TRRUST;CollecTRI",3,FALSE,FALSE,236,27,75,57,99,6,6,4,"ENRICHR(rank=99, adjP=0.00249); TRRUST(rank=57, P=0.034); CollecTRI(rank=69, P=0.00385)","SP3"
"RKO","enrichr;trrust;collectri","ENRICHR;TRRUST;CollecTRI",3,TRUE,TRUE,269,33,107.666666666667,9,184,6,6,171,"ENRICHR(rank=9, adjP=2.08e-14); TRRUST(rank=130, P=0.185); CollecTRI(rank=184, P=0.0825)","E2F4"
"SW48","enrichr;trrust;collectri","ENRICHR;TRRUST;CollecTRI",3,TRUE,FALSE,231,22,82,37,162,6,6,122,"ENRICHR(rank=37, adjP=6.51e-07); TRRUST(rank=162, P=0.305); CollecTRI(rank=47, P=0.0107)","SMAD4"
"SW948","enrichr;trrust;collectri","ENRICHR;TRRUST;CollecTRI",3,TRUE,FALSE,239,19,63.6666666666667,2,154,6,6,2,"ENRICHR(rank=35, adjP=0.000155); TRRUST(rank=154, P=0.254); CollecTRI(rank=2, P=1.6e-08)","ATF4"
"ALL","dorothea;chea3;viper;enrichr","DoRothEA;ChEA3;VIPER;ENRICHR",4,TRUE,FALSE,182,13,55.5,1,158,6,6,1,"DoRothEA(rank=39, P=0.15); ChEA3(rank=1); VIPER(rank=158); ENRICHR(rank=24, adjP=0.00482)","JUN"
"DLD1","dorothea;chea3;viper;enrichr","DoRothEA;ChEA3;VIPER;ENRICHR",4,TRUE,TRUE,206,31,130,42,244,6,6,244,"DoRothEA(rank=42, P=0.0391); ChEA3(rank=244); VIPER(rank=105); ENRICHR(rank=129, adjP=0.0312)","E2F4"
"DLD1_HCT15","dorothea;chea3;viper;enrichr","DoRothEA;ChEA3;VIPER;ENRICHR",4,TRUE,FALSE,189,2,18.25,1,59,6,6,1,"DoRothEA(rank=9, P=0.00137); ChEA3(rank=1); VIPER(rank=59); ENRICHR(rank=4, adjP=9.99e-05)","JUN"
"DLD1_HCT15_SW48","dorothea;chea3;viper;enrichr","DoRothEA;ChEA3;VIPER;ENRICHR",4,TRUE,FALSE,186,4,31,1,89,6,6,1,"DoRothEA(rank=22, P=0.0269); ChEA3(rank=1); VIPER(rank=89); ENRICHR(rank=12, adjP=0.000136)","JUN"
"HCT15","dorothea;chea3;viper;enrichr","DoRothEA;ChEA3;VIPER;ENRICHR",4,TRUE,TRUE,201,12,53,1,176,6,6,1,"DoRothEA(rank=30, P=0.00958); ChEA3(rank=1); VIPER(rank=176); ENRICHR(rank=5, adjP=4.52e-16)","JUN"
"HT55","dorothea;chea3;viper;enrichr","DoRothEA;ChEA3;VIPER;ENRICHR",4,FALSE,FALSE,199,21,77.75,4,180,6,6,4,"DoRothEA(rank=28, P=0.0132); ChEA3(rank=4); VIPER(rank=180); ENRICHR(rank=99, adjP=0.00249)","ESR1"
"RKO","dorothea;chea3;viper;enrichr","DoRothEA;ChEA3;VIPER;ENRICHR",4,TRUE,TRUE,207,36,132.25,9,211,6,6,171,"DoRothEA(rank=138, P=0.185); ChEA3(rank=171); VIPER(rank=211); ENRICHR(rank=9, adjP=2.08e-14)","E2F4"
"SW48","dorothea;chea3;viper;enrichr","DoRothEA;ChEA3;VIPER;ENRICHR",4,TRUE,FALSE,197,30,110.25,37,207,6,6,122,"DoRothEA(rank=75, P=0.102); ChEA3(rank=122); VIPER(rank=207); ENRICHR(rank=37, adjP=6.51e-07)","TP53"
"SW948","dorothea;chea3;viper;enrichr","DoRothEA;ChEA3;VIPER;ENRICHR",4,TRUE,FALSE,200,10,57.5,2,152,6,6,2,"DoRothEA(rank=41, P=0.0126); ChEA3(rank=2); VIPER(rank=152); ENRICHR(rank=35, adjP=0.000155)","JUN"
"ALL","dorothea;chea3;viper;trrust","DoRothEA;ChEA3;VIPER;TRRUST",4,TRUE,FALSE,167,9,52,1,158,6,6,1,"DoRothEA(rank=39, P=0.15); ChEA3(rank=1); VIPER(rank=158); TRRUST(rank=10, P=0.00121)","JUN"
"DLD1","dorothea;chea3;viper;trrust","DoRothEA;ChEA3;VIPER;TRRUST",4,TRUE,TRUE,167,20,108.5,42,244,6,6,244,"DoRothEA(rank=42, P=0.0391); ChEA3(rank=244); VIPER(rank=105); TRRUST(rank=43, P=0.0206)","E2F1"
"DLD1_HCT15","dorothea;chea3;viper;trrust","DoRothEA;ChEA3;VIPER;TRRUST",4,TRUE,FALSE,164,3,20.5,1,59,6,6,1,"DoRothEA(rank=9, P=0.00137); ChEA3(rank=1); VIPER(rank=59); TRRUST(rank=13, P=0.0102)","JUN"
"DLD1_HCT15_SW48","dorothea;chea3;viper;trrust","DoRothEA;ChEA3;VIPER;TRRUST",4,TRUE,FALSE,166,5,38.25,1,89,6,6,1,"DoRothEA(rank=22, P=0.0269); ChEA3(rank=1); VIPER(rank=89); TRRUST(rank=41, P=0.0786)","JUN"
"HCT15","dorothea;chea3;viper;trrust","DoRothEA;ChEA3;VIPER;TRRUST",4,TRUE,TRUE,166,23,74.25,1,176,6,6,1,"DoRothEA(rank=30, P=0.00958); ChEA3(rank=1); VIPER(rank=176); TRRUST(rank=90, P=0.0641)","JUN"
"HT55","dorothea;chea3;viper;trrust","DoRothEA;ChEA3;VIPER;TRRUST",4,FALSE,FALSE,163,18,67.25,4,180,6,6,4,"DoRothEA(rank=28, P=0.0132); ChEA3(rank=4); VIPER(rank=180); TRRUST(rank=57, P=0.034)","VDR"
"RKO","dorothea;chea3;viper;trrust","DoRothEA;ChEA3;VIPER;TRRUST",4,TRUE,TRUE,159,42,162.5,130,211,6,6,171,"DoRothEA(rank=138, P=0.185); ChEA3(rank=171); VIPER(rank=211); TRRUST(rank=130, P=0.185)","E2F4"
"SW48","dorothea;chea3;viper;trrust","DoRothEA;ChEA3;VIPER;TRRUST",4,TRUE,FALSE,165,48,141.5,75,207,6,6,122,"DoRothEA(rank=75, P=0.102); ChEA3(rank=122); VIPER(rank=207); TRRUST(rank=162, P=0.305)","TP53"
"SW948","dorothea;chea3;viper;trrust","DoRothEA;ChEA3;VIPER;TRRUST",4,TRUE,FALSE,166,18,87.25,2,154,6,6,2,"DoRothEA(rank=41, P=0.0126); ChEA3(rank=2); VIPER(rank=152); TRRUST(rank=154, P=0.254)","JUN"
"ALL","dorothea;chea3;viper;collectri","DoRothEA;ChEA3;VIPER;CollecTRI",4,TRUE,FALSE,238,5,50.75,1,158,6,6,1,"DoRothEA(rank=39, P=0.15); ChEA3(rank=1); VIPER(rank=158); CollecTRI(rank=5, P=5e-06)","CEBPB"
"DLD1","dorothea;chea3;viper;collectri","DoRothEA;ChEA3;VIPER;CollecTRI",4,TRUE,TRUE,236,15,106.5,35,244,6,6,244,"DoRothEA(rank=42, P=0.0391); ChEA3(rank=244); VIPER(rank=105); CollecTRI(rank=35, P=0.00577)","E2F4"
"DLD1_HCT15","dorothea;chea3;viper;collectri","DoRothEA;ChEA3;VIPER;CollecTRI",4,TRUE,FALSE,233,2,19.25,1,59,6,6,1,"DoRothEA(rank=9, P=0.00137); ChEA3(rank=1); VIPER(rank=59); CollecTRI(rank=8, P=0.00101)","STAT1"
"DLD1_HCT15_SW48","dorothea;chea3;viper;collectri","DoRothEA;ChEA3;VIPER;CollecTRI",4,TRUE,FALSE,235,1,29.25,1,89,6,6,1,"DoRothEA(rank=22, P=0.0269); ChEA3(rank=1); VIPER(rank=89); CollecTRI(rank=5, P=1.4e-05)","ATF3"
"HCT15","dorothea;chea3;viper;collectri","DoRothEA;ChEA3;VIPER;CollecTRI",4,TRUE,TRUE,237,7,52.25,1,176,6,6,1,"DoRothEA(rank=30, P=0.00958); ChEA3(rank=1); VIPER(rank=176); CollecTRI(rank=2, P=4.63e-07)","NFKB1"
"HT55","dorothea;chea3;viper;collectri","DoRothEA;ChEA3;VIPER;CollecTRI",4,FALSE,FALSE,232,12,70.25,4,180,6,6,4,"DoRothEA(rank=28, P=0.0132); ChEA3(rank=4); VIPER(rank=180); CollecTRI(rank=69, P=0.00385)","HIF1A"
"RKO","dorothea;chea3;viper;collectri","DoRothEA;ChEA3;VIPER;CollecTRI",4,TRUE,TRUE,222,38,176,138,211,6,6,171,"DoRothEA(rank=138, P=0.185); ChEA3(rank=171); VIPER(rank=211); CollecTRI(rank=184, P=0.0825)","E2F4"
"SW48","dorothea;chea3;viper;collectri","DoRothEA;ChEA3;VIPER;CollecTRI",4,TRUE,FALSE,231,21,112.75,47,207,6,6,122,"DoRothEA(rank=75, P=0.102); ChEA3(rank=122); VIPER(rank=207); CollecTRI(rank=47, P=0.0107)","SMAD3"
"SW948","dorothea;chea3;viper;collectri","DoRothEA;ChEA3;VIPER;CollecTRI",4,TRUE,FALSE,234,4,49.25,2,152,6,6,2,"DoRothEA(rank=41, P=0.0126); ChEA3(rank=2); VIPER(rank=152); CollecTRI(rank=2, P=1.6e-08)","HIF1A"
